part,target,source,context_index,method,original_gap,final_kv_error,remaining_delta,explained_delta_energy
strict_t1,1,preprocess,40,mean,0.38309610641164715,0.3560404179547604,0.9293762374399736,0.13625980928191783
strict_t1,1,preprocess,40,position,0.38309610641164715,0.3209157587196324,0.8376899512907076,0.298275545506572
strict_t1,1,preprocess,40,prefix_v,0.38309610641164715,0.33893077146720046,0.8847147381420007,0.2172798321143311
strict_t1,1,preprocess,40,prefix_v_position,0.38309610641164715,0.31436858111057053,0.8205997812276719,0.3266159990490971
strict_t1,1,preprocess,40,oracle_r8,0.38309610641164715,0.2991278862544768,0.7808168270263122,0.39032508263256205
strict_t1,1,preprocess,41,mean,0.3494765596825978,0.31222985333705766,0.8934214461211122,0.20179811961086058
strict_t1,1,preprocess,41,position,0.3494765596825978,0.29643315617731053,0.8482204255602652,0.2805221096623626
strict_t1,1,preprocess,41,prefix_v,0.3494765596825978,0.30339563647373274,0.8681430215213383,0.24632769418380118
strict_t1,1,preprocess,41,prefix_v_position,0.3494765596825978,0.2967811329243887,0.849216133963124,0.27883195781672543
strict_t1,1,preprocess,41,oracle_r8,0.3494765596825978,0.26672548320621514,0.7632142294420577,0.4175040399771661
strict_t1,1,preprocess,42,mean,0.35612002759680345,0.2736248511409332,0.7683500784480711,0.40963815694884287
strict_t1,1,preprocess,42,position,0.35612002759680345,0.2726348693846054,0.7655701680818712,0.4139023177430956
strict_t1,1,preprocess,42,prefix_v,0.35612002759680345,0.2689997727564814,0.7553626640202359,0.4294272458042523
strict_t1,1,preprocess,42,prefix_v_position,0.35612002759680345,0.2824245211813316,0.7930599216427408,0.3710559606840099
strict_t1,1,preprocess,42,oracle_r8,0.35612002759680345,0.23660883022474277,0.6644075364742743,0.5585626254761858
strict_t1,1,preprocess,43,mean,0.35347428124677877,0.27422094596082003,0.7757875480886037,0.3981536802306723
strict_t1,1,preprocess,43,position,0.35347428124677877,0.29149100003187134,0.8246455696966714,0.3199596843796523
strict_t1,1,preprocess,43,prefix_v,0.35347428124677877,0.2684445017108254,0.7594456399033183,0.42324232003183937
strict_t1,1,preprocess,43,prefix_v_position,0.35347428124677877,0.30262450842396976,0.8561429345200136,0.2670192756714598
strict_t1,1,preprocess,43,oracle_r8,0.35347428124677877,0.23304306802387895,0.6592928549197034,0.565332931451827
strict_t1,1,preprocess,44,mean,0.3933188901579276,0.33054989152913394,0.840411940032704,0.29370777105046664
strict_t1,1,preprocess,44,position,0.3933188901579276,0.29531333106940666,0.7508241746304909,0.43626305879044214
strict_t1,1,preprocess,44,prefix_v,0.3933188901579276,0.3129749234353516,0.7957281769753906,0.36681666836742155
strict_t1,1,preprocess,44,prefix_v_position,0.3933188901579276,0.29052240096725507,0.7386433965849006,0.4544059326815212
strict_t1,1,preprocess,44,oracle_r8,0.3933188901579276,0.2780709320251861,0.7069859571543425,0.5001708563865581
strict_t1,1,preprocess,45,mean,0.35777376197367006,0.2764775714438941,0.7727720722690703,0.4028233243209668
strict_t1,1,preprocess,45,position,0.35777376197367006,0.26005761657105886,0.7268772733261459,0.4716494295219473
strict_t1,1,preprocess,45,prefix_v,0.35777376197367006,0.26695499022671104,0.7461558632864679,0.4432514276832259
strict_t1,1,preprocess,45,prefix_v_position,0.35777376197367006,0.25833405309416785,0.7220598058087323,0.4786296368354558
strict_t1,1,preprocess,45,oracle_r8,0.35777376197367006,0.23526361178397284,0.6575764820934151,0.5675931701976484
strict_t1,1,preprocess,46,mean,0.36106190528526816,0.3322848932415233,0.9202989525549402,0.1530498379262799
strict_t1,1,preprocess,46,position,0.36106190528526816,0.31546650874478943,0.8737186175748597,0.23661577730307604
strict_t1,1,preprocess,46,prefix_v,0.36106190528526816,0.3157941637832765,0.8746260936438961,0.23502919631721864
strict_t1,1,preprocess,46,prefix_v_position,0.36106190528526816,0.3147060379743323,0.8716124115217554,0.24029180408123008
strict_t1,1,preprocess,46,oracle_r8,0.36106190528526816,0.28845448870798995,0.7989059063987588,0.3617493527211777
strict_t1,1,preprocess,47,mean,0.3502438006382688,0.2824029265461251,0.8063038547191599,0.3498740938650239
strict_t1,1,preprocess,47,position,0.3502438006382688,0.29926322719819937,0.8544426101271038,0.2699278259991822
strict_t1,1,preprocess,47,prefix_v,0.3502438006382688,0.27632671300796957,0.7889553291290351,0.3775494886388958
strict_t1,1,preprocess,47,prefix_v_position,0.3502438006382688,0.30954027220919833,0.883785156639763,0.2189237969032296
strict_t1,1,preprocess,47,oracle_r8,0.3502438006382688,0.24259749430225175,0.6926532143043012,0.5202315247139198
strict_t1,1,preprocess,48,mean,0.34410984153101776,0.28327774084988194,0.8232189454085913,0.3223105679203667
strict_t1,1,preprocess,48,position,0.34410984153101776,0.2819696851751283,0.8194176717544182,0.32855467921656867
strict_t1,1,preprocess,48,prefix_v,0.34410984153101776,0.26426401552539924,0.7679641313065401,0.4102310930265912
strict_t1,1,preprocess,48,prefix_v_position,0.34410984153101776,0.27262630178428077,0.7922653434476284,0.3723156255718114
strict_t1,1,preprocess,48,oracle_r8,0.34410984153101776,0.2329048474482564,0.676832857822413,0.5418972825719452
strict_t1,1,preprocess,49,mean,0.36219788229360406,0.3394283366275079,0.9371350668261534,0.12177786652474099
strict_t1,1,preprocess,49,position,0.36219788229360406,0.30677858058169005,0.8469916462211943,0.2826051512315112
strict_t1,1,preprocess,49,prefix_v,0.36219788229360406,0.31758306320329954,0.8768219769597135,0.2311832207204596
strict_t1,1,preprocess,49,prefix_v_position,0.36219788229360406,0.2991760643100426,0.8260016939235585,0.31772120163541195
strict_t1,1,preprocess,49,oracle_r8,0.36219788229360406,0.26787204580719143,0.7395737493297919,0.4530306693022741
