source,kind,layer,relative_l2,stable_rank,effective_rank,rank90,rank95,rank99,nearzero
raw,k,0,0.000927138258703053,31.89649772644043,132.53529357910156,124,150,183,0.5320123434066772
raw,k,1,0.03943350538611412,4.894772529602051,34.78791809082031,52,82,145,0.07239018380641937
raw,k,2,0.12375709414482117,2.211291790008545,14.07577133178711,29,53,114,0.029127471148967743
raw,k,3,0.22727064788341522,1.6435519456863403,7.919129848480225,20,44,105,0.01996970735490322
raw,k,4,0.2101387083530426,2.1684885025024414,14.445514678955078,32,57,116,0.019805286079645157
raw,k,5,0.17211221158504486,3.345414161682129,25.682498931884766,45,71,127,0.02366669289767742
raw,k,6,0.19402092695236206,3.6836299896240234,29.25393295288086,47,74,131,0.03360670432448387
raw,k,7,0.13808134198188782,3.210404396057129,29.230966567993164,57,86,142,0.021090760827064514
raw,k,8,0.09707015007734299,4.508024215698242,42.25821304321289,68,97,150,0.021509287878870964
raw,k,9,0.14825700223445892,4.533804893493652,46.240623474121094,70,99,151,0.022590480744838715
raw,k,10,0.10007940977811813,4.873977184295654,44.4941291809082,65,94,147,0.022695112973451614
raw,k,11,0.18208293616771698,4.48788595199585,40.95075225830078,64,93,146,0.0263671875
raw,k,12,0.2531925141811371,4.407280445098877,41.01178741455078,64,93,146,0.02684052102267742
raw,k,13,0.25788259506225586,5.050501823425293,40.43888854980469,62,91,144,0.028778698295354843
raw,k,14,0.22966818511486053,5.776449680328369,46.6716423034668,66,94,147,0.02629743330180645
raw,k,15,0.23362283408641815,4.687067031860352,42.250152587890625,63,91,145,0.035654496401548386
raw,k,16,0.21603888273239136,4.892507076263428,41.796112060546875,63,91,143,0.025121571496129036
raw,k,17,0.27156245708465576,4.771106719970703,41.49293899536133,61,87,139,0.02523118630051613
raw,k,18,0.37356773018836975,3.1437830924987793,28.184892654418945,53,81,135,0.028728874400258064
raw,k,19,0.3379240036010742,5.693567276000977,40.31163787841797,61,89,141,0.02582409977912903
raw,k,20,0.36370736360549927,3.418015480041504,30.901351928710938,56,84,136,0.023073779419064522
raw,k,21,0.37548503279685974,3.9504897594451904,28.6046085357666,52,80,135,0.03215182572603226
raw,k,22,0.36842092871665955,4.669017314910889,37.582096099853516,60,87,139,0.02287946455180645
raw,k,23,0.38741856813430786,4.308914661407471,35.000152587890625,58,85,137,0.030268454924225807
raw,k,24,0.43668273091316223,3.814659357070923,28.07898712158203,52,80,133,0.036317162215709686
raw,k,25,0.19051791727542877,2.9262771606445312,25.068115234375,52,80,133,0.036038145422935486
raw,k,26,0.39517080783843994,3.8285930156707764,32.512840270996094,57,85,137,0.028728874400258064
raw,k,27,0.33320119976997375,4.791271209716797,40.01700973510742,63,89,139,0.027911750599741936
raw,k,28,0.39541059732437134,4.372814178466797,37.43488311767578,61,88,139,0.03689512982964516
raw,k,29,0.331341952085495,4.933700084686279,44.06380081176758,66,92,141,0.03487224876880646
raw,k,30,0.282713919878006,5.934267044067383,48.22756576538086,68,95,143,0.02467813342809677
raw,k,31,0.2891775071620941,5.783451080322266,51.89731979370117,71,98,146,0.029217155650258064
raw,k,32,0.15545742213726044,5.911025047302246,49.3597412109375,68,94,143,0.023950694128870964
raw,k,33,0.2373974770307541,5.072627067565918,46.45998001098633,68,94,144,0.024777783080935478
raw,k,34,0.1558876782655716,5.481805801391602,46.04478073120117,66,92,142,0.023950694128870964
raw,k,35,0.2803601026535034,5.071116924285889,41.40514373779297,65,91,140,0.021584024652838707
raw,k,36,0.3774300813674927,4.46429967880249,37.85415267944336,60,86,136,0.026551539078354836
raw,k,37,0.3801364302635193,4.334853172302246,36.75375747680664,60,87,137,0.025016941130161285
raw,k,38,0.35453787446022034,5.121277332305908,40.759437561035156,62,89,139,0.021628865972161293
raw,k,39,0.3501523435115814,4.814632415771484,41.5428581237793,63,91,141,0.026357222348451614
raw,k,40,0.32849112153053284,5.205868721008301,41.42355728149414,65,93,144,0.02760283835232258
raw,k,41,0.42146021127700806,4.636806011199951,37.9454231262207,62,91,142,0.03141940385103226
raw,k,42,0.5027547478675842,4.158897876739502,38.51374816894531,64,93,145,0.04010383412241936
raw,k,43,0.4830418825149536,5.586845874786377,44.646766662597656,70,100,150,0.03395547717809677
raw,k,44,0.467311292886734,4.867930889129639,44.652099609375,73,103,152,0.02472795732319355
raw,k,45,0.49167320132255554,5.655826091766357,39.423118591308594,62,93,146,0.037204042077064514
raw,k,46,0.48269417881965637,7.380731582641602,55.95682907104492,78,107,155,0.02537567727267742
raw,k,47,0.4745721220970154,5.473887920379639,49.488407135009766,76,106,154,0.04202208295464516
raw,k,48,0.5371510982513428,6.413180351257324,41.72880554199219,64,93,146,0.041653379797935486
raw,k,49,0.3364197313785553,5.427934646606445,46.411224365234375,72,102,151,0.03071189485490322
raw,k,50,0.5045921206474304,6.611994743347168,47.75738525390625,70,100,148,0.04120993986725807
raw,k,51,0.4117504358291626,7.438130855560303,52.228004455566406,73,102,149,0.03231624513864517
raw,k,52,0.49066251516342163,5.643585681915283,40.695011138916016,62,91,141,0.0604422427713871
raw,k,53,0.4765401780605316,7.204561233520508,51.537410736083984,70,98,144,0.038340043276548386
raw,k,54,0.39612844586372375,8.1515474319458,56.03380584716797,74,101,145,0.03202228248119354
raw,k,55,0.41131591796875,7.689169883728027,52.64674758911133,68,96,142,0.032306283712387085
raw,k,56,0.437228798866272,8.208878517150879,58.963104248046875,74,100,145,0.028853435069322586
raw,k,57,0.45619505643844604,7.71584415435791,51.243865966796875,65,92,139,0.041005659848451614
raw,k,58,0.4914185106754303,7.311665058135986,45.48894500732422,58,85,134,0.04724370315670967
raw,k,59,0.5033838748931885,7.559269428253174,42.62364959716797,53,79,130,0.04249541461467743
raw,k,60,0.4072953760623932,9.253673553466797,62.2557487487793,78,105,148,0.025873923674225807
raw,k,61,0.4131997227668762,10.419377326965332,67.13074493408203,79,106,149,0.018629424273967743
raw,k,62,0.3527204096317291,8.59836483001709,60.1755256652832,75,102,148,0.02566964365541935
raw,k,63,0.2818955183029175,7.06387996673584,61.312164306640625,81,108,153,0.01642717607319355
raw,v,0,0.0,0.0,1.0,197,197,197,0.0
raw,v,1,0.09580162167549133,3.9292473793029785,19.028472900390625,26,46,103,0.03192761540412903
raw,v,2,0.23935778439044952,2.091520071029663,6.999438762664795,9,20,72,0.023756377398967743
raw,v,3,0.2543993890285492,2.149996519088745,9.196172714233398,14,29,82,0.015719667077064514
raw,v,4,0.27909955382347107,2.5303173065185547,11.920601844787598,17,35,93,0.022386200726032257
raw,v,5,0.3137687146663666,2.4549403190612793,11.396517753601074,16,31,84,0.018798828125
raw,v,6,0.31410664319992065,3.2915704250335693,19.537269592285156,29,51,110,0.017827248200774193
raw,v,7,0.28386640548706055,3.5980870723724365,28.35869026184082,49,77,134,0.01679089665412903
raw,v,8,0.3096809685230255,5.1031060218811035,36.70232009887695,51,78,133,0.01516163069754839
raw,v,9,0.2974104583263397,3.815473794937134,27.236663818359375,41,66,123,0.013965840451419353
raw,v,10,0.3213984966278076,4.826988697052002,33.324546813964844,48,75,129,0.01577945612370968
raw,v,11,0.3499179780483246,4.416640281677246,36.08118438720703,55,82,135,0.015440649352967739
raw,v,12,0.36162811517715454,4.31263542175293,31.53854751586914,47,73,130,0.015465561300516129
raw,v,13,0.40873679518699646,4.867974281311035,36.512054443359375,54,80,135,0.019018055871129036
raw,v,14,0.4137881398200989,4.752886772155762,34.20167922973633,50,76,133,0.014608577825129032
raw,v,15,0.41239815950393677,4.099471569061279,28.00872802734375,44,69,127,0.015231385827064514
raw,v,16,0.45414039492607117,4.08894157409668,29.16632843017578,44,69,125,0.013432716950774193
raw,v,17,0.4696466326713562,4.254683971405029,25.504638671875,39,61,116,0.01895328424870968
raw,v,18,0.5552980899810791,3.783860921859741,22.85029411315918,37,60,113,0.015839245170354843
raw,v,19,0.5652849674224854,4.872321128845215,30.50638771057129,46,69,123,0.015540298074483871
raw,v,20,0.657376229763031,4.230044364929199,26.2562255859375,43,67,120,0.013407804071903229
raw,v,21,0.5768117308616638,5.065629482269287,34.64901351928711,51,76,130,0.013866190798580647
raw,v,22,0.5775977373123169,3.920713424682617,31.070417404174805,50,76,130,0.014259805902838707
raw,v,23,0.6244662404060364,4.755857467651367,32.152523040771484,49,75,129,0.01994977705180645
raw,v,24,0.5754416584968567,4.704172134399414,38.02993392944336,59,86,138,0.016990194097161293
raw,v,25,0.5726212859153748,4.991524696350098,40.54747009277344,61,88,140,0.017822265625
raw,v,26,0.526610791683197,5.056195259094238,42.612632751464844,63,90,143,0.012286750599741936
raw,v,27,0.4847783148288727,4.563712120056152,40.91707229614258,61,89,141,0.018315529450774193
raw,v,28,0.44167372584342957,4.817396640777588,44.83358383178711,66,93,145,0.01736886240541935
raw,v,29,0.4571402966976166,4.986722946166992,44.22261428833008,63,91,144,0.015141701325774193
raw,v,30,0.4133293330669403,5.148353576660156,46.61642837524414,66,94,146,0.013367944397032261
raw,v,31,0.4632917046546936,6.021792411804199,48.45804977416992,65,92,145,0.013039102777838707
raw,v,32,0.41404223442077637,6.256412506103516,47.480037689208984,62,89,143,0.011863240972161293
raw,v,33,0.4072844982147217,4.400774002075195,33.800575256347656,51,76,132,0.014558752998709679
raw,v,34,0.4690418243408203,4.65860652923584,39.13737869262695,57,83,138,0.017657844349741936
