part,target,source,context_index,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t4,4,raw,40,mean,0.4248303771451018,0.40248301131844494,0.17098700949291123,0.8380074256000365,0.9232256727310276
t4,4,raw,40,oracle_r4,0.4248303771451018,0.3231347393494352,0.13727745318650472,0.8955839402255725,0.9463559011527077
t4,4,raw,40,oracle_r8,0.4248303771451018,0.3096847389457746,0.13156348444241578,0.9040953624640875,0.9508394819526359
t4,4,raw,40,position_r4,0.4248303771451018,0.3726726299461873,0.1583226539316957,0.8611151108889922,0.9333380072521741
t4,4,raw,40,position_r8,0.4248303771451018,0.3752666707210208,0.159424681252398,0.8591749258459609,0.934642239686889
t4,4,raw,40,cached_prefix_r4,0.4248303771451018,0.3976497706776386,0.16893370204864444,0.8418746598800214,0.9247411748211577
t4,4,raw,40,cached_prefix_r8,0.4248303771451018,0.3960130507537381,0.1682383737060929,0.8431736636327173,0.925094508950127
t4,4,raw,41,mean,0.41980022963779495,0.49133272556559465,0.20626159102100033,0.7585921527882841,0.8730306522829261
t4,4,raw,41,oracle_r4,0.41980022963779495,0.3970726596610937,0.16669119370861715,0.8423333029496652,0.9191803685356349
t4,4,raw,41,oracle_r8,0.41980022963779495,0.35401590294076807,0.14861595734996577,0.8746727404650327,0.9352395201408391
t4,4,raw,41,position_r4,0.41980022963779495,0.45963859663595324,0.19295638841816698,0.7887323604825315,0.8881348625812228
t4,4,raw,41,position_r8,0.41980022963779495,0.4553452464992621,0.19115403904486858,0.7926607064905262,0.8904853958986818
t4,4,raw,41,cached_prefix_r4,0.41980022963779495,0.4650759736673013,0.19523900054455418,0.7837043387174116,0.8871880269042381
t4,4,raw,41,cached_prefix_r8,0.41980022963779495,0.46238085407528107,0.19410758872092276,0.7862039457846136,0.8884401779229475
t4,4,raw,42,mean,0.4266662872013384,0.413115231347634,0.17626234194541696,0.8293358056285909,0.9183310393907637
t4,4,raw,42,oracle_r4,0.4266662872013384,0.34074367763148233,0.1453838398223543,0.8838937461541725,0.9405226395409158
t4,4,raw,42,oracle_r8,0.4266662872013384,0.31238935758210057,0.13328600736076612,0.9024128892694425,0.9499623718430374
t4,4,raw,42,position_r4,0.4266662872013384,0.37881962837450434,0.16162956435754056,0.8564956891582024,0.9290503221069443
t4,4,raw,42,position_r8,0.4266662872013384,0.3781314360131214,0.16133593587782896,0.8570166170986547,0.929460245138754
t4,4,raw,42,cached_prefix_r4,0.4266662872013384,0.4126305593301476,0.17605554873520568,0.8297360215068895,0.9168908359334769
t4,4,raw,42,cached_prefix_r8,0.4266662872013384,0.41108048414724635,0.17539418391203426,0.8310128355532655,0.9179039113828663
t4,4,raw,43,mean,0.3489776563883657,0.8131066807887126,0.2837560638553679,0.33885752565676264,0.6622808830538871
t4,4,raw,43,oracle_r4,0.3489776563883657,0.604059083752539,0.2108031233680646,0.6351126233360431,0.7970866658809908
t4,4,raw,43,oracle_r8,0.3489776563883657,0.5857998723343457,0.2044310665598438,0.6568385095730642,0.8105231576852767
t4,4,raw,43,position_r4,0.3489776563883657,0.6265704327953795,0.21865908119917554,0.6074094927466108,0.7804034250857277
t4,4,raw,43,position_r8,0.3489776563883657,0.6132743714061426,0.21401905285636383,0.6238945453764007,0.7900108793200742
