part,target,source,context_index,method,original_gap,final_kv_error,remaining_delta,explained_delta_energy
strict_t5,5,raw,40,mean,0.3852275235348038,0.3184399400456805,0.8266282147332362,0.3166857946069428
strict_t5,5,raw,40,position,0.3852275235348038,0.2694564924186311,0.6994736252127811,0.5107366476316897
strict_t5,5,raw,40,prefix_v,0.3852275235348038,0.2451394338883568,0.6363497385622537,0.5950590102317512
strict_t5,5,raw,40,prefix_v_position,0.3852275235348038,0.2374733428289417,0.616449574137158,0.6199899225461166
strict_t5,5,raw,40,oracle_r8,0.3852275235348038,0.2253980470339625,0.5851036939565892,0.657653667318354
strict_t5,5,raw,41,mean,0.4113271339055462,0.2396096813065604,0.5825282641372801,0.6606608214812073
strict_t5,5,raw,41,position,0.4113271339055462,0.221122287889574,0.5375825460139734,0.7110050062211342
strict_t5,5,raw,41,prefix_v,0.4113271339055462,0.2135902702992705,0.51927104412304,0.7303575827353678
strict_t5,5,raw,41,prefix_v_position,0.4113271339055462,0.2131307929622401,0.5181539835180963,0.7315164493643285
strict_t5,5,raw,41,oracle_r8,0.4113271339055462,0.1994060302968122,0.4847869587485133,0.7649816046273672
strict_t5,5,raw,42,mean,0.3941437532282389,0.2120521300592523,0.5380070807222921,0.710548381092677
strict_t5,5,raw,42,position,0.3941437532282389,0.2723177828362403,0.6909098028468507,0.522643644330126
strict_t5,5,raw,42,prefix_v,0.3941437532282389,0.2275254944660229,0.5772652556395295,0.6667648246314287
strict_t5,5,raw,42,prefix_v_position,0.3941437532282389,0.2638980139404359,0.6695476251468562,0.5517059776602049
strict_t5,5,raw,42,oracle_r8,0.3941437532282389,0.1942165466625194,0.4927556128234598,0.7571919060309765
strict_t5,5,raw,43,mean,0.3995933309719289,0.2208880747745122,0.5527821854214814,0.694431855480651
strict_t5,5,raw,43,position,0.3995933309719289,0.2687283990855793,0.6725047148108116,0.5477374085572289
strict_t5,5,raw,43,prefix_v,0.3995933309719289,0.2185961362446695,0.5470465077907561,0.7007401183139382
strict_t5,5,raw,43,prefix_v_position,0.3995933309719289,0.253567124709217,0.6345629545229569,0.5973298567470958
strict_t5,5,raw,43,oracle_r8,0.3995933309719289,0.193784569639019,0.4849544639988806,0.7648191678475584
strict_t5,5,raw,44,mean,0.4204708034758715,0.2329401884381259,0.5539984857747515,0.6930856777592824
strict_t5,5,raw,44,position,0.4204708034758715,0.2213252218365605,0.5263747684903434,0.7229296030967374
strict_t5,5,raw,44,prefix_v,0.4204708034758715,0.2164090740741256,0.5146827610505997,0.7351016554773313
strict_t5,5,raw,44,prefix_v_position,0.4204708034758715,0.2163298598923463,0.5144943670381631,0.735295546286
strict_t5,5,raw,44,oracle_r8,0.4204708034758715,0.203559319770367,0.4841223649481009,0.7656255357570578
strict_t5,5,raw,45,mean,0.3970723189518894,0.2120122212753443,0.5339385576787901,0.7149096166238933
strict_t5,5,raw,45,position,0.3970723189518894,0.2589567249530899,0.6521651411929977,0.5746806286127174
strict_t5,5,raw,45,prefix_v,0.3970723189518894,0.2262631826183394,0.5698286478785095,0.6752953120569496
strict_t5,5,raw,45,prefix_v_position,0.3970723189518894,0.2575882052554493,0.6487186161336507,0.5791641570816412
strict_t5,5,raw,45,oracle_r8,0.3970723189518894,0.1915791308376797,0.4824791900462144,0.7672138311723489
strict_t5,5,raw,46,mean,0.3905522375066012,0.2094143983393959,0.536200738923833,0.7124887675775355
strict_t5,5,raw,46,position,0.3905522375066012,0.2546953565162032,0.6521415883884119,0.5747113486942392
strict_t5,5,raw,46,prefix_v,0.3905522375066012,0.2225389165078733,0.5698057651100051,0.6753213900474017
strict_t5,5,raw,46,prefix_v_position,0.3905522375066012,0.2509647492938927,0.6425894546043941,0.5870787928312273
strict_t5,5,raw,46,oracle_r8,0.3905522375066012,0.1887390126254147,0.483261890471757,0.7664579452176635
strict_t5,5,raw,47,mean,0.3920808600529926,0.2086290500048595,0.5321072035412842,0.7168619239394745
strict_t5,5,raw,47,position,0.3920808600529926,0.2680399662741711,0.6836344070402812,0.5326439975106831
strict_t5,5,raw,47,prefix_v,0.3920808600529926,0.2191822484446932,0.5590230760437251,0.6874932004506115
strict_t5,5,raw,47,prefix_v_position,0.3920808600529926,0.2570832627305675,0.6556893970693208,0.5700714145708705
strict_t5,5,raw,47,oracle_r8,0.3920808600529926,0.1935113892683333,0.4935496959534796,0.7564086976242279
strict_t5,5,raw,48,mean,0.413826123655435,0.2894603401962876,0.6994733383175723,0.5107370489828711
strict_t5,5,raw,48,position,0.413826123655435,0.3493829055924,0.8442746497157039,0.2872003158474255
