target,source,kind,method,rank,original_gap,final_kv_error,remaining_delta,explained_delta_energy,cosine,train_effective_rank
1,raw,v,mean,0,0.388835908896297,0.30905757550099383,0.7948277626370662,0.3682488277413556,0.6626338957979949,11.866909645497799
1,raw,v,oracle_r1,1,0.388835908896297,0.2822737561773217,0.7259457002789433,0.4730028402465146,0.7059774723510637,11.866909645497799
1,raw,v,oracle_r2,2,0.388835908896297,0.27245644187238643,0.7006977381429319,0.5090226797613793,0.7220227040456751,11.866909645497799
1,raw,v,oracle_r4,4,0.388835908896297,0.2665207053791592,0.6854323360609181,0.5301825126820726,0.7350219394562332,11.866909645497799
1,raw,v,oracle_r8,8,0.388835908896297,0.2470362679973893,0.6353226704256735,0.596365104443191,0.7723637751859936,11.866909645497799
1,raw,v,oracle_r16,16,0.388835908896297,0.23964453031031388,0.6163127551427545,0.6201585878483471,0.7875014978023431,11.866909645497799
1,raw,v,oracle_r32,32,0.388835908896297,0.2363902570287232,0.6079434836656734,0.6304047206684451,0.7939803705134854,11.866909645497799
2,raw,v,mean,0,0.35950626428227217,0.27165086413680245,0.7556220603808766,0.4290353018657588,0.68142457763819,12.46253802627325
2,raw,v,oracle_r1,1,0.35950626428227217,0.24820997019578606,0.6904190409347082,0.5233215479147978,0.7291972026582706,12.46253802627325
2,raw,v,oracle_r2,2,0.35950626428227217,0.2460093431117782,0.6842977927044409,0.5317365308998301,0.7350291532195083,12.46253802627325
2,raw,v,oracle_r4,4,0.35950626428227217,0.24055544256411418,0.6691272627595669,0.5522687062318896,0.7460995288080334,12.46253802627325
2,raw,v,oracle_r8,8,0.35950626428227217,0.22416774123448532,0.6235433523864173,0.6111936876947082,0.7818053763639283,12.46253802627325
2,raw,v,oracle_r16,16,0.35950626428227217,0.21834061854471207,0.6073346704559185,0.6311445980622009,0.7944480791295289,12.46253802627325
2,raw,v,oracle_r32,32,0.35950626428227217,0.21432731209356598,0.596171286532252,0.6445797971144795,0.8028574148040509,12.46253802627325
3,raw,v,mean,0,0.3569379784635964,0.2751958255132449,0.7709905981363979,0.4055734975852794,0.6985242703698141,10.33704350143671
3,raw,v,oracle_r1,1,0.3569379784635964,0.24046192199336436,0.6736798449646869,0.5461554664883554,0.750329753658351,10.33704350143671
3,raw,v,oracle_r2,2,0.3569379784635964,0.23857097745351818,0.6683821611822395,0.5532652866133589,0.7536398211359959,10.33704350143671
3,raw,v,oracle_r4,4,0.3569379784635964,0.225156438005873,0.6307998912725293,0.6020914971705651,0.7767814959211032,10.33704350143671
3,raw,v,oracle_r8,8,0.3569379784635964,0.2120322927782613,0.5940311918920284,0.6471269430593362,0.8044443209992115,10.33704350143671
3,raw,v,oracle_r16,16,0.3569379784635964,0.20774465358216895,0.5820189111743864,0.6612539870353817,0.8131756526721214,10.33704350143671
3,raw,v,oracle_r32,32,0.3569379784635964,0.20487776782483008,0.573987023478717,0.6705388968780428,0.818864412258267,10.33704350143671
4,raw,v,mean,0,0.3807998872984692,0.2945829599413484,0.7735899346799325,0.40155861296189777,0.6569893835717958,11.309310100972652
4,raw,v,oracle_r1,1,0.3807998872984692,0.2895148036460003,0.7602806967720553,0.4219732621157981,0.667137991474782,11.309310100972652
4,raw,v,oracle_r2,2,0.3807998872984692,0.27700956730947895,0.7274413059170897,0.4708291464456392,0.688073566693968,11.309310100972652
4,raw,v,oracle_r4,4,0.3807998872984692,0.2710247440186898,0.7117248535482413,0.4934477328417344,0.7025497411020512,11.309310100972652
4,raw,v,oracle_r8,8,0.3807998872984692,0.2645926189069863,0.6948337636969935,0.5172060408266705,0.7191755900566058,11.309310100972652
4,raw,v,oracle_r16,16,0.3807998872984692,0.26214345767930736,0.6884021409224854,0.5261024923733385,0.7253293849971779,11.309310100972652
4,raw,v,oracle_r32,32,0.3807998872984692,0.2597866139485532,0.6822129486213152,0.5345854927334108,0.7311535557503365,11.309310100972652
5,raw,v,mean,0,0.3801237373528846,0.2526654038452801,0.6646925172439845,0.5581838575198553,0.7589907010827591,12.272892281413078
5,raw,v,oracle_r1,1,0.3801237373528846,0.231320081443783,0.6085389011869021,0.6296804057422377,0.793711155483728,12.272892281413078
5,raw,v,oracle_r2,2,0.3801237373528846,0.2244447421526782,0.5904517926601276,0.6513666805444417,0.807121306523129,12.272892281413078
5,raw,v,oracle_r4,4,0.3801237373528846,0.20898344801904448,0.54977742109548,0.6977447872536033,0.8355304293106137,12.272892281413078
5,raw,v,oracle_r8,8,0.3801237373528846,0.1963115907010239,0.5164412832203104,0.7332884009857592,0.8563251048074416,12.272892281413078
5,raw,v,oracle_r16,16,0.3801237373528846,0.1919481404085062,0.5049622571460535,0.745013118857963,0.8631415902106431,12.272892281413078
5,raw,v,oracle_r32,32,0.3801237373528846,0.18877613070690855,0.49661758042660686,0.7533709788112226,0.8679695832969176,12.272892281413078
