part,example,target,source,kind,context_index,prefix_tokens,layer,rank,original_gap,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t5,0,5,raw,k,40,1021,0,0,0.0009720799971292052,1.8205935955047607,1926677.375,1.5921244621276855,0.2773700952529907,0.2529197037220001,0.9351515590421718,0.0009090421248290862,0.1254915616209954,0.35591504061862134
t5,0,5,raw,k,40,1021,0,1,0.0009720799971292052,1.8205935955047607,1926677.375,1.534911870956421,0.36097055673599243,0.3233262002468109,0.9181956208291489,0.0008925595964596477,0.15691680189017387,0.39883981255332424
t5,0,5,raw,k,40,1021,0,2,0.0009720799971292052,1.8205935955047607,1926677.375,1.5054138898849487,0.4116973280906677,0.36343854665756226,0.9093298634910536,0.000883941371091884,0.17311919936334186,0.41979325623831076
t5,0,5,raw,k,40,1021,0,4,0.0009720799971292052,1.8205935955047607,1926677.375,1.498723030090332,0.42558369040489197,0.37372711300849915,0.90730684042636,0.0008819748308369642,0.17679429731553564,0.42457616760402195
t5,0,5,raw,k,40,1021,0,8,0.0009720799971292052,1.8205935955047607,1926677.375,1.451346755027771,0.47142165899276733,0.4203342795372009,0.8928512023695732,0.0008679227942362221,0.2028167304272076,0.45371541870119
t5,0,5,raw,k,40,1021,0,16,0.0009720799971292052,1.8205935955047607,1926677.375,1.4052722454071045,0.5115981101989746,0.4634597897529602,0.8785646584018971,0.0008540351306171373,0.22812414100715772,0.4802209352100256
t5,0,5,raw,k,40,1021,0,32,0.0009720799971292052,1.8205935955047607,1926677.375,1.3440907001495361,0.5581610202789307,0.5173319578170776,0.8592267370961857,0.0008352371241297966,0.26172941425904217,0.5131957489442784
t5,0,5,raw,k,41,1021,0,0,0.0009720799971292052,1.8205935955047607,1926677.375,1.5921244621276855,0.2773700952529907,0.2529197037220001,0.9351515590421718,0.0009090421248290862,0.1254915616209954,0.35591504061862134
t5,0,5,raw,k,41,1021,0,1,0.0009720799971292052,1.8205935955047607,1926677.375,1.534911870956421,0.36097055673599243,0.3233262002468109,0.9181956208291489,0.0008925595964596477,0.15691680189017387,0.39883981255332424
t5,0,5,raw,k,41,1021,0,2,0.0009720799971292052,1.8205935955047607,1926677.375,1.5054138898849487,0.4116973280906677,0.36343854665756226,0.9093298634910536,0.000883941371091884,0.17311919936334186,0.41979325623831076
