part,target,source,context_index,method,original_gap,final_kv_error,remaining_delta,explained_delta_energy
strict_t2,2,raw,40,mean,0.4011288617670903,0.3153836522475374,0.7862402392542385,0.38182628617743786
strict_t2,2,raw,40,position,0.4011288617670903,0.30497638115291814,0.7602952821928788,0.4219510838752508
strict_t2,2,raw,40,prefix_v,0.4011288617670903,0.33303533139390074,0.8302452481897774,0.310692827858295
strict_t2,2,raw,40,prefix_v_position,0.4011288617670903,0.3099268658445561,0.7726366646349937,0.4030325844617122
strict_t2,2,raw,40,oracle_r8,0.4011288617670903,0.29144805182967265,0.7265696378609071,0.4720965613386703
strict_t2,2,raw,41,mean,0.3913496556303885,0.29818096952698103,0.7619298119648764,0.4194629616391681
strict_t2,2,raw,41,position,0.3913496556303885,0.29610847343878605,0.7566340462515871,0.42750492005295104
strict_t2,2,raw,41,prefix_v,0.3913496556303885,0.32163677324633916,0.821865481721824,0.32453712995415407
strict_t2,2,raw,41,prefix_v_position,0.3913496556303885,0.3068598168087368,0.7841065205856514,0.38517696437506344
strict_t2,2,raw,41,oracle_r8,0.3913496556303885,0.2610116634451715,0.6669525824028957,0.5551742528261085
strict_t2,2,raw,42,mean,0.37601763419891865,0.2717961550753432,0.7228282143053939,0.4775193726040755
strict_t2,2,raw,42,position,0.37601763419891865,0.26463716698561995,0.703789245282106,0.5046806982252436
strict_t2,2,raw,42,prefix_v,0.37601763419891865,0.28028516883893884,0.7454043197630035,0.4443724000786541
strict_t2,2,raw,42,prefix_v_position,0.37601763419891865,0.264042781091906,0.7022085058708273,0.5069032142826604
strict_t2,2,raw,42,oracle_r8,0.37601763419891865,0.23817164410225714,0.633405517296194,0.5987974506587408
strict_t2,2,raw,43,mean,0.37906808923264135,0.24647382001684667,0.6502098884551081,0.5772271009551959
strict_t2,2,raw,43,position,0.37906808923264135,0.25460770220523415,0.6716674640712805,0.548862817708055
strict_t2,2,raw,43,prefix_v,0.37906808923264135,0.26443586560893195,0.6975946356873174,0.5133617242602789
strict_t2,2,raw,43,prefix_v_position,0.37906808923264135,0.26168063622428706,0.6903262069725121,0.5234497279669443
strict_t2,2,raw,43,oracle_r8,0.37906808923264135,0.2169500156812759,0.572324661040327,0.6724444823650748
strict_t2,2,raw,44,mean,0.38413436463373746,0.24884667191180948,0.6478115337300754,0.5803402167662874
strict_t2,2,raw,44,position,0.38413436463373746,0.25638574792040514,0.6674376768266036,0.5545269475523062
strict_t2,2,raw,44,prefix_v,0.38413436463373746,0.26936531497370253,0.7012268096100583,0.5082809614840991
strict_t2,2,raw,44,prefix_v_position,0.38413436463373746,0.26800494962565224,0.6976854306726457,0.5132350398271249
strict_t2,2,raw,44,oracle_r8,0.38413436463373746,0.22090305924258538,0.5750671629006974,0.6692977581533428
strict_t2,2,raw,45,mean,0.3727380634471675,0.25288115309528536,0.6784419888770741,0.53971646772852
strict_t2,2,raw,45,position,0.3727380634471675,0.24692601148572718,0.6624652422188884,0.5611398028518695
strict_t2,2,raw,45,prefix_v,0.3727380634471675,0.26492058144480135,0.7107419590979114,0.4948458675776629
strict_t2,2,raw,45,prefix_v_position,0.3727380634471675,0.24417866436240887,0.6550945242999557,0.5708511642322147
strict_t2,2,raw,45,oracle_r8,0.3727380634471675,0.22309873881003311,0.5985402637626128,0.6417495526549819
strict_t2,2,raw,46,mean,0.36020386835744456,0.23957210089570039,0.6651014104544916,0.557640113811446
strict_t2,2,raw,46,position,0.36020386835744456,0.23434365668751567,0.650586174313284,0.5767376297924052
strict_t2,2,raw,46,prefix_v,0.36020386835744456,0.2517585108810546,0.6989333902189652,0.5114921160370237
strict_t2,2,raw,46,prefix_v_position,0.36020386835744456,0.24681278656393457,0.6852030426253293,0.5304967903769913
strict_t2,2,raw,46,oracle_r8,0.36020386835744456,0.2005921058841778,0.5568849296341325,0.6898791751463873
strict_t2,2,raw,47,mean,0.3709016177777392,0.2516461356692906,0.6784713886583482,0.5396765747720127
strict_t2,2,raw,47,position,0.3709016177777392,0.24325580294482405,0.6558499377875288,0.5698608591040946
strict_t2,2,raw,47,prefix_v,0.3709016177777392,0.25727978563814147,0.6936604568608676,0.5188351705875724
strict_t2,2,raw,47,prefix_v_position,0.3709016177777392,0.24480028281590202,0.6600140605549941,0.5643814398697087
strict_t2,2,raw,47,oracle_r8,0.3709016177777392,0.21868939734670223,0.589615647019773,0.6523533887894545
strict_t2,2,raw,48,mean,0.37288178099072034,0.2661296184798211,0.7137104359798262,0.4906174135734864
strict_t2,2,raw,48,position,0.37288178099072034,0.25749204857213276,0.6905460703604094,0.5231461247097965
strict_t2,2,raw,48,prefix_v,0.37288178099072034,0.273884245961094,0.7345069132458097,0.4604995943941126
strict_t2,2,raw,48,prefix_v_position,0.37288178099072034,0.2552817356166891,0.6846184196460972,0.5312976194812804
strict_t2,2,raw,48,oracle_r8,0.37288178099072034,0.23574096051187868,0.632213673420921,0.600305871139625
strict_t2,2,raw,49,mean,0.380356544130097,0.25873836261611055,0.6802521649991954,0.5372569920139074
strict_t2,2,raw,49,position,0.380356544130097,0.25403939067746206,0.6678980409249131,0.553912206928663
strict_t2,2,raw,49,prefix_v,0.380356544130097,0.26578188615992326,0.6987703781140028,0.5117199586704136
strict_t2,2,raw,49,prefix_v_position,0.380356544130097,0.25608340599109297,0.6732719863589418,0.5467048323842848
strict_t2,2,raw,49,oracle_r8,0.380356544130097,0.22986837426366916,0.604349728724649,0.6347614053904431
