target,source,kind,layer,rank,subspace_overlap
1,preprocess,v,0,1,0.999995231628418
1,preprocess,v,0,2,0.500011682510376
1,preprocess,v,0,4,0.7719417810440063
1,preprocess,v,0,8,0.7476222515106201
1,preprocess,v,0,16,0.49881109595298767
1,preprocess,v,0,32,0.24940554797649384
1,preprocess,v,1,1,0.3285202383995056
1,preprocess,v,1,2,0.19216595590114594
1,preprocess,v,1,4,0.19225481152534485
1,preprocess,v,1,8,0.2635570764541626
1,preprocess,v,1,16,0.1636113077402115
1,preprocess,v,1,32,0.09832614660263062
1,preprocess,v,2,1,0.15420959889888763
1,preprocess,v,2,2,0.26030290126800537
1,preprocess,v,2,4,0.24616217613220215
1,preprocess,v,2,8,0.28158634901046753
1,preprocess,v,2,16,0.2225286215543747
1,preprocess,v,2,32,0.1453789919614792
1,preprocess,v,3,1,0.08784190565347672
1,preprocess,v,3,2,0.3608056604862213
1,preprocess,v,3,4,0.34661248326301575
1,preprocess,v,3,8,0.29299429059028625
1,preprocess,v,3,16,0.1970715969800949
1,preprocess,v,3,32,0.12282906472682953
1,preprocess,v,4,1,0.241419717669487
1,preprocess,v,4,2,0.4475039839744568
1,preprocess,v,4,4,0.3273843824863434
1,preprocess,v,4,8,0.2708163261413574
1,preprocess,v,4,16,0.17563825845718384
1,preprocess,v,4,32,0.10354311764240265
1,preprocess,v,5,1,0.20867058634757996
1,preprocess,v,5,2,0.3962346613407135
1,preprocess,v,5,4,0.3252851366996765
1,preprocess,v,5,8,0.2965953052043915
1,preprocess,v,5,16,0.19220897555351257
1,preprocess,v,5,32,0.11559236794710159
1,preprocess,v,6,1,0.2675185799598694
1,preprocess,v,6,2,0.42161881923675537
1,preprocess,v,6,4,0.3141016662120819
1,preprocess,v,6,8,0.2882838547229767
1,preprocess,v,6,16,0.1827564239501953
1,preprocess,v,6,32,0.10913293063640594
1,preprocess,v,7,1,0.0425705760717392
1,preprocess,v,7,2,0.3263760805130005
1,preprocess,v,7,4,0.2788578271865845
1,preprocess,v,7,8,0.24714955687522888
1,preprocess,v,7,16,0.15017825365066528
1,preprocess,v,7,32,0.08836527168750763
1,preprocess,v,8,1,0.07251673191785812
1,preprocess,v,8,2,0.33364588022232056
1,preprocess,v,8,4,0.2839527428150177
1,preprocess,v,8,8,0.2480107843875885
1,preprocess,v,8,16,0.15332312881946564
1,preprocess,v,8,32,0.08937446773052216
1,preprocess,v,9,1,0.16132541000843048
1,preprocess,v,9,2,0.35816556215286255
1,preprocess,v,9,4,0.29639166593551636
1,preprocess,v,9,8,0.2653302550315857
1,preprocess,v,9,16,0.16423526406288147
1,preprocess,v,9,32,0.09715986251831055
1,preprocess,v,10,1,0.20890137553215027
1,preprocess,v,10,2,0.37738338112831116
1,preprocess,v,10,4,0.2924037575721741
1,preprocess,v,10,8,0.25966301560401917
1,preprocess,v,10,16,0.15692837536334991
1,preprocess,v,10,32,0.09125196188688278
1,preprocess,v,11,1,0.19942346215248108
1,preprocess,v,11,2,0.38401252031326294
1,preprocess,v,11,4,0.2957969307899475
1,preprocess,v,11,8,0.26246464252471924
1,preprocess,v,11,16,0.15595263242721558
1,preprocess,v,11,32,0.09015701711177826
1,preprocess,v,12,1,0.3301761746406555
1,preprocess,v,12,2,0.42396047711372375
1,preprocess,v,12,4,0.34386682510375977
1,preprocess,v,12,8,0.28925466537475586
1,preprocess,v,12,16,0.17435580492019653
1,preprocess,v,12,32,0.10112231969833374
1,preprocess,v,13,1,0.34834912419319153
1,preprocess,v,13,2,0.4148729145526886
1,preprocess,v,13,4,0.30866771936416626
1,preprocess,v,13,8,0.25857940316200256
1,preprocess,v,13,16,0.15441837906837463
1,preprocess,v,13,32,0.08849532902240753
1,preprocess,v,14,1,0.2831369638442993
1,preprocess,v,14,2,0.4231111407279968
1,preprocess,v,14,4,0.3149647116661072
1,preprocess,v,14,8,0.26805782318115234
1,preprocess,v,14,16,0.15900805592536926
1,preprocess,v,14,32,0.08991651982069016
1,preprocess,v,15,1,0.3628757894039154
1,preprocess,v,15,2,0.42733633518218994
1,preprocess,v,15,4,0.33793970942497253
1,preprocess,v,15,8,0.27787792682647705
1,preprocess,v,15,16,0.16832862794399261
1,preprocess,v,15,32,0.09696416556835175
1,preprocess,v,16,1,0.3334195613861084
1,preprocess,v,16,2,0.425174742937088
1,preprocess,v,16,4,0.3405216336250305
1,preprocess,v,16,8,0.27230846881866455
1,preprocess,v,16,16,0.16445155441761017
1,preprocess,v,16,32,0.09501312673091888
1,preprocess,v,17,1,0.47619977593421936
1,preprocess,v,17,2,0.45484673976898193
1,preprocess,v,17,4,0.3722601532936096
1,preprocess,v,17,8,0.28546881675720215
1,preprocess,v,17,16,0.17349115014076233
1,preprocess,v,17,32,0.09998799860477448
1,preprocess,v,18,1,0.5011175274848938
1,preprocess,v,18,2,0.46789807081222534
1,preprocess,v,18,4,0.3945316672325134
1,preprocess,v,18,8,0.29883134365081787
1,preprocess,v,18,16,0.1791854202747345
1,preprocess,v,18,32,0.10040967166423798
1,preprocess,v,19,1,0.4276789426803589
1,preprocess,v,19,2,0.4795364737510681
1,preprocess,v,19,4,0.38682976365089417
1,preprocess,v,19,8,0.29337969422340393
1,preprocess,v,19,16,0.17779262363910675
1,preprocess,v,19,32,0.09870049357414246
1,preprocess,v,20,1,0.5020948648452759
1,preprocess,v,20,2,0.4559042751789093
1,preprocess,v,20,4,0.40606820583343506
1,preprocess,v,20,8,0.31732553243637085
1,preprocess,v,20,16,0.19806164503097534
1,preprocess,v,20,32,0.11064426600933075
1,preprocess,v,21,1,0.41231533885002136
1,preprocess,v,21,2,0.513782799243927
1,preprocess,v,21,4,0.40642601251602173
1,preprocess,v,21,8,0.3089504837989807
1,preprocess,v,21,16,0.19667145609855652
1,preprocess,v,21,32,0.10818423330783844
1,preprocess,v,22,1,0.44283342361450195
1,preprocess,v,22,2,0.5054734945297241
1,preprocess,v,22,4,0.40530920028686523
1,preprocess,v,22,8,0.29773107171058655
1,preprocess,v,22,16,0.1851537525653839
1,preprocess,v,22,32,0.10275678336620331
1,preprocess,v,23,1,0.4039098918437958
1,preprocess,v,23,2,0.46864521503448486
1,preprocess,v,23,4,0.3947613835334778
1,preprocess,v,23,8,0.3025161623954773
1,preprocess,v,23,16,0.1823940873146057
1,preprocess,v,23,32,0.10141704976558685
1,preprocess,v,24,1,0.3266420364379883
1,preprocess,v,24,2,0.4436399042606354
1,preprocess,v,24,4,0.38060998916625977
1,preprocess,v,24,8,0.2887009382247925
1,preprocess,v,24,16,0.177224263548851
1,preprocess,v,24,32,0.09875554591417313
1,preprocess,v,25,1,0.3622482120990753
1,preprocess,v,25,2,0.44243913888931274
1,preprocess,v,25,4,0.3776155710220337
1,preprocess,v,25,8,0.29198193550109863
1,preprocess,v,25,16,0.17687273025512695
1,preprocess,v,25,32,0.09800651669502258
1,preprocess,v,26,1,0.3376128375530243
1,preprocess,v,26,2,0.42545610666275024
1,preprocess,v,26,4,0.36859506368637085
1,preprocess,v,26,8,0.27816325426101685
1,preprocess,v,26,16,0.1687471568584442
1,preprocess,v,26,32,0.09256868809461594
1,preprocess,v,27,1,0.356338769197464
1,preprocess,v,27,2,0.44617992639541626
1,preprocess,v,27,4,0.3722808361053467
1,preprocess,v,27,8,0.2730819880962372
1,preprocess,v,27,16,0.16712895035743713
1,preprocess,v,27,32,0.0920555591583252
1,preprocess,v,28,1,0.3002568185329437
1,preprocess,v,28,2,0.420434832572937
1,preprocess,v,28,4,0.36540234088897705
1,preprocess,v,28,8,0.2648615539073944
1,preprocess,v,28,16,0.16108092665672302
1,preprocess,v,28,32,0.08898460865020752
1,preprocess,v,29,1,0.3096211552619934
1,preprocess,v,29,2,0.4194319546222687
1,preprocess,v,29,4,0.36692947149276733
1,preprocess,v,29,8,0.26843541860580444
1,preprocess,v,29,16,0.16404253244400024
1,preprocess,v,29,32,0.09033489972352982
1,preprocess,v,30,1,0.2943238615989685
1,preprocess,v,30,2,0.413706511259079
1,preprocess,v,30,4,0.3661603331565857
1,preprocess,v,30,8,0.2596803903579712
1,preprocess,v,30,16,0.15666984021663666
1,preprocess,v,30,32,0.08659455925226212
1,preprocess,v,31,1,0.27616220712661743
1,preprocess,v,31,2,0.4069405794143677
1,preprocess,v,31,4,0.3560488820075989
1,preprocess,v,31,8,0.25455328822135925
1,preprocess,v,31,16,0.15587233006954193
1,preprocess,v,31,32,0.08626234531402588
1,preprocess,v,32,1,0.32996049523353577
1,preprocess,v,32,2,0.3765343427658081
1,preprocess,v,32,4,0.362246572971344
1,preprocess,v,32,8,0.25532767176628113
1,preprocess,v,32,16,0.15646126866340637
1,preprocess,v,32,32,0.08725352585315704
1,preprocess,v,33,1,0.3982499837875366
1,preprocess,v,33,2,0.4468095898628235
1,preprocess,v,33,4,0.38769686222076416
1,preprocess,v,33,8,0.2745707333087921
1,preprocess,v,33,16,0.16933177411556244
1,preprocess,v,33,32,0.09443642944097519
1,preprocess,v,34,1,0.33454424142837524
1,preprocess,v,34,2,0.378226637840271
1,preprocess,v,34,4,0.357374370098114
1,preprocess,v,34,8,0.26429805159568787
1,preprocess,v,34,16,0.16279947757720947
1,preprocess,v,34,32,0.09068484604358673
1,preprocess,v,35,1,0.3388572335243225
1,preprocess,v,35,2,0.36191996932029724
1,preprocess,v,35,4,0.36161869764328003
1,preprocess,v,35,8,0.27287256717681885
1,preprocess,v,35,16,0.17013266682624817
1,preprocess,v,35,32,0.09451605379581451
1,preprocess,v,36,1,0.43233028054237366
1,preprocess,v,36,2,0.4303944408893585
1,preprocess,v,36,4,0.3909991383552551
1,preprocess,v,36,8,0.3061246871948242
1,preprocess,v,36,16,0.194004625082016
1,preprocess,v,36,32,0.10882285237312317
1,preprocess,v,37,1,0.4335927665233612
1,preprocess,v,37,2,0.3674675226211548
1,preprocess,v,37,4,0.3641052842140198
1,preprocess,v,37,8,0.274448037147522
1,preprocess,v,37,16,0.17559930682182312
1,preprocess,v,37,32,0.09682722389698029
1,preprocess,v,38,1,0.5415264368057251
1,preprocess,v,38,2,0.41102367639541626
1,preprocess,v,38,4,0.39196324348449707
1,preprocess,v,38,8,0.2994518280029297
1,preprocess,v,38,16,0.21049559116363525
1,preprocess,v,38,32,0.1156662330031395
1,preprocess,v,39,1,0.42165347933769226
1,preprocess,v,39,2,0.4217489957809448
1,preprocess,v,39,4,0.37227964401245117
1,preprocess,v,39,8,0.3041214346885681
1,preprocess,v,39,16,0.2103598713874817
1,preprocess,v,39,32,0.11533709615468979
1,preprocess,v,40,1,0.29122355580329895
1,preprocess,v,40,2,0.38201904296875
1,preprocess,v,40,4,0.34397652745246887
1,preprocess,v,40,8,0.27924078702926636
1,preprocess,v,40,16,0.19219058752059937
1,preprocess,v,40,32,0.10989466309547424
1,preprocess,v,41,1,0.22110667824745178
1,preprocess,v,41,2,0.3898285925388336
1,preprocess,v,41,4,0.36696839332580566
1,preprocess,v,41,8,0.3025164008140564
1,preprocess,v,41,16,0.19383516907691956
1,preprocess,v,41,32,0.11013399064540863
1,preprocess,v,42,1,0.32782572507858276
1,preprocess,v,42,2,0.3518211841583252
1,preprocess,v,42,4,0.35246556997299194
1,preprocess,v,42,8,0.3036172091960907
1,preprocess,v,42,16,0.1874246895313263
1,preprocess,v,42,32,0.10527817159891129
1,preprocess,v,43,1,0.41521549224853516
1,preprocess,v,43,2,0.2738751471042633
1,preprocess,v,43,4,0.28597068786621094
1,preprocess,v,43,8,0.28658726811408997
1,preprocess,v,43,16,0.17506860196590424
1,preprocess,v,43,32,0.09851345419883728
1,preprocess,v,44,1,0.4249148666858673
1,preprocess,v,44,2,0.26338323950767517
1,preprocess,v,44,4,0.27201029658317566
1,preprocess,v,44,8,0.2720178961753845
1,preprocess,v,44,16,0.17216336727142334
1,preprocess,v,44,32,0.0982261523604393
1,preprocess,v,45,1,0.42644044756889343
1,preprocess,v,45,2,0.28966042399406433
1,preprocess,v,45,4,0.3286111056804657
1,preprocess,v,45,8,0.27816319465637207
1,preprocess,v,45,16,0.1813659518957138
1,preprocess,v,45,32,0.10225676000118256
1,preprocess,v,46,1,0.36151495575904846
1,preprocess,v,46,2,0.40415775775909424
1,preprocess,v,46,4,0.3741544485092163
1,preprocess,v,46,8,0.2760321795940399
1,preprocess,v,46,16,0.1838936060667038
1,preprocess,v,46,32,0.10418178886175156
1,preprocess,v,47,1,0.426056832075119
1,preprocess,v,47,2,0.25767630338668823
1,preprocess,v,47,4,0.23696814477443695
1,preprocess,v,47,8,0.23952051997184753
1,preprocess,v,47,16,0.14352715015411377
1,preprocess,v,47,32,0.08106357604265213
1,preprocess,v,48,1,0.44195473194122314
1,preprocess,v,48,2,0.3246135711669922
1,preprocess,v,48,4,0.32341432571411133
1,preprocess,v,48,8,0.24552035331726074
1,preprocess,v,48,16,0.1595471203327179
1,preprocess,v,48,32,0.08565975725650787
1,preprocess,v,49,1,0.4131438434123993
