part,target,source,kind,context_index,rank,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t4,4,raw,k,40,0,3273947.037439972,33548847.6875,619487.0438422859,1999225.893597871,2326842.9581670687,0.3123899264237873,0.43499101770293236,0.13588681201522743,0.8107828145177671,0.9094949968324822
t4,4,raw,k,40,1,3273947.037439972,33548847.6875,545512.1801622808,2520789.405944228,2624612.1635881662,0.3123899264237873,0.4081937973637748,0.12751563032511595,0.8333778237937416,0.9136103900239929
t4,4,raw,k,40,2,3273947.037439972,33548847.6875,493022.45206514,2584905.4284808487,2682915.0280260295,0.3123899264237873,0.38805878884941414,0.1212256564967725,0.8494103763967258,0.9222502126750639
t4,4,raw,k,40,4,3273947.037439972,33548847.6875,446291.7359556705,2662249.907160543,2744952.639358066,0.3123899264237873,0.36921012107219175,0.1153375225566596,0.8636838864978575,0.9297680549863186
t4,4,raw,k,40,8,3273947.037439972,33548847.6875,394626.5221852213,2744589.8731487542,2811955.207317129,0.3123899264237873,0.34718208762789754,0.1084561868097358,0.8794645980303348,0.9380669719054446
t4,4,raw,k,40,16,3273947.037439972,33548847.6875,319748.6710695401,2864543.4031531215,2909370.8913407624,0.3123899264237873,0.3125133319750451,0.09762601678213698,0.9023354173378553,0.9500261530852748
t4,4,raw,k,40,32,3273947.037439972,33548847.6875,220895.62721940875,2994398.7827029824,3023725.079126209,0.3123899264237873,0.25975130289035153,0.08114369039839982,0.9325292606467649,0.9657209623030221
t4,4,raw,k,40,64,3273947.037439972,33548847.6875,87792.42509503476,3154885.543336451,3170520.1052285135,0.3123899264237873,0.1637542944182376,0.051155191984892455,0.9731845310595851,0.9865131592214307
t4,4,raw,k,41,0,2567436.1207977235,33547533.0625,1013114.2447628975,1999225.893597871,1776773.8905250318,0.2766429000526554,0.6281731760291455,0.17377964915199,0.6053984609174563,0.7842443637946749
t4,4,raw,k,41,1,2567436.1207977235,33547533.0625,907640.0077525973,1676708.41608233,1668252.2762405202,0.2766429000526554,0.594575475640301,0.16448508388131985,0.6464800037671099,0.8040501374492062
t4,4,raw,k,41,2,2567436.1207977235,33547533.0625,649960.496980086,1882246.4812794477,1899861.0626374558,0.2766429000526554,0.5031455750168358,0.13919165102131834,0.7468445303409776,0.8642388229823564
t4,4,raw,k,41,4,2567436.1207977235,33547533.0625,491612.5959985256,1953390.3740809858,2014606.960078299,0.2766429000526554,0.43758424537002794,0.12105457465651728,0.8085200282039432,0.8995928291561212
t4,4,raw,k,41,8,2567436.1207977235,33547533.0625,418109.7713909894,2045173.3731165826,2097249.865149528,0.2766429000526554,0.4035481262985067,0.11163872397003417,0.8371489097609645,0.9152406202618683
t4,4,raw,k,41,16,2567436.1207977235,33547533.0625,332937.6374279335,2169190.371047348,2201844.444015801,0.2766429000526554,0.36010704948301864,0.09962105849838737,0.8703229129126347,0.9330136042512777
t4,4,raw,k,41,32,2567436.1207977235,33547533.0625,222040.10874684528,2304220.761784613,2324808.4136265516,0.2766429000526554,0.294080272559891,0.0813552194492436,0.9135167932911002,0.9558182148079426
t4,4,raw,k,41,64,2567436.1207977235,33547533.0625,90137.04795652255,2456223.672097206,2466761.381122887,0.2766429000526554,0.18737077012601755,0.051834793232760946,0.9648921945023831,0.9822982285661456
t4,4,raw,k,42,0,3638411.3525024354,33552615.0,734398.5749417692,1999225.893597871,2451619.356752306,0.3293007442536382,0.4492726836005726,0.14794582908249787,0.7981540557703397,0.9090048671304569
t4,4,raw,k,42,1,3638411.3525024354,33552615.0,591982.1823486239,2734906.6458865255,2890667.925912574,0.3293007442536382,0.40336519216195843,0.13282845798494472,0.8372965217521463,0.9163703976390893
t4,4,raw,k,42,2,3638411.3525024354,33552615.0,553226.9891434759,2814988.9761164635,2950086.6903718933,0.3293007442536382,0.3899381980661663,0.12840693883611115,0.8479482016889113,0.9218081211596025
t4,4,raw,k,42,4,3638411.3525024354,33552615.0,482245.377662465,2973030.610487759,3064598.326014355,0.3293007442536382,0.36406433645115643,0.11988665694957276,0.8674571589243791,0.931789839788357
t4,4,raw,k,42,8,3638411.3525024354,33552615.0,378951.8352895379,3128046.933316469,3193753.2487136275,0.3293007442536382,0.3227276000080265,0.10627443887383359,0.8958468961930592,0.946692267606103
t4,4,raw,k,42,16,3638411.3525024354,33552615.0,272548.9348271191,3261458.756731987,3313660.592654377,0.3293007442536382,0.27369467350185345,0.09012785968241685,0.9250912256967139,0.9619360004002315
t4,4,raw,k,42,32,3638411.3525024354,33552615.0,170557.5118172355,3404046.489269614,3435950.1986246705,0.3293007442536382,0.21651078109100044,0.07129716135220299,0.9531230816713648,0.9763223247776143
t4,4,raw,k,42,64,3638411.3525024354,33552615.0,71766.10274042562,3538057.0164079666,3552351.1621823013,0.3293007442536382,0.14044419146057205,0.04624837677406683,0.9802754290849862,0.9900966202228704
t4,4,raw,k,43,0,1625723.4604842663,33544180.53125,942987.7714187205,1999225.893597871,1340980.8011245094,0.22014799938953658,0.7616048375751937,0.16766578131757184,0.41995807138206287,0.7438207501203479
t4,4,raw,k,43,1,1625723.4604842663,33544180.53125,785109.8385193348,1486271.4808536768,1163442.5636476055,0.22014799938953658,0.6949313006888255,0.1529877355598134,0.5170704873229373,0.7484667972372425
t4,4,raw,k,43,2,1625723.4604842663,33544180.53125,609453.789963454,1618155.0016594604,1317212.3404357657,0.22014799938953658,0.6122757437873849,0.13479128006953328,0.6251184135696046,0.812124092198424
t4,4,raw,k,43,4,1625723.4604842663,33544180.53125,544118.508960396,1566264.110182941,1323934.5337335095,0.22014799938953658,0.5785267079484455,0.127361497348265,0.665306848190334,0.8296801041675305
t4,4,raw,k,43,8,1625723.4604842663,33544180.53125,466055.2606982738,1539065.0956766754,1349366.6552901268,0.22014799938953658,0.5354209629093027,0.11787185381570227,0.713324392477275,0.8530571805326658
t4,4,raw,k,43,16,1625723.4604842663,33544180.53125,374343.33175649494,1522806.7497294545,1387093.4454761446,0.22014799938953658,0.4798568670279828,0.1056395292695413,0.7697373871660889,0.8815764628772069
t4,4,raw,k,43,32,1625723.4604842663,33544180.53125,268300.54956404865,1532939.9417626262,1445181.4367095232,0.22014799938953658,0.40624445356437733,0.08943390371529317,0.8349654439481805,0.9154538760859344
t4,4,raw,k,43,64,1625723.4604842663,33544180.53125,133034.5787280146,1578477.5243471265,1535583.2082591057,0.22014799938953658,0.2860611846679312,0.06297579750764583,0.9181689986263798,0.9585854146681658
t4,4,raw,k,44,0,3448353.838224292,33550414.90625,938903.7744369805,1999225.893597871,2254338.002084814,0.32059516158937756,0.5218006684432208,0.16728676961699962,0.7277240624122079,0.8585828054137316
t4,4,raw,k,44,1,3448353.838224292,33550414.90625,888174.5788102448,2294445.7158880904,2427312.5196849853,0.32059516158937756,0.507508427043497,0.16270474617598074,0.7424351964798355,0.8629405773580209
t4,4,raw,k,44,2,3448353.838224292,33550414.90625,774969.937359184,2431915.901496306,2552649.9132132307,0.32059516158937756,0.47406349770401374,0.1519824636500438,0.7752638001446366,0.8814771713948139
t4,4,raw,k,44,4,3448353.838224292,33550414.90625,650067.575403735,2596873.3060052097,2697579.8075290024,0.32059516158937756,0.43418352565914364,0.1391971375681388,0.8114846660461957,0.901452836559975
t4,4,raw,k,44,8,3448353.838224292,33550414.90625,509684.2530160099,2823745.967572421,2881207.7895477563,0.32059516158937756,0.38445427692451156,0.1232541810343411,0.8521949089544509,0.9233276837332056
t4,4,raw,k,44,16,3448353.838224292,33550414.90625,407579.1771431118,2956968.794946879,2998871.7512583733,0.32059516158937756,0.3437954167981144,0.1102191472020789,0.8818047113886108,0.9391362648333573
t4,4,raw,k,44,32,3448353.838224292,33550414.90625,282543.95145828277,3110823.149649143,3138316.5457175374,0.32059516158937756,0.28624446387586805,0.09176859015034868,0.9180641069004168,0.9581933976162506
t4,4,raw,k,44,64,3448353.838224292,33550414.90625,117304.75140791386,3302409.2425500154,3316729.174945742,0.32059516158937756,0.1844386311628268,0.05913013276097007,0.9659823913347827,0.9828531956493141
t4,4,raw,k,45,0,3655010.7435281277,33559557.8125,861919.3671565056,1999225.893597871,2396158.676324621,0.330016925500803,0.48561153109616917,0.16026002448009533,0.7641814408664344,0.8864215610928674
t4,4,raw,k,45,1,3655010.7435281277,33559557.8125,736709.4068783522,2661458.7466963604,2789880.059340857,0.330016925500803,0.4489559986839046,0.14816307837080478,0.7984385112457378,0.8945020380420354
t4,4,raw,k,45,2,3655010.7435281277,33559557.8125,660736.4813922644,2771952.2968245447,2883113.304110758,0.330016925500803,0.4251770498602474,0.14031562278838047,0.8192244762721367,0.9057837085077317
t4,4,raw,k,45,4,3655010.7435281277,33559557.8125,582722.0716670752,2909841.340967953,2991065.046535127,0.330016925500803,0.3992881349649632,0.13177184269008682,0.8405689852762014,0.9171637343376083
t4,4,raw,k,45,8,3655010.7435281277,33559557.8125,476716.7525598705,3073336.285154924,3125815.167478353,0.330016925500803,0.3611485521076743,0.11918513481564123,0.8695717233105305,0.9326397542187149
t4,4,raw,k,45,16,3655010.7435281277,33559557.8125,379835.62779114395,3192260.3015657663,3233717.743987009,0.330016925500803,0.32236918419333915,0.10638728704368784,0.896078109082521,0.9466918366664941
t4,4,raw,k,45,32,3655010.7435281277,33559557.8125,259697.4438546896,3343725.066833824,3369519.200225711,0.330016925500803,0.2665566419458772,0.08796820344679679,0.9289475566345374,0.9638475016783511
t4,4,raw,k,45,64,3655010.7435281277,33559557.8125,109885.3826416675,3520053.899102986,3532589.620449364,0.330016925500803,0.17339063355425782,0.057221843796212535,0.9699356881956531,0.9848593285593955
t4,4,raw,k,46,0,2580664.737035364,33552615.0,888178.4784499556,1999225.893597871,1845856.0993870795,0.27733367523990515,0.5866570971949153,0.1626997688706401,0.6558334503108357,0.8126454595062983
t4,4,raw,k,46,1,2580664.737035364,33552615.0,756483.7768825442,1743348.5277319998,1783764.7583748847,0.27733367523990515,0.5414196523353738,0.15015390202928092,0.7068647600650431,0.8409683976226817
t4,4,raw,k,46,2,2580664.737035364,33552615.0,685885.792761907,1781016.2591402978,1837897.6263545975,0.27733367523990515,0.5155373202822424,0.1429758597572064,0.7342212713962046,0.857277807073979
t4,4,raw,k,46,4,2580664.737035364,33552615.0,469698.3397796601,1921296.057246983,2016131.2490585595,0.27733367523990515,0.42662246311484614,0.11831677563554115,0.8179932739658218,0.9054320461376332
t4,4,raw,k,46,8,2580664.737035364,33552615.0,377496.2841678262,2081511.4584076405,2142339.960914746,0.27733367523990515,0.38246398589036595,0.10607014285387842,0.8537212994968539,0.9243430751544304
