part,example,target,source,kind,context_index,prefix_tokens,layer,rank,original_gap,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t4,0,4,raw,k,40,772,0,0,0.000957392933970946,3.4987173080444336,3817055.0,2.8611526489257812,0.5724375247955322,0.6050009727478027,0.9043074063841768,0.0008657775210098036,0.18222811475872325,0.42750145640860027
t4,0,4,raw,k,40,772,0,1,0.000957392933970946,3.4987173080444336,3817055.0,2.8464155197143555,0.5456241965293884,0.5989628434181213,0.9019754615350082,0.0008635449334887995,0.18644026678870906,0.4335095251724055
t4,0,4,raw,k,40,772,0,2,0.000957392933970946,3.4987173080444336,3817055.0,2.796616554260254,0.6594271063804626,0.6807637214660645,0.8940504689492796,0.000855957601585451,0.20067375897157314,0.44818630240957996
t4,0,4,raw,k,40,772,0,4,0.000957392933970946,3.4987173080444336,3817055.0,2.7584152221679688,0.6987900733947754,0.7195460796356201,0.8879231797884685,0.0008500913782384936,0.2115924267943351,0.46018326499786577
t4,0,4,raw,k,40,772,0,8,0.000957392933970946,3.4987173080444336,3817055.0,2.726088047027588,0.7173686623573303,0.7449989318847656,0.8827048494521853,0.0008450953856474098,0.22083214875359491,0.4702513195577981
t4,0,4,raw,k,40,772,0,16,0.000957392933970946,3.4987173080444336,3817055.0,2.645030975341797,0.8133115768432617,0.8334987759590149,0.8694827182564749,0.0008324366106686,0.24399980265333143,0.49410820142664474
t4,0,4,raw,k,40,772,0,32,0.000957392933970946,3.4987173080444336,3817055.0,2.6203737258911133,0.878340482711792,0.8783418536186218,0.8654205256037123,0.0008285474961264163,0.2510473138637943,0.5010461172861775
t4,0,4,raw,k,41,605,0,0,0.0009522712301474707,3.4606986045837402,3816299.5,2.9468586444854736,0.5724375247955322,0.5431386232376099,0.9227791285946799,0.0008787360159412668,0.14847867983004326,0.38589108956008
t4,0,4,raw,k,41,605,0,1,0.0009522712301474707,3.4606986045837402,3816299.5,2.828719139099121,0.5729327201843262,0.6024561524391174,0.9040928310239594,0.0008609415923666952,0.18261615289108224,0.42785020281166886
t4,0,4,raw,k,41,605,0,2,0.0009522712301474707,3.4606986045837402,3816299.5,2.705552101135254,0.796756386756897,0.7759515643119812,0.8841909427683332,0.0008419895967552524,0.21820637672644616,0.4672937230320528
t4,0,4,raw,k,41,605,0,4,0.0009522712301474707,3.4606986045837402,3816299.5,2.6865897178649902,0.8205808997154236,0.7973448634147644,0.8810869832260861,0.0008390337853836289,0.22368572798955466,0.4731551919062379
