part,example,target,source,kind,context_index,prefix_tokens,layer,rank,original_gap,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t2,0,2,raw,k,40,186,0,0,0.0008899232402426034,2.795259475708008,3529531.25,2.6479363441467285,0.5314738750457764,0.3393985629081726,0.9732909968676651,0.000866154277631426,0.052704635416346846,0.27845689377991556
t2,0,2,raw,k,40,186,0,1,0.0008899232402426034,2.795259475708008,3529531.25,2.6425352096557617,0.5261932611465454,0.3394588232040405,0.9722978538483588,0.0008652704565776607,0.05463688340187556,0.2799003207930361
t2,0,2,raw,k,40,186,0,2,0.0008899232402426034,2.795259475708008,3529531.25,2.435035228729248,0.5465243458747864,0.45337435603141785,0.9333436136285018,0.0008306041729000169,0.12886969889888988,0.36680996963660856
t2,0,2,raw,k,40,186,0,4,0.0008899232402426034,2.795259475708008,3529531.25,2.176431179046631,0.6572600603103638,0.6380441784858704,0.8823916814838599,0.0007852608643492358,0.22138492044808633,0.47072911992712957
t2,0,2,raw,k,40,186,0,8,0.0008899232402426034,2.795259475708008,3529531.25,2.078644275665283,0.7787482738494873,0.7476817965507507,0.8623409751998491,0.0007674172748438162,0.25636804249137335,0.5067656791834765
t2,0,2,raw,k,40,186,0,16,0.0008899232402426034,2.795259475708008,3529531.25,2.038059711456299,0.822090744972229,0.7896453738212585,0.8538810741920765,0.0007598886123268476,0.2708871111365856,0.5209081492221806
t2,0,2,raw,k,40,186,0,32,0.0008899232402426034,2.795259475708008,3529531.25,2.011720895767212,0.8454172611236572,0.8144779205322266,0.848345575795015,0.0007549624436569768,0.2803097840290245,0.5298253041317447
t2,0,2,raw,k,41,581,0,0,0.0009095157108409977,2.920863151550293,3530943.75,2.680464029312134,0.5314738750457764,0.38593658804893494,0.9579644370071527,0.0008712837058849566,0.08230413742956899,0.30975575750142786
t2,0,2,raw,k,41,581,0,1,0.0009095157108409977,2.920863151550293,3530943.75,2.680370330810547,0.5329756140708923,0.38673436641693115,0.9579476935224862,0.0008712684774225982,0.08233621647494882,0.3099584584447083
t2,0,2,raw,k,41,581,0,2,0.0009095157108409977,2.920863151550293,3530943.75,2.6201488971710205,0.49236491322517395,0.3965395987033844,0.9471251762389227,0.0008614252279223489,0.10295390053438958,0.3306643764131136
t2,0,2,raw,k,41,581,0,4,0.0009095157108409977,2.920863151550293,3530943.75,2.5343387126922607,0.5832372307777405,0.4848809540271759,0.9314868406085097,0.0008472019159750838,0.1323322657731768,0.3714983600486121
t2,0,2,raw,k,41,581,0,8,0.0009095157108409977,2.920863151550293,3530943.75,2.4779791831970215,0.6121424436569214,0.5275132656097412,0.9210712400481724,0.0008377287636276128,0.15162777075612188,0.3945041118318937
t2,0,2,raw,k,41,581,0,16,0.0009095157108409977,2.920863151550293,3530943.75,2.396385431289673,0.6745843887329102,0.5995311737060547,0.9057800069813774,0.0008238211469152313,0.1795625789528159,0.42710831043240144
t2,0,2,raw,k,41,581,0,32,0.0009095157108409977,2.920863151550293,3530943.75,2.34281587600708,0.7171822190284729,0.6476149559020996,0.895598740693344,0.0008145611252700091,0.19790289566849628,0.44745205600175847
t2,0,2,raw,k,42,598,0,0,0.0009040939540490724,2.886280059814453,3531110.75,2.547461748123169,0.5314738750457764,0.43514612317085266,0.9394736447339717,0.00084937244219243,0.11738927085026718,0.35133783716798755
t2,0,2,raw,k,42,598,0,1,0.0009040939540490724,2.886280059814453,3531110.75,2.547356605529785,0.5300888419151306,0.4345061182975769,0.9394542568639179,0.0008493549137363324,0.1174256992602637,0.35127911529235184
t2,0,2,raw,k,42,598,0,2,0.0009040939540490724,2.886280059814453,3531110.75,2.44230318069458,0.5019654035568237,0.47297123074531555,0.9198786793258088,0.0008316567524371092,0.15382321532180576,0.3929421322726089
t2,0,2,raw,k,42,598,0,4,0.0009040939540490724,2.886280059814453,3531110.75,2.372835636138916,0.6141314506530762,0.5637878775596619,0.9067020414757796,0.0008197438338222036,0.17789140798365366,0.4234633507012448
t2,0,2,raw,k,42,598,0,8,0.0009040939540490724,2.886280059814453,3531110.75,2.318354368209839,0.6803164482116699,0.6241210699081421,0.8962324729323967,0.0008102783602006289,0.19676735446148075,0.44539375589368957
t2,0,2,raw,k,42,598,0,16,0.0009040939540490724,2.886280059814453,3531110.75,2.237592935562134,0.7504750490188599,0.6995811462402344,0.8804836718849212,0.0007960399643900844,0.22474850354404652,0.4753360284980957
t2,0,2,raw,k,42,598,0,32,0.0009040939540490724,2.886280059814453,3531110.75,2.216708183288574,0.7632227540016174,0.7163972854614258,0.8763650065649224,0.0007923163039755221,0.23198437526846338,0.4826797090778567
t2,0,2,raw,k,43,1079,0,0,0.0009410743480143953,3.129347085952759,3533506.25,2.028508424758911,0.5314738750457764,0.8161563277244568,0.8051217155101836,0.0007576793934959775,0.35177902321393895,0.6328569065030442
t2,0,2,raw,k,43,1079,0,1,0.0009410743480143953,3.129347085952759,3533506.25,1.6781551837921143,0.9678554534912109,1.2095237970352173,0.7323002661711998,0.0006891489955378299,0.46373632016558997,0.694995990727751
t2,0,2,raw,k,43,1079,0,2,0.0009410743480143953,3.129347085952759,3533506.25,0.04380413889884949,3.1274831295013428,3.106513261795044,0.11831252042744674,0.00011134087802319925,0.986002147510105,0.992999104233915
t2,0,2,raw,k,43,1079,0,4,0.0009410743480143953,3.129347085952759,3533506.25,0.005961147136986256,3.117922306060791,3.120654344558716,0.04364535731779235,4.107352618169675e-05,0.9980950827846022,0.9990475412772782
t2,0,2,raw,k,43,1079,0,8,0.0009410743480143953,3.129347085952759,3533506.25,0.0027754059992730618,3.1257734298706055,3.1261727809906006,0.02978080232802704,2.802594913419363e-05,0.999113103812699,0.9995565339720138
t2,0,2,raw,k,43,1079,0,16,0.0009410743480143953,3.129347085952759,3533506.25,0.0011163102462887764,3.127814769744873,3.128023147583008,0.018887113410079,1.7774177938264037e-05,0.9996432769470348,0.9998217445918225
t2,0,2,raw,k,43,1079,0,32,0.0009410743480143953,3.129347085952759,3533506.25,3.034454632011574e-11,3.129333972930908,3.129340648651123,3.1139630643921784e-06,2.9304707605637775e-09,0.9999999999903032,1.0000000380962561
t2,0,2,raw,k,44,1027,0,0,0.0009453444849873308,3.157543659210205,3533207.75,2.6856613159179688,0.5314738750457764,0.5016781091690063,0.9222548328371093,0.000871848519975474,0.14944602330859558,0.38726612334124255
t2,0,2,raw,k,44,1027,0,1,0.0009453444849873308,3.157543659210205,3533207.75,2.679245710372925,0.5495314598083496,0.5139147043228149,0.9211526162262549,0.0008708065455811413,0.15147785761952592,0.3901396426764712
t2,0,2,raw,k,44,1027,0,2,0.0009453444849873308,3.157543659210205,3533207.75,2.6585235595703125,0.5111056566238403,0.5050628185272217,0.917583455795337,0.000867432459451738,0.158040601650687,0.3975716169831144
t2,0,2,raw,k,44,1027,0,4,0.0009453444849873308,3.157543659210205,3533207.75,1.9360747337341309,1.3790698051452637,1.300269365310669,0.7830443793233929,0.0007402466854936968,0.38684150001004247,0.6231111514400393
t2,0,2,raw,k,44,1027,0,8,0.0009453444849873308,3.157543659210205,3533207.75,1.8903945684432983,1.3984670639038086,1.332808017730713,0.7737515789660733,0.0007314617879258165,0.40130849404750846,0.6342592260517322
t2,0,2,raw,k,44,1027,0,16,0.0009453444849873308,3.157543659210205,3533207.75,1.0054585933685303,2.1902122497558594,2.1711487770080566,0.5642965732885423,0.0005334546534555726,0.6815693773748088,0.8256040227420636
t2,0,2,raw,k,44,1027,0,32,0.0009453444849873308,3.157543659210205,3533207.75,1.0928836308154999e-10,3.157517910003662,3.1575310230255127,5.883181928024013e-06,5.561633589834632e-09,0.9999999999653881,1.0000000755162317
t2,0,2,raw,k,45,486,0,0,0.0008995184772559218,2.856705665588379,3530574.0,2.640683174133301,0.5314738750457764,0.37374821305274963,0.9614471160324263,0.0008648394457755857,0.07561944307293034,0.30332305132010823
t2,0,2,raw,k,45,486,0,1,0.0008995184772559218,2.856705665588379,3530574.0,2.6397604942321777,0.5279816389083862,0.3724634051322937,0.9612791319586113,0.0008646883409973044,0.07594243046089888,0.303278379880879
t2,0,2,raw,k,45,486,0,2,0.0008995184772559218,2.856705665588379,3530574.0,2.524466037750244,0.5037587285041809,0.4179990887641907,0.9400523039275632,0.0008455944169698427,0.1163016658804803,0.34844263948359583
t2,0,2,raw,k,45,486,0,4,0.0008995184772559218,2.856705665588379,3530574.0,2.486121416091919,0.5431118607521057,0.45684802532196045,0.9328856642920358,0.0008391478921978511,0.12972433735840716,0.3667704688005834
t2,0,2,raw,k,45,486,0,8,0.0008995184772559218,2.856705665588379,3530574.0,2.366989850997925,0.6480960845947266,0.5689059495925903,0.9102599813659196,0.0008187956723452758,0.17142676632371578,0.4181075680938593
t2,0,2,raw,k,45,486,0,16,0.0008995184772559218,2.856705665588379,3530574.0,2.342256784439087,0.6622918844223022,0.5883703231811523,0.90549176449856,0.0008145065731695225,0.18008466442528437,0.42775322693125734
t2,0,2,raw,k,45,486,0,32,0.0008995184772559218,2.856705665588379,3530574.0,2.290706157684326,0.6995795965194702,0.6327896118164062,0.8954718616151177,0.0008054934853855563,0.19813014505555548,0.44761849797470943
t2,0,2,raw,k,46,628,0,0,0.0009091708094653286,2.918839454650879,3531175.0,2.68234920501709,0.5314738750457764,0.3839821219444275,0.9586333952676386,0.0008715614999559752,0.08102201347763938,0.30829390555079506
t2,0,2,raw,k,46,628,0,1,0.0009091708094653286,2.918839454650879,3531175.0,2.68095064163208,0.5274372100830078,0.38266292214393616,0.9583834493677644,0.0008713342564398641,0.08150116397794571,0.30840818593398706
t2,0,2,raw,k,46,628,0,2,0.0009091708094653286,2.918839454650879,3531175.0,2.5377235412597656,0.5151621103286743,0.448138952255249,0.9324317436166478,0.0008477397231151153,0.130571043496018,0.36545645201064164
t2,0,2,raw,k,46,628,0,4,0.0009091708094653286,2.918839454650879,3531175.0,2.4247806072235107,0.6702296733856201,0.5821442604064941,0.9114463728077425,0.000828660436549853,0.1692655094956096,0.4162111304487894
t2,0,2,raw,k,46,628,0,8,0.0009091708094653286,2.918839454650879,3531175.0,2.369239568710327,0.6970615386962891,0.6233307123184204,0.9009472926294776,0.0008191149793255383,0.1882939759036144,0.43699640209448226
t2,0,2,raw,k,46,628,0,16,0.0009091708094653286,2.918839454650879,3531175.0,2.2973859310150146,0.7639461755752563,0.6926997900009155,0.887180269108739,0.0008065984034072602,0.2129111701041454,0.46388312202377385
t2,0,2,raw,k,46,628,0,32,0.0009091708094653286,2.918839454650879,3531175.0,2.2700114250183105,0.78005450963974,0.7144412994384766,0.8818788304494297,0.0008017784901300452,0.22228972840514605,0.47347709210471844
t2,0,2,raw,k,47,353,0,0,0.0009004025090175546,2.8618850708007812,3530033.25,2.7066092491149902,0.5314738750457764,0.34337499737739563,0.9724934529105371,0.0008756355450037928,0.05425648404614081,0.27842075951982803
t2,0,2,raw,k,47,353,0,1,0.0009004025090175546,2.8618850708007812,3530033.25,2.7054967880249023,0.5277389287948608,0.3420636057853699,0.9722935769373745,0.0008754555761760648,0.0546452002463258,0.2783371713057798
t2,0,2,raw,k,47,353,0,2,0.0009004025090175546,2.8618850708007812,3530033.25,2.60129451751709,0.49930495023727417,0.3799477517604828,0.9533857761032483,0.0008584309448650134,0.09105556192400688,0.3178446081702485
t2,0,2,raw,k,47,353,0,4,0.0009004025090175546,2.8618850708007812,3530033.25,2.5445361137390137,0.493863970041275,0.4056064784526825,0.9429273112369256,0.0008490141168589044,0.11088808572350195,0.3411733633381888
t2,0,2,raw,k,47,353,0,8,0.0009004025090175546,2.8618850708007812,3530033.25,2.508941650390625,0.5237109065055847,0.4383273124694824,0.9363089743341745,0.0008430549497061439,0.12332550458128622,0.3580359442791448
t2,0,2,raw,k,47,353,0,16,0.0009004025090175546,2.8618850708007812,3530033.25,2.4592621326446533,0.5778021812438965,0.4902125298976898,0.9269927056184517,0.0008346665579798253,0.1406845237301826,0.38121389728921956
t2,0,2,raw,k,47,353,0,32,0.0009004025090175546,2.8618850708007812,3530033.25,2.416999340057373,0.6037341356277466,0.5243099927902222,0.9189929322541753,0.0008274635419710591,0.15545199046687264,0.39887716501411385
t2,0,2,raw,k,48,874,0,0,0.0009437645505985571,3.14620304107666,3532315.0,2.641993999481201,0.5314738750457764,0.5178413987159729,0.9163735391977629,0.000864840861401386,0.16025953665816617,0.4004630338009931
t2,0,2,raw,k,48,874,0,1,0.0009437645505985571,3.14620304107666,3532315.0,2.6355199813842773,0.5496425628662109,0.5301628112792969,0.9152500965059607,0.000863780596014234,0.16231726084582965,0.40315839657249647
t2,0,2,raw,k,48,874,0,2,0.0009437645505985571,3.14620304107666,3532315.0,2.6234889030456543,0.5166049599647522,0.5196595788002014,0.9131586608134468,0.0008618067731477828,0.16614126018139252,0.4076113588672871
t2,0,2,raw,k,48,874,0,4,0.0009437645505985571,3.14620304107666,3532315.0,2.551738739013672,0.6585841774940491,0.6265242099761963,0.9005850436274355,0.0008499402389748286,0.18894657919457003,0.43525005834723834
t2,0,2,raw,k,48,874,0,8,0.0009437645505985571,3.14620304107666,3532315.0,2.5192184448242188,0.6934691667556763,0.6602268218994141,0.8948279491638316,0.000844506897305632,0.19928294139525127,0.4469780663334678
