part,target,source,context_index,method,original_gap,final_kv_error,remaining_delta,explained_delta_energy
strict_t3,3,preprocess,40,mean,0.39671642353747777,0.30347468713656567,0.7649662810289386,0.4148265888887549
strict_t3,3,preprocess,40,position,0.39671642353747777,0.24070024228551617,0.606731226651062,0.6318772186064976
strict_t3,3,preprocess,40,prefix_v,0.39671642353747777,0.2531819202317455,0.6381936950685064,0.5927088075748063
strict_t3,3,preprocess,40,prefix_v_position,0.39671642353747777,0.231483382840874,0.5834983608108822,0.6595296629310134
strict_t3,3,preprocess,40,oracle_r8,0.39671642353747777,0.22431882367641337,0.5654387123078659,0.6802790626236224
strict_t3,3,preprocess,41,mean,0.37623821718866174,0.2646445763117736,0.7033963170707607,0.50523362113129
strict_t3,3,preprocess,41,position,0.37623821718866174,0.24688941440279227,0.6562050401142302,0.5693949453286815
strict_t3,3,preprocess,41,prefix_v,0.37623821718866174,0.2509572028226208,0.6670167764929107,0.5550886198770064
strict_t3,3,preprocess,41,prefix_v_position,0.37623821718866174,0.24874929512433086,0.661148399498176,0.5628827938410003
strict_t3,3,preprocess,41,oracle_r8,0.37623821718866174,0.215706434391106,0.5733240923873016,0.6712994850882767
strict_t3,3,preprocess,42,mean,0.34604862173454615,0.270549916211836,0.7818263076897176,0.38874762460426304
strict_t3,3,preprocess,42,position,0.34604862173454615,0.2958427706298989,0.8549167719466886,0.2691173130442537
strict_t3,3,preprocess,42,prefix_v,0.34604862173454615,0.2681590001583988,0.7749171166013298,0.39950346239828105
strict_t3,3,preprocess,42,prefix_v_position,0.34604862173454615,0.30595974540220294,0.8841524750730105,0.21827440082226957
strict_t3,3,preprocess,42,oracle_r8,0.34604862173454615,0.24257767980626288,0.7009930529136573,0.5086087397667904
strict_t3,3,preprocess,43,mean,0.3367862570924916,0.23820302179825478,0.7072824878743109,0.49975148234632516
strict_t3,3,preprocess,43,position,0.3367862570924916,0.3263005838799858,0.9688654955726825,0.0612996514887002
strict_t3,3,preprocess,43,prefix_v,0.3367862570924916,0.23488259008607007,0.6974233215863207,0.5136007105075036
strict_t3,3,preprocess,43,prefix_v_position,0.3367862570924916,0.314529292689007,0.9339136798644007,0.12780523856213377
strict_t3,3,preprocess,43,oracle_r8,0.3367862570924916,0.20981819440028174,0.6230010577381111,0.6118696820571947
strict_t3,3,preprocess,44,mean,0.3486812088765046,0.2554962221165163,0.732750190180187,0.4630771587908997
strict_t3,3,preprocess,44,position,0.3486812088765046,0.2896892786990261,0.8308141400347955,0.3097478647182432
strict_t3,3,preprocess,44,prefix_v,0.3486812088765046,0.25144404031834583,0.7211287385647499,0.47997334241601264
strict_t3,3,preprocess,44,prefix_v_position,0.3486812088765046,0.2879403809350371,0.8257983900618497,0.31805701897125704
strict_t3,3,preprocess,44,oracle_r8,0.3486812088765046,0.22669033145670658,0.6501363586157446,0.5773227152058599
