example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,layer,diff_l2,base_l2,relative_l2,energy_share,rank90,rank95,rank99,stable_rank,effective_rank,base_stable_rank,base_rank90,base_rank95,singular_values
0,0,0,1,key,50,968,0,0.0,1390.5936279296875,0.0,0.0,0,0,0,0.0,1.0,1.042701865803311,1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,0,0,1,key,50,968,1,0.2800164520740509,479.8633117675781,0.0005835337797395028,6.0336453419949745e-05,10,12,14,3.4583341854991683,15.155280113220215,1.412767520476004,13,22,"[0.15057402849197388, 0.12737490236759186, 0.0809609442949295, 0.07525612413883209, 0.07215283066034317, 0.06843577325344086, 0.05759017542004585, 0.05343430116772652, 0.05201049894094467, 0.04809930548071861, 0.042421478778123856, 0.04069302976131439, 0.033932626247406006, 0.029828134924173355, 0.01728426292538643, 0.013175254687666893, 0.01030086912214756, 0.008315919898450375, 0.00710225198417902, 0.004055233206599951, 0.0017078827368095517, 0.0002454438654240221, 0.00024382724950555712, 1.994879639255487e-08, 1.5752215531961156e-08, 1.0246822945703116e-08, 8.562937914291524e-09, 7.341129926174972e-09, 4.128306585471364e-09, 3.360630218551819e-09, 2.142556576600896e-09, 1.710740105131947e-09, 1.0999718913495826e-09, 6.329941015792429e-10, 4.634812256210097e-10, 1.5690090893194508e-10, 4.1934036104640526e-11, 2.95921978169049e-17, 1.7883353262230533e-18, 2.1904686123290366e-19, 5.72741366879236e-26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,0,0,1,key,50,968,2,0.951341450214386,491.91986083984375,0.0019339358418872946,0.000696443002142211,36,42,48,10.85496945576317,46.39408874511719,1.3109179829114272,12,23,"[0.2887500822544098, 0.2656268775463104, 0.24430908262729645, 0.2090260535478592, 0.20295365154743195, 0.19717741012573242, 0.1875128298997879, 0.16807028651237488, 0.1624712496995926, 0.15906916558742523, 0.15337662398815155, 0.14741770923137665, 0.14262701570987701, 0.1394125372171402, 0.137098029255867, 0.13385863602161407, 0.13158608973026276, 0.12972284853458405, 0.12858709692955017, 0.12244872003793716, 0.11910763382911682, 0.11633694916963577, 0.1145615354180336, 0.11408514529466629, 0.11227253079414368, 0.10950858891010284, 0.10823577642440796, 0.10541478544473648, 0.1050093024969101, 0.10185132920742035, 0.09990464150905609, 0.09831548482179642, 0.0982203260064125, 0.09572353214025497, 0.09439793974161148, 0.09234541654586792, 0.0919923335313797, 0.09056614339351654, 0.08951637893915176, 0.0877305120229721, 0.08442265540361404, 0.0842832624912262, 0.08074401319026947, 0.07682386785745621, 0.07503574341535568, 0.07334638386964798, 0.07066695392131805, 0.06486846506595612, 0.06198933720588684, 0.05896559730172157]"
0,0,0,1,key,50,968,3,1.149731993675232,378.5146484375,0.003037483485569969,0.0010171990400838862,39,44,49,16.765051073332973,48.24489974975586,1.9197320652416003,22,31,"[0.2807981073856354, 0.24807298183441162, 0.24169036746025085, 0.227903351187706, 0.22367537021636963, 0.21820130944252014, 0.20374199748039246, 0.20105215907096863, 0.1958317905664444, 0.1931132674217224, 0.19286511838436127, 0.18331919610500336, 0.18020111322402954, 0.1772349774837494, 0.17454691231250763, 0.1711878627538681, 0.16939277946949005, 0.16833564639091492, 0.16421304643154144, 0.1629941165447235, 0.16089075803756714, 0.15697990357875824, 0.1563904732465744, 0.1553841382265091, 0.1549557000398636, 0.1520337611436844, 0.14917245507240295, 0.1481507271528244, 0.14507755637168884, 0.1422037035226822, 0.13881170749664307, 0.13585224747657776, 0.13413625955581665, 0.1319447010755539, 0.13128726184368134, 0.12896399199962616, 0.1263524740934372, 0.12362369149923325, 0.12116307020187378, 0.11997651308774948, 0.1183750256896019, 0.11496830731630325, 0.11335047334432602, 0.11011507362127304, 0.10812998563051224, 0.10566704720258713, 0.10315000265836716, 0.09999413788318634, 0.09235665202140808, 0.0873294547200203]"
0,0,0,1,key,50,968,4,1.3888481855392456,390.34759521484375,0.0035579780753480306,0.0014843020287028908,38,43,48,15.050790436921565,47.65040588378906,1.6196596630505733,19,29,"[0.357993483543396, 0.3277636468410492, 0.32142454385757446, 0.2930506765842438, 0.2803828716278076, 0.26443415880203247, 0.25905293226242065, 0.2585691809654236, 0.25111261010169983, 0.23298659920692444, 0.22944945096969604, 0.22629685699939728, 0.220248743891716, 0.2127402424812317, 0.2086699903011322, 0.20378926396369934, 0.20256394147872925, 0.19555090367794037, 0.19223788380622864, 0.18907484412193298, 0.18515771627426147, 0.18139784038066864, 0.1795194149017334, 0.17700177431106567, 0.17618590593338013, 0.1719209998846054, 0.17057915031909943, 0.16715428233146667, 0.16637951135635376, 0.16283994913101196, 0.16002759337425232, 0.15919576585292816, 0.1563931107521057, 0.15136876702308655, 0.1489032506942749, 0.14687016606330872, 0.14589504897594452, 0.1409200131893158, 0.13878881931304932, 0.13755829632282257, 0.1339198648929596, 0.1305626779794693, 0.12785354256629944, 0.12537387013435364, 0.12273819744586945, 0.12005513906478882, 0.11821398138999939, 0.11241351068019867, 0.10839640349149704, 0.10361308604478836]"
0,0,0,1,key,50,968,5,1.6265289783477783,429.56146240234375,0.003786487198482216,0.0020358059891887603,39,44,48,18.849785128178535,48.21864318847656,1.808230752257596,21,29,"[0.3746352195739746, 0.34104442596435547, 0.3332541584968567, 0.32569101452827454, 0.3065034747123718, 0.3028753697872162, 0.29689329862594604, 0.29157012701034546, 0.2867136299610138, 0.2819383442401886, 0.2766466736793518, 0.2694462239742279, 0.26559969782829285, 0.2622333765029907, 0.2559156119823456, 0.2481258362531662, 0.24424831569194794, 0.24289168417453766, 0.23697571456432343, 0.23444335162639618, 0.22742310166358948, 0.2233981192111969, 0.22224462032318115, 0.21998631954193115, 0.2135133445262909, 0.21249467134475708, 0.21067744493484497, 0.20005430281162262, 0.1973353922367096, 0.1964067965745926, 0.19441618025302887, 0.1921955794095993, 0.19064216315746307, 0.1857195943593979, 0.18186213076114655, 0.1803540289402008, 0.1763307750225067, 0.17410986125469208, 0.17203353345394135, 0.16805413365364075, 0.16555017232894897, 0.16421160101890564, 0.16241848468780518, 0.15846306085586548, 0.15602904558181763, 0.15235647559165955, 0.14405110478401184, 0.1435139924287796, 0.13555049896240234, 0.10174603760242462]"
0,0,0,1,key,50,968,6,2.337798595428467,552.37548828125,0.00423226346031875,0.00420559119867658,40,44,49,22.593697602881043,48.72709655761719,1.505921153234134,16,27,"[0.4918282628059387, 0.4646246135234833, 0.4406149983406067, 0.4342101812362671, 0.4331492483615875, 0.42411404848098755, 0.4164259135723114, 0.40480539202690125, 0.39942482113838196, 0.3971879184246063, 0.3889659643173218, 0.380434513092041, 0.373071551322937, 0.36645352840423584, 0.35898450016975403, 0.35677143931388855, 0.3564132750034332, 0.34939441084861755, 0.3462638854980469, 0.34105244278907776, 0.33251139521598816, 0.32971587777137756, 0.32667529582977295, 0.32247164845466614, 0.3193703293800354, 0.3178669810295105, 0.31051501631736755, 0.30704936385154724, 0.30493831634521484, 0.30040669441223145, 0.2913769781589508, 0.2883652448654175, 0.28695401549339294, 0.2834242582321167, 0.279800683259964, 0.275411456823349, 0.27162158489227295, 0.2656431794166565, 0.26485833525657654, 0.259351909160614, 0.2552783489227295, 0.2511805593967438, 0.2460387647151947, 0.24129103124141693, 0.23534369468688965, 0.22714674472808838, 0.2255428284406662, 0.2154296487569809, 0.20414724946022034, 0.15901464223861694]"
0,0,0,1,key,50,968,7,2.189459800720215,564.674560546875,0.0038773834588896067,0.00368881483511673,37,43,48,11.932924596454558,47.07243728637695,1.2902255372579987,11,22,"[0.6338164806365967, 0.5824133157730103, 0.5388843417167664, 0.49131011962890625, 0.43954694271087646, 0.42123842239379883, 0.4070758521556854, 0.3934175670146942, 0.385596364736557, 0.3683469295501709, 0.35270780324935913, 0.33982178568840027, 0.33168065547943115, 0.32124072313308716, 0.3208213746547699, 0.3047170639038086, 0.2954663932323456, 0.29270780086517334, 0.2894129157066345, 0.28436049818992615, 0.2816028892993927, 0.2753453254699707, 0.272320419549942, 0.2685769200325012, 0.2610779106616974, 0.2596922516822815, 0.2558513879776001, 0.2521294951438904, 0.2504361867904663, 0.2486366629600525, 0.24414518475532532, 0.2406896948814392, 0.23763130605220795, 0.23630712926387787, 0.2317284643650055, 0.22852951288223267, 0.22440068423748016, 0.2198982536792755, 0.21710540354251862, 0.2153821885585785, 0.21244187653064728, 0.20773787796497345, 0.20621086657047272, 0.1964661031961441, 0.18814098834991455, 0.18587562441825867, 0.18108849227428436, 0.1687460094690323, 0.15169307589530945, 0.12979000806808472]"
0,0,0,1,key,50,968,8,2.671355962753296,771.7766723632812,0.0034613069536984717,0.005491314484860374,34,41,48,5.686866138737313,44.45341110229492,1.134280196473093,3,12,"[1.120199203491211, 0.76469886302948, 0.7403621673583984, 0.675212025642395, 0.6293516159057617, 0.5776002407073975, 0.5211612582206726, 0.4691077172756195, 0.3946372866630554, 0.3882565200328827, 0.3719318211078644, 0.35360291600227356, 0.3465369641780853, 0.3378085792064667, 0.33241674304008484, 0.32504335045814514, 0.3190014958381653, 0.31119275093078613, 0.30542317032814026, 0.2970171868801117, 0.29475638270378113, 0.2893120348453522, 0.283143550157547, 0.27826496958732605, 0.27386921644210815, 0.2713173031806946, 0.2670151889324188, 0.2637409567832947, 0.25309938192367554, 0.2523859143257141, 0.24978141486644745, 0.24732595682144165, 0.2455967515707016, 0.24204984307289124, 0.2362327128648758, 0.23119094967842102, 0.2297445386648178, 0.22558684647083282, 0.22481146454811096, 0.21943625807762146, 0.21363641321659088, 0.21160469949245453, 0.20876425504684448, 0.2027702033519745, 0.20035356283187866, 0.19201382994651794, 0.18716707825660706, 0.1795060932636261, 0.17527242004871368, 0.145584836602211]"
0,0,0,1,key,50,968,9,2.3898119926452637,502.2510070800781,0.004758202490302286,0.004394812042905473,38,44,48,12.940535660824409,47.58279800415039,1.5277774622632088,17,27,"[0.6643357276916504, 0.5917506814002991, 0.56905597448349, 0.5217030644416809, 0.47456055879592896, 0.4484573304653168, 0.41745492815971375, 0.414312481880188, 0.40313565731048584, 0.40049469470977783, 0.3985804617404938, 0.3818022310733795, 0.37575486302375793, 0.3642922043800354, 0.35460585355758667, 0.347985178232193, 0.34229663014411926, 0.32877078652381897, 0.327066034078598, 0.3225537836551666, 0.3171593248844147, 0.3074098825454712, 0.3049747049808502, 0.3001047968864441, 0.28898292779922485, 0.28885379433631897, 0.28583210706710815, 0.2820248603820801, 0.2796638309955597, 0.2765776515007019, 0.27288371324539185, 0.2706594467163086, 0.2684594988822937, 0.261418879032135, 0.2557220458984375, 0.2541470229625702, 0.25024187564849854, 0.24566106498241425, 0.24413198232650757, 0.2374042570590973, 0.23244620859622955, 0.22962963581085205, 0.22559714317321777, 0.22234585881233215, 0.2206338793039322, 0.21113722026348114, 0.20637965202331543, 0.19793686270713806, 0.186460942029953, 0.1785786896944046]"
