index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
110,What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,Green Bay,Toledo,False,0.0,False,预测答案为“Toledo”，而标准答案为“Green Bay”。两者在地名和语义上完全不同，预测答案没有包含标准答案的关键信息，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为“Toledo”，而标准答案为“Green Bay”。两者在地名和语义上完全不同，预测答案没有包含标准答案的关键信息，因此未能正确回答问题。"
111,Kiwil's birth country participated in a Commission of Truth and Friendship. Who is the president of the other country that participated?,Francisco Guterres,Xanana Gusmão,False,0.0,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。"
112,Who is the child of the male star of the 1921 film Money?,Anthony Ainley,Aiden Lucas,False,0.0,False,预测答案“Aiden Lucas”与标准答案“Anthony Ainley”完全不一致，没有包含标准答案的任何关键信息，两者在语义上也不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Aiden Lucas”与标准答案“Anthony Ainley”完全不一致，没有包含标准答案的任何关键信息，两者在语义上也不等价，因此预测答案未能正确回答问题。"
113,What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,fleur - de-lis,fleur-de-lis,True,0.6666666666666666,True,预测答案“fleur-de-lis”与标准答案“fleur - de-lis”在语义上完全等价，仅仅是连字符前后的空格存在细微的格式差异，包含了相同的关键信息，正确回答了问题。,"判断: 正确
原因: 预测答案“fleur-de-lis”与标准答案“fleur - de-lis”在语义上完全等价，仅仅是连字符前后的空格存在细微的格式差异，包含了相同的关键信息，正确回答了问题。"
114,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Tanzania,True,1.0,True,预测答案“Tanzania”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Mara Region命名灵感来源水体所在国家的问题。,"判断: 正确
原因: 预测答案“Tanzania”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Mara Region命名灵感来源水体所在国家的问题。"
115,"Along with the subject of The One That Got Away, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Josh Groban,False,0.0,False,预测答案给出的艺术家是“Josh Groban”，而标准答案为“Michael Bublé”。两者是不同的歌手，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的艺术家是“Josh Groban”，而标准答案为“Michael Bublé”。两者是不同的歌手，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。"
116,Who is the federal leader of the political party Ken Epp belongs to?,Andrew Scheer,Conservative Party of Canada,False,0.0,False,问题询问的是Ken Epp所属政党的“联邦领导人”，标准答案给出了具体的人名“Andrew Scheer”。而预测答案“Conservative Party of Canada”只是政党名称，并未回答领导人是谁，未包含标准答案的关键信息。,"判断: 错误
原因: 问题询问的是Ken Epp所属政党的“联邦领导人”，标准答案给出了具体的人名“Andrew Scheer”。而预测答案“Conservative Party of Canada”只是政党名称，并未回答领导人是谁，未包含标准答案的关键信息。"
117,Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean,"Cape Verde is located in the central Atlantic Ocean, approximately 570 kilometres (350 mi) off the western coast of the African continent, near Senegal, The Gambia, and Mauritania.",False,0.1621621621621622,True,预测答案明确指出了该国家位于“central Atlantic Ocean”，包含了标准答案的核心信息，并且提供了额外的地理位置细节，语义与标准答案完全一致。,"判断: 正确
原因: 预测答案明确指出了该国家位于“central Atlantic Ocean”，包含了标准答案的核心信息，并且提供了额外的地理位置细节，语义与标准答案完全一致。"
118,Who did the person portraying Batman in the Justice League movie play in Dazed and Confused?,Fred O'Bannion,Wooderson,False,0.0,False,预测答案给出的角色名是“Wooderson”，而标准答案是“Fred O'Bannion”。在电影《Dazed and Confused》中，这两个是完全不同的角色，因此预测答案没有包含标准答案的关键信息，属于回答错误。,"判断: 错误
原因: 预测答案给出的角色名是“Wooderson”，而标准答案是“Fred O'Bannion”。在电影《Dazed and Confused》中，这两个是完全不同的角色，因此预测答案没有包含标准答案的关键信息，属于回答错误。"
119,"In Batman Under the Red Hood, who does the actor of Barney Stinson from How I Met Your Mother play?",Nightwing / Dick Grayson,Jason Todd / Red Hood,False,0.0,False,预测答案给出的角色是“Jason Todd / Red Hood”，而标准答案为“Nightwing / Dick Grayson”。在电影《Batman Under the Red Hood》中，出演《寻妈记》Barney Stinson的演员Neil Patrick Harris配音的是夜翼（Dick Grayson），而非红头罩（Jason Todd）。两者是完全不同的角色，因此预测答案不正确。,"判断: 错误
原因: 预测答案给出的角色是“Jason Todd / Red Hood”，而标准答案为“Nightwing / Dick Grayson”。在电影《Batman Under the Red Hood》中，出演《寻妈记》Barney Stinson的演员Neil Patrick Harris配音的是夜翼（Dick Grayson），而非红头罩（Jason Todd）。两者是完全不同的角色，因此预测答案不正确。"
