Question,Real Answer,Pred Answer
Glenn Frey died in January. Of what pop band was he a member?,Eagle,Eagles
What role did Henry Travers play in a famous and still-popular 1946 film?,Clarence Odbody,Clarence Odbody
Which magazine features a strip entitled Sid the Sexist?,Viz,Viz
The vegetable we call chicory is known as what in the USA?,Cichorium endivia,curly endive
Which former Italian Prime Minister was kidnapped and murdered in 1978?,Aldo Moro,Aldo Moro
Is the mountain range in Ireland in which the river Liffey rises?,Wicklow Mountains,yes
"What was the name of the American pediatrician whose book Baby and Child Care, was published in 1946?",Benjamin Spock,Benjamin Spock
"What is the correct name for the ""Flying Lady"" ornament on a Rolls Royce radiator.",Spirit of Ecstasy,Spirit of Ecstasy
Who was the minstrel in Robin Hood’s band of men?,Allen-a-Dale,Alan-a-Dale
Which recent ITV three-part drama was based on real-life wife killer Malcolm Webster?,The Widower,The Widower
Who did Frank Bruno beat to win the WBC World Title in 1995?,Oliver McCall,Oliver McCall
"In 1966, what replaced the Aust ferry?",Severn Bridge,Severn Bridge
Which county was absorbed into Cambridgeshire in 1974?,Huntingdonshire District Council,Isle of Ely
"Bewdley, Tenbury Wells, and Droitwich Spa are all towns in which English county?",Worcestershire county,Worcestershire
The hamadryas is a species of which monkey?,Baboon,baboon
The Sentinel serves which Midlands city?,Stoke-on-Trent,Coventry
What name is given to the area of large country houses around Worksop?,The Dukeries,The Dukeries
How many calories are in a pint of Guinness?,198,Answer: The provided passages do not specify the exact number of calories in a pint of Guinness.
What was George's surname in George And Mildred?,Roper,Roper
Name the Ent who befriends Merry and Pippin in Fanghorn forest.,Treebeard,Treebeard
Which fictional character drove a white Volvo P1800?,The Saint,The Saint
Which word was introduced on coins in 1971 before being dropped in 1982?,New,decimalisation
Which band member is organising this year's Diamond Jubilee concert at Buckingham Palace?,Gary Barlow,Gary Barlow
Who wrote the screenplay for The Crying Game?,Neil Jordan,Neil Jordan
The First Time Ever I Saw Your Face was featured in which Clint Eastwood film?,Play Misty for Me,Play Misty for Me
Which two islands are linked by the 33 and a half-mile-long Seikan rail tunnel?,Honshu and Hokkaido,Honshu and Hokkaido
Which all-Pullman train ran between London and Brighton from 1931 to 1972?,The Brighton Belle,Brighton Belle
How many events make up a pentathlon?,five,5
Which US fashion designer directed the 2009 film ‘A Single Man’?,Tom Ford,Tom Ford
"Played by Aaron Paul, who was Walter White’s co-protagonist in ‘Breaking Bad’?",Jesse Pinkman,Jesse Pinkman
"In computing, how many bits are in one byte?",8,eight
Which band’s 2007 album is entitled ‘Send Away the Tigers’?,Manic Street Preachers,Manic Street Preachers
Gallipoli is in which European country?,Turkey,Turkey
Who wrote the poem ‘ The Ballad of Reading Gaol’?,Oscar Wild,Oscar Wilde
Bulent Ecevit was Prime Minister of which country from 1999 to 2002?,Turkey,Turkey
James Braddock won the title from which boxer whose son was in The Beverly Hillbillies?,Max Baer,Max Baer
Which number in Pennsylvania Avenue is The White House?,1600,1600
Rain was the B-side of which Beatles single?,Paperback Writer,Paperback Writer
Who brought to an end Jahangir Khan's long unbeaten run of success in squash in the 80s?,Ross Norman,Ross Norman
What was the title of Kitty Kelley's book about Elizabeth Taylor?,Elizabeth Taylor: The Last Star,Elizabeth Taylor: The Last Star
Which artist created the Katzenjammer Kids?,Rudolph Dirks,Rudolph Dirks
Who wrote the song Harper Valley PTA?,Tom T. Hall,Tom T. Hall
John Ridd is the hero of which novel by R D Blackmore?,Lorna Doon,Lorna Doone
What is the nickname of the Beijing National Stadium?,Bird's Nest (disambiguation),Bird's Nest
"Tom, Barbara, Jerry and Margo are all characters in which 1970’s UK television sitcom?",The Good Life (album),The Good Life
Which general introduced martial law in Poland in 1981?,Wojciech Jaruzelski,Wojciech Jaruzelski
Which American author wrote the 1985 book The Cider House Rules?,John Irving,John Irving
Liberty Island in New York harbour was formerly known as what?,Bedloe's Island,Bedloe's Island
Edmond Dantes is the protagonist of which famous French novel?,The Count of Monte Christo,The Count of Monte Cristo
"As played by Bob Hoskins, what was the name of the sheet music salesman in the TV series Pennies from Heaven scripted by Dennis Potter?",Arthur Parker,Arthur Parker
Which system of physical fitness that increases the strength and flexibility of the body was originally known by the term 'contrology'?,Pilates,Pilates
What is the plural of mongoose?,Herpestidae,mongooses
No Mean City by Maggie Bell is the theme tune to which long running TV detective show?,Taggart,Taggart
"In 1986, whose song was Christmas number one in the UK, 2 years after he had died?",Jackie Wilson's,Jackie Wilson
"Eye for eye, tooth for tooth.  According to Exodus what comes next?","Hand for hand, foot for foot","hand for hand, foot for foot, burn for burn, wound for wound, stripe for stripe"
In the movie Carry On Dick – who was the Dick referred to?,Dick Turpin,Dick Turpin
Which Scottish border village lies at the northernmost end of the Pennine Way?,Kirk Yetholm,Kirk Yetholm
"In July 2014, Judith Weir became the first woman to be appointed to which post?",Masters of the Queen's Music,Master of the Queen's Music
"Voiced by Nicholas Parsons, Tex Tucker was the hero of which Supermarionation series?",Four Feather Falls,Four Feather Falls
