Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?,Central Equatoria,Answer: Central Equatoria,True,0.8,0.0,预测答案明确指出了“Central Equatoria”，这与标准答案完全一致。虽然预测答案多包含了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义，因此预测答案正确回答了问题。,N/A,N/A,N/A,N/A,N/A
What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?,Eastern Equatoria shares a border with Central Equatoria.,"Answer: Terekeka, Lafon, and the Didessa River (which separates it from the Illubabor Zone).",False,0,0.0,预测答案中列出的地点（Terekeka、Lafon和Didessa River）与标准答案中的“Eastern Equatoria”完全不符。预测答案未能包含标准答案的关键信息，且在语义上与标准答案不一致，因此判定为错误。,N/A,N/A,N/A,N/A,N/A
Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?,Colin Firth,"<think>

</think>

Colin Firth",True,0,0.0,预测答案“Colin Firth”与标准答案完全一致，准确地给出了在电影《国王的演讲》中饰演乔治六世的演员名字，包含了标准答案的所有关键信息，语义完全等价。,N/A,N/A,N/A,N/A,N/A
Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,"<think>

</think>

The cast members of *King of the Mountain* include Harry Hamlin as Steve, Deborah Van Valkenburgh as Tina, and other supporting actors. Specific additional cast members are not detailed in the provided documents.",True,0,0.0,预测答案包含了标准答案中的所有关键信息，即指出了Harry Hamlin饰演Steve以及Deborah Van Valkenburgh饰演Tina。尽管预测答案额外补充了“还有其他配角”的说明，但这并不与标准答案矛盾，核心语义完全一致，因此判定为正确。,N/A,N/A,N/A,N/A,N/A
Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?,Lisa Rinna,"<think>

</think>

Lisa Rinna",True,0,0.0,预测答案“Lisa Rinna”与标准答案完全一致，准确地给出了Harry Hamlin配偶的名字，包含了标准答案的所有关键信息，语义完全等价，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?,Albert assumed the regnal name 'George VI'.,"<think>

</think>

Answer: George VI",True,0,0.0,预测答案“George VI”直接且准确地给出了问题所询问的国王的尊号。虽然标准答案中包含了其原名“Albert”以及“assumed the regnal name”等背景描述，但问题的核心诉求仅仅是询问采用的尊号本身。预测答案完全包含了这一关键信息，在语义上与标准答案的核心要点完全等价，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?,Colin Firth,Answer: Colin Firth,True,0.8571428571428571,0.0,预测答案明确指出了在电影《国王的演讲》中饰演乔治六世的演员是Colin Firth，这与标准答案完全一致。尽管预测答案多包含了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义的传达，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?,"Park Rapids, Minnesota","Answer: Park Rapids, Minnesota",True,0.888888888888889,0.0,"预测答案“Park Rapids, Minnesota”与标准答案完全一致，包含了问题所需的所有关键信息。虽然预测答案中多出了“Answer:”这样的前缀词，但这属于无关紧要的格式差异，不影响核心语义的表达，因此预测答案正确回答了问题。",N/A,N/A,N/A,N/A,N/A
What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?,The author of Prince Prigio is Andrew Lang.,"<think>

</think>

Answer: Andrew Lang",True,0,0.0,预测答案“Andrew Lang”直接且准确地给出了《Prince Prigio》的作者，包含了标准答案中的全部关键信息，语义完全一致，正确地回答了问题。,N/A,N/A,N/A,N/A,N/A
What year did the author of Prince Prigio die?,What year did Andrew Lang die?,Andrew Lang died in 1912.,"1912






Answer: 1912",True,0.5,0.0,预测答案明确给出了“1912”这一年份，与标准答案中安德鲁·朗去世的年份完全一致。虽然预测答案省略了主语和谓语等上下文词汇，但已经包含了回答该问题所需的关键信息，在语义上与标准答案等价，因此判定为正确。,N/A,N/A,N/A,N/A,N/A
In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,"Greenfield, Indiana","Answer: Greenfield, Indiana",True,0.8571428571428571,0.0,"预测答案明确指出了“Greenfield, Indiana”，这与标准答案完全一致。虽然预测答案中多出了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义的表达，完全符合评估标准。",N/A,N/A,N/A,N/A,N/A
In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?","Greenfield, Indiana is located in Hancock County.","<think>

</think>

Hancock County",True,0,0.0,"预测答案“Hancock County”直接且准确地指出了问题所询问的县名，与标准答案的核心信息完全一致，正确地回答了Greenfield, Indiana所在的县。",N/A,N/A,N/A,N/A,N/A
Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,"<think>

</think>

Piero di Cosimo de' Medici and Lucrezia Tornabuoni.",True,0,0.0,预测答案准确地给出了Nannina de' Medici的父母名字，即Piero di Cosimo de' Medici和Lucrezia Tornabuoni。这与标准答案所包含的关键信息完全一致，语义上等价，正确地回答了问题。,N/A,N/A,N/A,N/A,N/A
Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Answer: Lorenzo de' Medici and Giuliano de' Medici.,True,0.787878787878788,0.0,预测答案明确指出了Nannina de' Medici的兄弟姐妹是Lorenzo de' Medici和Giuliano de' Medici，这与标准答案的核心内容完全一致。两者在语义上完全等价，预测答案正确回答了问题。,N/A,N/A,N/A,N/A,N/A
What county is the NRHEG High School located in?,Where is NRHEG High School located?,"NRHEG High School is located in New Richland, Minnesota.","<think>

</think>

NRHEG High School is located in New Richland, Minnesota.",True,0,0.0,"预测答案“NRHEG High School is located in New Richland, Minnesota.”与标准答案完全一致，准确且完整地回答了学校所在地点的问题，没有任何遗漏或错误信息。",N/A,N/A,N/A,N/A,N/A
What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?","New Richland is located in Waseca County, Minnesota.","<think>

</think>

Answer: Waseca County",True,0,0.0,"预测答案明确指出了“Waseca County”，这与标准答案中的核心地理信息完全一致，准确地回答了New Richland, Minnesota所在的县，符合语义等价的判断标准。",N/A,N/A,N/A,N/A,N/A
Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?,Janatha Vimukthi Peramuna,"<think>

</think>

Janatha Vimukthi Peramuna",False,0,0.0,预测答案部分为空白，没有提供任何实质性的文字信息，因此未能包含标准答案中的关键信息，无法回答所提出的关于政党名称的问题。,N/A,N/A,N/A,N/A,N/A
Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,"<think>

</think>

Answer: Patabendi Don Jinadasa Nandasiri Wijeweera (Rohana Wijeweera) founded the Janatha Vimukthi Peramuna political party.",True,0,0.0,预测答案明确指出了Janatha Vimukthi Peramuna政党的创始人是Rohana Wijeweera，这与标准答案的核心信息完全一致。预测答案还额外提供了该人物的全名，这进一步丰富了细节，且没有改变原意，因此预测答案正确地回答了问题。,N/A,N/A,N/A,N/A,N/A
