source,kind,layer,relative_l2,diff_norm,full_norm,source_norm,cosine_source_full,delta_energy_share
raw,hidden_layer_input,0,0.0,0.0,1179.1531938530388,1179.1531938530388,1.0,0.0
raw,hidden_layer_input,1,0.060734011675342696,1063.718779892281,17514.38363035285,17931.791251906572,0.9984760079065911,1.833853905849017e-07
raw,hidden_layer_input,2,0.08488080028612181,2208.21157111393,26015.442404764617,26737.338274770944,0.9968695036716866,7.903008401624422e-07
raw,hidden_layer_input,3,0.09297872986854881,2852.742065278121,30681.66309984297,31561.958941897126,0.996198159919902,1.318973570452697e-06
raw,hidden_layer_input,4,0.10208217820185793,3670.4685417427586,35956.01706778583,36933.618106298156,0.9952873772383967,2.1835045114696127e-06
raw,hidden_layer_input,5,0.1016347376440034,4336.378589927298,42666.30377023609,43717.948324225916,0.9952558953043429,3.0476526250574907e-06
raw,hidden_layer_input,6,0.10844063579908271,5362.784385752302,49453.642043268665,50416.267275708,0.994418420167619,4.661135772676926e-06
raw,hidden_layer_input,7,0.11001383714550385,6021.601301305651,54734.94478100519,55466.32958000849,0.9941163839881866,5.876721026778263e-06
raw,hidden_layer_input,8,0.11684863691916506,7223.538108815991,61819.61809116504,62252.8735069088,0.9932451099828431,8.456896543287067e-06
raw,hidden_layer_input,9,0.11218712815443567,7743.5037879720285,69023.10376741616,69310.35529120991,0.9937417364965322,9.718206238524472e-06
raw,hidden_layer_input,10,0.10781517487063275,8371.706864415173,77648.6879000138,77670.67402732755,0.9941896383764481,1.135897404756304e-05
raw,hidden_layer_input,11,0.10898553986723283,8987.74250655586,82467.29352815803,82473.52105751882,0.994061530518763,1.3092190754391322e-05
raw,hidden_layer_input,12,0.11451830428794596,9701.840558738744,84718.6885892437,84731.08911165297,0.9934437632157956,1.5255250636645863e-05
raw,hidden_layer_input,13,0.12263034395672347,10766.97636450236,87800.26229317313,87819.08674807331,0.9924825422715542,1.8788780832529772e-05
raw,hidden_layer_input,14,0.1260640373839003,11516.509511911656,91354.43978238346,91346.46280910047,0.9920532422828126,2.1495760880986086e-05
raw,hidden_layer_input,15,0.12843490570971358,12283.644906606696,95641.01626990705,95740.48331312752,0.9917613564670608,2.445488292276675e-05
raw,hidden_layer_input,16,0.13338746559377918,13327.249882622762,99913.80991681655,100069.01991641194,0.9911189081475789,2.8786718604823814e-05
raw,hidden_layer_input,17,0.13768618622736184,14301.276381556921,103868.63616035641,104201.33301735515,0.9905566409737656,3.314825572628239e-05
raw,hidden_layer_input,18,0.14596831199282484,15685.79528604193,107460.27731562022,107897.77984813334,0.9893980822279526,3.9877155022456024e-05
raw,hidden_layer_input,19,0.1547113898888553,17105.20328132468,110562.01675657535,110899.20773203815,0.9880732284783218,4.742065633978526e-05
raw,hidden_layer_input,20,0.16092749335471493,18245.622496396387,113377.90775240342,113907.10567552404,0.9871221809429399,5.39545967659115e-05
raw,hidden_layer_input,21,0.16882973943700985,19486.794974467262,115422.76283461161,116043.26692728126,0.9858388485009584,6.15448776716703e-05
raw,hidden_layer_input,22,0.17812562724366157,21252.078900148936,119309.49649978099,119755.95236733016,0.9842017604664572,7.320047855129622e-05
