example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
0,0,draft_frequency_per_chunk,0.15,50,7,4
0,0,draft_mean_score_per_chunk,0.15,50,7,4
0,1,draft_frequency_per_chunk,0.15,92,13,4
0,1,draft_mean_score_per_chunk,0.15,92,13,4
0,2,draft_frequency_per_chunk,0.15,76,11,4
0,2,draft_mean_score_per_chunk,0.15,76,11,4
0,3,draft_frequency_per_chunk,0.15,98,14,4
0,3,draft_mean_score_per_chunk,0.15,98,14,4
0,4,draft_frequency_per_chunk,0.15,52,7,4
0,4,draft_mean_score_per_chunk,0.15,52,7,4
0,5,draft_frequency_per_chunk,0.15,214,32,4
0,5,draft_mean_score_per_chunk,0.15,214,32,4
0,6,draft_frequency_per_chunk,0.15,121,18,4
0,6,draft_mean_score_per_chunk,0.15,121,18,4
0,7,draft_frequency_per_chunk,0.15,301,45,4
0,7,draft_mean_score_per_chunk,0.15,301,45,4
0,8,draft_frequency_per_chunk,0.15,84,12,4
0,8,draft_mean_score_per_chunk,0.15,84,12,4
0,9,draft_frequency_per_chunk,0.15,83,12,4
0,9,draft_mean_score_per_chunk,0.15,83,12,4
