example_id,chunk_id,query_id,query_label,rate,method,jaccard_vs_online_qk,coverage_online_by_offline,selected_count
0,0,0,native,0.15,qk_frequency_per_chunk,0.48633879781420764,0.6544117647058824,136
0,0,0,native,0.15,qk_mean_score_per_chunk,0.46236559139784944,0.6323529411764706,136
0,0,0,native,0.15,draft_frequency_per_chunk,0.3877551020408163,0.5588235294117647,136
0,0,0,native,0.15,draft_mean_score_per_chunk,0.39487179487179486,0.5661764705882353,136
0,0,0,native,0.15,position_tail_per_chunk,0.03816793893129771,0.07352941176470588,136
0,0,0,native,0.15,position_boundary_per_chunk,0.21973094170403587,0.3602941176470588,136
0,0,0,native,0.15,random_per_chunk,0.07936507936507936,0.14705882352941177,136
0,0,1,native_template,0.15,qk_frequency_per_chunk,0.5454545454545454,0.7058823529411765,136
0,0,1,native_template,0.15,qk_mean_score_per_chunk,0.536723163841808,0.6985294117647058,136
0,0,1,native_template,0.15,draft_frequency_per_chunk,0.37373737373737376,0.5441176470588235,136
0,0,1,native_template,0.15,draft_mean_score_per_chunk,0.38071065989847713,0.5514705882352942,136
0,0,1,native_template,0.15,position_tail_per_chunk,0.0421455938697318,0.08088235294117647,136
0,0,1,native_template,0.15,position_boundary_per_chunk,0.19823788546255505,0.33088235294117646,136
0,0,1,native_template,0.15,random_per_chunk,0.07086614173228346,0.1323529411764706,136
0,0,2,native_template,0.15,qk_frequency_per_chunk,0.5280898876404494,0.6911764705882353,136
0,0,2,native_template,0.15,qk_mean_score_per_chunk,0.5195530726256983,0.6838235294117647,136
0,0,2,native_template,0.15,draft_frequency_per_chunk,0.39487179487179486,0.5661764705882353,136
0,0,2,native_template,0.15,draft_mean_score_per_chunk,0.3877551020408163,0.5588235294117647,136
0,0,2,native_template,0.15,position_tail_per_chunk,0.034220532319391636,0.0661764705882353,136
0,0,2,native_template,0.15,position_boundary_per_chunk,0.19823788546255505,0.33088235294117646,136
0,0,2,native_template,0.15,random_per_chunk,0.07086614173228346,0.1323529411764706,136
0,0,3,native_template,0.15,qk_frequency_per_chunk,0.536723163841808,0.6985294117647058,136
0,0,3,native_template,0.15,qk_mean_score_per_chunk,0.5111111111111111,0.6764705882352942,136
0,0,3,native_template,0.15,draft_frequency_per_chunk,0.38071065989847713,0.5514705882352942,136
0,0,3,native_template,0.15,draft_mean_score_per_chunk,0.3877551020408163,0.5588235294117647,136
0,0,3,native_template,0.15,position_tail_per_chunk,0.034220532319391636,0.0661764705882353,136
0,0,3,native_template,0.15,position_boundary_per_chunk,0.20353982300884957,0.3382352941176471,136
0,0,3,native_template,0.15,random_per_chunk,0.07086614173228346,0.1323529411764706,136
0,0,4,native_template,0.15,qk_frequency_per_chunk,0.5280898876404494,0.6911764705882353,136
0,0,4,native_template,0.15,qk_mean_score_per_chunk,0.5027624309392266,0.6691176470588235,136
0,0,4,native_template,0.15,draft_frequency_per_chunk,0.37373737373737376,0.5441176470588235,136
0,0,4,native_template,0.15,draft_mean_score_per_chunk,0.37373737373737376,0.5441176470588235,136
0,0,4,native_template,0.15,position_tail_per_chunk,0.034220532319391636,0.0661764705882353,136
0,0,4,native_template,0.15,position_boundary_per_chunk,0.19823788546255505,0.33088235294117646,136
0,0,4,native_template,0.15,random_per_chunk,0.07086614173228346,0.1323529411764706,136
0,0,5,native_template,0.15,qk_frequency_per_chunk,0.5813953488372093,0.7352941176470589,136
0,0,5,native_template,0.15,qk_mean_score_per_chunk,0.5542857142857143,0.7132352941176471,136
0,0,5,native_template,0.15,draft_frequency_per_chunk,0.37373737373737376,0.5441176470588235,136
0,0,5,native_template,0.15,draft_mean_score_per_chunk,0.37373737373737376,0.5441176470588235,136
0,0,5,native_template,0.15,position_tail_per_chunk,0.034220532319391636,0.0661764705882353,136
0,0,5,native_template,0.15,position_boundary_per_chunk,0.19298245614035087,0.3235294117647059,136
0,0,5,native_template,0.15,random_per_chunk,0.07086614173228346,0.1323529411764706,136
0,0,6,native_template,0.15,qk_frequency_per_chunk,0.5542857142857143,0.7132352941176471,136
0,0,6,native_template,0.15,qk_mean_score_per_chunk,0.536723163841808,0.6985294117647058,136
0,0,6,native_template,0.15,draft_frequency_per_chunk,0.3877551020408163,0.5588235294117647,136
0,0,6,native_template,0.15,draft_mean_score_per_chunk,0.3877551020408163,0.5588235294117647,136
0,0,6,native_template,0.15,position_tail_per_chunk,0.0421455938697318,0.08088235294117647,136
0,0,6,native_template,0.15,position_boundary_per_chunk,0.20353982300884957,0.3382352941176471,136
0,0,6,native_template,0.15,random_per_chunk,0.07509881422924901,0.13970588235294118,136
0,0,7,native_template,0.15,qk_frequency_per_chunk,0.5542857142857143,0.7132352941176471,136
0,0,7,native_template,0.15,qk_mean_score_per_chunk,0.536723163841808,0.6985294117647058,136
0,0,7,native_template,0.15,draft_frequency_per_chunk,0.3877551020408163,0.5588235294117647,136
0,0,7,native_template,0.15,draft_mean_score_per_chunk,0.39487179487179486,0.5661764705882353,136
0,0,7,native_template,0.15,position_tail_per_chunk,0.03816793893129771,0.07352941176470588,136
0,0,7,native_template,0.15,position_boundary_per_chunk,0.1826086956521739,0.3088235294117647,136
