row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,semantic,end_to_end_ttft_s,kv_load_copy_s,selection_s,online_update_query_prefill_s,extra_impl_overhead_s,rate1_baseline_candidate_s,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
0,True,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,1313,27,2132,FusionRAG cache reuse; selection; partial online update,1.0495416159974411,0.1293316399678588,0.3580740300239995,0.49371989897917956,0.06841604702640325,0.0,196,223,0.0,0.0,0.0,0.9811255689710379,1.0495416159974411,0.1293316399678588,0.3580740300239995,0.3250713120214641,0.49371989897917956,0.0,0.0,0.0,0.0,0.0,0.0
1,True,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,1295,25,2112,FusionRAG cache reuse; selection; partial online update,0.36962466599652544,0.07481235405430198,0.10955308401025832,0.09644771099556237,0.08881151693640277,0.0,194,219,0.0,0.0,0.0,0.28081314906012267,0.36962466599652544,0.07481235405430198,0.10955308401025832,0.10876546002691612,0.09644771099556237,0.0,0.0,0.0,0.0,0.0,0.0
2,True,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,1441,21,2254,FusionRAG cache reuse; selection; partial online update,0.37103130598552525,0.07666317996336147,0.11157105601159856,0.09586425602901727,0.08693281398154795,0.0,216,237,0.0,0.0,0.0,0.2840984920039773,0.37103130598552525,0.07666317996336147,0.11157105601159856,0.11075446102768183,0.09586425602901727,0.0,0.0,0.0,0.0,0.0,0.0
3,True,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1154,26,1972,FusionRAG cache reuse; selection; partial online update,0.3421718110330403,0.06839724798919633,0.1077332710265182,0.09711717499885708,0.06892411701846868,0.0,173,199,0.0,0.0,0.0,0.2732476940145716,0.3421718110330403,0.06839724798919633,0.1077332710265182,0.1069353930070065,0.09711717499885708,0.0,0.0,0.0,0.0,0.0,0.0
4,False,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,1353,27,2172,FusionRAG cache reuse; selection; partial online update,0.3439192319638096,0.08066597097786143,0.108775120053906,0.09671256999718025,0.0577655709348619,0.0,202,229,0.0,0.0,0.0,0.2861536610289477,0.3439192319638096,0.08066597097786143,0.108775120053906,0.10797457495937124,0.09671256999718025,0.0,0.0,0.0,0.0,0.0,0.0
5,False,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1178,32,2002,FusionRAG cache reuse; selection; partial online update,0.34907361201476306,0.06812832795549184,0.10933600302087143,0.09646002296358347,0.07514925807481632,0.0,176,208,0.0,0.0,0.0,0.27392435393994674,0.34907361201476306,0.06812832795549184,0.10933600302087143,0.10854002099949867,0.09646002296358347,0.0,0.0,0.0,0.0,0.0,0.0
6,False,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2075,24,2891,FusionRAG cache reuse; selection; partial online update,0.43588028504746035,0.09052349696867168,0.1114204820478335,0.12010231998283416,0.113833986048121,0.0,311,335,0.0,0.0,0.0,0.32204629899933934,0.43588028504746035,0.09052349696867168,0.1114204820478335,0.1105054109939374,0.12010231998283416,0.0,0.0,0.0,0.0,0.0,0.0
7,False,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,1490,21,2303,FusionRAG cache reuse; selection; partial online update,0.3470629929797724,0.07532320899190381,0.11164046102203429,0.09717705397633836,0.06292226898949593,0.0,223,244,0.0,0.0,0.0,0.28414072399027646,0.3470629929797724,0.07532320899190381,0.11164046102203429,0.11079640797106549,0.09717705397633836,0.0,0.0,0.0,0.0,0.0,0.0
8,False,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,1587,27,2406,FusionRAG cache reuse; selection; partial online update,0.3691344070248306,0.07589834101963788,0.10910607897676528,0.1168298739939928,0.06730011303443462,0.0,238,265,0.0,0.0,0.0,0.30183429399039596,0.3691344070248306,0.07589834101963788,0.10910607897676528,0.10823650402016938,0.1168298739939928,0.0,0.0,0.0,0.0,0.0,0.0
9,False,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,1466,28,2286,FusionRAG cache reuse; selection; partial online update,0.3604201909620315,0.08889084600377828,0.11573111498728395,0.09598609001841396,0.0598121399525553,0.0,219,247,0.0,0.0,0.0,0.3006080510094762,0.3604201909620315,0.08889084600377828,0.11573111498728395,0.11487197398673743,0.09598609001841396,0.0,0.0,0.0,0.0,0.0,0.0
10,False,9,0,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,1998,25,2815,FusionRAG cache reuse; selection; partial online update,0.3870738559635356,0.0785996139748022,0.11136277799960226,0.11932371504371986,0.0777877489454113,0.0,299,324,0.0,0.0,0.0,0.3092861070181243,0.3870738559635356,0.0785996139748022,0.11136277799960226,0.11045596102485433,0.11932371504371986,0.0,0.0,0.0,0.0,0.0,0.0
11,False,9,1,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,2722,33,3547,FusionRAG cache reuse; selection; partial online update,0.47864574001869187,0.11392874299781397,0.11847663001390174,0.12930933898314834,0.11693102802382782,0.0,408,441,0.0,0.0,0.0,0.36171471199486405,0.47864574001869187,0.11392874299781397,0.11847663001390174,0.11630348901962861,0.12930933898314834,0.0,0.0,0.0,0.0,0.0,0.0
12,False,10,0,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,1505,25,2322,FusionRAG cache reuse; selection; partial online update,0.37619746604468673,0.09195142600219697,0.11359987797914073,0.0959484760533087,0.07469768601004034,0.0,225,250,0.0,0.0,0.0,0.3014997800346464,0.37619746604468673,0.09195142600219697,0.11359987797914073,0.11271476204274222,0.0959484760533087,0.0,0.0,0.0,0.0,0.0,0.0
13,False,10,1,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,1738,24,2554,FusionRAG cache reuse; selection; partial online update,0.38363053201464936,0.090275838971138,0.1151328679989092,0.11408657702850178,0.06413524801610038,0.0,260,284,0.0,0.0,0.0,0.319495283998549,0.38363053201464936,0.090275838971138,0.1151328679989092,0.1142523160087876,0.11408657702850178,0.0,0.0,0.0,0.0,0.0,0.0
14,False,11,0,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,1230,27,2049,FusionRAG cache reuse; selection; partial online update,0.32976342196343467,0.06849812000291422,0.10768007702426985,0.09734222094994038,0.056243003986310214,0.0,184,211,0.0,0.0,0.0,0.27352041797712445,0.32976342196343467,0.06849812000291422,0.10768007702426985,0.10686356702353805,0.09734222094994038,0.0,0.0,0.0,0.0,0.0,0.0
