Question,Real Answer,Pred Answer
Who is the child of the director of film The Trouble With Cali?,Mira Sorvino,Mira Sorvino
Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?,yes,no
"Which country Dorothea Of Denmark, Duchess Of Mecklenburg's father is from?",Norway,Denmark
What is the cause of death of Heonjong Of Goryeo's father?,illness,natural causes
Where did Mary Of Woodstock's mother die?,Harby,"Harby, Nottinghamshire"
Which award the director of film Tiramisu (2002 Film) earned?,Hong Kong Film Award for Best Director,Hundred Flowers Award for Best Director
What is the date of death of the director of film Nallavan Vazhvan?,3 September 1992,3 September 1992
"Who died first, Frederick Cleveland Morgan or Nathaniel Mclenaghan?",Nathaniel Mclenaghan,Frederick Cleveland Morgan
Where did the director of film Balls Out (2014 Film) graduate from?,Tisch,Tisch School of the Arts
"Which film whose director is younger, Cuchillos De Fuego or A Woman Has Killed?",Cuchillos De Fuego,Cuchillos de Fuego
"Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",Moment Of Danger,Moment Of Danger
"Which magazine was established first, Rock Street Journal or De As?",De As,Rock Street Journal
"Which film has the director who died first, The Piper'S Price or The Blonde From Singapore?",The Piper'S Price,The Piper's Price
Are H. H. Hunnewell and Bob Flanigan (Singer) of the same nationality?,yes,yes
"When was Antoine Philippe, Duke Of Montpensier's mother born?",13 March 1753,13 March 1753
"Which film has the director who died later, True To The Navy or No Trees In The Street?",No Trees In The Street,True to the Navy
What is the place of birth of the director of film Ninamaninja Kalpadukal?,Methala,"Marshall, Indiana"
"Which film came out earlier, Alkohol or Night Of Dark Shadows?",Alkohol,Alkohol
"Which film whose director is younger, Many Tanks Mr. Atkins or Do Musafir?",Do Musafir,Do Musafir
Are Revolt In The Big House and The Fugitive (1914 Film) from the same country?,no,no
Where was the composer of film Consenting Adults (1992 Film) born?,New York,New York City
"Which film has the director who died earlier, Tiger In The Smoke or Contragolpe?",Contragolpe,Tiger in the Smoke
Where was the place of death of the director of film Jail Yatra?,Mumbai,Mumbai
"Which film came out first, F The Prom or The Comedians Of Comedy?",The Comedians Of Comedy,The Comedians of Comedy
"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",Tombstone Rashomon,Tombstone Rashomon
"Which film has the director who was born earlier, Dhuen Ki Lakeer or Bomma Borusa?",Dhuen Ki Lakeer,Dhuen Ki Lakeer
"Which film has the director who was born first, Perdón, Viejita or Smokey And The Bandit?","Perdón, Viejita","Perdón, Viejita"
Where did the director of film American Gothic (2007 Film) graduate from?,University of Wisconsin,University of Wisconsin-Madison
Was Dudley Russell or Juan René Serrano born first?,Dudley Russell,Dudley Russell
"Who was born first, Vytautas Straižys or Mirjam Polkunen?",Mirjam Polkunen,Vytautas Straižys
Where did Grand Duchess Elena Vladimirovna Of Russia's father die?,Saint Petersburg,St. Petersburg
Where was the director of film The Dinner (2013 Film) born?,Eindhoven,Dutch
"Which magazine was established first, Women'S Suffrage Journal or Mostar (Magazine)?",Women'S Suffrage Journal,Women's Suffrage Journal
What is the place of birth of Carrie Watson Fleming's husband?,"Fairmont, West Virginia","Fairmont, West Virginia"
"Which film has the director who died earlier, Mayor Muthanna or The Market Of Souls?",The Market Of Souls,The Market of Souls
"Do both films, The Glass Castle (1950 Film) and The Ferret (Film), have the directors who are from the same country?",yes,yes
Where was the father of Muhammad Al-Nasir born?,Morocco,"Muhammad al-Nasir's father was Abu Yusuf Yaqub al-Mansur. According to the information provided, Abu Yusuf Yaqub al-Mansur was born in Sidi Bou Said. Therefore"
Where was the place of death of Enheduanna's father?,Akkadian empire,Akkad
"Which film whose director was born first, Solemn Promise or Tarzan The Magnificent?",Tarzan The Magnificent,Solemn Promise
"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",Wolf Warrior,Wolf Warrior
Who is the paternal grandfather of Trịnh Doanh?,Trịnh Bính,Trịnh Cương
Where was the director of film Hellcats Of The Navy born?,Gura Humorului,"Marshall, Indiana"
Where was the performer of song Feelin' Myself (Nipsey Hussle Song) born?,Crenshaw,"August 15, 1985"
"Which film whose director is younger, Winter Sleepers or Poveri Milionari?",Winter Sleepers,Winter Sleepers
Who is the paternal grandfather of Bruno Ii Von Berg?,Adolf II of Berg,Adolf III of Berg
Are The Other Half (2016 Film) and Spy Kids 2: The Island Of Lost Dreams from the same country?,no,no
Where was the director of film 00 Schneider – Jagd Auf Nihil Baxter born?,Mülheim an der Ruhr,Mülheim an der Ruhr
"Which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,Una prostituta al servizio del pubblico e in regola con le leggi dello stato
"Are the movies The Hatton Garden Job and Carry On Cleo, from the same country?",yes,yes
Who is the paternal grandfather of Dibyasambandh?,Mongkut,Bhanurangsi Savangwongse
