Question,Real Answer,Pred Answer
Who is the spouse of the director of film Streets Of Blood?,Sandra Nelson,Sharon Stone
When is Henrietta Maria Of Brandenburg-Schwedt's father's birthday?,"May 19, 1669",21 August 1709
"Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?",Palencia,Pamplona
"Which film was released more recently, Dance With A Stranger or Miley Naa Miley Hum?",Miley Naa Miley Hum,Miley Naa Miley Hum
"Which film has the director who is older, Space Probe Taurus or Tom Mix In Arabia?",Tom Mix In Arabia,Tom Mix in Arabia
"Which film has the director died later, Seven In The Sun or Daughter Of The Jungle?",Seven In The Sun,Seven in the Sun
"Which film was released first, Vacations In Majorca or Dr. Socrates?",Dr. Socrates,Dr. Socrates
"Which film has the director born later, Woman In The Moon or Changeland?",Changeland,Changeland
"Who is younger, Peter Rosegger or Ruel Redinger?",Ruel Redinger,Ruel Redinger
Who is Pyotr Karatygin's sibling-in-law?,Alexandra Kolosova,Vasily Karatygin
Who is the spouse of the performer of song This Time (Waylon Jennings Song)?,Jessi Colter,Jessi Colter
Are Twin Cairns Island and Nova Zembla Island located in the same country?,yes,yes
"Who died first, Erich Haenisch or William Pooley?",William Pooley,William Pooley
What nationality is the performer of song You Can?,Sweden,American
Do Nick Varner and Carl Duser share the same nationality?,yes,yes
"Which film has the director who died earlier, Melody Of The World or Ladies Love Danger?",Melody Of The World,Ladies Love Danger
Where was the place of death of the composer of film Miracle Of Marcelino?,Madrid,Madrid
Who is the mother of the director of film Atomised (Film)?,Gisela Elsner,Kekuʻiapoiwa II
"Which film has the director who died later, The Great Man'S Lady or La Belle Américaine?",La Belle Américaine,The Great Man's Lady
What is the place of birth of the director of film Sweepstakes (Film)?,"Oklahoma City, Oklahoma","Albert S. Rogell, the director of the film *Sweepstakes*, was born in Oklahoma City, Oklahoma."
Where was the place of death of Shahnawaz Bhutto's mother?,Dubai,Dubai
Where was the performer of song Égérie (Song) born?,La Trinité,"La Trinité, a commune within the Nice metropolitan area, France."
Who is the father-in-law of Duke William Of Mecklenburg-Schwerin?,Prince Albert of Prussia,Prince Albert of Prussia
Are Gut (Crișul Alb) and Gepiș both located in the same country?,yes,yes
Where was the place of death of Anne Devereux's husband?,Banbury,Answer: Pembroke Castle
