chunk,method,chunk_len,selected_count,example_id,rate
chunk00,draft_frequency_per_chunk,50,20,0,0.4
chunk00,qk_frequency_per_chunk,50,20,0,0.4
chunk00,hybrid_draft70_qk30_score_per_chunk,50,20,0,0.4
chunk00,hybrid_draft50_qk50_score_per_chunk,50,20,0,0.4
chunk01,draft_frequency_per_chunk,92,36,0,0.4
chunk01,qk_frequency_per_chunk,92,36,0,0.4
chunk01,hybrid_draft70_qk30_score_per_chunk,92,36,0,0.4
chunk01,hybrid_draft50_qk50_score_per_chunk,92,36,0,0.4
chunk02,draft_frequency_per_chunk,76,30,0,0.4
chunk02,qk_frequency_per_chunk,76,30,0,0.4
chunk02,hybrid_draft70_qk30_score_per_chunk,76,30,0,0.4
chunk02,hybrid_draft50_qk50_score_per_chunk,76,30,0,0.4
chunk03,draft_frequency_per_chunk,98,39,0,0.4
chunk03,qk_frequency_per_chunk,98,39,0,0.4
chunk03,hybrid_draft70_qk30_score_per_chunk,98,39,0,0.4
chunk03,hybrid_draft50_qk50_score_per_chunk,98,39,0,0.4
chunk04,draft_frequency_per_chunk,52,20,0,0.4
chunk04,qk_frequency_per_chunk,52,20,0,0.4
chunk04,hybrid_draft70_qk30_score_per_chunk,52,20,0,0.4
chunk04,hybrid_draft50_qk50_score_per_chunk,52,20,0,0.4
chunk05,draft_frequency_per_chunk,214,85,0,0.4
chunk05,qk_frequency_per_chunk,214,85,0,0.4
chunk05,hybrid_draft70_qk30_score_per_chunk,214,85,0,0.4
chunk05,hybrid_draft50_qk50_score_per_chunk,214,85,0,0.4
chunk06,draft_frequency_per_chunk,121,48,0,0.4
chunk06,qk_frequency_per_chunk,121,48,0,0.4
chunk06,hybrid_draft70_qk30_score_per_chunk,121,48,0,0.4
chunk06,hybrid_draft50_qk50_score_per_chunk,121,48,0,0.4
chunk07,draft_frequency_per_chunk,301,120,0,0.4
chunk07,qk_frequency_per_chunk,301,120,0,0.4
chunk07,hybrid_draft70_qk30_score_per_chunk,301,120,0,0.4
chunk07,hybrid_draft50_qk50_score_per_chunk,301,120,0,0.4
