source,kind,layer,relative_l2,diff_norm,full_norm,source_norm,cosine_source_full,delta_energy_share
raw,hidden_layer_input,0,0.0,0.0,1658.8335693787449,1658.8335693787449,1.0,0.0
raw,hidden_layer_input,1,0.06155226433014421,1513.984192090583,24596.72618979728,25176.641810233952,0.9984208419042162,1.9468367957238487e-07
raw,hidden_layer_input,2,0.08473161824331615,3100.635921894946,36593.61152517032,37584.55410050243,0.9968619223792771,8.165605853077114e-07
raw,hidden_layer_input,3,0.09278729551344976,4011.6001688212605,43234.36895776069,44439.457295062544,0.9961899374180948,1.366854058260142e-06
raw,hidden_layer_input,4,0.1023308685184137,5171.52297626389,50537.27239042549,51853.28922365967,0.9952275390848271,2.271557746743257e-06
raw,hidden_layer_input,5,0.10221269765898619,6127.998251160722,59953.395140843044,61365.06489686844,0.9951672963922137,3.1895111894841055e-06
raw,hidden_layer_input,6,0.1093250084521663,7595.160982844649,69473.22566334684,70744.89652369588,0.9942959715010433,4.899602318114056e-06
raw,hidden_layer_input,7,0.1112221226681947,8550.688042394275,76879.38188253483,77829.86164238915,0.9939658596936565,6.209962664835215e-06
raw,hidden_layer_input,8,0.11759286686854194,10202.97530219048,86765.25688923354,87338.53340370089,0.993153031401642,8.841796914899053e-06
raw,hidden_layer_input,9,0.11265453590320434,10923.41822196367,96963.8562210167,97362.15737646737,0.9936888416613819,1.0134538762156248e-05
raw,hidden_layer_input,10,0.10798798473471984,11792.356804930292,109200.63777372136,109229.69577726448,0.99417089071132,1.1811038558266356e-05
raw,hidden_layer_input,11,0.10914421617281937,12658.390418353032,115978.57277484762,115969.88513571369,0.9940433336591553,1.3609552253527566e-05
raw,hidden_layer_input,12,0.11465292390676839,13661.90464932944,119158.79843098295,119135.53069187368,0.9934261012326223,1.5852923525294833e-05
raw,hidden_layer_input,13,0.12273552334139336,15153.825641410884,123467.31597224678,123454.4129577164,0.9924672228227989,1.9504347981761297e-05
raw,hidden_layer_input,14,0.12647318420823117,16247.721685770008,128467.7205487214,128420.67684043816,0.9919994113942923,2.2421868810791906e-05
raw,hidden_layer_input,15,0.1288702316267039,17337.600841132913,134535.3432075332,134655.5404743433,0.9917040504307504,2.55308259478204e-05
raw,hidden_layer_input,16,0.13382473115385232,18809.24521590854,140551.33945521916,140747.7623331229,0.9910589477133528,3.0048970785740895e-05
raw,hidden_layer_input,17,0.13802423834767794,20162.713187157275,146080.95960919667,146537.02669163517,0.9905091670465003,3.452906428761002e-05
raw,hidden_layer_input,18,0.14632825600113344,22124.149232042782,151195.3318972886,151766.48764981847,0.9893414285224069,4.157382878491548e-05
raw,hidden_layer_input,19,0.1550468845632221,24123.35356584352,155587.47687062973,156010.52689942913,0.9880165178616327,4.942676982218111e-05
raw,hidden_layer_input,20,0.1611271663489778,25706.405590890197,159541.10143794058,160238.07147120967,0.9870849832737286,5.6126708695683346e-05
raw,hidden_layer_input,21,0.1686028441405777,27384.91921831537,162422.64095783798,163234.28011775744,0.9858696455532183,6.369565281404931e-05
raw,hidden_layer_input,22,0.1774286603733102,29778.06016483874,167831.17283411624,168372.7051710728,0.9843153595146913,7.531468617902101e-05
raw,hidden_layer_input,23,0.1878955722527467,32207.408196441993,171411.21427341766,171581.73530064686,0.9823656743213113,8.810456673539757e-05
raw,hidden_layer_input,24,0.19752399896964865,34222.96124357098,173259.76297609103,173125.8259455027,0.9804773546925882,9.947685252695431e-05
raw,hidden_layer_input,25,0.20335734821621212,35939.52721109635,176730.9001929204,176191.8652651847,0.9792643107969845,0.00010970630400045557
