example_id,sub_q_idx,offline10_count,pure_online_draft10_count,intersection,union,jaccard,offline10_cover_online_draft10,online_draft10_cover_offline10,online_draft10_missing_by_offline10
0,0,148,131,78,201,0.3880597014925373,0.5954198473282443,0.527027027027027,0.40458015267175573
1,0,136,129,87,178,0.4887640449438202,0.6744186046511628,0.6397058823529411,0.32558139534883723
2,0,160,144,100,204,0.49019607843137253,0.6944444444444444,0.625,0.3055555555555556
3,0,80,115,50,145,0.3448275862068966,0.43478260869565216,0.625,0.5652173913043478
3,1,149,135,55,229,0.24017467248908297,0.4074074074074074,0.3691275167785235,0.5925925925925926
4,0,117,117,79,155,0.5096774193548387,0.6752136752136753,0.6752136752136753,0.3247863247863248
4,1,213,207,78,342,0.22807017543859648,0.37681159420289856,0.36619718309859156,0.6231884057971014
6,0,155,149,89,215,0.413953488372093,0.5973154362416108,0.5741935483870968,0.40268456375838924
7,0,115,158,94,179,0.5251396648044693,0.5949367088607594,0.8173913043478261,0.4050632911392405
7,1,202,146,89,259,0.3436293436293436,0.6095890410958904,0.4405940594059406,0.3904109589041096
9,0,130,199,117,212,0.5518867924528302,0.5879396984924623,0.9,0.4120603015075377
9,1,323,272,125,470,0.26595744680851063,0.45955882352941174,0.38699690402476783,0.5404411764705882
10,0,95,150,92,153,0.6013071895424836,0.6133333333333333,0.968421052631579,0.38666666666666666
10,1,227,173,87,313,0.2779552715654952,0.5028901734104047,0.3832599118942731,0.49710982658959535
11,0,92,123,80,135,0.5925925925925926,0.6504065040650406,0.8695652173913043,0.34959349593495936
11,1,195,120,73,242,0.30165289256198347,0.6083333333333333,0.37435897435897436,0.39166666666666666
12,0,93,201,92,202,0.45544554455445546,0.4577114427860697,0.989247311827957,0.5422885572139303
12,1,264,210,40,434,0.09216589861751152,0.19047619047619047,0.15151515151515152,0.8095238095238095
13,0,87,114,79,122,0.6475409836065574,0.6929824561403509,0.9080459770114943,0.30701754385964913
13,1,225,208,80,353,0.22662889518413598,0.38461538461538464,0.35555555555555557,0.6153846153846154
14,0,83,105,57,131,0.4351145038167939,0.5428571428571428,0.6867469879518072,0.45714285714285713
14,1,184,168,89,263,0.33840304182509506,0.5297619047619048,0.483695652173913,0.47023809523809523
15,0,52,67,35,84,0.4166666666666667,0.5223880597014925,0.6730769230769231,0.47761194029850745
15,1,129,112,16,225,0.07111111111111111,0.14285714285714285,0.12403100775193798,0.8571428571428571
16,0,108,151,61,198,0.30808080808080807,0.40397350993377484,0.5648148148148148,0.5960264900662252
16,1,218,218,47,389,0.12082262210796915,0.21559633027522937,0.21559633027522937,0.7844036697247706
17,0,104,141,68,177,0.384180790960452,0.48226950354609927,0.6538461538461539,0.5177304964539007
17,1,235,193,153,275,0.5563636363636364,0.7927461139896373,0.6510638297872341,0.20725388601036268
18,0,45,102,34,113,0.3008849557522124,0.3333333333333333,0.7555555555555555,0.6666666666666666
18,1,156,120,67,209,0.32057416267942584,0.5583333333333333,0.42948717948717946,0.44166666666666665
19,0,130,103,74,159,0.46540880503144655,0.7184466019417476,0.5692307692307692,0.2815533980582524
19,1,132,158,57,233,0.2446351931330472,0.36075949367088606,0.4318181818181818,0.6392405063291139
20,0,104,151,89,166,0.536144578313253,0.5894039735099338,0.8557692307692307,0.4105960264900662
20,1,282,226,106,402,0.263681592039801,0.4690265486725664,0.375886524822695,0.5309734513274337
21,0,94,174,86,182,0.4725274725274725,0.4942528735632184,0.9148936170212766,0.5057471264367817
21,1,230,211,67,374,0.17914438502673796,0.3175355450236967,0.29130434782608694,0.6824644549763034
24,0,78,155,73,160,0.45625,0.47096774193548385,0.9358974358974359,0.5290322580645161
24,1,237,199,136,300,0.4533333333333333,0.6834170854271356,0.5738396624472574,0.3165829145728643
100,0,98,133,61,170,0.3588235294117647,0.45864661654135336,0.6224489795918368,0.5413533834586466
100,1,195,138,90,243,0.37037037037037035,0.6521739130434783,0.46153846153846156,0.34782608695652173
101,0,48,89,28,109,0.25688073394495414,0.3146067415730337,0.5833333333333334,0.6853932584269663
101,1,173,157,83,247,0.3360323886639676,0.5286624203821656,0.4797687861271676,0.4713375796178344
102,0,88,126,73,141,0.5177304964539007,0.5793650793650794,0.8295454545454546,0.42063492063492064
102,1,222,168,84,306,0.27450980392156865,0.5,0.3783783783783784,0.5
103,0,46,137,34,149,0.22818791946308725,0.24817518248175183,0.7391304347826086,0.7518248175182481
103,1,212,112,52,272,0.19117647058823528,0.4642857142857143,0.24528301886792453,0.5357142857142857
104,0,218,216,134,300,0.44666666666666666,0.6203703703703703,0.6146788990825688,0.37962962962962965
105,0,176,241,142,275,0.5163636363636364,0.5892116182572614,0.8068181818181818,0.4107883817427386
105,1,326,307,146,487,0.2997946611909651,0.4755700325732899,0.44785276073619634,0.5244299674267101
109,0,191,188,90,289,0.31141868512110726,0.4787234042553192,0.4712041884816754,0.5212765957446809
112,0,66,82,56,92,0.6086956521739131,0.6829268292682927,0.8484848484848485,0.3170731707317073
112,1,170,116,54,232,0.23275862068965517,0.46551724137931033,0.3176470588235294,0.5344827586206896
113,0,98,145,88,155,0.567741935483871,0.6068965517241379,0.8979591836734694,0.3931034482758621
113,1,212,133,71,274,0.2591240875912409,0.5338345864661654,0.33490566037735847,0.46616541353383456
114,0,93,172,79,186,0.42473118279569894,0.45930232558139533,0.8494623655913979,0.5406976744186046
114,1,231,134,83,282,0.29432624113475175,0.6194029850746269,0.3593073593073593,0.3805970149253731
117,0,92,134,79,147,0.5374149659863946,0.5895522388059702,0.8586956521739131,0.41044776119402987
117,1,193,102,36,259,0.138996138996139,0.35294117647058826,0.18652849740932642,0.6470588235294118
118,0,151,141,86,206,0.4174757281553398,0.6099290780141844,0.5695364238410596,0.3900709219858156
119,0,91,141,84,148,0.5675675675675675,0.5957446808510638,0.9230769230769231,0.40425531914893614
119,1,209,118,42,285,0.14736842105263157,0.3559322033898305,0.20095693779904306,0.6440677966101694
120,0,198,215,115,298,0.3859060402684564,0.5348837209302325,0.5808080808080808,0.46511627906976744
121,0,91,179,84,186,0.45161290322580644,0.4692737430167598,0.9230769230769231,0.5307262569832403
121,1,251,187,72,366,0.19672131147540983,0.3850267379679144,0.2868525896414343,0.6149732620320856
123,0,137,194,123,208,0.5913461538461539,0.634020618556701,0.8978102189781022,0.36597938144329895
123,1,167,155,110,212,0.5188679245283019,0.7096774193548387,0.6586826347305389,0.2903225806451613
123,2,238,147,96,289,0.33217993079584773,0.6530612244897959,0.40336134453781514,0.3469387755102041
123,3,326,168,133,361,0.3684210526315789,0.7916666666666666,0.40797546012269936,0.20833333333333334
125,0,200,215,117,298,0.3926174496644295,0.5441860465116279,0.585,0.4558139534883721
126,0,77,131,60,148,0.40540540540540543,0.4580152671755725,0.7792207792207793,0.5419847328244275
126,1,194,151,47,298,0.15771812080536912,0.31125827814569534,0.2422680412371134,0.6887417218543046
127,0,120,102,60,162,0.37037037037037035,0.5882352941176471,0.5,0.4117647058823529
128,0,181,166,85,262,0.3244274809160305,0.5120481927710844,0.4696132596685083,0.4879518072289157
129,0,209,197,129,277,0.4657039711191336,0.6548223350253807,0.6172248803827751,0.34517766497461927
130,0,63,95,54,104,0.5192307692307693,0.5684210526315789,0.8571428571428571,0.43157894736842106
130,1,199,147,80,266,0.3007518796992481,0.54421768707483,0.4020100502512563,0.4557823129251701
131,0,78,97,56,119,0.47058823529411764,0.5773195876288659,0.717948717948718,0.422680412371134
131,1,185,122,105,202,0.5198019801980198,0.860655737704918,0.5675675675675675,0.13934426229508196
133,0,113,120,67,166,0.4036144578313253,0.5583333333333333,0.5929203539823009,0.44166666666666665
133,1,187,131,85,233,0.3648068669527897,0.648854961832061,0.45454545454545453,0.3511450381679389
135,0,88,122,81,129,0.627906976744186,0.6639344262295082,0.9204545454545454,0.3360655737704918
135,1,223,124,63,284,0.22183098591549297,0.5080645161290323,0.2825112107623318,0.49193548387096775
136,0,65,79,55,89,0.6179775280898876,0.6962025316455697,0.8461538461538461,0.3037974683544304
136,1,168,138,52,254,0.2047244094488189,0.37681159420289856,0.30952380952380953,0.6231884057971014
138,0,104,156,90,170,0.5294117647058824,0.5769230769230769,0.8653846153846154,0.4230769230769231
138,1,295,195,105,385,0.2727272727272727,0.5384615384615384,0.3559322033898305,0.46153846153846156
141,0,87,94,60,121,0.49586776859504134,0.6382978723404256,0.6896551724137931,0.3617021276595745
141,1,214,145,36,323,0.11145510835913312,0.2482758620689655,0.16822429906542055,0.7517241379310344
142,0,123,179,103,199,0.5175879396984925,0.5754189944134078,0.8373983739837398,0.4245810055865922
142,1,238,233,141,330,0.42727272727272725,0.6051502145922747,0.592436974789916,0.3948497854077253
143,0,87,129,80,136,0.5882352941176471,0.6201550387596899,0.9195402298850575,0.3798449612403101
143,1,161,105,57,209,0.2727272727272727,0.5428571428571428,0.35403726708074534,0.45714285714285713
144,0,69,99,53,115,0.4608695652173913,0.5353535353535354,0.7681159420289855,0.46464646464646464
144,1,155,118,53,220,0.2409090909090909,0.4491525423728814,0.3419354838709677,0.5508474576271186
145,0,86,102,55,133,0.41353383458646614,0.5392156862745098,0.6395348837209303,0.46078431372549017
145,1,165,140,86,219,0.3926940639269406,0.6142857142857143,0.5212121212121212,0.38571428571428573
146,0,100,101,73,128,0.5703125,0.7227722772277227,0.73,0.27722772277227725
146,1,196,172,93,275,0.3381818181818182,0.5406976744186046,0.4744897959183674,0.45930232558139533
147,0,98,91,65,124,0.5241935483870968,0.7142857142857143,0.6632653061224489,0.2857142857142857
147,1,216,201,58,359,0.1615598885793872,0.2885572139303483,0.26851851851851855,0.7114427860696517
149,0,164,179,124,219,0.5662100456621004,0.6927374301675978,0.7560975609756098,0.30726256983240224
150,0,48,84,37,95,0.3894736842105263,0.44047619047619047,0.7708333333333334,0.5595238095238095
150,1,230,173,79,324,0.24382716049382716,0.45664739884393063,0.34347826086956523,0.5433526011560693
151,0,89,93,79,103,0.7669902912621359,0.8494623655913979,0.8876404494382022,0.15053763440860216
151,1,166,133,83,216,0.38425925925925924,0.6240601503759399,0.5,0.37593984962406013
152,0,104,169,102,171,0.5964912280701754,0.6035502958579881,0.9807692307692307,0.39644970414201186
152,1,229,172,129,272,0.4742647058823529,0.75,0.5633187772925764,0.25
153,0,155,133,122,166,0.7349397590361446,0.9172932330827067,0.7870967741935484,0.08270676691729323
154,0,176,148,104,220,0.4727272727272727,0.7027027027027027,0.5909090909090909,0.2972972972972973
155,0,106,126,71,161,0.4409937888198758,0.5634920634920635,0.6698113207547169,0.4365079365079365
155,1,204,153,98,259,0.3783783783783784,0.6405228758169934,0.4803921568627451,0.35947712418300654
156,0,114,104,81,137,0.5912408759124088,0.7788461538461539,0.7105263157894737,0.22115384615384615
156,1,188,151,95,244,0.38934426229508196,0.6291390728476821,0.5053191489361702,0.3708609271523179
158,0,78,139,78,139,0.5611510791366906,0.5611510791366906,1.0,0.43884892086330934
158,1,182,112,59,235,0.251063829787234,0.5267857142857143,0.3241758241758242,0.4732142857142857
160,0,95,109,80,124,0.6451612903225806,0.7339449541284404,0.8421052631578947,0.26605504587155965
160,1,224,197,103,318,0.3238993710691824,0.5228426395939086,0.45982142857142855,0.47715736040609136
161,0,117,115,72,160,0.45,0.6260869565217392,0.6153846153846154,0.3739130434782609
161,1,177,181,82,276,0.2971014492753623,0.4530386740331492,0.4632768361581921,0.5469613259668509
162,0,136,140,73,203,0.35960591133004927,0.5214285714285715,0.5367647058823529,0.4785714285714286
163,0,55,128,49,134,0.3656716417910448,0.3828125,0.8909090909090909,0.6171875
163,1,269,189,95,363,0.26170798898071623,0.5026455026455027,0.35315985130111527,0.4973544973544973
164,0,138,168,107,199,0.5376884422110553,0.6369047619047619,0.7753623188405797,0.3630952380952381
164,1,243,252,136,359,0.3788300835654596,0.5396825396825397,0.5596707818930041,0.4603174603174603
165,0,182,167,94,255,0.3686274509803922,0.562874251497006,0.5164835164835165,0.437125748502994
166,0,81,131,81,131,0.6183206106870229,0.6183206106870229,1.0,0.3816793893129771
166,1,247,158,99,306,0.3235294117647059,0.6265822784810127,0.4008097165991903,0.37341772151898733
167,0,82,124,74,132,0.5606060606060606,0.5967741935483871,0.9024390243902439,0.4032258064516129
167,1,233,124,74,283,0.26148409893992935,0.5967741935483871,0.31759656652360513,0.4032258064516129
169,0,121,109,96,134,0.7164179104477612,0.8807339449541285,0.7933884297520661,0.11926605504587157
169,1,175,156,44,287,0.15331010452961671,0.28205128205128205,0.25142857142857145,0.717948717948718
173,0,76,151,66,161,0.40993788819875776,0.4370860927152318,0.868421052631579,0.5629139072847682
173,1,190,144,55,279,0.1971326164874552,0.3819444444444444,0.2894736842105263,0.6180555555555556
174,0,114,91,68,137,0.49635036496350365,0.7472527472527473,0.5964912280701754,0.25274725274725274
174,1,132,122,50,204,0.24509803921568626,0.4098360655737705,0.3787878787878788,0.5901639344262295
176,0,122,117,71,168,0.4226190476190476,0.6068376068376068,0.5819672131147541,0.39316239316239315
178,0,58,112,56,114,0.49122807017543857,0.5,0.9655172413793104,0.5
178,1,167,94,39,222,0.17567567567567569,0.4148936170212766,0.23353293413173654,0.5851063829787234
179,0,55,106,48,113,0.4247787610619469,0.4528301886792453,0.8727272727272727,0.5471698113207547
179,1,180,114,52,242,0.21487603305785125,0.45614035087719296,0.28888888888888886,0.543859649122807
180,0,92,155,74,173,0.4277456647398844,0.4774193548387097,0.8043478260869565,0.5225806451612903
180,1,202,133,49,286,0.17132867132867133,0.3684210526315789,0.24257425742574257,0.631578947368421
183,0,99,159,92,166,0.5542168674698795,0.5786163522012578,0.9292929292929293,0.42138364779874216
183,1,205,159,43,321,0.13395638629283488,0.27044025157232704,0.2097560975609756,0.7295597484276729
186,0,96,115,75,136,0.5514705882352942,0.6521739130434783,0.78125,0.34782608695652173
186,1,188,169,105,252,0.4166666666666667,0.621301775147929,0.5585106382978723,0.378698224852071
188,0,59,86,40,105,0.38095238095238093,0.46511627906976744,0.6779661016949152,0.5348837209302325
188,1,156,118,47,227,0.20704845814977973,0.3983050847457627,0.30128205128205127,0.6016949152542372
191,0,83,107,58,132,0.4393939393939394,0.5420560747663551,0.6987951807228916,0.45794392523364486
191,1,188,153,45,296,0.15202702702702703,0.29411764705882354,0.2393617021276596,0.7058823529411765
25,0,89,78,55,112,0.49107142857142855,0.7051282051282052,0.6179775280898876,0.2948717948717949
25,1,129,112,78,163,0.4785276073619632,0.6964285714285714,0.6046511627906976,0.30357142857142855
26,0,177,153,111,219,0.5068493150684932,0.7254901960784313,0.6271186440677966,0.27450980392156865
27,0,94,133,82,145,0.5655172413793104,0.6165413533834586,0.8723404255319149,0.38345864661654133
27,1,181,144,58,267,0.21722846441947566,0.4027777777777778,0.32044198895027626,0.5972222222222222
32,0,99,143,88,154,0.5714285714285714,0.6153846153846154,0.8888888888888888,0.38461538461538464
32,1,197,172,69,300,0.23,0.4011627906976744,0.350253807106599,0.5988372093023255
33,0,92,77,53,116,0.45689655172413796,0.6883116883116883,0.5760869565217391,0.3116883116883117
35,0,77,117,71,123,0.5772357723577236,0.6068376068376068,0.922077922077922,0.39316239316239315
35,1,186,121,32,275,0.11636363636363636,0.2644628099173554,0.17204301075268819,0.7355371900826446
36,0,102,146,98,150,0.6533333333333333,0.6712328767123288,0.9607843137254902,0.3287671232876712
36,1,216,182,115,283,0.40636042402826855,0.6318681318681318,0.5324074074074074,0.36813186813186816
37,0,42,107,36,113,0.3185840707964602,0.3364485981308411,0.8571428571428571,0.6635514018691588
37,1,139,129,34,234,0.1452991452991453,0.26356589147286824,0.2446043165467626,0.7364341085271318
38,0,56,80,38,98,0.3877551020408163,0.475,0.6785714285714286,0.525
38,1,148,99,42,205,0.2048780487804878,0.42424242424242425,0.28378378378378377,0.5757575757575758
39,0,73,96,61,108,0.5648148148148148,0.6354166666666666,0.8356164383561644,0.3645833333333333
39,1,197,135,28,304,0.09210526315789473,0.2074074074074074,0.14213197969543148,0.7925925925925926
40,0,92,108,65,135,0.48148148148148145,0.6018518518518519,0.7065217391304348,0.39814814814814814
40,1,194,151,58,287,0.20209059233449478,0.3841059602649007,0.29896907216494845,0.6158940397350994
43,0,52,83,50,85,0.5882352941176471,0.6024096385542169,0.9615384615384616,0.39759036144578314
43,1,211,99,58,252,0.23015873015873015,0.5858585858585859,0.27488151658767773,0.41414141414141414
44,0,112,99,83,128,0.6484375,0.8383838383838383,0.7410714285714286,0.16161616161616163
44,1,110,110,65,155,0.41935483870967744,0.5909090909090909,0.5909090909090909,0.4090909090909091
44,2,187,160,103,244,0.42213114754098363,0.64375,0.5508021390374331,0.35625
45,0,106,153,94,165,0.5696969696969697,0.6143790849673203,0.8867924528301887,0.38562091503267976
45,1,281,182,108,355,0.30422535211267604,0.5934065934065934,0.38434163701067614,0.4065934065934066
46,0,102,152,75,179,0.41899441340782123,0.4934210526315789,0.7352941176470589,0.506578947368421
46,1,205,193,111,287,0.3867595818815331,0.5751295336787565,0.5414634146341464,0.42487046632124353
50,0,129,167,121,175,0.6914285714285714,0.7245508982035929,0.937984496124031,0.2754491017964072
50,1,187,192,92,287,0.3205574912891986,0.4791666666666667,0.4919786096256685,0.5208333333333334
50,2,187,192,92,287,0.3205574912891986,0.4791666666666667,0.4919786096256685,0.5208333333333334
50,3,263,282,99,446,0.2219730941704036,0.35106382978723405,0.376425855513308,0.648936170212766
51,0,73,106,54,125,0.432,0.5094339622641509,0.7397260273972602,0.49056603773584906
51,1,172,153,87,238,0.36554621848739494,0.5686274509803921,0.5058139534883721,0.43137254901960786
52,0,117,106,72,151,0.4768211920529801,0.6792452830188679,0.6153846153846154,0.32075471698113206
52,1,94,133,60,167,0.3592814371257485,0.45112781954887216,0.6382978723404256,0.5488721804511278
52,2,203,172,58,317,0.1829652996845426,0.3372093023255814,0.2857142857142857,0.6627906976744186
53,0,149,141,56,234,0.23931623931623933,0.3971631205673759,0.37583892617449666,0.6028368794326241
54,0,77,97,47,127,0.3700787401574803,0.4845360824742268,0.6103896103896104,0.5154639175257731
54,1,186,179,80,285,0.2807017543859649,0.44692737430167595,0.43010752688172044,0.553072625698324
55,0,175,149,95,229,0.4148471615720524,0.6375838926174496,0.5428571428571428,0.3624161073825503
56,0,147,129,91,185,0.4918918918918919,0.7054263565891473,0.6190476190476191,0.29457364341085274
57,0,121,116,77,160,0.48125,0.6637931034482759,0.6363636363636364,0.33620689655172414
58,0,98,114,87,125,0.696,0.7631578947368421,0.8877551020408163,0.23684210526315788
58,1,179,118,57,240,0.2375,0.4830508474576271,0.31843575418994413,0.5169491525423728
59,0,65,128,47,146,0.3219178082191781,0.3671875,0.7230769230769231,0.6328125
59,1,192,105,51,246,0.2073170731707317,0.4857142857142857,0.265625,0.5142857142857142
60,0,120,123,98,145,0.6758620689655173,0.7967479674796748,0.8166666666666667,0.2032520325203252
60,1,189,196,101,284,0.35563380281690143,0.5153061224489796,0.5343915343915344,0.4846938775510204
63,0,99,147,90,156,0.5769230769230769,0.6122448979591837,0.9090909090909091,0.3877551020408163
63,1,162,83,45,200,0.225,0.5421686746987951,0.2777777777777778,0.4578313253012048
64,0,71,91,49,113,0.4336283185840708,0.5384615384615384,0.6901408450704225,0.46153846153846156
64,1,175,109,58,226,0.25663716814159293,0.5321100917431193,0.3314285714285714,0.46788990825688076
66,0,141,156,67,230,0.29130434782608694,0.42948717948717946,0.475177304964539,0.5705128205128205
68,0,82,102,53,131,0.40458015267175573,0.5196078431372549,0.6463414634146342,0.4803921568627451
68,1,139,105,38,206,0.18446601941747573,0.3619047619047619,0.2733812949640288,0.638095238095238
71,0,79,162,67,174,0.3850574712643678,0.41358024691358025,0.8481012658227848,0.5864197530864198
71,1,283,222,147,358,0.4106145251396648,0.6621621621621622,0.519434628975265,0.33783783783783783
72,0,97,159,96,160,0.6,0.6037735849056604,0.9896907216494846,0.39622641509433965
72,1,216,117,71,262,0.27099236641221375,0.6068376068376068,0.3287037037037037,0.39316239316239315
74,0,79,125,56,148,0.3783783783783784,0.448,0.7088607594936709,0.552
74,1,188,155,69,274,0.2518248175182482,0.44516129032258067,0.3670212765957447,0.5548387096774193
75,0,169,157,62,264,0.23484848484848486,0.39490445859872614,0.3668639053254438,0.6050955414012739
77,0,164,186,113,237,0.4767932489451477,0.6075268817204301,0.6890243902439024,0.3924731182795699
77,1,221,220,98,343,0.2857142857142857,0.44545454545454544,0.4434389140271493,0.5545454545454546
78,0,114,88,55,147,0.3741496598639456,0.625,0.4824561403508772,0.375
78,1,130,179,60,249,0.24096385542168675,0.33519553072625696,0.46153846153846156,0.664804469273743
79,0,112,126,96,142,0.676056338028169,0.7619047619047619,0.8571428571428571,0.23809523809523808
79,1,68,156,48,176,0.2727272727272727,0.3076923076923077,0.7058823529411765,0.6923076923076923
79,2,213,137,48,302,0.15894039735099338,0.35036496350364965,0.22535211267605634,0.6496350364963503
80,0,148,133,72,209,0.3444976076555024,0.5413533834586466,0.4864864864864865,0.45864661654135336
81,0,93,133,86,140,0.6142857142857143,0.6466165413533834,0.9247311827956989,0.3533834586466165
81,1,216,163,65,314,0.2070063694267516,0.3987730061349693,0.30092592592592593,0.6012269938650306
82,0,89,131,66,154,0.42857142857142855,0.5038167938931297,0.7415730337078652,0.4961832061068702
82,1,153,164,31,286,0.10839160839160839,0.18902439024390244,0.20261437908496732,0.8109756097560976
84,0,94,127,89,132,0.6742424242424242,0.7007874015748031,0.9468085106382979,0.2992125984251969
84,1,180,125,58,247,0.23481781376518218,0.464,0.32222222222222224,0.536
85,0,201,205,138,268,0.5149253731343284,0.6731707317073171,0.6865671641791045,0.32682926829268294
86,0,96,84,59,121,0.48760330578512395,0.7023809523809523,0.6145833333333334,0.2976190476190476
86,1,194,139,72,261,0.27586206896551724,0.5179856115107914,0.3711340206185567,0.48201438848920863
88,0,101,139,57,183,0.3114754098360656,0.41007194244604317,0.5643564356435643,0.5899280575539568
88,1,56,94,37,113,0.3274336283185841,0.39361702127659576,0.6607142857142857,0.6063829787234043
88,2,182,108,31,259,0.11969111969111969,0.28703703703703703,0.17032967032967034,0.7129629629629629
89,0,102,130,81,151,0.5364238410596026,0.6230769230769231,0.7941176470588235,0.3769230769230769
89,1,233,162,67,328,0.20426829268292682,0.41358024691358025,0.2875536480686695,0.5864197530864198
90,0,52,162,47,167,0.281437125748503,0.29012345679012347,0.9038461538461539,0.7098765432098766
90,1,187,119,37,269,0.137546468401487,0.31092436974789917,0.19786096256684493,0.6890756302521008
90,2,225,176,41,360,0.11388888888888889,0.23295454545454544,0.18222222222222223,0.7670454545454546
91,0,92,98,54,136,0.39705882352941174,0.5510204081632653,0.5869565217391305,0.4489795918367347
91,1,233,124,65,292,0.2226027397260274,0.5241935483870968,0.27896995708154504,0.47580645161290325
93,0,98,126,65,159,0.4088050314465409,0.5158730158730159,0.6632653061224489,0.48412698412698413
93,1,196,152,42,306,0.13725490196078433,0.27631578947368424,0.21428571428571427,0.7236842105263158
95,0,107,105,60,152,0.39473684210526316,0.5714285714285714,0.5607476635514018,0.42857142857142855
96,0,100,108,97,111,0.8738738738738738,0.8981481481481481,0.97,0.10185185185185185
96,1,176,119,76,219,0.3470319634703196,0.6386554621848739,0.4318181818181818,0.36134453781512604
97,0,71,115,53,133,0.39849624060150374,0.4608695652173913,0.7464788732394366,0.5391304347826087
97,1,190,118,71,237,0.29957805907172996,0.6016949152542372,0.3736842105263158,0.3983050847457627
98,0,86,119,61,144,0.4236111111111111,0.5126050420168067,0.7093023255813954,0.48739495798319327
98,1,159,124,58,225,0.2577777777777778,0.46774193548387094,0.36477987421383645,0.532258064516129
