index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
60,What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,Green Bay,Pécs,False,0.0,False,预测答案“Pécs”与标准答案“Green Bay”完全不一致，没有包含标准答案的任何关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Pécs”与标准答案“Green Bay”完全不一致，没有包含标准答案的任何关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。"
61,Who is the brother of the Nothin' My Love Can't Fix performer?,Matthew Lawrence,Joey Lawrence,False,0.6666666666666666,False,预测答案给出的兄弟是Joey Lawrence，而标准答案明确指出该表演者的兄弟是Matthew Lawrence。两者是不同的人，预测答案未包含标准答案的关键信息，语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的兄弟是Joey Lawrence，而标准答案明确指出该表演者的兄弟是Matthew Lawrence。两者是不同的人，预测答案未包含标准答案的关键信息，语义上也不等价，因此判断为错误。"
62,Who is the brother of the Melissa and Joey Theme Song singer?,Matthew Lawrence,Matthew Lawrence,True,1.0,True,预测答案“Matthew Lawrence”与标准答案完全一致，准确包含了所需的关键信息，语义上完全等价，正确地回答了关于《Melissa and Joey》主题曲演唱者兄弟的问题。,"判断: 正确
原因: 预测答案“Matthew Lawrence”与标准答案完全一致，准确包含了所需的关键信息，语义上完全等价，正确地回答了关于《Melissa and Joey》主题曲演唱者兄弟的问题。"
63,When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,1–0 win for Birmingham City over Aston Villa on 20 March 2005,False,0.30769230769230765,False,预测答案给出的日期是“20 March 2005”，而标准答案明确为“1 December 2010”。两者在时间信息上完全不一致，且预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的日期是“20 March 2005”，而标准答案明确为“1 December 2010”。两者在时间信息上完全不一致，且预测答案未包含标准答案的关键信息，因此判断为错误。"
64,Who started the foundation that developed the Free Software Directory?,Richard Stallman,Free Software Foundation (FSF),False,0.0,False,预测答案“Free Software Foundation (FSF)”是开发该目录的基金会名称，而问题询问的是“谁”创立了该基金会。标准答案“Richard Stallman”才是创立该基金会的具体人物，两者在语义上并不等价。,"判断: 错误
原因: 预测答案“Free Software Foundation (FSF)”是开发该目录的基金会名称，而问题询问的是“谁”创立了该基金会。标准答案“Richard Stallman”才是创立该基金会的具体人物，两者在语义上并不等价。"
65,What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,Egyptian,False,0.25,True,预测答案“Egyptian”虽然省略了“religion”一词，但在语境中明确指代了“古埃及宗教”这一神系，与标准答案“ancient Egyptian religion”在语义上高度一致，符合允许措辞细微差异的判断标准。,"判断: 正确
原因: 预测答案“Egyptian”虽然省略了“religion”一词，但在语境中明确指代了“古埃及宗教”这一神系，与标准答案“ancient Egyptian religion”在语义上高度一致，符合允许措辞细微差异的判断标准。"
66,Where was the president born on the fourth of July born?,Plymouth Notch,"Answer: East Hampton, New York",False,0.0,False,"预测答案给出的出生地是“East Hampton, New York”，而标准答案是“Plymouth Notch”。两者在地理位置和语义上完全不同，预测答案没有包含标准答案的关键信息，因此判断为错误。","判断: 错误
原因: 预测答案给出的出生地是“East Hampton, New York”，而标准答案是“Plymouth Notch”。两者在地理位置和语义上完全不同，预测答案没有包含标准答案的关键信息，因此判断为错误。"
67,Who play's Marty's girlfriend in back to the future?,Claudia Wells,Claudia Wells,True,1.0,True,预测答案“Claudia Wells”与标准答案完全一致，准确包含了标准答案的关键信息，正确回答了谁在《回到未来》中扮演Marty女友的问题。,"判断: 正确
原因: 预测答案“Claudia Wells”与标准答案完全一致，准确包含了标准答案的关键信息，正确回答了谁在《回到未来》中扮演Marty女友的问题。"
68,What is the record label for the band which performed Pythons?,Kanine Records,Sire Records,False,0.5,False,预测答案给出的唱片公司是“Sire Records”，而标准答案是“Kanine Records”。两者在语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的唱片公司是“Sire Records”，而标准答案是“Kanine Records”。两者在语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。"
69,Who is the employer of the person Mach's principle was named after?,Charles University,The employer of the person Mach's principle was named after is the University of Vienna.,False,0.13333333333333336,False,预测答案给出的雇主是维也纳大学，而标准答案是查理大学。两者在语义上并不等价，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的雇主是维也纳大学，而标准答案是查理大学。两者在语义上并不等价，预测答案未包含标准答案的关键信息，因此判断为错误。"
