example_id,sub_question_id,selector,rate,doc_len,selected_tokens,ideal_mass_all_layer,ideal_mass_last_layer,jaccard_with_oracle_all_layer,score_cosine_all_layer,score_js_all_layer,score_spearman_all_layer,full_attention_time_s,selector_time_s
0,0,oracle_full_attention,0.8,1313,1050,0.9222606420516968,0.9966572523117065,1.0,0.9999999403953552,0.0,1.0,0.4575322102755308,0.4575322102755308
0,0,fusionrag_qk,0.8,1313,1050,0.8603334426879883,0.6101841926574707,0.68,0.2866208255290985,0.20520418086985415,0.26812995237173104,0.4575322102755308,0.057070220820605755
0,0,draft_selected_set,0.8,1313,1050,0.8559253215789795,0.5246803164482117,0.6640253565768621,0.6341938972473145,0.12256901681763062,-0.17807888373200834,0.4575322102755308,0.3955773841589689
0,0,random,0.8,1313,1050,0.787325918674469,0.7403551936149597,0.6613924050632911,0.6625954508781433,0.07077445300170213,-0.2638967101624193,0.4575322102755308,0.0
1,0,oracle_full_attention,0.8,1295,1036,0.9206258654594421,0.9995996952056885,1.0,0.9999997615814209,0.0,1.0,0.28138082195073366,0.28138082195073366
1,0,fusionrag_qk,0.8,1295,1036,0.8597787022590637,0.7500758171081543,0.7039473684210527,0.29164788126945496,0.21053769820146762,0.2228674148704936,0.28138082195073366,0.026988609228283167
1,0,draft_selected_set,0.8,1295,1036,0.8587669730186462,0.7637351751327515,0.6872964169381107,0.6240573525428772,0.11981957573018498,-0.19947619514077136,0.28138082195073366,0.12786900904029608
1,0,random,0.8,1295,1036,0.8078901767730713,0.7880448698997498,0.669621273166801,0.6499712467193604,0.06868462204852319,-0.3187296893391652,0.28138082195073366,0.0
2,0,oracle_full_attention,0.8,1441,1152,0.9247575402259827,0.9999998807907104,1.0,1.0000001192092896,0.0,1.0,0.2990777832455933,0.2990777832455933
2,0,fusionrag_qk,0.8,1441,1152,0.8392261862754822,0.8788195848464966,0.6539842067480258,0.23898111283779144,0.25493219179713433,0.035223531008382415,0.2990777832455933,0.02815587120130658
2,0,draft_selected_set,0.8,1441,1152,0.845450758934021,0.8377276659011841,0.6575539568345323,0.5842273831367493,0.13439848452041395,-0.1993485671840382,0.2990777832455933,0.13636165345087647
2,0,random,0.8,1441,1152,0.8108081221580505,0.854674220085144,0.665943600867679,0.6178569793701172,0.07640954924133425,-0.34268804169498557,0.2990777832455933,0.0
3,0,oracle_full_attention,0.8,1154,923,0.9185755252838135,0.9983496069908142,1.0,0.9999999403953552,0.0,1.0,0.26448171958327293,0.26448171958327293
3,0,fusionrag_qk,0.8,1154,923,0.8571870923042297,0.5201120972633362,0.7317073170731707,0.3848382830619812,0.1973142671879172,0.2589531540620271,0.26448171958327293,0.025973798241466284
3,0,draft_selected_set,0.8,1154,923,0.8400864601135254,0.7836281657218933,0.6660649819494585,0.6323580741882324,0.12131902516588666,-0.2356042081607044,0.26448171958327293,0.12303381878882647
3,0,random,0.8,1154,923,0.813309907913208,0.7875040173530579,0.6556053811659193,0.6731896996498108,0.06390593231498969,-0.3698653275633352,0.26448171958327293,0.0
3,1,oracle_full_attention,0.8,1353,1082,0.9245114326477051,0.9995501637458801,1.0,0.9999999403953552,0.0,1.0,0.283164553809911,0.283164553809911
3,1,fusionrag_qk,0.8,1353,1082,0.8543461561203003,0.7289369702339172,0.7312,0.3473023772239685,0.1970903108513399,0.31183152473793546,0.283164553809911,0.026096878573298454
3,1,draft_selected_set,0.8,1353,1082,0.8611003160476685,0.6491941809654236,0.7120253164556962,0.6338934898376465,0.11904338878415846,-0.1244078518668044,0.283164553809911,0.12852092133834958
3,1,random,0.8,1353,1082,0.8034940361976624,0.8027880787849426,0.6749226006191951,0.6583064198493958,0.07075534048727165,-0.3702043462413293,0.283164553809911,0.0
4,0,oracle_full_attention,0.8,1178,942,0.9157810211181641,0.9982889890670776,1.0,0.9999998807907104,0.0,1.0,0.265537082683295,0.265537082683295
4,0,fusionrag_qk,0.8,1178,942,0.8660800457000732,0.7495195865631104,0.7174111212397447,0.3677816390991211,0.19415731017789517,0.3304998969933571,0.265537082683295,0.02557172393426299
4,0,draft_selected_set,0.8,1178,942,0.8559185862541199,0.8081173896789551,0.6731793960923623,0.6726192235946655,0.11128830266969614,-0.20441596349266045,0.265537082683295,0.12318870611488819
4,0,random,0.8,1178,942,0.8037887811660767,0.8264486789703369,0.679144385026738,0.7027318477630615,0.05828402253006695,-0.3526860244768214,0.265537082683295,0.0
4,1,oracle_full_attention,0.8,2075,1660,0.9352788925170898,0.9997826218605042,1.0,1.0,0.0,1.0,0.38122454285621643,0.38122454285621643
4,1,fusionrag_qk,0.8,2075,1660,0.8639857769012451,0.7225956320762634,0.704312114989733,0.2805144488811493,0.22967663466031182,0.24813612666619272,0.38122454285621643,0.02968933107331395
4,1,draft_selected_set,0.8,2075,1660,0.8587583303451538,0.8435419201850891,0.6641604010025063,0.5751697421073914,0.1369788090049344,-0.295290682146264,0.38122454285621643,0.17199047794565558
4,1,random,0.8,2075,1660,0.8061990737915039,0.8655998706817627,0.66,0.5990579128265381,0.08504231128653902,-0.49890931281635664,0.38122454285621643,0.0
6,0,oracle_full_attention,0.8,1490,1192,0.9248381853103638,0.999936580657959,1.0,0.9999998807907104,0.0,1.0,0.2964331191033125,0.2964331191033125
6,0,fusionrag_qk,0.8,1490,1192,0.8774217963218689,0.8374550342559814,0.735080058224163,0.26325511932373047,0.256770358000935,0.31519608861717996,0.2964331191033125,0.028621996752917767
6,0,draft_selected_set,0.8,1490,1192,0.8722081780433655,0.7351377010345459,0.6931818181818182,0.6138641238212585,0.11995977626602514,-0.11798647585695006,0.2964331191033125,0.13210930349305272
6,0,random,0.8,1490,1192,0.8051490783691406,0.7932511568069458,0.6613240418118467,0.6295013427734375,0.07513048135893953,-0.4060541262834399,0.2964331191033125,0.0
7,0,oracle_full_attention,0.8,1587,1269,0.9251763224601746,0.9984647035598755,1.0,1.0,0.0,1.0,0.31950460374355316,0.31950460374355316
7,0,fusionrag_qk,0.8,1587,1269,0.8269779086112976,0.7248404622077942,0.6976588628762542,0.2471693754196167,0.2671935172246961,0.1114978990310958,0.31950460374355316,0.028292811010032892
7,0,draft_selected_set,0.8,1587,1269,0.8697430491447449,0.7497466206550598,0.7253569000679809,0.6235086917877197,0.11675407445082309,-0.07132735869150329,0.31950460374355316,0.13665760634467006
7,0,random,0.8,1587,1269,0.8093134164810181,0.8749600648880005,0.6719367588932806,0.641054093837738,0.07200007534302642,-0.4002024398850623,0.31950460374355316,0.0
7,1,oracle_full_attention,0.8,1466,1172,0.9241944551467896,0.9999356269836426,1.0,1.0,0.0,1.0,0.2947185127995908,0.2947185127995908
7,1,fusionrag_qk,0.8,1466,1172,0.8287926912307739,0.5768040418624878,0.6683274021352313,0.29430073499679565,0.2173858468818125,0.13550435620607626,0.2947185127995908,0.03311001416295767
7,1,draft_selected_set,0.8,1466,1172,0.8670465350151062,0.9126771092414856,0.6924187725631769,0.6062268018722534,0.12135523250243332,-0.15383550465176313,0.2947185127995908,0.13261575577780604
7,1,random,0.8,1466,1172,0.7742763161659241,0.6247124671936035,0.6577086280056577,0.6251585483551025,0.07342321548174693,-0.3852171935951022,0.2947185127995908,0.0
9,0,oracle_full_attention,0.8,1998,1598,0.9329288005828857,0.9993195533752441,1.0,1.0,0.0,1.0,0.3600740749388933,0.3600740749388933
9,0,fusionrag_qk,0.8,1998,1598,0.874785840511322,0.7952289581298828,0.7416893732970027,0.2554474174976349,0.23222428140226237,0.3362945930578805,0.3600740749388933,0.032945494167506695
9,0,draft_selected_set,0.8,1998,1598,0.8537177443504333,0.839570164680481,0.6347826086956522,0.5825433731079102,0.13916508756897397,-0.28821552663366856,0.3600740749388933,0.16801257384940982
9,0,random,0.8,1998,1598,0.8185284733772278,0.7888309955596924,0.6663190823774765,0.6102461814880371,0.08337200172241313,-0.4625139799016797,0.3600740749388933,0.0
9,1,oracle_full_attention,0.8,2722,2177,0.9351284503936768,0.9998809695243835,1.0,1.0000001192092896,0.0,1.0,0.4614141811616719,0.4614141811616719
9,1,fusionrag_qk,0.8,2722,2177,0.8496254682540894,0.6571245193481445,0.6941634241245136,0.3169446289539337,0.2128716187708112,0.20436471820952104,0.4614141811616719,0.029818351846188307
9,1,draft_selected_set,0.8,2722,2177,0.8631657958030701,0.7709905505180359,0.6817303978370027,0.5819271802902222,0.1321513637461438,-0.22930174912103743,0.4614141811616719,0.20955499866977334
9,1,random,0.8,2722,2177,0.800933301448822,0.8039582371711731,0.6624665903016419,0.6029201149940491,0.08352752580549964,-0.47806447112092526,0.4614141811616719,0.0
10,0,oracle_full_attention,0.8,1505,1204,0.9239246845245361,0.9989293813705444,1.0,0.9999999403953552,0.0,1.0,0.32259627897292376,0.32259627897292376
10,0,fusionrag_qk,0.8,1505,1204,0.8541020154953003,0.7619168758392334,0.7361211247296323,0.23185032606124878,0.2881423954553054,0.24780418850809743,0.32259627897292376,0.02883683517575264
10,0,draft_selected_set,0.8,1505,1204,0.8440188765525818,0.7975530028343201,0.7298850574712644,0.6109480857849121,0.12086880593457552,-0.06954155215099464,0.32259627897292376,0.1365121160633862
10,0,random,0.8,1505,1204,0.8132222890853882,0.8739909529685974,0.6815642458100558,0.6474362015724182,0.06949682495171938,-0.4080005366531632,0.32259627897292376,0.0
10,1,oracle_full_attention,0.8,1738,1390,0.9311016201972961,1.0,1.0,1.0,0.0,1.0,0.33674904284998775,0.33674904284998775
10,1,fusionrag_qk,0.8,1738,1390,0.8554771542549133,0.8383665084838867,0.7684478371501272,0.24116387963294983,0.2496894681599517,0.259673168121695,0.33674904284998775,0.028179802931845188
10,1,draft_selected_set,0.8,1738,1390,0.8344557285308838,0.6311289668083191,0.6909975669099757,0.5714158415794373,0.13737198413419277,-0.2405941204200985,0.33674904284998775,0.1560185900889337
10,1,random,0.8,1738,1390,0.771393895149231,0.8297165036201477,0.652794292508918,0.6123948097229004,0.07983283561118673,-0.4399458905695724,0.33674904284998775,0.0
11,0,oracle_full_attention,0.8,1230,984,0.9221062660217285,0.9991037845611572,1.0,1.0,0.0,1.0,0.2595591130666435,0.2595591130666435
11,0,fusionrag_qk,0.8,1230,984,0.8708111047744751,0.763756513595581,0.7098175499565595,0.3985006809234619,0.16945029247020355,0.34642090790033153,0.2595591130666435,0.027864189818501472
11,0,draft_selected_set,0.8,1230,984,0.8714779615402222,0.8090916872024536,0.7142857142857143,0.644335150718689,0.11324866316143731,-0.09850967446381091,0.2595591130666435,0.1258961446583271
11,0,random,0.8,1230,984,0.8016602993011475,0.7938944101333618,0.6635672020287405,0.6613028049468994,0.06815636110707098,-0.35599572286818965,0.2595591130666435,0.0
11,1,oracle_full_attention,0.8,1205,964,0.9189510941505432,0.9993308186531067,1.0,1.0,0.0,1.0,0.2627976960502565,0.2627976960502565
11,1,fusionrag_qk,0.8,1205,964,0.857586681842804,0.7231221199035645,0.6897458369851008,0.4078373610973358,0.19187420329135696,0.20475846277895973,0.2627976960502565,0.028240423183888197
11,1,draft_selected_set,0.8,1205,964,0.8626066446304321,0.7127503156661987,0.6956904133685137,0.6088609099388123,0.12212061011435948,-0.20789563723675822,0.2627976960502565,0.12269214307889342
11,1,random,0.8,1205,964,0.8185356855392456,0.7683448195457458,0.6721595836947094,0.6313215494155884,0.0715969761125185,-0.4147912704133661,0.2627976960502565,0.0
12,0,oracle_full_attention,0.8,2011,1608,0.9301266074180603,0.9993234872817993,1.0,0.9999999403953552,0.0,1.0,0.3792895288206637,0.3792895288206637
12,0,fusionrag_qk,0.8,2011,1608,0.8111265301704407,0.6528350710868835,0.6828885400313972,0.2717532515525818,0.2401253023389067,0.04372209200919591,0.3792895288206637,0.028400651644915342
12,0,draft_selected_set,0.8,2011,1608,0.8407972455024719,0.7970685958862305,0.6697819314641744,0.5963253974914551,0.13176903714282,-0.25056124064945173,0.3792895288206637,0.17004426196217537
12,0,random,0.8,2011,1608,0.7829790115356445,0.8010393977165222,0.675,0.6342025399208069,0.07443840832202153,-0.4314093650446646,0.3792895288206637,0.0
12,1,oracle_full_attention,0.8,2101,1680,0.9322488903999329,0.9996511936187744,1.0,1.0,0.0,1.0,0.38100432185456157,0.38100432185456157
12,1,fusionrag_qk,0.8,2101,1680,0.8583250045776367,0.7842400074005127,0.7204301075268817,0.2566431760787964,0.23740859261807418,0.21887612491269748,0.38100432185456157,0.029384456109255552
12,1,draft_selected_set,0.8,2101,1680,0.8472225666046143,0.821196436882019,0.6825237856785178,0.6027258634567261,0.13060611284895873,-0.23319690512268063,0.38100432185456157,0.1721619493328035
12,1,random,0.8,2101,1680,0.8017486929893494,0.759158730506897,0.6608996539792388,0.6361581683158875,0.07647205390078446,-0.5051428366059597,0.38100432185456157,0.0
13,0,oracle_full_attention,0.8,1142,913,0.9177347421646118,0.9980694651603699,1.0,0.9999998807907104,0.0,1.0,0.26259018387645483,0.26259018387645483
13,0,fusionrag_qk,0.8,1142,913,0.8220263719558716,0.8176173567771912,0.7226415094339622,0.27159127593040466,0.2574380456854759,0.13812439466379822,0.26259018387645483,0.02890013111755252
13,0,draft_selected_set,0.8,1142,913,0.8409658074378967,0.8910680413246155,0.6675799086757991,0.6402280330657959,0.12017211843915623,-0.21888049817372654,0.26259018387645483,0.12187374290078878
13,0,random,0.8,1142,913,0.8014117479324341,0.7641822099685669,0.6569872958257713,0.68070387840271,0.0614421859354471,-0.3890321241177465,0.26259018387645483,0.0
13,1,oracle_full_attention,0.8,2083,1666,0.9353623390197754,0.9999116063117981,1.0,1.0,0.0,1.0,0.38007154827937484,0.38007154827937484
13,1,fusionrag_qk,0.8,2083,1666,0.8700361251831055,0.8007930517196655,0.7087179487179487,0.27540093660354614,0.22092698937965743,0.28839565306319975,0.38007154827937484,0.028732704930007458
13,1,draft_selected_set,0.8,2083,1666,0.8612000942230225,0.8191497325897217,0.6643356643356644,0.5728557705879211,0.1349388637864793,-0.26895864184737334,0.38007154827937484,0.17169000068679452
13,1,random,0.8,2083,1666,0.796068549156189,0.8353515267372131,0.665167416291854,0.5948872566223145,0.0854930399425532,-0.4756882226472695,0.38007154827937484,0.0
14,0,oracle_full_attention,0.8,1057,845,0.9172948598861694,0.9998291730880737,1.0,1.0000001192092896,0.0,1.0,0.24980608094483614,0.24980608094483614
14,0,fusionrag_qk,0.8,1057,845,0.8345832824707031,0.618054986000061,0.7422680412371134,0.3764587640762329,0.20331268481835985,0.21635645992485714,0.24980608094483614,0.02717640297487378
14,0,draft_selected_set,0.8,1057,845,0.8721638321876526,0.7839509844779968,0.736896197327852,0.6673757433891296,0.10954580235346592,-0.09670786764656868,0.24980608094483614,0.11802877020090818
14,0,random,0.8,1057,845,0.817152738571167,0.7083171606063843,0.6699604743083004,0.6841678619384766,0.06498002180053561,-0.4829294567774018,0.24980608094483614,0.0
14,1,oracle_full_attention,0.8,1681,1344,0.9271034002304077,0.999845027923584,1.0,1.0,0.0,1.0,0.3287785090506077,0.3287785090506077
