example_id,sub_question_id,selector,rate,doc_len,selected_tokens,ideal_mass_all_layer,ideal_mass_last_layer,jaccard_with_oracle_all_layer,score_cosine_all_layer,score_js_all_layer,score_spearman_all_layer,full_attention_time_s,selector_time_s
0,0,oracle_full_attention,0.5,1313,656,0.7553821206092834,0.9828989505767822,1.0,0.9999999403953552,0.0,1.0,0.4738435270264745,0.4738435270264745
0,0,fusionrag_qk,0.5,1313,656,0.6124185919761658,0.28816863894462585,0.4183783783783784,0.2866208255290985,0.20520418086985415,0.26812995237173104,0.4738435270264745,0.07226588623598218
0,0,draft_selected_set,0.5,1313,656,0.6418188810348511,0.26328739523887634,0.44493392070484583,0.6016460657119751,0.20768144251244192,0.12486936388002572,0.4738435270264745,0.3576491759158671
0,0,random,0.5,1313,656,0.5022273063659668,0.5182964205741882,0.3172690763052209,0.6625954508781433,0.07077445300170213,-0.2638967101624193,0.4738435270264745,0.0
1,0,oracle_full_attention,0.5,1295,647,0.7486914992332458,0.9995774030685425,1.0,0.9999997615814209,0.0,1.0,0.2829883540980518,0.2829883540980518
1,0,fusionrag_qk,0.5,1295,647,0.590405285358429,0.38845041394233704,0.40652173913043477,0.29164788126945496,0.21053769820146762,0.2228674148704936,0.2829883540980518,0.0272575281560421
1,0,draft_selected_set,0.5,1295,647,0.6151599884033203,0.5213316082954407,0.40805223068552776,0.5656719207763672,0.22222597938080985,0.05692865278930276,0.2829883540980518,0.1279181046411395
1,0,random,0.5,1295,647,0.5053356885910034,0.553493320941925,0.34511434511434513,0.6499712467193604,0.06868462204852319,-0.3187296893391652,0.2829883540980518,0.0
2,0,oracle_full_attention,0.5,1441,720,0.7594568729400635,0.9969562888145447,1.0,1.0000001192092896,0.0,1.0,0.30076921498402953,0.30076921498402953
2,0,fusionrag_qk,0.5,1441,720,0.5529195666313171,0.5123428106307983,0.33209990749306195,0.23898111283779144,0.25493219179713433,0.035223531008382415,0.30076921498402953,0.029439875856041908
