example_id,sub_question_id,selector,rate,doc_len,selected_tokens,ideal_mass_all_layer,ideal_mass_last_layer,jaccard_with_oracle_all_layer,score_cosine_all_layer,score_js_all_layer,score_spearman_all_layer,full_attention_time_s,selector_time_s
0,0,oracle_full_attention,0.05,1313,65,0.23567546904087067,0.2960163652896881,1.0,0.9999999403953552,0.0,1.0,0.5161624290049076,0.5161624290049076
0,0,fusionrag_qk,0.05,1313,65,0.07400095462799072,0.006099440157413483,0.023622047244094488,0.2866208255290985,0.20520418086985415,0.26812995237173104,0.5161624290049076,0.06872497173026204
0,0,draft_selected_set,0.05,1313,65,0.1336212456226349,0.012411211617290974,0.1016949152542373,0.3979232609272003,0.5024980392033731,-0.11430383766742862,0.5161624290049076,0.3510722410865128
0,0,random,0.05,1313,65,0.05264662951231003,0.008023053407669067,0.031746031746031744,0.6625954508781433,0.07077445300170213,-0.2638967101624193,0.5161624290049076,0.0
1,0,oracle_full_attention,0.05,1295,64,0.23978661000728607,0.34866586327552795,1.0,0.9999997615814209,0.0,1.0,0.28160839388146996,0.28160839388146996
1,0,fusionrag_qk,0.05,1295,64,0.053742583841085434,2.571468371570518e-07,0.015873015873015872,0.29164788126945496,0.21053769820146762,0.2228674148704936,0.28160839388146996,0.030138722620904446
1,0,draft_selected_set,0.05,1295,64,0.10030875355005264,0.018870888277888298,0.07563025210084033,0.293276846408844,0.5535248418497996,-0.20701548123594918,0.28160839388146996,0.12869818415492773
1,0,random,0.05,1295,64,0.04822945594787598,0.056665077805519104,0.024,0.6499712467193604,0.06868462204852319,-0.3187296893391652,0.28160839388146996,0.0
2,0,oracle_full_attention,0.05,1441,72,0.26301881670951843,0.4589698910713196,1.0,1.0000001192092896,0.0,1.0,0.29849171498790383,0.29849171498790383
2,0,fusionrag_qk,0.05,1441,72,0.0685909241437912,0.036895863711833954,0.09090909090909091,0.23898111283779144,0.25493219179713433,0.035223531008382415,0.29849171498790383,0.03141116909682751
2,0,draft_selected_set,0.05,1441,72,0.13875114917755127,0.0006335398647934198,0.3211009174311927,0.3835218548774719,0.500446269040023,-0.21854662375542336,0.29849171498790383,0.13244730094447732
2,0,random,0.05,1441,72,0.04993440583348274,0.05430710315704346,0.02857142857142857,0.6178569793701172,0.07640954924133425,-0.34268804169498557,0.29849171498790383,0.0
3,0,oracle_full_attention,0.05,1154,57,0.22286255657672882,0.3245638310909271,1.0,0.9999999403953552,0.0,1.0,0.2687399731948972,0.2687399731948972
3,0,fusionrag_qk,0.05,1154,57,0.07004188001155853,0.05756915360689163,0.02702702702702703,0.3848382830619812,0.1973142671879172,0.2589531540620271,0.2687399731948972,0.034362767823040485
3,0,draft_selected_set,0.05,1154,57,0.03613651543855667,0.08680756390094757,0.008849557522123894,0.10945833474397659,0.6178742531630919,-0.36541298764317864,0.2687399731948972,0.12481532525271177
3,0,random,0.05,1154,57,0.04378538206219673,0.020795617252588272,0.02702702702702703,0.6731896996498108,0.06390593231498969,-0.3698653275633352,0.2687399731948972,0.0
3,1,oracle_full_attention,0.05,1353,67,0.2333000898361206,0.2983509302139282,1.0,0.9999999403953552,0.0,1.0,0.28318762173876166,0.28318762173876166
3,1,fusionrag_qk,0.05,1353,67,0.05972851812839508,0.01837039738893509,0.03076923076923077,0.3473023772239685,0.1970903108513399,0.31183152473793546,0.28318762173876166,0.030551468953490257
3,1,draft_selected_set,0.05,1353,67,0.08308132737874985,0.036740537732839584,0.072,0.2457776963710785,0.5562177238964737,-0.2637488637655032,0.28318762173876166,0.1283446946181357
3,1,random,0.05,1353,67,0.05573834106326103,0.04579244926571846,0.03076923076923077,0.6583064198493958,0.07075534048727165,-0.3702043462413293,0.28318762173876166,0.0
4,0,oracle_full_attention,0.05,1178,58,0.21425607800483704,0.40528908371925354,1.0,0.9999998807907104,0.0,1.0,0.26509913010522723,0.26509913010522723
4,0,fusionrag_qk,0.05,1178,58,0.05113429203629494,0.03354490175843239,0.008695652173913044,0.3677816390991211,0.19415731017789517,0.3304998969933571,0.26509913010522723,0.028038928750902414
4,0,draft_selected_set,0.05,1178,58,0.0632975772023201,0.022715559229254723,0.02654867256637168,0.20046357810497284,0.5918267553700868,-0.2540527300049072,0.26509913010522723,0.12286258768290281
4,0,random,0.05,1178,58,0.05707314610481262,0.03388746455311775,0.04504504504504504,0.7027318477630615,0.05828402253006695,-0.3526860244768214,0.26509913010522723,0.0
4,1,oracle_full_attention,0.05,2075,103,0.26368555426597595,0.5233682990074158,1.0,1.0,0.0,1.0,0.3822308499366045,0.3822308499366045
