example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
0,0,full_attention_frequency_per_chunk,0.15,50,7,8
0,0,full_attention_mean_score_per_chunk,0.15,50,7,8
0,1,full_attention_frequency_per_chunk,0.15,92,13,8
0,1,full_attention_mean_score_per_chunk,0.15,92,13,8
0,2,full_attention_frequency_per_chunk,0.15,76,11,8
0,2,full_attention_mean_score_per_chunk,0.15,76,11,8
0,3,full_attention_frequency_per_chunk,0.15,98,14,8
0,3,full_attention_mean_score_per_chunk,0.15,98,14,8
0,4,full_attention_frequency_per_chunk,0.15,52,7,8
0,4,full_attention_mean_score_per_chunk,0.15,52,7,8
0,5,full_attention_frequency_per_chunk,0.15,214,32,8
0,5,full_attention_mean_score_per_chunk,0.15,214,32,8
0,6,full_attention_frequency_per_chunk,0.15,121,18,8
0,6,full_attention_mean_score_per_chunk,0.15,121,18,8
0,7,full_attention_frequency_per_chunk,0.15,301,45,8
0,7,full_attention_mean_score_per_chunk,0.15,301,45,8
0,8,full_attention_frequency_per_chunk,0.15,84,12,8
0,8,full_attention_mean_score_per_chunk,0.15,84,12,8
0,9,full_attention_frequency_per_chunk,0.15,83,12,8
0,9,full_attention_mean_score_per_chunk,0.15,83,12,8
1,0,full_attention_frequency_per_chunk,0.15,90,13,8
1,0,full_attention_mean_score_per_chunk,0.15,90,13,8
1,1,full_attention_frequency_per_chunk,0.15,85,12,8
1,1,full_attention_mean_score_per_chunk,0.15,85,12,8
1,2,full_attention_frequency_per_chunk,0.15,130,19,8
1,2,full_attention_mean_score_per_chunk,0.15,130,19,8
1,3,full_attention_frequency_per_chunk,0.15,86,12,8
1,3,full_attention_mean_score_per_chunk,0.15,86,12,8
1,4,full_attention_frequency_per_chunk,0.15,135,20,8
1,4,full_attention_mean_score_per_chunk,0.15,135,20,8
1,5,full_attention_frequency_per_chunk,0.15,217,32,8
1,5,full_attention_mean_score_per_chunk,0.15,217,32,8
1,6,full_attention_frequency_per_chunk,0.15,56,8,8
1,6,full_attention_mean_score_per_chunk,0.15,56,8,8
1,7,full_attention_frequency_per_chunk,0.15,216,32,8
1,7,full_attention_mean_score_per_chunk,0.15,216,32,8
1,8,full_attention_frequency_per_chunk,0.15,113,16,8
1,8,full_attention_mean_score_per_chunk,0.15,113,16,8
1,9,full_attention_frequency_per_chunk,0.15,77,11,8
1,9,full_attention_mean_score_per_chunk,0.15,77,11,8
2,0,full_attention_frequency_per_chunk,0.15,64,9,8
2,0,full_attention_mean_score_per_chunk,0.15,64,9,8
2,1,full_attention_frequency_per_chunk,0.15,122,18,8
2,1,full_attention_mean_score_per_chunk,0.15,122,18,8
2,2,full_attention_frequency_per_chunk,0.15,88,13,8
