row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,0.47144639678299427,0.0257498687133193,0.19880056381225586,0.19814726477488875,0.17106153117492795,0.07583443308249116,65,92,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.33460450172424316,0.023265157360583544,0.13026335882022977,0.12907356210052967,0.1100133671425283,0.07106261840090156,64,89,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.33618716755881906,0.023792038206011057,0.13378976099193096,0.1331929238513112,0.1099061630666256,0.06869920529425144,72,93,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.3119298256933689,0.021380167920142412,0.12417350569739938,0.12357953703030944,0.10990105988457799,0.05647509219124913,57,83,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,True,3,1,1353,27,2172,0.3323917989619076,0.024160420056432486,0.12972723552957177,0.12908097635954618,0.10989130986854434,0.06861283350735903,67,94,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,True,4,0,1178,32,2002,0.31943580601364374,0.021835837978869677,0.1249386970885098,0.12436167802661657,0.10990411695092916,0.0627571539953351,58,90,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,True,4,1,2075,24,2891,0.4059621556662023,0.029485587030649185,0.17421180987730622,0.17331251595169306,0.11281462572515011,0.08945013303309679,103,127,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,True,6,0,1490,21,2303,0.3416410079225898,0.02422650996595621,0.1343036419712007,0.13367261597886682,0.10997303109616041,0.07313782488927245,74,95,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.33476553997024894,0.02373612020164728,0.13906045304611325,0.13839360605925322,0.1108317100442946,0.06113725667819381,79,106,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.33508086018264294,0.02489049779251218,0.13438365701586008,0.13371117832139134,0.11083662416785955,0.06497008120641112,73,101,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
