val_kl,val_bce,val_recall,val_jaccard,epoch,train_loss
0.024577313214540483,0.39192915479342144,0.41625730994152044,0.2687580279909607,1,0.9019377671971041
0.03466796964406967,0.3761047848065694,0.48970760233918126,0.3363425953925683,2,0.7913155446333043
0.0441605943441391,0.3700994376341502,0.5026315789473684,0.3483952844127903,3,0.7800195159631617
0.04941459625959396,0.36677844524383546,0.5064327485380117,0.3518640119032063,4,0.7734797463697546
0.05575998564561208,0.3637241331736247,0.5105263157894738,0.35460027727098536,5,0.766701226795421
0.0668379012743632,0.360423100789388,0.512748538011696,0.3564279916838971,6,0.7591866957440095
0.04179268702864647,0.3686613162358602,0.5142690058479531,0.35641893045554174,7,0.7501964609763202
0.0515463849902153,0.3658182060718536,0.5102923976608186,0.35225103847653705,8,0.7391525278371923
0.0544341500600179,0.3665221925576528,0.5056725146198829,0.3475542099257604,9,0.7280754211369683
0.0734696896870931,0.3620378279685974,0.504502923976608,0.346371729626202,10,0.7173706879335291
