Question,Real Answer,Pred Answer
What is the symbol of the Saints from the city that is the location of Blanton's manufacturer's headquarters called?,fleur - de-lis,fleur-de-lis
What mythology is the city where Eutychides was born in a part of?,Greek mythology,Greek mythology
What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne,College of Charleston
"What county shares a border with the other county, that contains the city, that is the birthplace of the performer of Never Gonna Fall in Love Again?",Cabarrus County,Cuyahoga County
What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,"Clatskanie, Oregon"
What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,Manhattan Project
What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,the legendary Bavarian prophet Mühlhiasl
Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,"Bill Gates was named the richest man in the world by Forbes' annual list of the world's billionaires for the 17th time, and Carlos Slim came in second for the second consecutive time."
"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Aaron Benward
How many times did plague occur in the place where Bajazet's composer was born?,22,0
What year did the company that published Starship Command end?,1986,1999
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Johanne Luise Pätges
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,Dottie Hinson
What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,NFL
When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,1993–94 season
Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,"<think>
Okay, let's see. The question is asking about the spouse of the person who plays Batman in the Lego Batman Movie. First, I need to figure out who voices Batman in that movie. From the passages provided, specifically Passage"
By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,"The Bâton à feu originated in Western Europe. The Black Death reduced the population of Western Europe by an estimated one-third to one-half, with some areas losing up to 80% of their population."
When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",1769
What is the name of the castle in the city where the performers of Spirit If.. became a band?,Casa Loma,Casa Loma
Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Min Zhou,Min Zhou and Carl L. Bankston III
Who is the spouse of the actor of Ethan in A Dog's Purpose?,Meg Ryan,Peggy Lipton
Who is the federal leader of the party that Pierre-Hugues Boisvenu is a member of?,Andrew Scheer,Answer: The federal leader of the party that Pierre-Hugues Boisvenu is a member of is Andrew Scheer.
At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,12:00 midnight
When did the place of birth of the performer of Mother-in-Law elect its first black Mayor?,1970s,1988
When was the last time Ken Faulkner's team beat the 1894-95 FA Cup winner?,1 December 2010,1946–47 season
