Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason
Who is older Glenn Hughes or Ross Lynch?,Who is older Glenn Hughes or Ross Lynch?,Glenn Hughes,Glenn Hughes,True,1.0,1.0,预测答案与标准答案完全一致，都明确指出了Glenn Hughes是年龄更大的人。预测答案准确包含了标准答案的关键信息，在语义上完全等价，因此正确地回答了问题。
What is found in Prochlorococcus and essential for photosynthesis?,What is found in Prochlorococcus and essential for photosynthesis?,Chlorophyll,Chlorophyll a2 and b2,True,0.4444444444444445,0.0,预测答案“Chlorophyll a2 and b2”包含了标准答案“Chlorophyll”这一关键信息。在生物学上，a2和b2是Chlorophyll的具体亚型，且正是原绿球藻中进行光合作用所必需的特定色素，两者在语义上高度一致。
Alan Furst and Lee Child are what?,Alan Furst and Lee Child are what?,is a British author,作家,True,0,0.0,预测答案“作家”准确概括了标准答案“is a British author”的核心职业身份信息。虽然预测答案省略了国籍修饰，且使用了中文表达，但在语义上与标准答案完全等价，正确回答了问题。
Wayne's World featured the actor who was a member of what Chicago comedy troupe?,Wayne's World featured the actor who was a member of what Chicago comedy troupe?,Second City Theatre,Second City Theatre,True,1.0,1.0,预测答案与标准答案完全一致，均为“Second City Theatre”。预测答案准确包含了标准答案的所有关键信息，语义完全等价，因此正确地回答了关于《Wayne's World》演员所属芝加哥喜剧剧团的问题。
What telenovela inspired the TV show that the band Eme 15 was formed on in 2012?,What telenovela inspired the TV show that the band Eme 15 was formed on in 2012?,Quinceañera,Quinceañera,True,1.0,1.0,预测答案“Quinceañera”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于启发Eme 15乐队成立的电视剧的问题。
" Blake Alexander Carrington is a fictional character on the ABC television series ""Dynasty"", created by Richard and Esther Shapiro whose role was portrayed by John Forsythe, and also appeared as a guest on several talk and variety shows and as a panelist on what type of television show?"," Blake Alexander Carrington is a fictional character on the ABC television series ""Dynasty"", created by Richard and Esther Shapiro whose role was portrayed by John Forsythe, and also appeared as a guest on several talk and variety shows and as a panelist on what type of television show?",game shows,"60-year acting career began in films in 1943. He signed up with Warner Bros. at age 25 as a minor contract player, but he later starred in films like ""The Captive City"" (1952). He co-starred opposite Loretta Young in ""It Happens Every Thursday"" (1953), Edmund Gwenn and Shirley MacLaine in ""The Trouble With Harry"" (1955), and Olivia De Havilland in ""The Ambassador's Daughter"" (1956). He also appeared as a guest on several talk and variety shows and as a panelist on numerous game shows.",True,0.016666666666666666,0.0,预测答案虽然包含了大量关于John Forsythe演艺生涯的额外信息，但在结尾处明确指出了他“as a panelist on numerous game shows”，这与标准答案“game shows”在语义上完全等价，准确回答了问题。
In what country are the cities Guilin and Ankang located?,In what country are the cities Guilin and Ankang located?,China,中国 (China),True,0,0.0,预测答案“中国 (China)”与标准答案“China”在语义上完全等价，只是增加了中文表述。它准确且完整地包含了标准答案的关键信息，正确回答了桂林和安康所在的国家。
"Who owns a licensed brand that seeks to engage the private sector in raising awareness and funds to help eliminate HIV/AIDS in eight African countries, who's partner is a Dutch sports and clothing company, which sells alpine sking and tennis equipment?","Who owns a licensed brand that seeks to engage the private sector in raising awareness and funds to help eliminate HIV/AIDS in eight African countries, who's partner is a Dutch sports and clothing company, which sells alpine sking and tennis equipment?",RED,"2006 by U2 frontman and activist Bono, together with Bobby Shriver of the ONE Campaign and DATA.",False,0,0.0,预测答案虽然提到了创立该品牌的背景信息（如创立时间、创始人Bono和Bobby Shriver），但并未直接给出标准答案中的核心关键信息“RED”。标准答案要求明确指出品牌名称，而预测答案缺少这一关键名词，因此未能正确回答问题。
"In which school was the fictional character in ""The Simpsons"" which was voice by Marcia Wallace a teacher?","In which school was the fictional character in ""The Simpsons"" which was voice by Marcia Wallace a teacher?",Springfield Elementary School,Springfield Elementary School,True,1.0,1.0,预测答案“Springfield Elementary School”与标准答案完全一致，包含了问题所需的关键信息，准确回答了Marcia Wallace配音的虚构角色任教的学校名称，语义上完全等价。
"The actor that uses the stage name ""Li Ming"" starred with Donnie Yen in a 2005 Hong Kong film directed by who?","The actor that uses the stage name ""Li Ming"" starred with Donnie Yen in a 2005 Hong Kong film directed by who?",Tsui Hark,"2005 Hong Kong film ""Seven Swords"" was directed by Tsui Hark. The actor that uses the stage name ""Li Ming"" (Leon Lai) starred in this film alongside Donnie Yen. Therefore, the director is Tsui Hark.",True,0.13043478260869565,0.0,预测答案明确指出了2005年香港电影《七剑》的导演是Tsui Hark，并准确解释了使用艺名“Li Ming”的演员（黎明）与甄子丹共同主演了该片。这与标准答案完全一致，包含了关键信息且语义等价，正确回答了问题。
"Which original attraction at Universal Studios Florida, featuring Yogi Bear and Boo Boo, was replaced by Jimmy Nuetron's Nicktoon Blast?","Which original attraction at Universal Studios Florida, featuring Yogi Bear and Boo Boo, was replaced by Jimmy Nuetron's Nicktoon Blast?",The Funtastic World of Hanna-Barbera,The Funtastic World of Hanna-Barbera,True,1.0,1.0,预测答案与标准答案完全一致，均为“The Funtastic World of Hanna-Barbera”。预测答案准确包含了标准答案的所有关键信息，语义完全等价，因此正确回答了问题。
Waht kind of music do the bands Nada Surf and Madina Lake play?,Waht kind of music do the bands Nada Surf and Madina Lake play?,alternative rock,"Nada Surf and Madina Lake both play alternative rock.  Nada Surf is specifically described as an alternative rock band, and Madina Lake is described as an alternative rock band formed in Chicago in 2005.  While both bands fall under the broad umbrella of alternative rock, it's worth noting that Madina Lake is sometimes categorized as post-hardcore, indicating a slightly heavier subgenre within alternative rock.  Ozma, another band mentioned in the context of touring with Nada Surf, is described as a mix of new wave, power pop, and rock, showing some of the diverse influences within the alternative rock scene.  Therefore, while the primary genre is alternative rock for both, acknowledging the potential for sub-genres and stylistic variations within that genre is important.  The common thread is their place within the broader alternative rock spectrum.",True,0.014705882352941178,0.0,预测答案明确指出了Nada Surf和Madina Lake两支乐队演奏的音乐类型是另类摇滚，这与标准答案完全一致。虽然预测答案额外补充了一些关于子流派和背景的冗余信息，但核心语义与标准答案等价，准确回答了原问题。
Whar did Sarfraz Ahmed do after Azhar Ali stepped down?,Whar did Sarfraz Ahmed do after Azhar Ali stepped down?,He took up the Test captaincy,"9 February 2017, he was named Pakistan's ODI Captain.",False,0.09523809523809523,0.0,预测答案提到Sarfraz Ahmed成为ODI队长，而标准答案指出他接任了Test队长（Test captaincy）。两者涉及的职务不同，预测答案未包含标准答案的关键信息，语义上也不等价。
"What is a rare breed of dog that was derived as a variant of Rat Terrier, Shiloh Shepherd dog or American Hairless Terrier ?","What is a rare breed of dog that was derived as a variant of Rat Terrier, Shiloh Shepherd dog or American Hairless Terrier ?",American Hairless Terrier,The rare breed of dog derived as a variant of Rat Terrier is the American Hairless Terrier.,True,0.38095238095238093,0.0,预测答案明确指出了“American Hairless Terrier”这一品种，与标准答案完全一致。它不仅包含了标准答案的关键信息，而且在语义上完全等价，准确回答了题目中关于哪种狗是鼠梗变种的问题。
Buck Barrow is married to what fringe member of Bonnie and Clyde's gang born in 1911,Buck Barrow is married to what fringe member of Bonnie and Clyde's gang born in 1911,Blanche Barrow,Blanche Barrow,True,1.0,1.0,预测答案“Blanche Barrow”与标准答案完全一致，准确给出了Buck Barrow的妻子、即1911年出生的邦妮和克莱德帮派边缘成员的名字，包含了标准答案的所有关键信息，语义完全等价。
