dataset,method,rate,segment,source_csv,source_row,Question,Real Answer,Pred Answer,Predicted_Clean,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,0,Where was the wife of Francis I Rákóczi born?,Ozalj,"1495–1531) was an English courtier. She was the wife of Henry Norris. Norris was executed for treason as one of the alleged lovers of her cousin, Anne Boleyn, the","1495–1531) was an English courtier. She was the wife of Henry Norris. Norris was executed for treason as one of the alleged lovers of her cousin, Anne Boleyn, the",False,预测答案完全没有回答关于Francis I Rákóczi妻子出生地的问题。它不仅没有包含标准答案“Ozalj”，而且描述的是一位名叫Henry Norris的英国朝臣的妻子，内容完全答非所问，因此判断为错误。,"判断: 错误
原因: 预测答案完全没有回答关于Francis I Rákóczi妻子出生地的问题。它不仅没有包含标准答案“Ozalj”，而且描述的是一位名叫Henry Norris的英国朝臣的妻子，内容完全答非所问，因此判断为错误。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,1,Who is Sobe (Sister Of Saint Anne)'s grandchild?,John the Baptist,Elizabeth,Elizabeth,False,预测答案给出的名字是“Elizabeth”，而标准答案明确指出Sobe的孙辈是“John the Baptist”。两者在语义上完全不同，预测答案没有包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的名字是“Elizabeth”，而标准答案明确指出Sobe的孙辈是“John the Baptist”。两者在语义上完全不同，预测答案没有包含标准答案的关键信息，因此判断为错误。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,2,Where does the director of film Man At Bath work at?,Cahiers du cinéma,"Christophe Honoré is a French writer and film and theatre director. The film ""Man at Bath"" (French: Homme au bain) is a 2010 French film directed by Christophe Honoré","Christophe Honoré is a French writer and film and theatre director. The film ""Man at Bath"" (French: Homme au bain) is a 2010 French film directed by Christophe Honoré",False,预测答案仅介绍了导演Christophe Honoré的身份以及他执导了电影《Man at Bath》，但并未回答问题所问的“他在哪里工作”。预测答案没有包含标准答案中的关键信息“Cahiers du cinéma”，因此未能正确回答该问题。,"判断: 错误
原因: 预测答案仅介绍了导演Christophe Honoré的身份以及他执导了电影《Man at Bath》，但并未回答问题所问的“他在哪里工作”。预测答案没有包含标准答案中的关键信息“Cahiers du cinéma”，因此未能正确回答该问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,3,Do both Beauty And The Bad Man and Wild Child (Film) films have the directors from the same country?,no,yes,yes,False,预测答案“yes”与标准答案“no”在语义上完全相反，没有包含标准答案的关键信息，因此未能正确回答这两部电影的导演是否来自同一个国家的问题。,"判断: 错误
原因: 预测答案“yes”与标准答案“no”在语义上完全相反，没有包含标准答案的关键信息，因此未能正确回答这两部电影的导演是否来自同一个国家的问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,4,"What is the date of birth of William Paulet, 3Rd Marquess Of Winchester's father?",1510,c. 1532,c. 1532,False,预测答案给出的出生年份是1532年，而标准答案明确指出其父亲的出生年份是1510年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的出生年份是1532年，而标准答案明确指出其父亲的出生年份是1510年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,5,"Who is Edward Watson, Viscount Sondes's paternal grandfather?",Edward Watson,"Lewis Watson, 1st Earl of Rockingham","Lewis Watson, 1st Earl of Rockingham",False,"预测答案“Lewis Watson, 1st Earl of Rockingham”与标准答案“Edward Watson”完全不同，没有包含标准答案的关键信息，二者在语义上也不等价，因此未能正确回答问题。","判断: 错误
原因: 预测答案“Lewis Watson, 1st Earl of Rockingham”与标准答案“Edward Watson”完全不同，没有包含标准答案的关键信息，二者在语义上也不等价，因此未能正确回答问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,6,"What is the date of death of Humphrey De Bohun, 7Th Earl Of Hereford's father?",16 September 1360,1275,1275,False,预测答案给出的日期是1275年，而标准答案明确指出其父亲的去世日期是1360年9月16日。两者在年份和具体信息上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的日期是1275年，而标准答案明确指出其父亲的去世日期是1360年9月16日。两者在年份和具体信息上完全不一致，因此预测答案未能正确回答问题。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,7,Who is Helmichis's father-in-law?,Cunimund,Alboin,Alboin,False,预测答案“Alboin”与标准答案“Cunimund”完全不同。根据历史事实，Helmichis的岳父是Cunimund，而Alboin是另一位相关历史人物，因此预测答案未能包含标准答案的关键信息，回答错误。,"判断: 错误
原因: 预测答案“Alboin”与标准答案“Cunimund”完全不同。根据历史事实，Helmichis的岳父是Cunimund，而Alboin是另一位相关历史人物，因此预测答案未能包含标准答案的关键信息，回答错误。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,8,Where did Helena Carroll's father study?,St Patrick's College,"St Patrick's College, Dublin","St Patrick's College, Dublin",True,"预测答案“St Patrick's College, Dublin”包含了标准答案“St Patrick's College”的核心信息，附加的“Dublin”只是对学校所在地的进一步补充说明。两者在语义上完全等价，符合允许措辞细微差异的判断标准。","判断: 正确
原因: 预测答案“St Patrick's College, Dublin”包含了标准答案“St Patrick's College”的核心信息，附加的“Dublin”只是对学校所在地的进一步补充说明。两者在语义上完全等价，符合允许措辞细微差异的判断标准。"
2wikimqa-v2,offline3b_freq_boundary2,0.15,seg_0_50,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline3b_freq_boundary2/2wikimqa-v2/rate_0p15/seg_0_50/csv/reprocess_method_FusionRAG_rate_0.15_revert_rope_True_topk_10.csv,9,Where does the director of film Wine Of Morning work at?,Bob Jones University,"Katherine Stenholm, the director of the film *Wine of Morning*, worked at Bob Jones University (BJU) as the founding director of Unusual Films, the university's production company.","Katherine Stenholm, the director of the film *Wine of Morning*, worked at Bob Jones University (BJU) as the founding director of Unusual Films, the university's production company.",True,预测答案明确指出了电影《Wine of Morning》的导演Katherine Stenholm在Bob Jones University工作，包含了标准答案的核心信息，且语义完全一致，因此判断为正确。,"判断: 正确
原因: 预测答案明确指出了电影《Wine of Morning》的导演Katherine Stenholm在Bob Jones University工作，包含了标准答案的核心信息，且语义完全一致，因此判断为正确。"
