Question,Real Answer,Pred Answer
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Maria Bello
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,the Manhattan Project
In which borough was Callum McManaman born?,Knowsley,Merseyside
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Elizabeth
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Answer: The spouse of the actor who played Hannibal Smith in The A-Team is not explicitly mentioned in the provided passages.
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2003–04
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: Malaysia Pargo
How many times did plague occur in the birthplace of La Silvia's composer?,22,3
When did military instruction start at the place where Larry Alcala was educated?,1912,1946
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),The experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer is called SCORE.
Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Robert Robinson Taylor
Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,"The prize named after the author of Lectures on Jurisprudence, which is Adam Smith, is given by the Royal Swedish Academy of Sciences, the Swedish Academy, the Karolinska Institutet, and the Norwegian"
Who is Frances Freeling Broderip's sibling?,Tom Hood,Frances Freeling Broderip's sibling is Thomas Hood.
Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson
What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,The source of the river that is the mouth of the Caledon River is the Drakensberg mountains.
What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge
When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,"The Republican Party gained control of the Senate in the 1946 midterm elections. The Senate has the authority to determine its own rules, as stated in Article One, Section 5 of the United States Constitution, which"
Where did the producer of Julius Caesar study or work?,Clifton College,Vassar College
Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Istanbul
What is the performer of Heartbeat named after?,Natalie Albino,Nina Sky
The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto
What year did the publisher of Labyrinth end?,1986,1999
