Question,Real Answer,Pred Answer
Did Skin and Laura Stoica both sing?,yes,yes
The birthplace of Bernhard Cathrinus Pauss is the capital of which county in Norway?,Buskerud,Akershus
"Was Brave New Films founded by Robert Greenwald or Alexander Kluge, a German author and film director?",Robert Greenwald,Robert Greenwald
Do the bands Peter Bjorn and John and Shihad both play indie pop?,no,yes
"Benjamin Saunders (born April 13, 1983), is an American mixed martial artist who currently fights in the Welterweight division of the UFC he was on fighting on Team Serra, Matthew John Serra (born June 2, 1974) is an American former professional mixed martial artist, Brazilian Jiu-Jitsu practitioner who competed for the Ultimate Fighting Championship and which occupation?",stand up comic,"co-host of the official podcast of the UFC, UFC Unfiltered"
Who directed Julia Stiles in the role that won the  MTV Movie Award for Best Breakthrough Performance?,Gil Junger,Gil Junger
Was Flubber or The Sorcerer's Apprentice released first?,Flubber,Flubber
"Which is a type of flowering plant, Dieffenbachia or Encephalartos?",Dieffenbachia,Dieffenbachia
Tarik Azzougarh conceptualized this album for which only one copy was made in 2015.,Once Upon a Time in Shaolin,Once Upon a Time in Shaolin
Bride of Chucky is a sequel to a movie directed by who?,Jack Bender,John Lafia
"Who is younger, Max Cavalera or Jon Fratelli?",Jon Fratelli,Jon Fratelli
"Which magazine, launched in 1934 by the Communist Party, was known to publish work by Emil Draitser?",Partisan Review,Partisan Review
Are Meg Myers and a founding member of American rock band Wavves considered singer-songwriters?,yes,yes
What Baltimore Ravens retiree scored 8 touchdowns for the Tennessee Titans in 2003?,Derrick Mason,Derrick Mason
"Which hospital located in Washington D.C. specializes in treating persons with physical disabilities,George Washington University Hospital or MedStar National Rehabilitation Hospital?",MedStar National Rehabilitation Network,MedStar National Rehabilitation Hospital
"In which city do maritime pilots operating along the Hudson River and Long Island Sound, one of the wealthiest being Joseph Henderson, function?",New York,New York City
"Jon Fratelli and Morten Harket, have which occupation in common?",musician,musician
How many rooms does the second most famous hotel in Las Vegas have?,106,106
Which actress from Love Rain was also known by the mononym Yoona?,Im Yoon-ah,Yoona
"The season of what follows the adventures of Finn, a human boy, and his best friend and adoptive brother Jake, the season also includes guest stars Miguel Ferrer as Death; Ferrer would later reprise his role in the fourth season episode ""Sons of Mars""?",Adventure Time,Adventure Time
Which of the two bands Kill Hannah and Warpaint is from California?,Warpaint,Warpaint
Red Bull Stratos was a project involving the skydiver of what nationality?,Austrian,Austrian
"The Talented Mr. Ripley is a 1999 film about what fictional character in a series of crime novels by American novelist Patricia Highsmith, as well as several film adaptations?",Tom Ripley,Tom Ripley
"On season eighteen of a show that premiered on March 17, 2014 Brooke Burke-Charvet was replaced as co-host by an American sportscaster who is a sideline reporter for who?",Fox NFL,Erin Andrews
What two occupations do  Alberto Cavalcanti and Oscar Apfel have in common?,film director and producer,film director and producer
What company produced both The Barefoot Executive and The Last Flight of Noah's Ark?,Walt Disney,Walt Disney Productions
Can both Robert Hayden and Chitra Banerjee Divakaruni be classed as members of American minorities?,yes,yes
What American actor starred in the 2006 movie Click?,Adam Sandler,Adam Sandler
what opening day attraction at EPCOT Center in 1982 was closed down for refurbishment in 1995,World of Motion,World of Motion
WHICH MIKE WILL MADE IT SONG WAS CO-WRITTEN BY ROCK CITY?,Pour It Up,Pour It Up
"Who starred in a 1999 film based on the memoir ""Rocket Boys""?","Jake Gyllenhaal, Chris Cooper, Chris Owen, and Laura Dern","Jake Gyllenhaal, Chris Cooper, Chris Owen, and Laura Dern"
What garland or wreath is used in the statewide celebration of Hawaii?,Lei,lei
"What motor racing circuit in Montreal, Quebec, Canada that is the venue for the FIA Formula One Canadian Grand Prix did the 2005 Canadian Grand Prix, Formula One motor race, held on 12 June 2005 get held at?",Circuit Gilles Villeneuve,Circuit Gilles Villeneuve
"The Editor is a 2014 Canadian horror comedy-mystery film by who, and starring Paz de la Huerta, is an American actress and model?",Astron-6,Astron-6
In what year did the field where the 2016 TaxSlayer Bowl was held assumed its name?,2010,2010
Bounce is currently hosted by what former Australian football player born in 1979,Cameron Mooney,Cameron Mooney
"Which American film director is known for the sexploitation film genre, Wes Anderson or Doris Wishman?",Doris Wishman,Doris Wishman
"A foam weapon, a padded mock weapon used for simulated handheld combat, is used in a North American medieval combat sport, begun in 1977 with the creation of what?",Dagorhir,Dagorhir
Which president signed this act that led to Choctaw tribe of Native Americans being forced to move out of Choctaw County by federal troops in 1830?,President Andrew Jackson,Andrew Jackson
Anne Preven co-wrote which song with Scott Cutler and Phil Thornalley in 1993?,Torn,Torn
"Garden State is a 2004 American romantic comedy-drama film, written and directed by an American actor best known for his role as J. D. on what television series?",Scrubs,Scrubs
Which print magazine company did Terry Richardson work for while he was in Montreal?,Vice Media,Vice
"Named after producer Radcliffe's Blackwing Studios where the album was recorded, ""Upstairs at Eric's"" was preceded by two top three UK singles, including the ballad ""Only You"", a song written by what English musician? ",Vince Clarke,Vince Clarke
"Nukie is a 1987 South African film directed by Sias Odendaal, and Michael Pakleppa, the film stars include Glynis Johns, a retired Welsh stage, television and film actress, dancer, pianist, and singer, and was born in which country?",South Africa,South Africa
"What star of ""The Thing with Two Heads"" also played football?",Rosey Grier,Ray Milland
"Jeff Rona's credits include a 2016 Indian epic historical drama film that was written and directed by Jayaraj, and was adapted from What William Shakespeare play?",Macbeth,Macbeth
Autolux and Polvo are both types of what?,rock band,rock bands
"Who was the American author best known for the novel ""Mutiny on the Bounty"", James Norman Hall or Harold Lamb?",James Norman Hall,James Norman Hall
Which band was formed first Walt Mink or Sunrise Avenue?,Walt Mink,Walt Mink
"Which one was an American poet, Frank O'Connor or Edwin Arlington Robinson?",Edwin Arlington Robinson,Edwin Arlington Robinson
What country does Games and Official Xbox Magazine have in common?,United States,United States
"Which actor is known for being in westerns, Anthony Mann or Luis Valdez?",Anthony Mann,Anthony Mann
"What actor, who starred in The Flight of the Phoenix, also starred in Cool Hand Luke?",George Kennedy,George Kennedy
Did both Wickard v. Filburn and Strickland v. Washington reach the Supreme Court of the United States?,yes,yes
"Which soda, Shasta or Tizer, was sold in the United Kingdom?",Tizer,Tizer
"What prize was won for a book by a British author and illustrator from Dartmoor, focusing on futuristic steampunk London?",Nestlé Smarties Book Prize,Nestlé Smarties Book Prize
The 1987–88 Georgetown Hoyas play their game in the community that is in what Maryland county?,Prince George's County,Prince George's County
What republic was started because of a dispute in the area The Green Mountain Boys were a militia?,Vermont Republic,Vermont Republic
What day was the book published that was illustarted alongside Dorothy and the Wizard in Oz?,"July 20, 1910","July 20, 1910"
The TT-30 pistol was developed in the early 1930's as a replacement to a revolver designed by who?,Léon Nagant,Fedor Tokarev
Hae Min Lee's body was found in a park that covers how many acres ?,1216 acre,Leakin Park.
Charlie Kaufman wrote which acclaimed fantasy film in 1999 journeying into an actor's mind?,Being John Malkovich,Being John Malkovich
Daniel Shaw is played by an actor who grew up in what state?,Iowa,Iowa
"What is the name of the eighth gate to the city of Babylon, currently housed at Pergamon Museum?",Ishtar Gate,Ishtar Gate
Gentleman's Intermission included a cameo appearance by the photojournalist who has specialized in reportage on what two topics?,human suffering in war zones and natural disasters,war zones and social issues
