Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
What city is located in the county containing Qiantong?,Which county contains Qiantong?,Qiantong is located in Ninghai County.,Ninghai County,True,0.4,0.0,预测答案“Ninghai County”直接给出了问题所询问的县名，包含了标准答案的核心关键信息。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，准确回答了问题。,N/A,N/A,N/A,N/A,N/A
What city is located in the county containing Qiantong?,What city is located in Ninghai County?,Qiantong is a town located in Ninghai County.,Qiantong,True,0.3636363636363636,0.0,预测答案“Qiantong”直接给出了标准答案中的核心地名信息，准确回答了关于Ninghai County所在城市（镇）的问题。虽然预测答案省略了部分补充说明，但核心语义与标准答案完全一致，符合评估标准。,N/A,N/A,N/A,N/A,N/A
What city is located in the county containing Qiantong?,"What cities are located within Ninghai County, Zhejiang province?","The town of Qiantong is located within Ninghai County, Zhejiang province.",Qiantong,True,0.25,0.0,预测答案“Qiantong”直接提取了标准答案中的核心地点信息，即前童镇（Qiantong town）。虽然预测答案省略了“town”等修饰词，但在语义上与标准答案完全一致，准确回答了关于宁海县所属城市/城镇的问题。,N/A,N/A,N/A,N/A,N/A
What city is located in the county containing Qiantong?,"What cities are located in Ninghai County, Zhejiang province?","Qiantong is a town located in Ninghai County, Zhejiang province.","Qiantong, QianlongDocumentDocument: Qiantong, Zhejiang: Qiantong () is a town in southwestern Ninghai County in eastern Zhejiang province, China, situated along G15 Shenyang–Haikou Expressway around southwest of the county seat as the crow flies. , it has 29 villages under its administration. The town was established in the last years of the Song Dynasty, though much of its architecture dates from the Ming or Qing; a large proportion of its residents are surnamed Tong ().
Document: Qianlong, Zhejiang: Qianlong () is a town in Ninghai County, Zhejiang, China. It is located in the southwest of Ninghai County, around 15 kilometers from the county seat. The town was established in the 13th century during the Yuan Dynasty. It is known for its traditional Chinese architecture and well-preserved ancient buildings. The town is also famous for its local handicrafts and traditional festivals.",True,0.23076923076923078,0.0,预测答案不仅包含了标准答案中的关键信息“Qiantong”，还额外提供了“Qianlong”这一同样位于宁海县的城镇。预测答案详细说明了这两个城镇均位于浙江省宁海县，准确回答了原问题，且在语义上完全覆盖并超出了标准答案的要求。,N/A,N/A,N/A,N/A,N/A
What pantheon is the God of the underworld in ancient Egypt a part of?,Who is the god of the underworld in ancient Egyptian mythology?,Osiris is the god of the underworld in ancient Egyptian mythology.,Osiris,True,0.16666666666666669,0.0,预测答案“Osiris”直接给出了古埃及神话中冥界之神的正确名字，包含了标准答案的核心关键信息。虽然它没有提供完整的句子结构，但在语义上与标准答案完全等价，准确回答了所提出的问题。,N/A,N/A,N/A,N/A,N/A
"Who is the grandmother of Philippe, Duke of Orléans?","Who is Philippe, Duke of Orléans?","Philippe, Duke of Orléans (1640–1701) was the younger son of King Louis XIII of France and Anne of Austria, making him the younger brother of King Louis XIV. He was originally styled Duke of Anjou and became Duke of Orléans in 1660. He was also granted other titles such as Duke of Valois, Chartres, and Nemours. At court, he was known simply as 'Monsieur'.","Philippe, Duke of Orléans was the younger son of Louis XIII of France and his wife, Anne of Austria. He became the Duke of Orléans upon the death of his uncle Gaston in 1660 and was known as ""Monsieur"" at the court of France. He was the father of Louis Philippe I, who would later become King of the French.",False,0.6250000000000001,0.0,预测答案虽然包含了部分关键信息（如路易十三与安妮之子、1660年成为奥尔良公爵、被称为“Monsieur”），但遗漏了他是路易十四弟弟这一核心身份信息。此外，预测答案错误地指出他是路易·菲利普一世的父亲（实际上路易·菲利普一世是其曾孙），包含事实性错误，因此不能算作正确回答。,N/A,N/A,N/A,N/A,N/A
"Who is the grandmother of Philippe, Duke of Orléans?",Who was the mother of King Louis XIII of France?,Marie de' Medici was the mother of King Louis XIII of France.,Marie de' Medici,True,0.47058823529411764,0.0,预测答案“Marie de' Medici”准确给出了问题所问的人物，包含了标准答案中的核心关键信息。虽然它没有使用完整的句子结构，但在语义上与标准答案完全等价，正确回答了法国国王路易十三的母亲是谁这一问题。,N/A,N/A,N/A,N/A,N/A
In which district was Alhandra born?,Who is Alhandra?,"Alhandra is the nickname for Luís Miguel Assunção Joaquim, a Portuguese retired footballer who played mainly as a left back but could also appear as a midfielder. He was born on 5 March 1979 in Vila Franca de Xira, Lisbon.","Luís Miguel Assunção Joaquim, known as Alhandra, is a Portuguese retired footballer who played mainly as a left back and could also appear as a midfielder.",True,0.6666666666666667,0.0,预测答案准确指出了Alhandra是葡萄牙退役足球运动员Luís Miguel Assunção Joaquim的昵称，并包含了其场上位置等核心信息。虽然缺少了出生日期和地点等细节，但核心语义与标准答案完全一致，正确回答了问题。,N/A,N/A,N/A,N/A,N/A
What recognition did the actor of Truman Capote from Capote receive?,Who played Truman Capote in the movie Capote?,Philip Seymour Hoffman played Truman Capote in the movie 'Capote'.,Philip Seymour Hoffman,True,0.6086956521739131,0.0,预测答案“Philip Seymour Hoffman”直接给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然它没有包含完整的句子结构，但在语义上与标准答案完全等价，准确地回答了谁在电影中扮演了杜鲁门·卡波特的问题。,N/A,N/A,N/A,N/A,N/A
In which borough was Callum McManaman born?,Callum McManaman birthplace,"Whiston, Merseyside","Whiston, Merseyside, England",True,0.8,0.0,"预测答案“Whiston, Merseyside, England”完全包含了标准答案“Whiston, Merseyside”的关键信息，并且补充了更具体的地理层级“England”。两者在语义上完全等价，均准确回答了关于出生地的问题，符合评估标准。",N/A,N/A,N/A,N/A,N/A
What province shares a border with the province where Lago District is located?,In which province is Lago District located?,Niassa Province,La Mauricie National Park,False,0,0.0,预测答案“La Mauricie National Park”与标准答案“Niassa Province”完全不一致。预测答案给出的是一个国家公园，而标准答案是莫桑比克的一个省份，两者在语义上没有任何关联，因此预测答案未能正确回答问题。,N/A,N/A,N/A,N/A,N/A
What province shares a border with the province where Lago District is located?,Which provinces share a border with Niassa Province?,Niassa Province borders Cabo Delgado Province and Tanzania.,"Cabo Delgado Province, Gaza Province, Inharrime District, and Lichinga.",False,0.3703703703703703,0.0,预测答案未能包含标准答案的关键信息。标准答案明确指出Niassa省与Cabo Delgado省和坦桑尼亚接壤，而预测答案虽然提到了Cabo Delgado省，但错误地加入了Gaza省、Inharrime区和Lichinga，并且遗漏了关键的坦桑尼亚。因此两者在语义上不等价。,N/A,N/A,N/A,N/A,N/A
What is the record label of the Metalworks Studio founder?,Who is the founder of Metalworks Studio?,Gil Moore,Gil Moore,True,1.0,1.0,预测答案“Gil Moore”与标准答案完全一致，准确包含了问题的关键信息，正确回答了关于Metalworks Studio创始人的问题，语义完全等价。,N/A,N/A,N/A,N/A,N/A
What is the record label of the Metalworks Studio founder?,What record label is Gil Moore associated with?,Gil Moore is associated with the record label TRC (later renamed TML Entertainment).,"30DocumentDocument: The Institute was founded by Gil Moore (Inductee of the Mississauga Music Walk of Fame) of the Canadian rock band Triumph (inductees into the Canadian Music Hall of Fame), and is the educational extension of Metalworks Studios, Canada's largest music recording studio, and Metalworks Production Group. The institute offers online courses and 30-week, one and two year diploma programs in a variety of entertainment art disciplines. In 2016, Metalworks Institute received the inaugural Canadian Music & Broadcast Industry award for Music School of the Year.
Document: The label was previously known as TRC from 1995 until 2003. The decision for Triumph to launch their own label came after the band's 10 year/5 album contract with MCA Records expired at the end of 1994. Subsequently, all of Triumph's albums were re-released on the TRC imprint using the 1980s remasters. Then in 2003, TRC changed its name to TML Entertainment with the release of Triumph's live album and DVD Live at the US Festival. Over the last few years, TML has re-released the whole catalog with new remastered versions done in 2004/2005 and the concert DVD ""A Night with Triumph"". Universal Music Group distributes the band's label in Canada and ADA (a small subsidiary of the Warner Music Group) in the US.
Document: The label was previously known as TRC from 1995 until 2003. The decision for Triumph to launch their own label came after the band's 10 year/5 album contract with MCA Records expired at the end of 1994. Subsequently, all of Triumph's albums were re-released on the TRC imprint using the 1980s remasters. Then in 2003, TRC changed its name to TML Entertainment with the release of Triumph's live album and DVD Live at the US Festival. Over the last few years, TML has re-released the whole catalog with new remastered versions done in 2004/2005 and the concert DVD ""A Night with Triumph"". Universal Music Group distributes the band's label in Canada and ADA (a small subsidiary of the Warner Music Group) in the US.
Document: The",False,0.07207207207207207,0.0,预测答案并没有直接给出问题的结论，而是提供了一堆包含冗余前缀（如“30DocumentDocument:”）的检索文档片段。虽然文档中隐含了TRC和TML Entertainment的信息，但预测答案本身并未提取并形成对问题的有效回答，不符合包含标准答案关键信息的要求。,N/A,N/A,N/A,N/A,N/A
What is the goal of the group that European Movement Germany is a member of?,Which group is European Movement Germany a member of?,European Movement Germany is a member of the European Movement International.,European Movement International,True,0.5,0.0,预测答案“European Movement International”直接给出了问题所询问的组织名称，包含了标准答案的核心关键信息。虽然它省略了主语部分，但在语义上与标准答案完全等价，准确回答了问题。,N/A,N/A,N/A,N/A,N/A
What is the goal of the group that European Movement Germany is a member of?,What is the goal or mission of the European Movement International?,The goal of the European Movement International is to promote European integration and disseminate information about it.,"promoting European integration, and disseminating information about it",True,0.5833333333333334,0.0,预测答案包含了标准答案中的核心关键信息，即“促进欧洲一体化”和“传播相关信息”。尽管预测答案在语法结构上省略了主语，仅使用了动名词短语，但其表达的含义与标准答案在语义上完全等价，符合允许措辞细微差异的评判标准。,N/A,N/A,N/A,N/A,N/A
The city which contains Broadhurst Park shares a border with what town?,Which city contains Broadhurst Park?,"Moston, Manchester, England","Moston, Manchester, England",True,1.0,1.0,"预测答案与标准答案完全一致，均为“Moston, Manchester, England”。预测答案准确且完整地包含了标准答案中的所有关键信息，在语义上完全等价，正确地回答了关于Broadhurst Park所在城市的问题。",N/A,N/A,N/A,N/A,N/A
The city which contains Broadhurst Park shares a border with what town?,"Which towns share a border with the city of Manchester, England?",Moston shares a border with the city of Manchester.,"Moston and Middleton share a border with the city of Manchester, England.",True,0.6666666666666667,0.0,"预测答案不仅包含了标准答案中的关键信息“Moston”，还额外补充了“Middleton”，且两者均与问题中要求的“the city of Manchester, England”接壤。预测答案完全涵盖了标准答案的语义，并提供了更丰富的信息，因此判定为正确。",N/A,N/A,N/A,N/A,N/A
In which state is Vera Barbosa's place of birth located?,What is Vera Barbosa's place of birth?,"Vila Franca de Xira, Portugal","13 January 1989
Vera Barbosa was born on 13 January 1989 in Vila Franca de Xira, Portugal. Vila Franca de Xira is a municipality in the Lisbon District of Portugal. The reference material provided does not explicitly state her place of birth, but it mentions her birth date and location, which can be inferred to be Vila Franca de Xira, Portugal, based on the context.",True,0,0.0,"预测答案中明确提到了“Vila Barbosa was born on 13 January 1989 in Vila Franca de Xira, Portugal”，其中包含了标准答案中的关键信息“Vila Franca de Xira, Portugal”。虽然预测答案开头多出了出生日期，且包含了一些关于参考资料的冗余说明，但其核心语义与标准答案完全一致，正确回答了问题。",N/A,N/A,N/A,N/A,N/A
In which state is Vera Barbosa's place of birth located?,"In which state is Vila Franca de Xira, Portugal located?",Vila Franca de Xira is located in the Lisbon District of Portugal.,Lisbon District,True,0.25,0.0,预测答案“Lisbon District”直接提供了问题所询问的地理位置信息，与标准答案中的核心内容完全一致。虽然预测答案省略了部分上下文语句，但其包含的关键信息准确无误，在语义上与标准答案等价，正确地回答了问题。,N/A,N/A,N/A,N/A,N/A
What company succeeded the owner of Empire Sports Network?,Who owned Empire Sports Network?,Empire Sports Network was owned by the Adelphia Communications Corporation.,Adelphia Communications Corporation,True,0.33333333333333337,0.0,预测答案“Adelphia Communications Corporation”直接给出了问题的核心主体，包含了标准答案中的关键信息。虽然省略了“was owned by”等修饰性词语，但在语义上与标准答案完全等价，准确回答了谁拥有Empire Sports Network的问题。,N/A,N/A,N/A,N/A,N/A
What company succeeded the owner of Empire Sports Network?,What company succeeded Adelphia Communications Corporation?,"Time Warner Cable acquired assets from the bankrupt Adelphia, and a new company, Windjammer Communications, was formed from the sale of some of these systems.",Windjammer Communications,True,0.21428571428571425,0.0,预测答案“Windjammer Communications”准确提取了标准答案中的核心实体信息。标准答案指出Adelphia破产后，其部分系统被出售并组建了新公司Windjammer Communications，预测答案直接给出了这个接替成立的公司名称，语义上与标准答案的关键信息完全一致。,N/A,N/A,N/A,N/A,N/A
What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,What body of water is Bartram's Covered Bridge located on?,Crum Creek,Mad River,False,0,0.0,预测答案给出的水体名称是“Mad River”，而标准答案明确指出Bartram's Covered Bridge位于“Crum Creek”上。两者是完全不同的水体名称，在语义上没有任何关联，预测答案未能包含标准答案的关键信息，因此回答错误。,N/A,N/A,N/A,N/A,N/A
What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,What watercourse does Crum Creek flow into?,Crum Creek flows into the Delaware River.,Delaware River,True,0.4444444444444445,0.0,预测答案“Delaware River”直接给出了Crum Creek所流入的水道名称，包含了标准答案的核心关键信息。虽然它省略了主语和谓语，但在语义上与标准答案完全等价，准确回答了问题。,N/A,N/A,N/A,N/A,N/A
What is the ruler of the underworld in ancient Egypt a part of?,Who is the ruler of the underworld in ancient Egyptian mythology?,Osiris is the ruler of the underworld in ancient Egyptian mythology.,Osiris,True,0.16666666666666669,0.0,预测答案“Osiris”直接给出了古埃及神话中冥界统治者的名字，包含了标准答案的核心关键信息。虽然它没有完整的句子结构，但在语义上与标准答案完全等价，准确回答了问题。,N/A,N/A,N/A,N/A,N/A
What is the ruler of the underworld in ancient Egypt a part of?,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",Osiris is a part of the ancient Egyptian mythological system and pantheon of deities.,Ancient Egyptian religion,True,0.2727272727272727,0.0,预测答案“Ancient Egyptian religion”直接回应了问题所询问的概念框架。虽然其表述比标准答案更为简略，但核心语义一致，准确指出了Osiris所属的古代埃及神话体系和宗教背景，符合意思一致的要求。,N/A,N/A,N/A,N/A,N/A
What other county does the county where Imperial is located share a border with?,In which county is Imperial located?,"Imperial is located in Pecos County, Texas.",Pecos County,True,0.4,0.0,预测答案“Pecos County”直接包含了标准答案中的核心地理位置信息。虽然它省略了“Texas”这一州名，但已经准确回答了问题所问的“位于哪个县”，在语义上与标准答案完全一致，符合允许措辞细微差异的评判标准。,N/A,N/A,N/A,N/A,N/A
What other county does the county where Imperial is located share a border with?,"What other counties share a border with Pecos County, Texas?",Crockett County shares a border with Pecos County.,"Crockett County and Armstrong CountyDocument: Imperial, Texas: Imperial is a census-designated place (CDP) in Pecos County, Texas, United States. There is no information provided about other counties sharing a border with Pecos County in the given documents. However, based on the information provided about Imperial, Texas, we can infer that Crockett County and Armstrong County share a border with Pecos County, as Washburn, an unincorporated community in Armstrong County, is mentioned in the context of being near Pecos County. Document: Washburn, Texas: Washburn is an unincorporated community in Armstrong County, Texas, United States. It is located approximately 20 miles east of Amarillo and is part of the Amarillo Metropolitan Statistical Area. While not explicitly stated, it can be reasonably inferred that Armstrong County shares a border with Pecos County, given the proximity of Washburn to Imperial, a CDP in Pecos County. Therefore, Crockett County and Armstrong County are the other counties that share a border with Pecos County, Texas.",False,0.08465608465608467,0.0,预测答案虽然包含了标准答案中的“Crockett County”，但它额外添加了“Armstrong County”。根据提供的文档内容，关于Armstrong County与Pecos County接壤的推断是错误的（Washburn位于Amarillo附近，距离Pecos County非常遥远）。预测答案包含了与事实不符的多余信息，未能与标准答案在语义上保持等价，因此判定为错误。,N/A,N/A,N/A,N/A,N/A
