example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens
0,0,oracle_full_attention,0.05,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,65
0,0,fusionrag_qk,0.05,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,65
0,0,draft_selected_set,0.05,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,65
1,0,oracle_full_attention,0.05,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,64
1,0,fusionrag_qk,0.05,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,64
1,0,draft_selected_set,0.05,"Corfe Mullen, Dorset, England","Dorset, England",0.5454545454545454,0.0,64
2,0,oracle_full_attention,0.05,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,72
2,0,fusionrag_qk,0.05,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,72
2,0,draft_selected_set,0.05,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,72
3,0,oracle_full_attention,0.05,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,"Sigrid Sture (or Sigrid Sture Banér, as she styled herself later in life) is the child of Peter Andreas Heiberg, based on the information that she is described as the niece of queen Margaret Leijonhufvud, who would be the sister of Peter Andreas Heib",0.30985915492957744,0.0,57
3,0,fusionrag_qk,0.05,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,57
3,0,draft_selected_set,0.05,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,57
3,1,oracle_full_attention,0.05,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,67
3,1,fusionrag_qk,0.05,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,67
3,1,draft_selected_set,0.05,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,67
4,0,oracle_full_attention,0.05,"Alice de Lusignan had a uterine half-brother, King Henry III of England.","John of Gaunt, 1st Duke of Lancaster and Isabella of Angoulême",0.05555555555555555,0.0,58
4,0,fusionrag_qk,0.05,"Alice de Lusignan had a uterine half-brother, King Henry III of England.","Joan de Geneville, Countess of Westmorland",0.27586206896551724,0.0,58
4,0,draft_selected_set,0.05,"Alice de Lusignan had a uterine half-brother, King Henry III of England.",King Henry III of England and Matilda of Flanders,0.3870967741935484,0.0,58
4,1,oracle_full_attention,0.05,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1216 and 1220,0.4,0.0,103
4,1,fusionrag_qk,0.05,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,103
4,1,draft_selected_set,0.05,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,103
6,0,oracle_full_attention,0.05,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,74
6,0,fusionrag_qk,0.05,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,74
6,0,draft_selected_set,0.05,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,74
7,0,oracle_full_attention,0.05,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,79
7,0,fusionrag_qk,0.05,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,79
7,0,draft_selected_set,0.05,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,79
7,1,oracle_full_attention,0.05,Ernst Mach was a professor at Charles University in Prague.,"Charles University in PragueDocument: Friedrich Hayek: Initially sympathetic to Wieser's democratic socialism, Hayek's economic thinking shifted away from socialism and toward the classical liberalism of Carl Menger after reading von Mises' book Socialism. It was sometime after reading Socialism that Hayek began attending von Mises",0.11940298507462686,0.0,73
7,1,fusionrag_qk,0.05,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,73
7,1,draft_selected_set,0.05,Ernst Mach was a professor at Charles University in Prague.,"Charles University in PragueDocument: Vinko Dvořák: He studied mathematics and physics at the Charles University in Prague, and after graduating he became an assistant to professor Ernst Mach. After obtaining his doctorate in Prague in 1873/1874 he came to Zagreb (at",0.2816901408450704,0.0,73
9,0,oracle_full_attention,0.05,King Richard I of England,Richard I,0.5,0.0,99
9,0,fusionrag_qk,0.05,King Richard I of England,Richard I,0.5,0.0,99
9,0,draft_selected_set,0.05,King Richard I of England,Richard I,0.5,0.0,99
9,1,oracle_full_attention,0.05,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard I's fleet to reach Acre,0.27586206896551724,0.0,136
9,1,fusionrag_qk,0.05,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet in April 1191 that left Messina to reach Acre was dispersed by a storm.,0.7391304347826085,0.0,136
9,1,draft_selected_set,0.05,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet in April 1191 that left Messina to reach Acre was dispersed by a storm.,0.7391304347826085,0.0,136
10,0,oracle_full_attention,0.05,George Packer,George Packer,1.0,1.0,75
10,0,fusionrag_qk,0.05,George Packer,George Packer,1.0,1.0,75
10,0,draft_selected_set,0.05,George Packer,George Packer,1.0,1.0,75
10,1,oracle_full_attention,0.05,Peace Corps,Peace Corps,1.0,1.0,86
10,1,fusionrag_qk,0.05,Peace Corps,Peace Corps,1.0,1.0,86
10,1,draft_selected_set,0.05,Peace Corps,Peace Corps,1.0,1.0,86
