example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens
0,0,oracle_full_attention,0.5,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network (NCN),0.4210526315789474,0.0,656
0,0,fusionrag_qk,0.5,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,656
0,0,draft_selected_set,0.5,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,656
1,0,oracle_full_attention,0.5,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,647
1,0,fusionrag_qk,0.5,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,647
1,0,draft_selected_set,0.5,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,647
2,0,oracle_full_attention,0.5,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,720
2,0,fusionrag_qk,0.5,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Washington Island, Door County Wisconsin",0.5,0.0,720
2,0,draft_selected_set,0.5,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,720
3,0,oracle_full_attention,0.5,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,577
3,0,fusionrag_qk,0.5,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,577
3,0,draft_selected_set,0.5,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,577
3,1,oracle_full_attention,0.5,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,676
3,1,fusionrag_qk,0.5,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,676
3,1,draft_selected_set,0.5,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,676
4,0,oracle_full_attention,0.5,"Alice de Lusignan had a uterine half-brother, King Henry III of England.","Alice de Lusignan, Countess of Surrey had siblings including Hugh of Lusignan and Count of La Marche, and possibly other unnamed siblings given the uncertainty about her exact siblings. However, specific names of all her siblings are not provided in the given documents.",0.20289855072463772,0.0,589
4,0,fusionrag_qk,0.5,"Alice de Lusignan had a uterine half-brother, King Henry III of England.","Alice de Lusignan, Countess of Surrey had siblings including Geoffrey de Geneville, 1st Baron Geneville and Maud de Lacy based on the information that she inherited the estates of her grandparents, Geoffrey de Geneville, 1st Baron Geneville, and Maud de Lacy,",0.175,0.0,589
4,0,draft_selected_set,0.5,"Alice de Lusignan had a uterine half-brother, King Henry III of England.",King Henry III of England,0.4799999999999999,0.0,589
4,1,oracle_full_attention,0.5,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,1037
4,1,fusionrag_qk,0.5,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,1037
4,1,draft_selected_set,0.5,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1216 and 1220,0.4,0.0,1037
6,0,oracle_full_attention,0.5,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,745
6,0,fusionrag_qk,0.5,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,745
6,0,draft_selected_set,0.5,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,745
7,0,oracle_full_attention,0.5,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,793
7,0,fusionrag_qk,0.5,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,793
7,0,draft_selected_set,0.5,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,793
7,1,oracle_full_attention,0.5,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,733
7,1,fusionrag_qk,0.5,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,733
7,1,draft_selected_set,0.5,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,733
9,0,oracle_full_attention,0.5,King Richard I of England,Richard I,0.5,0.0,999
9,0,fusionrag_qk,0.5,King Richard I of England,Richard I,0.5,0.0,999
9,0,draft_selected_set,0.5,King Richard I of England,Richard I,0.5,0.0,999
9,1,oracle_full_attention,0.5,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.","Richard the Lion-hearted left Messina with a large fleet in order to reach Acre, but a storm dispersed the fleet.",0.47619047619047616,0.0,1361
9,1,fusionrag_qk,0.5,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.","Richard the Lion-hearted left Messina with a large fleet in April 1191 with the intention of reaching Acre, but the fleet was dispersed by a storm.",0.6666666666666666,0.0,1361
9,1,draft_selected_set,0.5,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet to reach Acre,0.25806451612903225,0.0,1361
10,0,oracle_full_attention,0.5,George Packer,George Packer,1.0,1.0,752
