example_id,sub_question_id,selector,rate,doc_len,selected_tokens,ideal_mass_all_layer,ideal_mass_last_layer,jaccard_with_oracle_all_layer,score_cosine_all_layer,score_js_all_layer,score_spearman_all_layer,full_attention_time_s,selector_time_s
0,0,oracle_full_attention,0.3,1313,393,0.604246973991394,0.970264196395874,1.0,0.9999999403953552,0.0,1.0,0.49105005990713835,0.49105005990713835
0,0,fusionrag_qk,0.3,1313,393,0.40283697843551636,0.21725542843341827,0.29276315789473684,0.2866208255290985,0.20520418086985415,0.26812995237173104,0.49105005990713835,0.0804605782032013
0,0,draft_selected_set,0.3,1313,393,0.4695565104484558,0.11120815575122833,0.3435897435897436,0.5686854124069214,0.2889568549950235,0.14615403912336028,0.49105005990713835,0.3522880128584802
0,0,random,0.3,1313,393,0.3061063289642334,0.3575074076652527,0.17313432835820897,0.6625954508781433,0.07077445300170213,-0.2638967101624193,0.49105005990713835,0.0
1,0,oracle_full_attention,0.3,1295,388,0.5943567752838135,0.9981231689453125,1.0,0.9999997615814209,0.0,1.0,0.27893841499462724,0.27893841499462724
1,0,fusionrag_qk,0.3,1295,388,0.37636300921440125,0.11398229748010635,0.25363489499192243,0.29164788126945496,0.21053769820146762,0.2228674148704936,0.27893841499462724,0.02695333119481802
1,0,draft_selected_set,0.3,1295,388,0.39555037021636963,0.3070996105670929,0.29333333333333333,0.4696938395500183,0.3280108851323108,0.08888433746688452,0.27893841499462724,0.12712936010211706
1,0,random,0.3,1295,388,0.2797262668609619,0.3255177438259125,0.14962962962962964,0.6499712467193604,0.06868462204852319,-0.3187296893391652,0.27893841499462724,0.0
2,0,oracle_full_attention,0.3,1441,432,0.6074515581130981,0.996730625629425,1.0,1.0000001192092896,0.0,1.0,0.2977720210328698,0.2977720210328698
2,0,fusionrag_qk,0.3,1441,432,0.37067562341690063,0.3111123740673065,0.20502092050209206,0.23898111283779144,0.25493219179713433,0.035223531008382415,0.2977720210328698,0.03261916106566787
2,0,draft_selected_set,0.3,1441,432,0.4286332130432129,0.12437359988689423,0.24495677233429394,0.48368629813194275,0.32448695613308504,0.0009069276320652632,0.2977720210328698,0.13234994187951088
2,0,random,0.3,1441,432,0.3029336631298065,0.2086976021528244,0.18032786885245902,0.6178569793701172,0.07640954924133425,-0.34268804169498557,0.2977720210328698,0.0
3,0,oracle_full_attention,0.3,1154,346,0.5870975255966187,0.9604663848876953,1.0,0.9999999403953552,0.0,1.0,0.26230186596512794,0.26230186596512794
3,0,fusionrag_qk,0.3,1154,346,0.35081353783607483,0.209453284740448,0.2513562386980108,0.3848382830619812,0.1973142671879172,0.2589531540620271,0.26230186596512794,0.026907307095825672
3,0,draft_selected_set,0.3,1154,346,0.3115784525871277,0.45898377895355225,0.20347826086956522,0.38306233286857605,0.37036533480551986,-0.024719276515142996,0.26230186596512794,0.12149425316601992
3,0,random,0.3,1154,346,0.3003624975681305,0.3480764925479889,0.15912897822445563,0.6731896996498108,0.06390593231498969,-0.3698653275633352,0.26230186596512794,0.0
3,1,oracle_full_attention,0.3,1353,405,0.6024901866912842,0.9888806343078613,1.0,0.9999999403953552,0.0,1.0,0.28038298338651657,0.28038298338651657
3,1,fusionrag_qk,0.3,1353,405,0.36397886276245117,0.17663978040218353,0.26365054602184085,0.3473023772239685,0.1970903108513399,0.31183152473793546,0.28038298338651657,0.026837630197405815
3,1,draft_selected_set,0.3,1353,405,0.4092538356781006,0.29354652762413025,0.28164556962025317,0.49242690205574036,0.32031305239700947,0.08146470917280578,0.28038298338651657,0.12736559240147471
3,1,random,0.3,1353,405,0.33083945512771606,0.2196466624736786,0.19469026548672566,0.6583064198493958,0.07075534048727165,-0.3702043462413293,0.28038298338651657,0.0
4,0,oracle_full_attention,0.3,1178,353,0.5709103345870972,0.9704064130783081,1.0,0.9999998807907104,0.0,1.0,0.2631206978112459,0.2631206978112459
4,0,fusionrag_qk,0.3,1178,353,0.36346280574798584,0.28785160183906555,0.27207207207207207,0.3677816390991211,0.19415731017789517,0.3304998969933571,0.2631206978112459,0.027110499795526266
4,0,draft_selected_set,0.3,1178,353,0.3600442111492157,0.3166126012802124,0.24734982332155478,0.4622010588645935,0.339610472230232,0.052469038105880494,0.2631206978112459,0.12185197742655873
4,0,random,0.3,1178,353,0.31310155987739563,0.3811444044113159,0.1905564924114671,0.7027318477630615,0.05828402253006695,-0.3526860244768214,0.2631206978112459,0.0
4,1,oracle_full_attention,0.3,2075,622,0.6294122934341431,0.9962136149406433,1.0,1.0,0.0,1.0,0.37904375698417425,0.37904375698417425
4,1,fusionrag_qk,0.3,2075,622,0.3618519902229309,0.22187162935733795,0.24649298597194388,0.2805144488811493,0.22967663466031182,0.24813612666619272,0.37904375698417425,0.027117879129946232
4,1,draft_selected_set,0.3,2075,622,0.4528657793998718,0.397133469581604,0.33619763694951665,0.4955105185508728,0.30869277759415104,0.11572754714956968,0.37904375698417425,0.1713432571850717
4,1,random,0.3,2075,622,0.33347925543785095,0.3659527897834778,0.18363463368220742,0.5990579128265381,0.08504231128653902,-0.49890931281635664,0.37904375698417425,0.0
6,0,oracle_full_attention,0.3,1490,447,0.6096411347389221,0.9814162254333496,1.0,0.9999998807907104,0.0,1.0,0.2987930979579687,0.2987930979579687
