example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,draft32b_smart_frequency_global,0.15,50,37
0,1,draft32b_smart_frequency_global,0.15,92,27
0,2,draft32b_smart_frequency_global,0.15,76,11
0,3,draft32b_smart_frequency_global,0.15,98,6
0,4,draft32b_smart_frequency_global,0.15,52,13
0,5,draft32b_smart_frequency_global,0.15,214,20
0,6,draft32b_smart_frequency_global,0.15,121,9
0,7,draft32b_smart_frequency_global,0.15,301,14
0,8,draft32b_smart_frequency_global,0.15,84,18
0,9,draft32b_smart_frequency_global,0.15,83,20
0,0,draft32b_smart_mean_score_global,0.15,50,33
0,1,draft32b_smart_mean_score_global,0.15,92,21
0,2,draft32b_smart_mean_score_global,0.15,76,9
0,3,draft32b_smart_mean_score_global,0.15,98,7
0,4,draft32b_smart_mean_score_global,0.15,52,14
0,5,draft32b_smart_mean_score_global,0.15,214,22
0,6,draft32b_smart_mean_score_global,0.15,121,13
0,7,draft32b_smart_mean_score_global,0.15,301,23
0,8,draft32b_smart_mean_score_global,0.15,84,11
0,9,draft32b_smart_mean_score_global,0.15,83,22
0,0,draft32b_smart_max_score_global,0.15,50,34
0,1,draft32b_smart_max_score_global,0.15,92,22
0,2,draft32b_smart_max_score_global,0.15,76,8
0,3,draft32b_smart_max_score_global,0.15,98,7
0,4,draft32b_smart_max_score_global,0.15,52,15
0,5,draft32b_smart_max_score_global,0.15,214,24
0,6,draft32b_smart_max_score_global,0.15,121,12
0,7,draft32b_smart_max_score_global,0.15,301,23
0,8,draft32b_smart_max_score_global,0.15,84,11
0,9,draft32b_smart_max_score_global,0.15,83,19
0,0,draft32b_smart_top2_mean_global,0.15,50,34
0,1,draft32b_smart_top2_mean_global,0.15,92,21
0,2,draft32b_smart_top2_mean_global,0.15,76,8
0,3,draft32b_smart_top2_mean_global,0.15,98,7
0,4,draft32b_smart_top2_mean_global,0.15,52,14
0,5,draft32b_smart_top2_mean_global,0.15,214,23
0,6,draft32b_smart_top2_mean_global,0.15,121,14
0,7,draft32b_smart_top2_mean_global,0.15,301,24
0,8,draft32b_smart_top2_mean_global,0.15,84,11
0,9,draft32b_smart_top2_mean_global,0.15,83,19
