Question,Real Answer,Pred Answer
Where was the director of film Edges Of The Lord born?,Poznań,Poznań
Where was the father of Teobaldo Ii Ordelaffi born?,Italy,"Giorgio Ordelaffi, the father of Teobaldo II Ordelaffi, was born in Forlì, as he was the lord of Forlì and a member of the Ordelaffi"
Where was the husband of Maude Smith born?,"Toronto, Ontario","Toronto, Ontario"
"Which film was released earlier, Forbidden Daughters or The Third Kiss?",Forbidden Daughters,The Third Kiss
Does Leslie Pietrzyk have the same nationality as Marianne Wiggins?,yes,yes
"Who was born first, Bogdan Țăruș or Robert Wulnikowski?",Bogdan Țăruș,Bogdan Țăruș
"Which film has the director who died first, Folgore Division or Sandflow?",Sandflow,Folgore Division
"Which film has the director born later, From Corleone To Brooklyn or Durango Valley Raiders?",From Corleone To Brooklyn,From Corleone To Brooklyn
Are both Howard Lake (British Columbia) and North Buck Lake (Alberta) located in the same country?,yes,yes
Where was the place of death of the composer of song Gretchen Am Spinnrade?,Vienna,Vienna
"Who was born later, Hugh Evelyn Wortham or Johnny Ekström?",Johnny Ekström,Johnny Ekström
"Are both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, located in the same country?",yes,yes
What nationality is Elizabeth Of Rhuddlan's father?,England,English
"What is the cause of death of director of film I Will, I Will... For Now?",Parkinson,Parkinson's disease
"Who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?","Roger Mortimer, 1st Earl of March","Thomas de Berkeley, 3rd Baron Berkeley"
"Who died first, Albertus Seba or Ali Dinar?",Albertus Seba,Ali Dinar
"Who is the maternal grandfather of Marie Louise, Duchess Of Parma?",Ferdinand I of the Two Sicilies,"Francis II, Holy Roman Emperor"
"Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,Prince of Arcadia
Where was the director of film Love At First Sight (1985 Film) born?,Milan,Milan
Where did the director of film Nanon (1938 Film) die?,Köln,Cologne
