row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,0.6698284791782498,0.025138481985777617,0.2052106624469161,0.20421256823465228,0.35875733895227313,0.08072199579328299,656,683,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.5243476340547204,0.024138672277331352,0.13019314501434565,0.1291472059674561,0.2940208809450269,0.07599493581801653,647,672,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.5776308984495699,0.026507318951189518,0.13435132335871458,0.1333456803113222,0.352820361033082,0.06395189510658383,720,741,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.48593825893476605,0.02149266330525279,0.12473212368786335,0.12376622995361686,0.28268579300493,0.057027678936719894,577,603,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,True,3,1,1353,27,2172,0.5085893254727125,0.024200753774493933,0.12994047114625573,0.1290173940360546,0.2945741908624768,0.05987390968948603,676,703,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,True,4,0,1178,32,2002,0.4871625970117748,0.021409934852272272,0.12680755509063601,0.12589063309133053,0.2824025438167155,0.05654256325215101,589,621,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,True,4,1,2075,24,2891,0.7767600431106985,0.02940985281020403,0.17476875614374876,0.17345250584185123,0.4870334370061755,0.08554799715057015,1037,1061,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,True,6,0,1490,21,2303,0.5758493174798787,0.024278006050735712,0.1347698443569243,0.13384745828807354,0.35367593402042985,0.0631255330517888,745,766,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.5939026577398181,0.02345543773844838,0.13953799149021506,0.1385207762941718,0.3677238207310438,0.06318540778011084,793,820,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.5794626888819039,0.02464695693925023,0.13466612109914422,0.1335396501235664,0.3533984003588557,0.06675121048465371,733,761,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,0.6890695504844189,0.025469597429037094,0.16901184152811766,0.167852230835706,0.41168013215065,0.0829079793766141,999,1024,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,0.8783241668716073,0.032009751070290804,0.21283023664727807,0.21147740492597222,0.5383323850110173,0.0951517941430211,1361,1394,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,0.5866475780494511,0.022702975198626518,0.13823750521987677,0.1372672668658197,0.36730292392894626,0.05840417370200157,752,777,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,0.6631904412060976,0.0259237103164196,0.1581316851079464,0.157106664031744,0.4053484098985791,0.07378663588315248,869,893,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,0.5031467191874981,0.024384956806898117,0.12943504517897964,0.12855516793206334,0.2936651189811528,0.05566159822046757,615,642,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,0.4852898274548352,0.023833829909563065,0.1252222782932222,0.12440741108730435,0.28209307277575135,0.05414064647629857,602,628,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
16,False,12,0,2011,32,2835,0.7611568816937506,0.025612376164644957,0.17328075366094708,0.1721570729278028,0.4888115436770022,0.07345220819115639,1005,1037,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?
17,False,12,1,2101,30,2923,0.7721149167045951,0.028890623711049557,0.1828920617699623,0.18156136898323894,0.4873440000228584,0.07298823120072484,1050,1080,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?
18,False,13,0,1142,21,1955,0.48044786509126425,0.020802412647753954,0.12488045077770948,0.12401417410001159,0.2825446119531989,0.0522203897126019,571,592,What year was the father of Katherine of England crowned?,Who is Katherine of England?
19,False,13,1,2083,25,2900,0.7661354038864374,0.029216977767646313,0.1744219157844782,0.17294699884951115,0.4867797177284956,0.07571679260581732,1041,1066,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?
20,False,14,0,1057,36,1885,0.4760506125167012,0.020614900160580873,0.1213306412100792,0.12040563905611634,0.2818295732140541,0.05227549793198705,528,564,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?
21,False,14,1,1681,24,2497,0.6515905279666185,0.026627978309988976,0.15850376477465034,0.15747488383203745,0.39531497191637754,0.07114381296560168,840,864,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?
22,False,15,0,678,23,1493,0.39384192042052746,0.018808210268616676,0.09301062533631921,0.09233755199238658,0.2398302871733904,0.042192797642201185,339,362,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?
23,False,15,1,1121,28,1941,0.48275012895464897,0.02240973711013794,0.1245012441650033,0.12354973936453462,0.2826849389821291,0.053154208697378635,560,588,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?"
24,False,16,0,1515,28,2335,0.5922831422649324,0.023226626683026552,0.1396712944842875,0.13841677317395806,0.36790090007707477,0.061484321020543575,757,785,"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?
25,False,16,1,2189,30,3011,0.7818688903935254,0.03220674488693476,0.17981724115088582,0.17855123477056623,0.4871935131959617,0.08265139115974307,1094,1124,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?
26,False,17,0,1415,28,2235,0.5682354075834155,0.022463062312453985,0.13464708160609007,0.13363830372691154,0.3533724658191204,0.05775279784575105,707,735,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?
27,False,17,1,1936,30,2758,0.681819359306246,0.028941786848008633,0.1683992799371481,0.16732408897951245,0.41280341893434525,0.07167487358674407,968,998,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?
28,False,18,0,1020,28,1840,0.47520474158227444,0.02044436801224947,0.12038930738344789,0.11952353129163384,0.2823926522396505,0.051978413946926594,510,538,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?
29,False,18,1,1206,22,2020,0.4907222269102931,0.025079508777707815,0.12539129797369242,0.12431093398481607,0.28271535178646445,0.05753606837242842,603,625,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?
30,False,19,0,1034,22,1848,0.4731716890819371,0.02029857924208045,0.11970198014751077,0.11886593513190746,0.28294470719993114,0.05022642249241471,517,539,What team was Anna Benson's husband on?,Who is Anna Benson's husband?
31,False,19,1,1580,27,2399,0.5991833186708391,0.024941694922745228,0.1395708518102765,0.1385887642391026,0.3678681612946093,0.06680261064320803,790,817,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?
32,False,20,0,1519,26,2337,0.5894129648804665,0.02306682290509343,0.1390612479299307,0.13807078124955297,0.36805734410881996,0.05922754993662238,759,785,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?
33,False,20,1,2265,41,3098,0.7972029410302639,0.02897596312686801,0.19446368189528584,0.19315914204344153,0.49090431118384004,0.08285898482427001,1132,1173,What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?
34,False,21,0,1749,27,2568,0.6653244695626199,0.024388968013226986,0.1617563609033823,0.16072998568415642,0.41377309896051884,0.0654060416854918,874,901,When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?
35,False,21,1,2118,21,2931,0.7655135057866573,0.029160586651414633,0.17531160078942776,0.1738659110851586,0.4872549488209188,0.07378636952489614,1059,1080,When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?
36,False,24,0,1556,26,2374,0.5937416609376669,0.023237748071551323,0.1396822165697813,0.13867972092702985,0.3680243003182113,0.06279739597812295,778,804,What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?
37,False,24,1,1997,25,2814,0.6856658509932458,0.027608755975961685,0.16898908000439405,0.16779609117656946,0.41216968977823853,0.07689832523465157,998,1023,What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?
38,False,25,0,789,26,1607,0.4052392761223018,0.018604164011776447,0.1017509838566184,0.10097345802932978,0.24094884656369686,0.043935281690210104,394,420,What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?
39,False,25,1,1127,25,1944,0.48121997667476535,0.02262733969837427,0.12370358593761921,0.12289517372846603,0.2825039206072688,0.05238513043150306,563,588,What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?
40,False,26,0,1534,26,2352,0.5908482209779322,0.023943380918353796,0.13888579420745373,0.1378858690150082,0.3678495390340686,0.06016950681805611,767,793,Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?
41,False,27,0,1337,26,2155,0.5012746416032314,0.021824187133461237,0.12990759639069438,0.12897107610478997,0.29380954429507256,0.05573331378400326,668,694,Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?
42,False,27,1,1444,23,2259,0.5723155695013702,0.02436885889619589,0.1348085724748671,0.13376058312132955,0.3535741250962019,0.0595640130341053,722,745,Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?
43,False,32,0,1439,27,2258,0.5747329676523805,0.02261645719408989,0.13465573685243726,0.13356721308082342,0.35990912886336446,0.05755164474248886,719,746,Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?
44,False,32,1,1722,29,2543,0.6540060113184154,0.025856478605419397,0.15892980247735977,0.15789238177239895,0.40363368298858404,0.06558604724705219,861,890,Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?
45,False,33,0,775,24,1591,0.40674206148833036,0.01957895513623953,0.10147357964888215,0.10074146278202534,0.24028533790260553,0.04540418880060315,387,411,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?
46,False,35,0,1174,25,1991,0.48734907479956746,0.021380160935223103,0.12567276787012815,0.12485018093138933,0.2823991859331727,0.0578969600610435,587,612,What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?
47,False,35,1,1215,22,2029,0.48531750682741404,0.022801484912633896,0.12543501099571586,0.1245697452686727,0.2823553653433919,0.05472564557567239,607,629,What year did the author of Prince Prigio die?,What year did Andrew Lang die?
48,False,36,0,1463,23,2278,0.5679732533171773,0.022772648837417364,0.13453471660614014,0.1335844686254859,0.353634100407362,0.05703178746625781,731,754,In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?
49,False,36,1,1820,25,2637,0.6699804882518947,0.026223073713481426,0.16362333064898849,0.16266134520992637,0.4130957452580333,0.06703833863139153,910,935,In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?"
50,False,37,0,1072,28,1892,0.47341436985880136,0.02071708394214511,0.12063719518482685,0.11980362795293331,0.28189684078097343,0.05016324995085597,536,564,Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?
51,False,37,1,1291,50,2133,0.5038507832214236,0.023556536994874477,0.13043244881555438,0.12953259190544486,0.29451609682291746,0.05534570058807731,645,695,Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?"
52,False,38,0,809,24,1625,0.4075060891918838,0.019110601861029863,0.10187522089108825,0.10101612377911806,0.2415997888892889,0.04492047755047679,404,428,What county is the NRHEG High School located in?,Where is NRHEG High School located?
53,False,38,1,992,26,1810,0.4720517070963979,0.021614874247461557,0.11920629395172,0.11836588801816106,0.2825992829166353,0.048631255980581045,496,522,What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?"
54,False,39,0,965,34,1791,0.4557983395643532,0.019768116995692253,0.1068317205645144,0.10607777535915375,0.2823996739462018,0.046798828057944775,482,516,Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?
55,False,39,1,1355,30,2177,0.5683423979207873,0.023538168985396624,0.13352714385837317,0.13262056605890393,0.3544525750912726,0.05682450998574495,677,707,Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?
56,False,40,0,1089,22,1903,0.47740799421444535,0.020402132999151945,0.12047863518819213,0.119688228238374,0.28165459213778377,0.05487263388931751,544,566,When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?
57,False,40,1,1515,27,2334,0.597334866411984,0.02493422105908394,0.14003850426524878,0.139056745916605,0.3695638948120177,0.06279824627563357,757,784,When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?
58,False,43,0,838,21,1651,0.4065032140351832,0.018771266099065542,0.10176361305639148,0.1010557129047811,0.24121842719614506,0.044749907683581114,419,440,What county shares a border with Cedar Springs?,Where is Cedar Springs located?
59,False,43,1,991,26,1809,0.4757258240133524,0.023223210126161575,0.11910834209993482,0.11830191966146231,0.2831520540639758,0.05024221772328019,495,521,What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?"
60,False,44,0,998,22,1812,0.4719996186904609,0.02001540781930089,0.12116440897807479,0.12044459767639637,0.28275758028030396,0.048062221612781286,499,521,Bancroft's county borders what county?,Where is Bancroft located?
61,False,44,1,1107,26,1925,0.47705071372911334,0.020546468906104565,0.12414371268823743,0.12336560897529125,0.28274455992504954,0.049615972209721804,553,579,Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?"
62,False,44,2,1603,23,2418,0.5943516846746206,0.02518726186826825,0.13944376492872834,0.1385074518620968,0.3680717619135976,0.06164889596402645,801,824,Bancroft's county borders what county?,Which counties border Hastings County in Ontario?
63,False,45,0,1538,23,2353,0.589098434895277,0.023268333170562983,0.13912147004157305,0.13811920210719109,0.36729021510109305,0.05941841658204794,769,792,Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?
64,False,45,1,1820,30,2642,0.6760166212916374,0.027640521991997957,0.16450162325054407,0.16310705104842782,0.41537952702492476,0.06849494902417064,910,940,Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?
