Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason
What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?,Central Equatoria,"</think>

Answer: Central Equatoria",True,0,0.0,预测答案“Central Equatoria”与标准答案完全一致，准确地给出了包含朱巴的行政领土实体，包含了标准答案的所有关键信息，语义完全等价，因此判断为正确。
What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?,Eastern Equatoria shares a border with Central Equatoria.,"</think>

The places that share a border with Central Equatoria are Eastern Equatoria and the national capital, Juba.",True,0,0.0,预测答案明确指出了“Eastern Equatoria”与Central Equatoria接壤，完整包含了标准答案的核心信息。尽管预测答案额外补充了Juba这一信息，但这并未削弱或否定标准答案的内容，符合包含关键信息及语义等价的判断标准。
Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?,Colin Firth,Answer: Colin Firth,True,0.8571428571428571,0.0,预测答案明确指出了在电影《国王的演讲》中饰演乔治六世的演员是Colin Firth，这与标准答案完全一致。虽然预测答案多包含了“Answer:”这样的前缀词，但这属于无关紧要的格式差异，不影响核心语义的表达，因此判断为正确。
Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,"<think>

</think>

The cast members of *King of the Mountain* include Harry Hamlin as Steve, Deborah Van Valkenburgh as Tina, and other actors such as Erin Cottrell, Missie LaHaye, Logan Bartholomew, Willie LaHaye, Frank McRae, Cookie, Irene Bedard, Miriam McClaine, Gil Birmingham, Sharp Claw, W. Morgan Sheppard, Scottie James Tupper, Henry Kline, Johann Urb, Fyn Anders, Jeff Kober, Pacey, Richard Lee Jackson, Sonny Huff, Graham Phillips, Jeff Huff, Stephen Bridgewater, Mr. Taylorsen, Diane Salinger, Diane Louise Salinger, and John Savage.",True,0,0.0,预测答案明确包含了标准答案中要求的关键信息，即“Harry Hamlin as Steve”和“Deborah Van Valkenburgh as Tina”。虽然预测答案额外补充了其他演员的信息，但核心语义与标准答案完全一致，符合包含关键信息及语义等价的判断标准。
Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?,Lisa Rinna,"<think>

</think>

Lisa Rinna",True,0,0.0,预测答案“Lisa Rinna”与标准答案完全一致，准确地给出了Harry Hamlin配偶的名字，包含了标准答案的所有关键信息，因此判断为正确。
Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?,Albert assumed the regnal name 'George VI'.,"<think>

</think>

Answer: George VI",True,0,0.0,预测答案“George VI”直接且准确地给出了问题所询问的国王的尊号。虽然标准答案中包含了“Albert assumed the regnal name”这样的背景描述，但问题的核心诉求仅仅是询问这个尊号是什么。预测答案完全包含了标准答案的关键信息，语义一致，因此判断为正确。
Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?,Colin Firth,"<think>

</think>

Colin Firth",False,0,0.0,预测答案为空，没有提供任何关于在电影《国王的演讲》中饰演乔治六世演员的信息，因此未能包含标准答案“Colin Firth”的关键信息，无法正确回答该问题。
What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?,"Park Rapids, Minnesota","Answer: Park Rapids, Minnesota",True,0.888888888888889,0.0,"预测答案“Park Rapids, Minnesota”与标准答案完全一致，包含了问题所需的所有关键信息。虽然预测答案中多出了“Answer:”这样的前缀词，但这属于无关紧要的格式差异，不影响核心语义的表达，因此预测答案正确回答了问题。"
What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?,The author of Prince Prigio is Andrew Lang.,"<think>

</think>

Answer: Andrew Lang",False,0,0.0,预测答案为空，没有提供任何关于《Prince Prigio》作者的信息，因此未能正确回答问题。
What year did the author of Prince Prigio die?,What year did Andrew Lang die?,Andrew Lang died in 1912.,"1912


</think>

Answer: 1912",True,0.5,0.0,预测答案“1912”直接且准确地提供了问题所询问的安德鲁·朗格去世的年份。它完全包含了标准答案中的核心信息，尽管省略了主语和谓语等修饰性词汇，但在语义上与标准答案完全等价，正确回答了问题。
In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,"Greenfield, Indiana","<think>

</think>

Greenfield, Indiana",False,0,0.0,"预测答案部分为空白，没有提供任何关于Mark Dismore出生地的信息，因此未能回答问题，与标准答案“Greenfield, Indiana”不符。"
In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?","Greenfield, Indiana is located in Hancock County.","<think>

</think>

Hancock County",True,0,0.0,"预测答案“Hancock County”直接且准确地指出了问题所问的县名，与标准答案“Hancock County”的核心信息完全一致，正确地回答了Greenfield, Indiana所在的县。"
Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,"<think>

</think>

Piero di Cosimo de' Medici and Lucrezia Tornabuoni.",True,0,0.0,预测答案准确地给出了Nannina de' Medici的父母名字，即Piero di Cosimo de' Medici和Lucrezia Tornabuoni。这与标准答案所包含的核心人物信息完全一致，语义上等价，正确地回答了问题。
Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",Nannina de' Medici's siblings were Lorenzo de' Medici and Giuliano de' Medici.,Answer: Lorenzo de' Medici,False,0.4615384615384615,0.0,预测答案仅提到了“Lorenzo de' Medici”，遗漏了标准答案中的另一位兄弟姐妹“Giuliano de' Medici”。由于问题询问的是所有的兄弟姐妹，预测答案提供的信息不完整，未能全面包含标准答案的关键信息，因此判断为错误。
What county is the NRHEG High School located in?,Where is NRHEG High School located?,"NRHEG High School is located in New Richland, Minnesota.","<think>

</think>

NRHEG High School is located in New Richland, Minnesota.",True,0,0.0,预测答案与标准答案完全一致，准确地指出了NRHEG High School位于明尼苏达州的New Richland，包含了标准答案的所有关键信息，语义完全等价。
What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?","New Richland is located in Waseca County, Minnesota.","<think>

</think>

Waseca County",True,0,0.0,"预测答案“Waseca County”直接且准确地指出了New Richland, Minnesota所在的县，与标准答案的核心信息完全一致，正确地回答了问题。"
Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?,Janatha Vimukthi Peramuna,"<think>

</think>

The political party of Dimuthu Bandara Abayakoon is the Janatha Vimukthi Peramuna.",True,0,0.0,预测答案明确指出了Dimuthu Bandara Abayakoon所属政党为Janatha Vimukthi Peramuna，与标准答案完全一致，准确回答了问题。
Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,"<think>

</think>

Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera, founded the Janatha Vimukthi Peramuna political party.",True,0,0.0,预测答案明确指出了Janatha Vimukthi Peramuna政党是由Rohana Wijeweera（全名为Patabendi Don Jinadasa Nandasiri Wijeweera）创立的。这与标准答案的核心信息完全一致，包含了标准答案的关键信息，且语义等价，只是额外补充了创始人的全名，不影响对问题的正确回答。
