row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,semantic,end_to_end_ttft_s,kv_load_copy_s,selection_s,online_update_query_prefill_s,extra_impl_overhead_s,rate1_baseline_candidate_s,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
0,True,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,1313,27,2132,FusionRAG cache reuse; selection; partial online update,0.7348628011532128,0.05843772506341338,0.0,0.5995704047381878,0.07685467135161161,0.0,0,27,0.0,0.0,0.0,0.6580081298016012,0.7348628011532128,0.05843772506341338,0.0,0.0,0.5995704047381878,0.0,0.0,0.0,0.0,0.0,0.0
1,True,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,1295,25,2112,FusionRAG cache reuse; selection; partial online update,0.16177067486569285,0.024398847948759794,0.0,0.07249874621629715,0.06487308070063591,0.0,0,25,0.0,0.0,0.0,0.09689759416505694,0.16177067486569285,0.024398847948759794,0.0,0.0,0.07249874621629715,0.0,0.0,0.0,0.0,0.0,0.0
2,True,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,1441,21,2254,FusionRAG cache reuse; selection; partial online update,0.15322118299081922,0.02392373187467456,0.0,0.07246507098898292,0.05683238012716174,0.0,0,21,0.0,0.0,0.0,0.09638880286365747,0.15322118299081922,0.02392373187467456,0.0,0.0,0.07246507098898292,0.0,0.0,0.0,0.0,0.0,0.0
3,True,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1154,26,1972,FusionRAG cache reuse; selection; partial online update,0.14121086103841662,0.021194998174905777,0.0,0.07221921719610691,0.047796645667403936,0.0,0,26,0.0,0.0,0.0,0.09341421537101269,0.14121086103841662,0.021194998174905777,0.0,0.0,0.07221921719610691,0.0,0.0,0.0,0.0,0.0,0.0
4,True,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,1353,27,2172,FusionRAG cache reuse; selection; partial online update,0.1528323353268206,0.024268785025924444,0.0,0.07246391708031297,0.0560996332205832,0.0,0,27,0.0,0.0,0.0,0.09673270210623741,0.1528323353268206,0.024268785025924444,0.0,0.0,0.07246391708031297,0.0,0.0,0.0,0.0,0.0,0.0
5,True,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1178,32,2002,FusionRAG cache reuse; selection; partial online update,0.15131054911762476,0.021380565129220486,0.0,0.07319458806887269,0.056735395919531584,0.0,0,32,0.0,0.0,0.0,0.09457515319809318,0.15131054911762476,0.021380565129220486,0.0,0.0,0.07319458806887269,0.0,0.0,0.0,0.0,0.0,0.0
6,True,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2075,24,2891,FusionRAG cache reuse; selection; partial online update,0.1898174830712378,0.029509529937058687,0.0,0.07407003361731768,0.08623791951686144,0.0,0,24,0.0,0.0,0.0,0.10357956355437636,0.1898174830712378,0.029509529937058687,0.0,0.0,0.07407003361731768,0.0,0.0,0.0,0.0,0.0,0.0
7,True,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,1490,21,2303,FusionRAG cache reuse; selection; partial online update,0.15096019487828016,0.024153959937393665,0.0,0.07233060710132122,0.05447562783956528,0.0,0,21,0.0,0.0,0.0,0.09648456703871489,0.15096019487828016,0.024153959937393665,0.0,0.0,0.07233060710132122,0.0,0.0,0.0,0.0,0.0,0.0
8,False,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,1587,27,2406,FusionRAG cache reuse; selection; partial online update,0.15052911406382918,0.023323300760239363,0.0,0.0726636010222137,0.05454221228137612,0.0,0,27,0.0,0.0,0.0,0.09598690178245306,0.15052911406382918,0.023323300760239363,0.0,0.0,0.0726636010222137,0.0,0.0,0.0,0.0,0.0,0.0
9,False,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,1466,28,2286,FusionRAG cache reuse; selection; partial online update,0.1528881029225886,0.024659154005348682,0.0,0.07264106580987573,0.05558788310736418,0.0,0,28,0.0,0.0,0.0,0.09730021981522441,0.1528881029225886,0.024659154005348682,0.0,0.0,0.07264106580987573,0.0,0.0,0.0,0.0,0.0,0.0
