row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,semantic,end_to_end_ttft_s,kv_load_copy_s,selection_s,online_update_query_prefill_s,extra_impl_overhead_s,rate1_baseline_candidate_s,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
0,True,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,1313,27,2132,FusionRAG cache reuse; selection; partial online update,8.062093881890178,1.372587117832154,2.619582171551883,3.8449854478240013,0.22493914468213916,0.0,393,420,0.0,0.0,0.0,7.837154737208039,8.062093881890178,1.372587117832154,2.619582171551883,2.6165053606964648,3.8449854478240013,0.0,0.0,0.0,0.0,0.0,0.0
1,True,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,1295,25,2112,FusionRAG cache reuse; selection; partial online update,6.349501284305006,0.4679247378371656,1.8391875848174095,3.839212093036622,0.20317686861380935,0.0,388,413,0.0,0.0,0.0,6.146324415691197,6.349501284305006,0.4679247378371656,1.8391875848174095,1.8383585335686803,3.839212093036622,0.0,0.0,0.0,0.0,0.0,0.0
2,True,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,1441,21,2254,FusionRAG cache reuse; selection; partial online update,6.4124932759441435,0.5012168078683317,1.722976220306009,4.021454762201756,0.16684548556804657,0.0,432,453,0.0,0.0,0.0,6.245647790376097,6.4124932759441435,0.5012168078683317,1.722976220306009,1.7219379139132798,4.021454762201756,0.0,0.0,0.0,0.0,0.0,0.0
3,False,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1154,26,1972,FusionRAG cache reuse; selection; partial online update,5.905305859167129,0.4269147249870002,1.8189190868288279,3.5180595610290766,0.14141248632222414,0.0,346,372,0.0,0.0,0.0,5.763893372844905,5.905305859167129,0.4269147249870002,1.8189190868288279,1.8181176837533712,3.5180595610290766,0.0,0.0,0.0,0.0,0.0,0.0
4,False,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,1353,27,2172,FusionRAG cache reuse; selection; partial online update,6.195380267687142,0.5019027967937291,1.8360146540217102,3.702314115129411,0.15514870174229145,0.0,405,432,0.0,0.0,0.0,6.0402315659448504,6.195380267687142,0.5019027967937291,1.8360146540217102,1.8352095456793904,3.702314115129411,0.0,0.0,0.0,0.0,0.0,0.0
5,False,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1178,32,2002,FusionRAG cache reuse; selection; partial online update,6.105675186961889,0.41963238175958395,2.0125942658632994,3.528577401302755,0.14487113803625107,0.0,353,385,0.0,0.0,0.0,5.960804048925638,6.105675186961889,0.41963238175958395,2.0125942658632994,2.0117755751125515,3.528577401302755,0.0,0.0,0.0,0.0,0.0,0.0
6,False,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2075,24,2891,FusionRAG cache reuse; selection; partial online update,7.061715928371996,0.5604031747207046,1.8167987242341042,4.463846795260906,0.22066723415628076,0.0,622,646,0.0,0.0,0.0,6.841048694215715,7.061715928371996,0.5604031747207046,1.8167987242341042,1.8158220490440726,4.463846795260906,0.0,0.0,0.0,0.0,0.0,0.0
7,False,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,1490,21,2303,FusionRAG cache reuse; selection; partial online update,6.468380684033036,0.46571029908955097,1.7440735651180148,4.119739274960011,0.1388575448654592,0.0,447,468,0.0,0.0,0.0,6.329523139167577,6.468380684033036,0.46571029908955097,1.7440735651180148,1.7432117629796267,4.119739274960011,0.0,0.0,0.0,0.0,0.0,0.0
8,False,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,1587,27,2406,FusionRAG cache reuse; selection; partial online update,6.617571083828807,0.4351988276466727,1.858028320595622,4.198299307841808,0.12604462774470448,0.0,476,503,0.0,0.0,0.0,6.491526456084102,6.617571083828807,0.4351988276466727,1.858028320595622,1.8570779049769044,4.198299307841808,0.0,0.0,0.0,0.0,0.0,0.0
9,False,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,1466,28,2286,FusionRAG cache reuse; selection; partial online update,6.589554296806455,0.5025801691226661,1.8964184639044106,4.09913789993152,0.09141776384785771,0.0,439,467,0.0,0.0,0.0,6.498136532958597,6.589554296806455,0.5025801691226661,1.8964184639044106,1.8955700662918389,4.09913789993152,0.0,0.0,0.0,0.0,0.0,0.0
10,False,9,0,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,1998,25,2815,FusionRAG cache reuse; selection; partial online update,6.829641364049166,0.46198517084121704,1.9110099263489246,4.269738402217627,0.1869078646413982,0.0,599,624,0.0,0.0,0.0,6.642733499407768,6.829641364049166,0.46198517084121704,1.9110099263489246,1.9100380609743297,4.269738402217627,0.0,0.0,0.0,0.0,0.0,0.0
11,False,9,1,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,2722,33,3547,FusionRAG cache reuse; selection; partial online update,7.809231561142951,0.5832772143185139,2.0196166350506246,4.936634668149054,0.2697030436247587,0.0,816,849,0.0,0.0,0.0,7.5395285175181925,7.809231561142951,0.5832772143185139,2.0196166350506246,2.018574077170342,4.936634668149054,0.0,0.0,0.0,0.0,0.0,0.0
12,False,10,0,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,1505,25,2322,FusionRAG cache reuse; selection; partial online update,6.2819155137985945,0.437388532795012,1.8086825008504093,3.9368124757893384,0.09903200436383486,0.0,451,476,0.0,0.0,0.0,6.18288350943476,6.2819155137985945,0.437388532795012,1.8086825008504093,1.8076209696009755,3.9368124757893384,0.0,0.0,0.0,0.0,0.0,0.0
13,False,10,1,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,1738,24,2554,FusionRAG cache reuse; selection; partial online update,6.639898669905961,0.5119021222926676,1.826274252962321,4.158260526601225,0.14346176804974675,0.0,521,545,0.0,0.0,0.0,6.496436901856214,6.639898669905961,0.5119021222926676,1.826274252962321,1.8252408928237855,4.158260526601225,0.0,0.0,0.0,0.0,0.0,0.0
14,False,11,0,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,1230,27,2049,FusionRAG cache reuse; selection; partial online update,6.098888434935361,0.42429250990971923,1.859871811233461,3.659578936174512,0.1551451776176691,0.0,369,396,0.0,0.0,0.0,5.943743257317692,6.098888434935361,0.42429250990971923,1.859871811233461,1.858914430718869,3.659578936174512,0.0,0.0,0.0,0.0,0.0,0.0
15,False,11,1,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?,1205,26,2023,FusionRAG cache reuse; selection; partial online update,6.3324756608344615,0.5978810437954962,1.81590486317873,3.7604306316934526,0.15825912216678262,0.0,361,387,0.0,0.0,0.0,6.174216538667679,6.3324756608344615,0.5978810437954962,1.81590486317873,1.814968520309776,3.7604306316934526,0.0,0.0,0.0,0.0,0.0,0.0
16,False,12,0,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?,2011,32,2835,FusionRAG cache reuse; selection; partial online update,7.188969547860324,0.4491373016498983,2.0340986270457506,4.466445820871741,0.2392877982929349,0.0,603,635,0.0,0.0,0.0,6.9496817495673895,7.188969547860324,0.4491373016498983,2.0340986270457506,2.0330285751260817,4.466445820871741,0.0,0.0,0.0,0.0,0.0,0.0
17,False,12,1,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?,2101,30,2923,FusionRAG cache reuse; selection; partial online update,7.404510451015085,0.5636274912394583,1.9802408660762012,4.614848088938743,0.24579400476068258,0.0,630,660,0.0,0.0,0.0,7.158716446254402,7.404510451015085,0.5636274912394583,1.9802408660762012,1.9793041259981692,4.614848088938743,0.0,0.0,0.0,0.0,0.0,0.0
18,False,13,0,What year was the father of Katherine of England crowned?,Who is Katherine of England?,1142,21,1955,FusionRAG cache reuse; selection; partial online update,5.5939964689314365,0.4210856547579169,1.6486165756359696,3.439091769978404,0.08520246855914593,0.0,342,363,0.0,0.0,0.0,5.508794000372291,5.5939964689314365,0.4210856547579169,1.6486165756359696,1.6476725060492754,3.439091769978404,0.0,0.0,0.0,0.0,0.0,0.0
19,False,13,1,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,2083,25,2900,FusionRAG cache reuse; selection; partial online update,7.079872557893395,0.5601781387813389,1.837834260892123,4.489467947743833,0.19239221047610044,0.0,624,649,0.0,0.0,0.0,6.887480347417295,7.079872557893395,0.5601781387813389,1.837834260892123,1.8367685992270708,4.489467947743833,0.0,0.0,0.0,0.0,0.0,0.0
20,False,14,0,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,1057,36,1885,FusionRAG cache reuse; selection; partial online update,6.069861826952547,0.41798279574140906,2.050848272163421,3.5297678387723863,0.07126292027533054,0.0,317,353,0.0,0.0,0.0,5.998598906677216,6.069861826952547,0.41798279574140906,2.050848272163421,2.049930546898395,3.5297678387723863,0.0,0.0,0.0,0.0,0.0,0.0
21,False,14,1,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,1681,24,2497,FusionRAG cache reuse; selection; partial online update,6.56884118495509,0.5533435819670558,1.8131360141560435,4.090289170853794,0.11207241797819734,0.0,504,528,0.0,0.0,0.0,6.456768766976893,6.56884118495509,0.5533435819670558,1.8131360141560435,1.8121002758853137,4.090289170853794,0.0,0.0,0.0,0.0,0.0,0.0
22,False,15,0,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,678,23,1493,FusionRAG cache reuse; selection; partial online update,5.387551898136735,0.408566287253052,1.7796513410285115,3.125032952055335,0.0743013177998364,0.0,203,226,0.0,0.0,0.0,5.313250580336899,5.387551898136735,0.408566287253052,1.7796513410285115,1.7787937060929835,3.125032952055335,0.0,0.0,0.0,0.0,0.0,0.0
