chunk,method,chunk_len,selected_count,example_id,rate
chunk00,draft_frequency_per_chunk,50,10,0,0.2
chunk00,qk_frequency_per_chunk,50,10,0,0.2
chunk00,hybrid_draft70_qk30_score_per_chunk,50,10,0,0.2
chunk00,hybrid_draft50_qk50_score_per_chunk,50,10,0,0.2
chunk01,draft_frequency_per_chunk,92,18,0,0.2
chunk01,qk_frequency_per_chunk,92,18,0,0.2
chunk01,hybrid_draft70_qk30_score_per_chunk,92,18,0,0.2
chunk01,hybrid_draft50_qk50_score_per_chunk,92,18,0,0.2
chunk02,draft_frequency_per_chunk,76,15,0,0.2
chunk02,qk_frequency_per_chunk,76,15,0,0.2
chunk02,hybrid_draft70_qk30_score_per_chunk,76,15,0,0.2
chunk02,hybrid_draft50_qk50_score_per_chunk,76,15,0,0.2
chunk03,draft_frequency_per_chunk,98,19,0,0.2
chunk03,qk_frequency_per_chunk,98,19,0,0.2
chunk03,hybrid_draft70_qk30_score_per_chunk,98,19,0,0.2
chunk03,hybrid_draft50_qk50_score_per_chunk,98,19,0,0.2
chunk04,draft_frequency_per_chunk,52,10,0,0.2
chunk04,qk_frequency_per_chunk,52,10,0,0.2
chunk04,hybrid_draft70_qk30_score_per_chunk,52,10,0,0.2
chunk04,hybrid_draft50_qk50_score_per_chunk,52,10,0,0.2
chunk05,draft_frequency_per_chunk,214,42,0,0.2
chunk05,qk_frequency_per_chunk,214,42,0,0.2
chunk05,hybrid_draft70_qk30_score_per_chunk,214,42,0,0.2
chunk05,hybrid_draft50_qk50_score_per_chunk,214,42,0,0.2
chunk06,draft_frequency_per_chunk,121,24,0,0.2
chunk06,qk_frequency_per_chunk,121,24,0,0.2
chunk06,hybrid_draft70_qk30_score_per_chunk,121,24,0,0.2
chunk06,hybrid_draft50_qk50_score_per_chunk,121,24,0,0.2
chunk07,draft_frequency_per_chunk,301,60,0,0.2
chunk07,qk_frequency_per_chunk,301,60,0,0.2
chunk07,hybrid_draft70_qk30_score_per_chunk,301,60,0,0.2
chunk07,hybrid_draft50_qk50_score_per_chunk,301,60,0,0.2
chunk08,draft_frequency_per_chunk,84,16,0,0.2
chunk08,qk_frequency_per_chunk,84,16,0,0.2
chunk08,hybrid_draft70_qk30_score_per_chunk,84,16,0,0.2
chunk08,hybrid_draft50_qk50_score_per_chunk,84,16,0,0.2
