Question,Real Answer,Pred Answer
What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,Manhattan Project
What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,the legendary Bavarian prophet Mühlhiasl
Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,"Bill Gates was named the richest man in the world by Forbes' annual list of the world's billionaires for the 17th time, and the Windows Driver Model was introduced in Windows 98, which was a significant"
"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Aaron Benward
How many times did plague occur in the place where Bajazet's composer was born?,22,0
What year did the company that published Starship Command end?,1986,1999
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Johanne Luise Pätges
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,Thelma Dickinson
What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,NFL
When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,1993–94 season
