Question,Real Answer,Pred Answer
Who is the President of The All England Lawn Tennis and Croquet Club in Wimbledon?,HRH the Duke of Kent,Duke of Kent
Who wrote the 1974 novel ‘Carrie’?,Stephen King,Stephen King
Tennis player Mary Pierce was born in which country in January 1975?,Canada,Canada
Elapidae Naja is the scientific name for which snake?,Cobras,Indian cobra
What is the title of the 1959 film in which Hayley Mills plays a young girl who befriends a murderous Polish sailor?,Tiger Bay,Tiger Bay
"The Black Shadow and Black Prince are two motorcycle models made in the 1950's, by whom?",Vincent,Vincent Motorcycles
Who were Tom and Barbara's neighbours in The Good Life?,Margo and Jerry Leadbetter,Margo and Jerry Leadbetter
Which sitcom actor presents Scrapheap Challenge?,Robert Llewellyn,Cathy Rogers
"Who joined the Eggheads team in 2008, having won Are You An Egghead?",Barry Simmons,Barry Simmons
What was the name of the 1927 film that was directed by Fritz Lang and featured a robot called Maria that inspired George Lucas to create the character C-3PO?,Metropolis,Metropolis
"Deborah, Diana, Jessica and Pamela were some of the members of which family?",Mitford,Mitford
Which fictional division of the Jersey police employed the services of Jim Bergerac?,Le Bureau des Étrangers,Le Bureau des Étrangers
What is the name of the fictional island that provides the setting for Death in Paradise?,Saint-Marie,Saint Marie
"What is the first name of the mother of Jemima Khan and widow of Sir James Goldsmith, after whom one of London's most exclusive night clubs was named?",Annabel,Annabel
"Which celebrity chef is the owner of the three Michelin-starred restaurant, The Fat Duck, in Bray, Berkshire, which has been voted the Best Restaurant in the UK for the past six yearsby The Good Food Guide ?",The Big Fat Duck Cookbook,Heston Blumenthal
"""Which jockey rode 50/1 outsider """"Last Suspect"""" to victory in the 1985 Grand National?""",Hywel Davies,Hywel Davies
On a Monopoly board what makes up the set with Coventry Street and Leicester Square?,Piccadilly,Coventry Street and Leicester Square are part of the orange-colored property set on the standard British version of the Monopoly board.
Whose first two hit albums were No Parlez and The Secret of Association ?,Paul Young,Paul Young
"Who wrote the Christmas story, The Snowman?",Raymond Briggs,Raymond Briggs
Who played Lord Melchett in the TV comedy series Blackadder II?,Stephen Fry,Stephen Fry
Who had and 80s NO 1 with The Tide is High?,Blondie,Blondie
Who had a 50s No 1 with Stagger Lee?,Lloyd Price,Lloyd Price
Who succeeded Henry Cooper as British Heavyweight Boxing Champion?,Joe Bugner,Joe Erskine
How many squares are on a Spear’s Games Snakes and Ladders board?,100,100
How many Jokers are in a standard pack of cards?,2,2
