Question,Real Answer,Pred Answer
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Answer: Salma Hayek
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,the Manhattan Project
In which borough was Callum McManaman born?,Knowsley,Callum McManaman was born in the borough of Wigan.
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Answer: The spouse of the actor who played Hannibal Smith in The A-Team is not mentioned in the provided text.
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,20 March 2005
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: The child of the cast member of Green Ice is not mentioned in the provided information.
How many times did plague occur in the birthplace of La Silvia's composer?,22,3
When did military instruction start at the place where Larry Alcala was educated?,1912,1912
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6
Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Robert Robinson Taylor
Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The prize named after the author of *Lectures on Jurisprudence* is the **Gyldendal Prize**. It is given by the Norwegian publisher **Gyldendal Norsk Forlag
Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood
Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson
What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,The source of the river that is the mouth of the Caledon River is the Lesotho Highlands Water Project.
What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge
When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946
Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of *Julius Caesar* (1953), studied or worked at Vassar College."
Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Istanbul
What is the performer of Heartbeat named after?,Natalie Albino,the eastern half of Budapest
The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto
What year did the publisher of Labyrinth end?,1986,1999
The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),OTC monograph system
Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,Answer: Xanana Gusmão
Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,Edward Pakenham
Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,Sean Hampton's birthplace in the state of Florida is not explicitly mentioned in the provided passages.
Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,"Answer: Kim Un-yong is a member of the International Olympic Committee (IOC), and the president of the IOC during the time mentioned in the passage is Juan Antonio Samaranch."
"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Answer: Xanana Gusmão
Who is the spouse of the current queen of England?,Philip Mountbatten,"The spouse of the current queen of England is Philip, the Duke of Edinburgh."
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1915
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling all of its operations in Finland and conducting market research for Swedish operations
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Keturah
