example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,offline3b_mean_score_global,0.15,140,43
0,1,offline3b_mean_score_global,0.15,217,17
0,2,offline3b_mean_score_global,0.15,236,15
0,3,offline3b_mean_score_global,0.15,151,22
0,4,offline3b_mean_score_global,0.15,160,9
0,5,offline3b_mean_score_global,0.15,95,13
0,6,offline3b_mean_score_global,0.15,94,10
0,7,offline3b_mean_score_global,0.15,112,8
0,8,offline3b_mean_score_global,0.15,129,28
0,9,offline3b_mean_score_global,0.15,108,51
0,0,offline3b_top2_mean_global,0.15,140,49
0,1,offline3b_top2_mean_global,0.15,217,17
0,2,offline3b_top2_mean_global,0.15,236,14
0,3,offline3b_top2_mean_global,0.15,151,20
0,4,offline3b_top2_mean_global,0.15,160,9
0,5,offline3b_top2_mean_global,0.15,95,13
0,6,offline3b_top2_mean_global,0.15,94,9
0,7,offline3b_top2_mean_global,0.15,112,8
0,8,offline3b_top2_mean_global,0.15,129,25
0,9,offline3b_top2_mean_global,0.15,108,52
0,0,offline3b_freq_boundary0p02_global,0.15,140,46
0,1,offline3b_freq_boundary0p02_global,0.15,217,21
0,2,offline3b_freq_boundary0p02_global,0.15,236,15
0,3,offline3b_freq_boundary0p02_global,0.15,151,19
0,4,offline3b_freq_boundary0p02_global,0.15,160,12
0,5,offline3b_freq_boundary0p02_global,0.15,95,13
0,6,offline3b_freq_boundary0p02_global,0.15,94,8
0,7,offline3b_freq_boundary0p02_global,0.15,112,13
0,8,offline3b_freq_boundary0p02_global,0.15,129,24
0,9,offline3b_freq_boundary0p02_global,0.15,108,45
1,0,offline3b_mean_score_global,0.15,113,47
1,1,offline3b_mean_score_global,0.15,145,16
1,2,offline3b_mean_score_global,0.15,163,14
1,3,offline3b_mean_score_global,0.15,151,12
1,4,offline3b_mean_score_global,0.15,166,16
1,5,offline3b_mean_score_global,0.15,179,9
1,6,offline3b_mean_score_global,0.15,138,22
1,7,offline3b_mean_score_global,0.15,108,34
1,8,offline3b_mean_score_global,0.15,107,12
1,9,offline3b_mean_score_global,0.15,131,28
1,0,offline3b_top2_mean_global,0.15,113,47
1,1,offline3b_top2_mean_global,0.15,145,19
1,2,offline3b_top2_mean_global,0.15,163,13
1,3,offline3b_top2_mean_global,0.15,151,14
1,4,offline3b_top2_mean_global,0.15,166,14
1,5,offline3b_top2_mean_global,0.15,179,9
1,6,offline3b_top2_mean_global,0.15,138,22
1,7,offline3b_top2_mean_global,0.15,108,32
1,8,offline3b_top2_mean_global,0.15,107,10
1,9,offline3b_top2_mean_global,0.15,131,30
1,0,offline3b_freq_boundary0p02_global,0.15,113,53
1,1,offline3b_freq_boundary0p02_global,0.15,145,13
1,2,offline3b_freq_boundary0p02_global,0.15,163,16
1,3,offline3b_freq_boundary0p02_global,0.15,151,15
1,4,offline3b_freq_boundary0p02_global,0.15,166,16
1,5,offline3b_freq_boundary0p02_global,0.15,179,11
1,6,offline3b_freq_boundary0p02_global,0.15,138,19
1,7,offline3b_freq_boundary0p02_global,0.15,108,30
1,8,offline3b_freq_boundary0p02_global,0.15,107,12
1,9,offline3b_freq_boundary0p02_global,0.15,131,25
2,0,offline3b_mean_score_global,0.15,204,45
2,1,offline3b_mean_score_global,0.15,177,18
2,2,offline3b_mean_score_global,0.15,99,8
2,3,offline3b_mean_score_global,0.15,97,18
2,4,offline3b_mean_score_global,0.15,117,15
2,5,offline3b_mean_score_global,0.15,298,50
2,6,offline3b_mean_score_global,0.15,121,22
2,7,offline3b_mean_score_global,0.15,221,15
2,8,offline3b_mean_score_global,0.15,238,23
2,9,offline3b_mean_score_global,0.15,129,41
2,0,offline3b_top2_mean_global,0.15,204,45
2,1,offline3b_top2_mean_global,0.15,177,18
2,2,offline3b_top2_mean_global,0.15,99,8
2,3,offline3b_top2_mean_global,0.15,97,19
2,4,offline3b_top2_mean_global,0.15,117,13
2,5,offline3b_top2_mean_global,0.15,298,48
2,6,offline3b_top2_mean_global,0.15,121,23
2,7,offline3b_top2_mean_global,0.15,221,15
2,8,offline3b_top2_mean_global,0.15,238,22
2,9,offline3b_top2_mean_global,0.15,129,44
2,0,offline3b_freq_boundary0p02_global,0.15,204,51
2,1,offline3b_freq_boundary0p02_global,0.15,177,21
2,2,offline3b_freq_boundary0p02_global,0.15,99,11
2,3,offline3b_freq_boundary0p02_global,0.15,97,22
2,4,offline3b_freq_boundary0p02_global,0.15,117,16
2,5,offline3b_freq_boundary0p02_global,0.15,298,41
2,6,offline3b_freq_boundary0p02_global,0.15,121,19
2,7,offline3b_freq_boundary0p02_global,0.15,221,15
2,8,offline3b_freq_boundary0p02_global,0.15,238,19
2,9,offline3b_freq_boundary0p02_global,0.15,129,40
3,0,offline3b_mean_score_global,0.15,213,42
3,1,offline3b_mean_score_global,0.15,153,26
3,2,offline3b_mean_score_global,0.15,147,14
3,3,offline3b_mean_score_global,0.15,169,18
3,4,offline3b_mean_score_global,0.15,183,28
3,5,offline3b_mean_score_global,0.15,91,8
3,6,offline3b_mean_score_global,0.15,126,27
3,7,offline3b_mean_score_global,0.15,156,13
3,8,offline3b_mean_score_global,0.15,257,12
3,9,offline3b_mean_score_global,0.15,91,49
3,0,offline3b_top2_mean_global,0.15,213,43
3,1,offline3b_top2_mean_global,0.15,153,23
3,2,offline3b_top2_mean_global,0.15,147,15
3,3,offline3b_top2_mean_global,0.15,169,18
3,4,offline3b_top2_mean_global,0.15,183,29
3,5,offline3b_top2_mean_global,0.15,91,12
3,6,offline3b_top2_mean_global,0.15,126,28
3,7,offline3b_top2_mean_global,0.15,156,13
3,8,offline3b_top2_mean_global,0.15,257,11
3,9,offline3b_top2_mean_global,0.15,91,45
3,0,offline3b_freq_boundary0p02_global,0.15,213,30
3,1,offline3b_freq_boundary0p02_global,0.15,153,29
3,2,offline3b_freq_boundary0p02_global,0.15,147,16
3,3,offline3b_freq_boundary0p02_global,0.15,169,14
3,4,offline3b_freq_boundary0p02_global,0.15,183,31
3,5,offline3b_freq_boundary0p02_global,0.15,91,11
3,6,offline3b_freq_boundary0p02_global,0.15,126,28
3,7,offline3b_freq_boundary0p02_global,0.15,156,14
3,8,offline3b_freq_boundary0p02_global,0.15,257,16
3,9,offline3b_freq_boundary0p02_global,0.15,91,48
4,0,offline3b_mean_score_global,0.15,118,46
4,1,offline3b_mean_score_global,0.15,161,27
4,2,offline3b_mean_score_global,0.15,133,18
4,3,offline3b_mean_score_global,0.15,224,11
4,4,offline3b_mean_score_global,0.15,101,19
4,5,offline3b_mean_score_global,0.15,132,15
4,6,offline3b_mean_score_global,0.15,216,14
4,7,offline3b_mean_score_global,0.15,136,15
4,8,offline3b_mean_score_global,0.15,96,20
4,9,offline3b_mean_score_global,0.15,100,27
4,0,offline3b_top2_mean_global,0.15,118,45
4,1,offline3b_top2_mean_global,0.15,161,24
4,2,offline3b_top2_mean_global,0.15,133,17
4,3,offline3b_top2_mean_global,0.15,224,11
4,4,offline3b_top2_mean_global,0.15,101,20
4,5,offline3b_top2_mean_global,0.15,132,15
4,6,offline3b_top2_mean_global,0.15,216,15
4,7,offline3b_top2_mean_global,0.15,136,17
4,8,offline3b_top2_mean_global,0.15,96,22
4,9,offline3b_top2_mean_global,0.15,100,26
4,0,offline3b_freq_boundary0p02_global,0.15,118,48
4,1,offline3b_freq_boundary0p02_global,0.15,161,24
4,2,offline3b_freq_boundary0p02_global,0.15,133,19
4,3,offline3b_freq_boundary0p02_global,0.15,224,14
4,4,offline3b_freq_boundary0p02_global,0.15,101,16
4,5,offline3b_freq_boundary0p02_global,0.15,132,20
4,6,offline3b_freq_boundary0p02_global,0.15,216,16
4,7,offline3b_freq_boundary0p02_global,0.15,136,14
4,8,offline3b_freq_boundary0p02_global,0.15,96,18
4,9,offline3b_freq_boundary0p02_global,0.15,100,23
5,0,offline3b_mean_score_global,0.15,130,27
5,1,offline3b_mean_score_global,0.15,133,19
5,2,offline3b_mean_score_global,0.15,98,10
5,3,offline3b_mean_score_global,0.15,133,20
5,4,offline3b_mean_score_global,0.15,166,15
5,5,offline3b_mean_score_global,0.15,178,35
5,6,offline3b_mean_score_global,0.15,184,18
5,7,offline3b_mean_score_global,0.15,99,24
5,8,offline3b_mean_score_global,0.15,94,15
5,9,offline3b_mean_score_global,0.15,153,22
5,0,offline3b_top2_mean_global,0.15,130,27
5,1,offline3b_top2_mean_global,0.15,133,18
5,2,offline3b_top2_mean_global,0.15,98,11
5,3,offline3b_top2_mean_global,0.15,133,22
5,4,offline3b_top2_mean_global,0.15,166,17
5,5,offline3b_top2_mean_global,0.15,178,35
5,6,offline3b_top2_mean_global,0.15,184,18
5,7,offline3b_top2_mean_global,0.15,99,26
5,8,offline3b_top2_mean_global,0.15,94,13
5,9,offline3b_top2_mean_global,0.15,153,18
5,0,offline3b_freq_boundary0p02_global,0.15,130,24
5,1,offline3b_freq_boundary0p02_global,0.15,133,28
5,2,offline3b_freq_boundary0p02_global,0.15,98,12
5,3,offline3b_freq_boundary0p02_global,0.15,133,16
5,4,offline3b_freq_boundary0p02_global,0.15,166,17
5,5,offline3b_freq_boundary0p02_global,0.15,178,34
5,6,offline3b_freq_boundary0p02_global,0.15,184,19
5,7,offline3b_freq_boundary0p02_global,0.15,99,23
5,8,offline3b_freq_boundary0p02_global,0.15,94,12
5,9,offline3b_freq_boundary0p02_global,0.15,153,20
6,0,offline3b_mean_score_global,0.15,173,38
6,1,offline3b_mean_score_global,0.15,154,18
6,2,offline3b_mean_score_global,0.15,99,15
6,3,offline3b_mean_score_global,0.15,172,7
6,4,offline3b_mean_score_global,0.15,114,12
6,5,offline3b_mean_score_global,0.15,90,9
6,6,offline3b_mean_score_global,0.15,167,17
6,7,offline3b_mean_score_global,0.15,216,18
6,8,offline3b_mean_score_global,0.15,99,27
6,9,offline3b_mean_score_global,0.15,107,47
6,0,offline3b_top2_mean_global,0.15,173,35
6,1,offline3b_top2_mean_global,0.15,154,19
6,2,offline3b_top2_mean_global,0.15,99,15
6,3,offline3b_top2_mean_global,0.15,172,7
6,4,offline3b_top2_mean_global,0.15,114,13
6,5,offline3b_top2_mean_global,0.15,90,8
6,6,offline3b_top2_mean_global,0.15,167,18
6,7,offline3b_top2_mean_global,0.15,216,18
6,8,offline3b_top2_mean_global,0.15,99,29
6,9,offline3b_top2_mean_global,0.15,107,46
6,0,offline3b_freq_boundary0p02_global,0.15,173,42
6,1,offline3b_freq_boundary0p02_global,0.15,154,15
6,2,offline3b_freq_boundary0p02_global,0.15,99,20
6,3,offline3b_freq_boundary0p02_global,0.15,172,9
6,4,offline3b_freq_boundary0p02_global,0.15,114,12
6,5,offline3b_freq_boundary0p02_global,0.15,90,14
6,6,offline3b_freq_boundary0p02_global,0.15,167,16
6,7,offline3b_freq_boundary0p02_global,0.15,216,15
6,8,offline3b_freq_boundary0p02_global,0.15,99,19
6,9,offline3b_freq_boundary0p02_global,0.15,107,46
7,0,offline3b_mean_score_global,0.15,234,57
7,1,offline3b_mean_score_global,0.15,103,12
7,2,offline3b_mean_score_global,0.15,123,13
7,3,offline3b_mean_score_global,0.15,130,8
7,4,offline3b_mean_score_global,0.15,212,12
7,5,offline3b_mean_score_global,0.15,131,8
7,6,offline3b_mean_score_global,0.15,163,11
7,7,offline3b_mean_score_global,0.15,176,31
7,8,offline3b_mean_score_global,0.15,141,20
7,9,offline3b_mean_score_global,0.15,100,54
7,0,offline3b_top2_mean_global,0.15,234,60
7,1,offline3b_top2_mean_global,0.15,103,12
7,2,offline3b_top2_mean_global,0.15,123,16
7,3,offline3b_top2_mean_global,0.15,130,7
7,4,offline3b_top2_mean_global,0.15,212,15
7,5,offline3b_top2_mean_global,0.15,131,5
7,6,offline3b_top2_mean_global,0.15,163,7
7,7,offline3b_top2_mean_global,0.15,176,37
7,8,offline3b_top2_mean_global,0.15,141,16
7,9,offline3b_top2_mean_global,0.15,100,51
7,0,offline3b_freq_boundary0p02_global,0.15,234,60
7,1,offline3b_freq_boundary0p02_global,0.15,103,16
7,2,offline3b_freq_boundary0p02_global,0.15,123,11
7,3,offline3b_freq_boundary0p02_global,0.15,130,8
7,4,offline3b_freq_boundary0p02_global,0.15,212,10
7,5,offline3b_freq_boundary0p02_global,0.15,131,11
7,6,offline3b_freq_boundary0p02_global,0.15,163,8
7,7,offline3b_freq_boundary0p02_global,0.15,176,22
7,8,offline3b_freq_boundary0p02_global,0.15,141,20
7,9,offline3b_freq_boundary0p02_global,0.15,100,60
8,0,offline3b_mean_score_global,0.15,220,32
8,1,offline3b_mean_score_global,0.15,123,16
8,2,offline3b_mean_score_global,0.15,122,26
8,3,offline3b_mean_score_global,0.15,192,21
8,4,offline3b_mean_score_global,0.15,155,15
8,5,offline3b_mean_score_global,0.15,273,14
8,6,offline3b_mean_score_global,0.15,146,22
8,7,offline3b_mean_score_global,0.15,112,17
8,8,offline3b_mean_score_global,0.15,94,13
8,9,offline3b_mean_score_global,0.15,165,64
8,0,offline3b_top2_mean_global,0.15,220,28
8,1,offline3b_top2_mean_global,0.15,123,15
