index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
10,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,James Howard Meredith,True,1.0,True,预测答案“James Howard Meredith”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于该大学第一位非裔美国学生的问题。,"判断: 正确
原因: 预测答案“James Howard Meredith”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于该大学第一位非裔美国学生的问题。"
11,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,Adam Smith Prize is given out by the Royal Society of Chemistry.,False,0.14285714285714288,False,预测答案指出该奖项由英国皇家化学学会颁发，而标准答案明确为剑桥大学。两者在颁奖机构上完全不一致，且预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案指出该奖项由英国皇家化学学会颁发，而标准答案明确为剑桥大学。两者在颁奖机构上完全不一致，且预测答案未包含标准答案的关键信息，因此判断为错误。"
12,Who is Frances Freeling Broderip's sibling?,Tom Hood,Frances Freeling Broderip's sibling is Tom Hood.,False,0.18181818181818182,True,预测答案明确指出了Frances Freeling Broderip的兄弟姐妹是Tom Hood，这与标准答案完全一致。预测答案不仅包含了标准答案的关键信息，而且在语义上完全等价，准确回答了问题。,"判断: 正确
原因: 预测答案明确指出了Frances Freeling Broderip的兄弟姐妹是Tom Hood，这与标准答案完全一致。预测答案不仅包含了标准答案的关键信息，而且在语义上完全等价，准确回答了问题。"
13,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,Jennifer Connelly,True,1.0,True,预测答案“Jennifer Connelly”与标准答案完全一致，准确地给出了在《钢铁侠》中为贾维斯配音的演员的配偶名字，符合所有的判断标准。,"判断: 正确
原因: 预测答案“Jennifer Connelly”与标准答案完全一致，准确地给出了在《钢铁侠》中为贾维斯配音的演员的配偶名字，符合所有的判断标准。"
14,What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,Orange River,False,0.0,False,预测答案“Orange River”与标准答案“Thaba Putsoa”完全不一致。问题询问的是作为卡利登河河口的那条河流的源头，标准答案明确指出该源头为Thaba Putsoa，而预测答案给出的是另一条河流的名称，未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案“Orange River”与标准答案“Thaba Putsoa”完全不一致。问题询问的是作为卡利登河河口的那条河流的源头，标准答案明确指出该源头为Thaba Putsoa，而预测答案给出的是另一条河流的名称，未包含标准答案的关键信息，因此判断为错误。"
15,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge,False,0.3333333333333333,False,预测答案给出的桥梁名称是“Royal Albert Bridge”，而标准答案是“Rialto Bridge”。两者在名称和语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的桥梁名称是“Royal Albert Bridge”，而标准答案是“Rialto Bridge”。两者在名称和语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。"
16,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946,False,0.0,False,预测答案“1946”仅指出了中期选举发生的时间，而问题实际询问的是该政党（共和党）何时正式接管控制美国众议院规则制定权的政府分支。标准答案“January 2015”才是其真正获得该控制权的时间，两者在语义上完全不等价。,"判断: 错误
原因: 预测答案“1946”仅指出了中期选举发生的时间，而问题实际询问的是该政党（共和党）何时正式接管控制美国众议院规则制定权的政府分支。标准答案“January 2015”才是其真正获得该控制权的时间，两者在语义上完全不等价。"
17,Where did the producer of Julius Caesar study or work?,Clifton College,"The producer of Julius Caesar, John Houseman, studied or worked at The Juilliard School, where he became the founding director of the Drama Division.",False,0.0,False,预测答案指出该制片人在The Juilliard School学习或工作，并未包含标准答案中的关键信息“Clifton College”。两者在语义上不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案指出该制片人在The Juilliard School学习或工作，并未包含标准答案中的关键信息“Clifton College”。两者在语义上不等价，因此预测答案未能正确回答问题。"
18,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Malko Tarnovo Municipality,True,1.0,True,预测答案与标准答案完全一致，均为“Malko Tarnovo Municipality”，准确包含了标准答案的关键信息，且在语义上完全等价，因此正确回答了问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Malko Tarnovo Municipality”，准确包含了标准答案的关键信息，且在语义上完全等价，因此正确回答了问题。"
19,What is the performer of Heartbeat named after?,Natalie Albino,Nina Sky,True,0.0,False,预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中的具体成员名字。两者在语义上并不等价，预测答案未包含标准答案的关键信息。,"判断: 错误
原因: 预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中的具体成员名字。两者在语义上并不等价，预测答案未包含标准答案的关键信息。"
