chunk,method,chunk_len,selected_count,example_id,rate
chunk00,draft_frequency_per_chunk,50,5,0,0.1
chunk00,qk_frequency_per_chunk,50,5,0,0.1
chunk00,hybrid_draft70_qk30_score_per_chunk,50,5,0,0.1
chunk00,hybrid_draft50_qk50_score_per_chunk,50,5,0,0.1
chunk01,draft_frequency_per_chunk,92,9,0,0.1
chunk01,qk_frequency_per_chunk,92,9,0,0.1
chunk01,hybrid_draft70_qk30_score_per_chunk,92,9,0,0.1
chunk01,hybrid_draft50_qk50_score_per_chunk,92,9,0,0.1
chunk02,draft_frequency_per_chunk,76,7,0,0.1
chunk02,qk_frequency_per_chunk,76,7,0,0.1
chunk02,hybrid_draft70_qk30_score_per_chunk,76,7,0,0.1
chunk02,hybrid_draft50_qk50_score_per_chunk,76,7,0,0.1
chunk03,draft_frequency_per_chunk,98,9,0,0.1
chunk03,qk_frequency_per_chunk,98,9,0,0.1
chunk03,hybrid_draft70_qk30_score_per_chunk,98,9,0,0.1
chunk03,hybrid_draft50_qk50_score_per_chunk,98,9,0,0.1
chunk04,draft_frequency_per_chunk,52,5,0,0.1
chunk04,qk_frequency_per_chunk,52,5,0,0.1
chunk04,hybrid_draft70_qk30_score_per_chunk,52,5,0,0.1
chunk04,hybrid_draft50_qk50_score_per_chunk,52,5,0,0.1
chunk05,draft_frequency_per_chunk,214,21,0,0.1
chunk05,qk_frequency_per_chunk,214,21,0,0.1
chunk05,hybrid_draft70_qk30_score_per_chunk,214,21,0,0.1
chunk05,hybrid_draft50_qk50_score_per_chunk,214,21,0,0.1
chunk06,draft_frequency_per_chunk,121,12,0,0.1
chunk06,qk_frequency_per_chunk,121,12,0,0.1
chunk06,hybrid_draft70_qk30_score_per_chunk,121,12,0,0.1
chunk06,hybrid_draft50_qk50_score_per_chunk,121,12,0,0.1
chunk07,draft_frequency_per_chunk,301,30,0,0.1
chunk07,qk_frequency_per_chunk,301,30,0,0.1
chunk07,hybrid_draft70_qk30_score_per_chunk,301,30,0,0.1
chunk07,hybrid_draft50_qk50_score_per_chunk,301,30,0,0.1
chunk08,draft_frequency_per_chunk,84,8,0,0.1
chunk08,qk_frequency_per_chunk,84,8,0,0.1
chunk08,hybrid_draft70_qk30_score_per_chunk,84,8,0,0.1
chunk08,hybrid_draft50_qk50_score_per_chunk,84,8,0,0.1
chunk09,draft_frequency_per_chunk,83,8,0,0.1
chunk09,qk_frequency_per_chunk,83,8,0,0.1
chunk09,hybrid_draft70_qk30_score_per_chunk,83,8,0,0.1
chunk09,hybrid_draft50_qk50_score_per_chunk,83,8,0,0.1
chunk00,draft_frequency_per_chunk,90,9,1,0.1
chunk00,qk_frequency_per_chunk,90,9,1,0.1
chunk00,hybrid_draft70_qk30_score_per_chunk,90,9,1,0.1
chunk00,hybrid_draft50_qk50_score_per_chunk,90,9,1,0.1
chunk01,draft_frequency_per_chunk,85,8,1,0.1
chunk01,qk_frequency_per_chunk,85,8,1,0.1
chunk01,hybrid_draft70_qk30_score_per_chunk,85,8,1,0.1
chunk01,hybrid_draft50_qk50_score_per_chunk,85,8,1,0.1
chunk02,draft_frequency_per_chunk,130,13,1,0.1
chunk02,qk_frequency_per_chunk,130,13,1,0.1
chunk02,hybrid_draft70_qk30_score_per_chunk,130,13,1,0.1
chunk02,hybrid_draft50_qk50_score_per_chunk,130,13,1,0.1
chunk03,draft_frequency_per_chunk,86,8,1,0.1
chunk03,qk_frequency_per_chunk,86,8,1,0.1
chunk03,hybrid_draft70_qk30_score_per_chunk,86,8,1,0.1
chunk03,hybrid_draft50_qk50_score_per_chunk,86,8,1,0.1
chunk04,draft_frequency_per_chunk,135,13,1,0.1
chunk04,qk_frequency_per_chunk,135,13,1,0.1
chunk04,hybrid_draft70_qk30_score_per_chunk,135,13,1,0.1
chunk04,hybrid_draft50_qk50_score_per_chunk,135,13,1,0.1
chunk05,draft_frequency_per_chunk,217,21,1,0.1
chunk05,qk_frequency_per_chunk,217,21,1,0.1
chunk05,hybrid_draft70_qk30_score_per_chunk,217,21,1,0.1
chunk05,hybrid_draft50_qk50_score_per_chunk,217,21,1,0.1
chunk06,draft_frequency_per_chunk,56,5,1,0.1
chunk06,qk_frequency_per_chunk,56,5,1,0.1
chunk06,hybrid_draft70_qk30_score_per_chunk,56,5,1,0.1
chunk06,hybrid_draft50_qk50_score_per_chunk,56,5,1,0.1
chunk07,draft_frequency_per_chunk,216,21,1,0.1
chunk07,qk_frequency_per_chunk,216,21,1,0.1
chunk07,hybrid_draft70_qk30_score_per_chunk,216,21,1,0.1
chunk07,hybrid_draft50_qk50_score_per_chunk,216,21,1,0.1
chunk08,draft_frequency_per_chunk,113,11,1,0.1
chunk08,qk_frequency_per_chunk,113,11,1,0.1
chunk08,hybrid_draft70_qk30_score_per_chunk,113,11,1,0.1
chunk08,hybrid_draft50_qk50_score_per_chunk,113,11,1,0.1
chunk09,draft_frequency_per_chunk,77,7,1,0.1
chunk09,qk_frequency_per_chunk,77,7,1,0.1
chunk09,hybrid_draft70_qk30_score_per_chunk,77,7,1,0.1
chunk09,hybrid_draft50_qk50_score_per_chunk,77,7,1,0.1
chunk00,draft_frequency_per_chunk,64,6,2,0.1
chunk00,qk_frequency_per_chunk,64,6,2,0.1
chunk00,hybrid_draft70_qk30_score_per_chunk,64,6,2,0.1
chunk00,hybrid_draft50_qk50_score_per_chunk,64,6,2,0.1
chunk01,draft_frequency_per_chunk,122,12,2,0.1
chunk01,qk_frequency_per_chunk,122,12,2,0.1
chunk01,hybrid_draft70_qk30_score_per_chunk,122,12,2,0.1
chunk01,hybrid_draft50_qk50_score_per_chunk,122,12,2,0.1
chunk02,draft_frequency_per_chunk,88,8,2,0.1
chunk02,qk_frequency_per_chunk,88,8,2,0.1
chunk02,hybrid_draft70_qk30_score_per_chunk,88,8,2,0.1
chunk02,hybrid_draft50_qk50_score_per_chunk,88,8,2,0.1
chunk03,draft_frequency_per_chunk,48,4,2,0.1
chunk03,qk_frequency_per_chunk,48,4,2,0.1
chunk03,hybrid_draft70_qk30_score_per_chunk,48,4,2,0.1
chunk03,hybrid_draft50_qk50_score_per_chunk,48,4,2,0.1
chunk04,draft_frequency_per_chunk,185,18,2,0.1
chunk04,qk_frequency_per_chunk,185,18,2,0.1
chunk04,hybrid_draft70_qk30_score_per_chunk,185,18,2,0.1
chunk04,hybrid_draft50_qk50_score_per_chunk,185,18,2,0.1
chunk05,draft_frequency_per_chunk,63,6,2,0.1
chunk05,qk_frequency_per_chunk,63,6,2,0.1
chunk05,hybrid_draft70_qk30_score_per_chunk,63,6,2,0.1
chunk05,hybrid_draft50_qk50_score_per_chunk,63,6,2,0.1
chunk06,draft_frequency_per_chunk,99,9,2,0.1
chunk06,qk_frequency_per_chunk,99,9,2,0.1
chunk06,hybrid_draft70_qk30_score_per_chunk,99,9,2,0.1
chunk06,hybrid_draft50_qk50_score_per_chunk,99,9,2,0.1
chunk07,draft_frequency_per_chunk,106,10,2,0.1
chunk07,qk_frequency_per_chunk,106,10,2,0.1
chunk07,hybrid_draft70_qk30_score_per_chunk,106,10,2,0.1
chunk07,hybrid_draft50_qk50_score_per_chunk,106,10,2,0.1
chunk08,draft_frequency_per_chunk,234,23,2,0.1
chunk08,qk_frequency_per_chunk,234,23,2,0.1
chunk08,hybrid_draft70_qk30_score_per_chunk,234,23,2,0.1
chunk08,hybrid_draft50_qk50_score_per_chunk,234,23,2,0.1
chunk09,draft_frequency_per_chunk,368,36,2,0.1
chunk09,qk_frequency_per_chunk,368,36,2,0.1
chunk09,hybrid_draft70_qk30_score_per_chunk,368,36,2,0.1
chunk09,hybrid_draft50_qk50_score_per_chunk,368,36,2,0.1
chunk00,draft_frequency_per_chunk,108,10,3,0.1
chunk00,qk_frequency_per_chunk,108,10,3,0.1
chunk00,hybrid_draft70_qk30_score_per_chunk,108,10,3,0.1
chunk00,hybrid_draft50_qk50_score_per_chunk,108,10,3,0.1
chunk01,draft_frequency_per_chunk,92,9,3,0.1
chunk01,qk_frequency_per_chunk,92,9,3,0.1
chunk01,hybrid_draft70_qk30_score_per_chunk,92,9,3,0.1
chunk01,hybrid_draft50_qk50_score_per_chunk,92,9,3,0.1
chunk02,draft_frequency_per_chunk,90,9,3,0.1
chunk02,qk_frequency_per_chunk,90,9,3,0.1
chunk02,hybrid_draft70_qk30_score_per_chunk,90,9,3,0.1
chunk02,hybrid_draft50_qk50_score_per_chunk,90,9,3,0.1
chunk03,draft_frequency_per_chunk,170,17,3,0.1
chunk03,qk_frequency_per_chunk,170,17,3,0.1
chunk03,hybrid_draft70_qk30_score_per_chunk,170,17,3,0.1
chunk03,hybrid_draft50_qk50_score_per_chunk,170,17,3,0.1
chunk04,draft_frequency_per_chunk,141,14,3,0.1
chunk04,qk_frequency_per_chunk,141,14,3,0.1
chunk04,hybrid_draft70_qk30_score_per_chunk,141,14,3,0.1
chunk04,hybrid_draft50_qk50_score_per_chunk,141,14,3,0.1
chunk05,draft_frequency_per_chunk,200,20,3,0.1
chunk05,qk_frequency_per_chunk,200,20,3,0.1
chunk05,hybrid_draft70_qk30_score_per_chunk,200,20,3,0.1
chunk05,hybrid_draft50_qk50_score_per_chunk,200,20,3,0.1
chunk06,draft_frequency_per_chunk,52,5,3,0.1
chunk06,qk_frequency_per_chunk,52,5,3,0.1
chunk06,hybrid_draft70_qk30_score_per_chunk,52,5,3,0.1
chunk06,hybrid_draft50_qk50_score_per_chunk,52,5,3,0.1
chunk07,draft_frequency_per_chunk,143,14,3,0.1
chunk07,qk_frequency_per_chunk,143,14,3,0.1
chunk07,hybrid_draft70_qk30_score_per_chunk,143,14,3,0.1
chunk07,hybrid_draft50_qk50_score_per_chunk,143,14,3,0.1
chunk08,draft_frequency_per_chunk,68,6,3,0.1
chunk08,qk_frequency_per_chunk,68,6,3,0.1
chunk08,hybrid_draft70_qk30_score_per_chunk,68,6,3,0.1
chunk08,hybrid_draft50_qk50_score_per_chunk,68,6,3,0.1
chunk09,draft_frequency_per_chunk,90,9,3,0.1
chunk09,qk_frequency_per_chunk,90,9,3,0.1
chunk09,hybrid_draft70_qk30_score_per_chunk,90,9,3,0.1
chunk09,hybrid_draft50_qk50_score_per_chunk,90,9,3,0.1
chunk10,draft_frequency_per_chunk,89,8,3,0.1
chunk10,qk_frequency_per_chunk,89,8,3,0.1
chunk10,hybrid_draft70_qk30_score_per_chunk,89,8,3,0.1
chunk10,hybrid_draft50_qk50_score_per_chunk,89,8,3,0.1
chunk00,draft_frequency_per_chunk,96,9,4,0.1
chunk00,qk_frequency_per_chunk,96,9,4,0.1
chunk00,hybrid_draft70_qk30_score_per_chunk,96,9,4,0.1
chunk00,hybrid_draft50_qk50_score_per_chunk,96,9,4,0.1
chunk01,draft_frequency_per_chunk,139,13,4,0.1
chunk01,qk_frequency_per_chunk,139,13,4,0.1
chunk01,hybrid_draft70_qk30_score_per_chunk,139,13,4,0.1
chunk01,hybrid_draft50_qk50_score_per_chunk,139,13,4,0.1
chunk02,draft_frequency_per_chunk,192,19,4,0.1
chunk02,qk_frequency_per_chunk,192,19,4,0.1
chunk02,hybrid_draft70_qk30_score_per_chunk,192,19,4,0.1
chunk02,hybrid_draft50_qk50_score_per_chunk,192,19,4,0.1
chunk03,draft_frequency_per_chunk,126,12,4,0.1
chunk03,qk_frequency_per_chunk,126,12,4,0.1
chunk03,hybrid_draft70_qk30_score_per_chunk,126,12,4,0.1
chunk03,hybrid_draft50_qk50_score_per_chunk,126,12,4,0.1
chunk04,draft_frequency_per_chunk,265,26,4,0.1
chunk04,qk_frequency_per_chunk,265,26,4,0.1
chunk04,hybrid_draft70_qk30_score_per_chunk,265,26,4,0.1
chunk04,hybrid_draft50_qk50_score_per_chunk,265,26,4,0.1
chunk05,draft_frequency_per_chunk,74,7,4,0.1
chunk05,qk_frequency_per_chunk,74,7,4,0.1
chunk05,hybrid_draft70_qk30_score_per_chunk,74,7,4,0.1
chunk05,hybrid_draft50_qk50_score_per_chunk,74,7,4,0.1
chunk06,draft_frequency_per_chunk,60,6,4,0.1
chunk06,qk_frequency_per_chunk,60,6,4,0.1
chunk06,hybrid_draft70_qk30_score_per_chunk,60,6,4,0.1
chunk06,hybrid_draft50_qk50_score_per_chunk,60,6,4,0.1
chunk07,draft_frequency_per_chunk,45,4,4,0.1
chunk07,qk_frequency_per_chunk,45,4,4,0.1
chunk07,hybrid_draft70_qk30_score_per_chunk,45,4,4,0.1
chunk07,hybrid_draft50_qk50_score_per_chunk,45,4,4,0.1
chunk08,draft_frequency_per_chunk,79,7,4,0.1
chunk08,qk_frequency_per_chunk,79,7,4,0.1
chunk08,hybrid_draft70_qk30_score_per_chunk,79,7,4,0.1
chunk08,hybrid_draft50_qk50_score_per_chunk,79,7,4,0.1
chunk09,draft_frequency_per_chunk,102,10,4,0.1
chunk09,qk_frequency_per_chunk,102,10,4,0.1
chunk09,hybrid_draft70_qk30_score_per_chunk,102,10,4,0.1
chunk09,hybrid_draft50_qk50_score_per_chunk,102,10,4,0.1
chunk10,draft_frequency_per_chunk,148,14,4,0.1
chunk10,qk_frequency_per_chunk,148,14,4,0.1
chunk10,hybrid_draft70_qk30_score_per_chunk,148,14,4,0.1
chunk10,hybrid_draft50_qk50_score_per_chunk,148,14,4,0.1
chunk11,draft_frequency_per_chunk,139,13,4,0.1
chunk11,qk_frequency_per_chunk,139,13,4,0.1
chunk11,hybrid_draft70_qk30_score_per_chunk,139,13,4,0.1
chunk11,hybrid_draft50_qk50_score_per_chunk,139,13,4,0.1
chunk12,draft_frequency_per_chunk,149,14,4,0.1
chunk12,qk_frequency_per_chunk,149,14,4,0.1
chunk12,hybrid_draft70_qk30_score_per_chunk,149,14,4,0.1
chunk12,hybrid_draft50_qk50_score_per_chunk,149,14,4,0.1
chunk13,draft_frequency_per_chunk,228,22,4,0.1
chunk13,qk_frequency_per_chunk,228,22,4,0.1
chunk13,hybrid_draft70_qk30_score_per_chunk,228,22,4,0.1
chunk13,hybrid_draft50_qk50_score_per_chunk,228,22,4,0.1
chunk14,draft_frequency_per_chunk,196,19,4,0.1
chunk14,qk_frequency_per_chunk,196,19,4,0.1
chunk14,hybrid_draft70_qk30_score_per_chunk,196,19,4,0.1
chunk14,hybrid_draft50_qk50_score_per_chunk,196,19,4,0.1
chunk15,draft_frequency_per_chunk,72,7,4,0.1
chunk15,qk_frequency_per_chunk,72,7,4,0.1
chunk15,hybrid_draft70_qk30_score_per_chunk,72,7,4,0.1
chunk15,hybrid_draft50_qk50_score_per_chunk,72,7,4,0.1
chunk16,draft_frequency_per_chunk,88,8,4,0.1
chunk16,qk_frequency_per_chunk,88,8,4,0.1
chunk16,hybrid_draft70_qk30_score_per_chunk,88,8,4,0.1
