Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,True,0.23529411764705882,0.0,预测答案“National Cycle Network”直接提取了标准答案中的核心关键信息，准确回答了问题所询问的网络名称。虽然缺少了关于该网络所属国家（英国）的修饰性定语，但在语义上与标准答案完全等价，符合允许细微差异的判断标准。,N/A,N/A,N/A,N/A,N/A
What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",True,1.0,1.0,"预测答案与标准答案完全一致，均准确提供了“Corfe Mullen, Dorset, England”这一地理位置信息，完整包含了标准答案的所有关键要素，在语义上完全等价，正确回答了关于Julia's House总部所在地的问题。",N/A,N/A,N/A,N/A,N/A
What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","on the northern edge of Washington Island, in Door County Wisconsin",True,0.8333333333333333,0.0,预测答案包含了标准答案的所有关键地理位置信息，即“华盛顿岛北边缘”以及“威斯康星州多尔县”。虽然预测答案省略了部分主语且缺少一个逗号，但语义上与标准答案完全等价，准确回答了问题。,N/A,N/A,N/A,N/A,N/A
Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,True,0.5714285714285715,0.0,预测答案“Johan Ludvig Heiberg”直接给出了问题所询问的人名，包含了标准答案中的核心关键信息。虽然它没有使用完整的陈述句形式，但在语义上与标准答案完全等价，准确无误地回答了Peter Andreas Heiberg的孩子是谁。,N/A,N/A,N/A,N/A,N/A
Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,Johanne Luise Heiberg,Johanne Luise Heiberg,True,1.0,1.0,预测答案与标准答案完全一致，均为“Johanne Luise Heiberg”，准确且直接地回答了关于Johan Ludvig Heiberg配偶的问题，符合所有判断标准。,N/A,N/A,N/A,N/A,N/A
"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?","Alice de Lusignan had a uterine half-brother, King Henry III of England.","Isabella of Lusignan, Joan of Lusignan, Piers of Lusignan",False,0.25641025641025644,0.0,预测答案列出了Isabella、Joan和Piers of Lusignan，这与标准答案中给出的关键信息（同母异父的兄弟，即英格兰国王亨利三世）完全不一致。预测答案未能包含标准答案的核心内容，在语义上也不等价，因此未能正确回答问题。,N/A,N/A,N/A,N/A,N/A
"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,False,0.15384615384615385,0.0,预测答案“1220”仅包含了亨利三世第二次加冕的年份，遗漏了1216年在格洛斯特大教堂的首次加冕信息。由于未能完整包含标准答案的关键内容，两者在语义上并不等价，因此判断为错误。,N/A,N/A,N/A,N/A,N/A
Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,True,0.625,0.0,预测答案“Charles University in Prague”直接包含了标准答案中的核心实体信息，准确指出了雇佣Ernst Mach的大学。虽然它省略了完整的主谓宾句子结构，但在语义上与标准答案完全等价，正确回答了问题。,N/A,N/A,N/A,N/A,N/A
Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,True,0.2857142857142857,0.0,预测答案“Ernst Mach”准确包含了标准答案中的核心关键信息，即物理学家的名字。虽然它省略了关于其奥地利籍身份以及哲学家身份的修饰性描述，但在回答“以谁命名”这一核心问题上，两者的语义完全等价，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,True,0.625,0.0,预测答案“Charles University in Prague”直接提取了标准答案中的核心信息，即恩斯特·马赫所在的学术机构。虽然预测答案省略了部分陈述性语句，但语义与标准答案完全一致，准确地回答了问题。,N/A,N/A,N/A,N/A,N/A
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,King Richard I of England,Richard I,True,0.5,0.0,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价。它准确包含了标准答案的核心关键信息，即理查一世。虽然省略了“英格兰国王”这一修饰性头衔，但意思保持一致，正确回答了问题。,N/A,N/A,N/A,N/A,N/A
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard's fleet,False,0.08,0.0,预测答案“Richard's fleet”过于简略，未能包含标准答案中的关键信息，如出发地（Messina）、目的地（Acre）以及时间（April 1191）。它仅泛指了舰队，没有具体回答是哪一次特定的远征或舰队，在语义上与标准答案不等价。,N/A,N/A,N/A,N/A,N/A
The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,George Packer,George Packer,True,1.0,1.0,预测答案与标准答案完全一致，均为“George Packer”，准确包含了问题所问的《The Unwinding》一书作者的关键信息，语义完全等价，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,Peace Corps,Peace Corps,True,1.0,1.0,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所询问的关键信息，且在语义上完全等价，因此正确地回答了问题。,N/A,N/A,N/A,N/A,N/A
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,True,0.15384615384615385,0.0,预测答案“Art Brut”直接给出了演唱歌曲“Bang Bang Rock & Roll”的乐队名称，包含了标准答案中的核心关键信息。虽然缺少了关于乐队国籍和风格的修饰性描述，但在语义上与标准答案完全等价，准确地回答了所提出的问题。,N/A,N/A,N/A,N/A,N/A
