Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Maggie Gyllenhaal,0.0,0.0,False,预测答案给出的演员是Maggie Gyllenhaal，而标准答案是Maria Bello。两者是完全不同的人，预测答案没有包含标准答案的关键信息，语义上也不等价，因此判断为错误。
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,Manhattan Project,1.0,1.0,True,预测答案“Manhattan Project”与标准答案完全一致，包含了标准答案的核心关键信息，且在语义上完全等价，准确地回答了提出的问题。
In which borough was Callum McManaman born?,Knowsley,Whiston,0.0,0.0,False,预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，在语义上并不等价。预测答案未能包含标准答案的关键信息，因此未能正确回答关于Callum McManaman出生地的问题。
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,1.0,1.0,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Answer: Patricia Neal,0.0,0.0,False,预测答案“Patricia Neal”与标准答案“Sherry Boucher”完全不同。在《天龙特攻队》中饰演汉尼拔·史密斯的演员是乔治·佩帕德，他的配偶是Sherry Boucher，因此预测答案未能包含标准答案的关键信息，回答错误。
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2005–06 season,0.0,0.30769230769230765,False,预测答案给出的时间是“2005–06 season”，而标准答案明确指出是“1 December 2010”。两者在时间信息上完全不一致，且语义上也不等价，因此预测答案未能正确回答问题。
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: The child of the cast member of Green Ice is not explicitly mentioned in the provided information.,0.0,0.0,False,预测答案表示相关信息未被提及，未能给出具体的人名，没有包含标准答案中的关键信息“Tatum O'Neal”，因此未能正确回答问题。
How many times did plague occur in the birthplace of La Silvia's composer?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出该问题所询问的瘟疫发生次数为22。两者在数值上完全不一致，且不存在任何语义上的等价关系，因此预测答案未能正确回答问题。
When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1.0,1.0,True,预测答案“1912”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,0.0,0.25,True,预测答案“ATS-6”包含了标准答案“ATS - 6 (Applications Technology Satellite - 6)”中的核心名称，两者在语义上完全等价。标准答案中括号内的部分仅是对该卫星缩写的全称补充，预测答案省略全称并不影响其与标准答案在核心信息上的一致性，因此判定为正确。
