row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,0.7093523610383272,0.0960421779891476,0.22257165901828557,0.22148814500542358,0.27955902100075036,0.11117950303014368,196,223,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.45068844297202304,0.09025225997902453,0.12984444299945608,0.1287398299900815,0.15236743999412283,0.0782242999994196,194,219,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.441239608975593,0.09085597400553524,0.13423725398024544,0.13304374099243432,0.15065147302811965,0.06549490796169266,216,237,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.4271085210493766,0.08157895598560572,0.12342424702364951,0.1224929679883644,0.15230621298542246,0.06979910505469888,173,199,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,False,3,1,1353,27,2172,0.4545021200319752,0.09529997396748513,0.12900272803381085,0.1279311979888007,0.15134707500692457,0.07885234302375466,202,229,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,False,4,0,1178,32,2002,0.42380901298020035,0.08062151103513315,0.12387133401352912,0.12292442301986739,0.1522628859966062,0.06705328193493187,176,208,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,False,4,1,2075,24,2891,0.6182067559566349,0.10871313000097871,0.17360972898313776,0.1716735369991511,0.22857093799393624,0.10731295897858217,311,335,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,False,6,0,1490,21,2303,0.4465067379642278,0.09330093598691747,0.13358491094550118,0.1320421359851025,0.1501642749644816,0.06945661606732756,223,244,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.4935561260790564,0.08517444704193622,0.14192224206635728,0.13627401902340353,0.1705519970273599,0.095907439943403,238,265,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.44291044800775126,0.09629350801697001,0.13373304903507233,0.13256580900633708,0.1502144340192899,0.06266945693641901,219,247,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,0.5661617239820771,0.08851860597496852,0.16839488199912012,0.16659724799683318,0.2284313120180741,0.08081692398991436,299,324,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,0.671082041983027,0.1133040469721891,0.21296460897428915,0.2101115889963694,0.23993329401127994,0.10488009202526882,408,441,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,0.4340501080150716,0.08568421704694629,0.1370113089797087,0.13574195298133418,0.15024011698551476,0.06111446500290185,225,250,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,0.49578754196409136,0.09821560396812856,0.15777656697900966,0.15620689501520246,0.1704953649896197,0.06930000602733344,260,284,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,0.4173491279943846,0.08145502500701696,0.12786241102730855,0.1268258030177094,0.15252408100059256,0.05550761095946655,184,211,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,0.43102562200510874,0.09380135097308084,0.12505626201163977,0.12406858504982665,0.15228675596881658,0.05988125305157155,180,206,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
