Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Answer: Salma Hayek,0.0,0.0,False,预测答案给出的演员是Salma Hayek，而标准答案是Maria Bello。两者在人物实体上完全不同，预测答案没有包含标准答案的关键信息，语义上也不等价，因此判断为错误。
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,the Manhattan Project,1.0,1.0,True,预测答案“the Manhattan Project”与标准答案“Manhattan Project”在语义上完全等价，仅仅是多了一个定冠词“the”，属于措辞上的细微差异，不影响核心意思的表达，因此判断为正确。
In which borough was Callum McManaman born?,Knowsley,Whiston,0.0,0.0,False,预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，且两者在语义上并不等价，因此未能正确回答问题。
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,1.0,1.0,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Patricia Harmon,0.0,0.0,False,预测答案“Joy Patricia Harmon”与标准答案“Sherry Boucher”完全不一致，没有包含标准答案的任何关键信息，且两者在语义上并不等价，因此预测答案未能正确回答问题。
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2010,0.0,0.6666666666666666,False,预测答案“2010”仅包含了年份，遗漏了标准答案中关键的月份和日期信息（12月1日）。问题询问的是“最后一次”的具体时间，缺少具体的月日导致信息不完整，两者在语义上并不等价。
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: The child of the cast member of Green Ice is not explicitly mentioned in the provided passages.,0.0,0.0,False,预测答案表示在提供的段落中没有明确提及该演员的孩子，未能给出具体的人名。它没有包含标准答案中的关键信息“Tatum O'Neal”，两者在语义上并不等价，因此判断为错误。
How many times did plague occur in the birthplace of La Silvia's composer?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且在语义上不等价，因此预测答案未能正确回答问题。
When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1.0,1.0,True,预测答案“1912”与标准答案“1912”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,0.0,0.25,True,预测答案“ATS-6”与标准答案“ATS - 6 (Applications Technology Satellite - 6)”在语义上完全等价，包含了标准答案的核心关键信息。预测答案仅省略了全称和连字符，属于措辞上的细微差异，不影响答案的正确性。
Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Robert Robinson Taylor,0.0,0.0,False,预测答案给出的名字是“Robert Robinson Taylor”，而标准答案是“James Howard Meredith”。两者是完全不同的人物，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。
Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Royal Swedish Academy of Sciences,0.0,0.2,False,预测答案给出的机构是“The Royal Swedish Academy of Sciences”（瑞典皇家科学院），而标准答案是“University of Cambridge”（剑桥大学）。两者在语义上完全不同，且预测答案未包含标准答案的任何关键信息，因此判断为错误。
Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood,1.0,1.0,True,预测答案“Tom Hood”与标准答案完全一致，准确包含了问题所要求的关键信息，语义上完全等价，正确回答了关于Frances Freeling Broderip兄弟姐妹的问题。
Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,0.0,0.0,False,预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在《钢铁侠》中为贾维斯配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，因此预测答案未能正确回答问题。
What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,The source of the river that is the mouth of the Caledon River is the Great Ruaha River.,0.0,0.0,False,预测答案给出的河流源头是“Great Ruaha River”，而标准答案为“Thaba Putsoa”。两者在核心信息上完全不一致，且语义上不等价，因此预测答案未能正确回答问题。
What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge,0.0,0.3333333333333333,False,预测答案给出的桥梁名称是“Royal Albert Bridge”，而标准答案是“Rialto Bridge”。两者在名称和语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。
When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946,0.0,0.0,False,预测答案“1946”与标准答案“January 2015”不一致。问题询问的是该政党何时接管决定众议院规则的政府分支（即众议院规则委员会），其正确时间点应为2015年1月，而非该党在中期选举中获胜的1946年。因此预测答案未能包含标准答案的关键信息，语义上也不等价。
Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of *Julius Caesar* (1953), studied at Clifton College in England and worked in the grain trade in London before emigrating to the United States. He later became",0.0,0.1,True,预测答案明确指出了该制片人John Houseman曾在英国的Clifton College学习，包含了标准答案中的关键信息“Clifton College”，且语义与标准答案完全一致，因此判断为正确。
Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Ankara,0.0,0.0,False,预测答案“Ankara”与标准答案“Malko Tarnovo Municipality”完全不一致。问题询问的是该出生地作为首府所属的市政区，标准答案明确为Malko Tarnovo Municipality，而预测答案给出了一个不同的地名，未包含标准答案的关键信息，语义上也不等价。
What is the performer of Heartbeat named after?,Natalie Albino,Sara Ramirez,0.0,0.0,False,预测答案给出的名字是“Sara Ramirez”，而标准答案是“Natalie Albino”。两者在语义上完全不同，且预测答案未包含标准答案的任何关键信息，因此判断为错误。
The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto,1.0,1.0,True,预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。
What year did the publisher of Labyrinth end?,1986,1999,0.0,0.3333333333333333,False,预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。
The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),FSMA,0.0,0.2857142857142857,True,预测答案“FSMA”是标准答案“Food Safety Modernization Act (FSMA)”的首字母缩写，两者在语义上完全等价，且预测答案包含了标准答案的核心关键信息，因此判定为正确回答了问题。
Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,José Ramos-Horta,0.0,0.0,False,预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上并不等价，因此判断为错误。
Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,Edward Pakenham,0.0,0.888888888888889,True,预测答案“Edward Pakenham”与标准答案“General Edward Pakenham”在语义上完全等价，指代的是同一位历史人物。预测答案包含了标准答案的核心关键信息，仅仅是省略了“General”这一头衔，不影响对问题实质的正确回答。
Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,"Ocala, Florida",0.0,0.5,False,"预测答案“Ocala, Florida”给出了具体的城市名称，而标准答案是“in Northern Florida”这一地区概念。虽然Ocala在地理上确实位于北佛罗里达，但预测答案并未包含标准答案的关键信息，且两者在语义上并不等价，因此判断为错误。"
Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,International Olympic Committee,0.0,0.0,False,预测答案回答的是该组织的名称（International Olympic Committee），而问题询问的是该组织的总统（即主席）是谁。标准答案给出了具体的人名“Thomas Bach”，预测答案在语义上并未包含标准答案的关键信息，因此判断为错误。
"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964,1.0,1.0,True,预测答案“1964”与标准答案“1964”完全一致，包含了标准答案的关键信息，且在语义上完全等价。预测答案准确给出了问题所问的征兵引入年份，符合所有的判断标准。
Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Answer: Xanana Gusmão,0.0,0.0,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，预测答案未包含标准答案的关键信息，两者在语义上不等价，因此未能正确回答问题。
Who is the spouse of the current queen of England?,Philip Mountbatten,Philip Mountbatten,1.0,1.0,True,预测答案“Philip Mountbatten”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于英格兰现任女王配偶的问题。
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1915,0.0,0.3333333333333333,False,预测答案给出的年份是1915年，而标准答案为1065年。两者在数值和语义上完全不同，预测答案未能包含标准答案的关键信息，因此判断为错误。
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling all of its operations in Finland and conducting market research for Swedish operations,0.0,0.5925925925925926,False,预测答案虽然包含了标准答案中关于“芬兰业务”的部分内容，但将“trying to find a potential buyer（寻找潜在买家）”直接表述为“selling（出售）”，在语义上存在明显差异。此外，预测答案还包含了标准答案中未提及的关于瑞典业务市场研究的无关信息，因此不能判定为完全正确。
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Keturah,1.0,1.0,True,预测答案“Keturah”与标准答案完全一致，准确包含了标准答案的关键信息，且语义上完全等价，正确回答了三大一神教创始人（亚伯拉罕）在撒拉死后所娶之人的问题。
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast,1.0,1.0,True,预测答案“South Central Coast”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了问题。
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Bart Millard,0.0,0.0,False,预测答案给出的名字是“Bart Millard”，而标准答案是“Michael Bublé”。两者是完全不同的人名，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
The Live Life Loud album's band signed to which label?,Fair Trade Services,Blue Note,0.0,0.0,False,预测答案给出的厂牌是“Blue Note”，而标准答案明确指出该乐队签约的厂牌是“Fair Trade Services”。两者信息完全不一致，预测答案未能包含标准答案的关键信息，因此判断为错误。
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Christina Gyllenstierna,0.0,0.0,False,预测答案“Christina Gyllenstierna”与标准答案“Svante Stensson Sture”完全不同，没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。
What is the record label of the Metalworks Studio founder?,TML Entertainment,Metalworks Institute,0.0,0.0,False,预测答案“Metalworks Institute”与标准答案“TML Entertainment”完全不同。问题询问的是Metalworks Studio创始人的唱片公司，而预测答案给出的是一个教育机构，未能包含标准答案的关键信息，语义上也不等价，因此判断为错误。
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Susilo Bambang Yudhoyono,0.0,0.0,False,预测答案“Susilo Bambang Yudhoyono”与标准答案“Francisco Guterres”完全不同。问题询问的是与播出Dahsyat节目的国家（印度尼西亚）共同建立真相与友谊委员会的新国家（东帝汶）的总统，预测答案给出的是印尼前总统，未包含标准答案的关键信息。
How many times did the plague occur in the city where Flora's painter died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出该城市发生瘟疫的次数是22。两者在数值上完全不一致，且不存在语义等价或措辞差异的情况，因此预测答案未能正确回答问题。
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Braniewo,0.0,0.0,False,预测答案给出的地点是“Braniewo”，而标准答案是“Green Bay”。两者在语义上完全不同，且预测答案没有包含标准答案的任何关键信息，因此判定为错误。
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Fort Davis,1.0,1.0,True,预测答案“Fort Davis”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了所提出的问题。
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,Elisabeth Shue played the girlfriend of Marty McFly's daughter in Back to the Future 2.,0.0,0.0,False,预测答案给出的名字是Elisabeth Shue，而标准答案是Claudia Wells。两者不仅名字不同，且在语义上也不等价，因此预测答案未能包含标准答案的关键信息，回答错误。
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,Job 19:20,0.0,0.4444444444444445,False,预测答案给出的出处是“Job 19:20”，而标准答案为“Genesis 3:15”。两者在具体的书卷和章节信息上完全不同，预测答案没有包含标准答案的关键信息，且在语义上不等价，因此判断为错误。
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton,0.0,0.0,False,预测答案“Appleton”与标准答案“Green Bay”是两个不同的地名，两者在语义上并不等价，且预测答案未包含标准答案的任何关键信息，因此预测回答错误。
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22次。两者在数值上完全不一致，且不存在语义等价或措辞差异的情况，因此预测答案未能正确回答问题。
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,The Orlam clans crossed the Orange River to migrate to Namibia.,0.0,0.0,False,预测答案指出奥兰姆部族跨越的河流是Orange River（奥兰治河），而标准答案明确给出的是Thaba Putsoa。两者在关键信息上完全不一致，预测答案未能包含标准答案所要求的核心内容，因此判断为错误。
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"It was an important work because it crystallized sentiment for independence in 1776, was the most widely read pamphlet of the American Revolution, and contributed significantly to spreading the idea of republicanism and encouraging recruitment for",0.0,0.11999999999999998,True,预测答案包含了标准答案的核心信息，即“crystallized sentiment for independence”（明确了独立诉求），这与标准答案中的“crystallized the rebellious demand for independence”在语义上等价。此外，预测答案还补充了该作品在传播共和思想和鼓励参军方面的历史意义，完整且准确地回答了问题。
In which county was Larkin I. Smith born?,Pearl River County,"Poplarville, Mississippi",0.0,0.0,False,"问题询问的是Larkin I. Smith出生在哪个县，标准答案明确指出是Pearl River County。预测答案回答的是Poplarville, Mississippi，这是一个城市名称，而不是县名。尽管Poplarville位于Pearl River County内，但预测答案并未包含标准答案的关键信息，在语义上也不等价，因此判断为错误。"
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了所提出的问题。
with what movie did Mary Philips' husband win his only oscar?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”，准确包含了问题所需的关键信息，语义完全等价，因此判断为正确。
The all time top goal scorer in premier league in one season is a member of what team?,Egypt national football team,Manchester City,0.0,0.0,False,预测答案“Manchester City”与标准答案“Egypt national football team”不一致。英超单赛季进球纪录保持者是穆罕默德·萨拉赫，他是埃及国家足球队的成员，而不是曼彻斯特城队的成员，因此预测答案未能包含标准答案的关键信息。
Where is the province of Gonbad-e Qabus County located?,in the north-east of the country south of the Caspian Sea,"Golestan Province, Iran.",0.0,0.0,False,"预测答案“Golestan Province, Iran”指出了Gonbad-e Qabus County所在的国家和省份，但未能包含标准答案中的关键信息，即“in the north-east of the country south of the Caspian Sea”。两者在地理方位的描述上不等价，因此判断为错误。"
Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,John D. Loudermilk,Norah Jones,0.0,0.0,False,预测答案“Norah Jones”是演唱歌曲《Feelin' the Same Way》的表演者，但问题询问的是她所表演的歌曲《Turn Me On》的创作者。标准答案明确指出该歌曲的创作者是“John D. Loudermilk”。预测答案回答的是表演者而非创作者，未包含标准答案的关键信息，因此判断为错误。
What institute did the actor playing the voice of John Smith in Pocahontas attend?,National Institute of Dramatic Art,National Institute of Dramatic Art,1.0,1.0,True,预测答案与标准答案完全一致，均为“National Institute of Dramatic Art”，准确包含了标准答案的关键信息，语义完全等价，正确地回答了问题。
Who led the muslim forces to retake the proposed embassy destination?,Abu Ubaidah,Abu Ubaidah ibn al-Jarrah,0.0,0.6153846153846153,True,预测答案“Abu Ubaidah ibn al-Jarrah”包含了标准答案“Abu Ubaidah”的关键信息，两者在语义上完全等价，只是预测答案提供了该历史人物更完整的全名，符合允许措辞细微差异的评判标准。
Which is the body of water near George Mills' place of birth?,River Thames,River Ravensbourne,0.0,0.0,False,预测答案给出的水体是“River Ravensbourne”，而标准答案是“River Thames”。两者指代的是完全不同的河流，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。
When did the party who gained control of congress in the midterm elections in 1946 take control of the determiner of rules of the US House and US Senate?,January 2015,"January 3, 2015",0.0,0.8571428571428571,True,"预测答案“January 3, 2015”包含了标准答案“January 2015”的关键信息，两者在语义上完全等价。预测答案仅增加了具体的日期，不影响对问题核心事实的回答，符合允许措辞细微差异的判断标准。"
Who does the Nothing Suits Me Like a Suit artist play in Batman Under the Red Hood?,Nightwing / Dick Grayson,Jason Todd / Red Hood,0.0,0.0,False,预测答案给出的角色是Jason Todd / Red Hood，而标准答案明确指出该艺术家在《Batman Under the Red Hood》中扮演的角色是Nightwing / Dick Grayson。两者是完全不同的角色，预测答案未包含标准答案的关键信息，语义上也不等价，因此判断为错误。
When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,1989,1989,1.0,1.0,True,预测答案“1989”与标准答案“1989”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。
What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,Green Bay,Pécs,0.0,0.0,False,预测答案“Pécs”与标准答案“Green Bay”完全不同，没有包含标准答案的任何关键信息，且在语义上也不等价，因此未能正确回答问题。
Who is the brother of the Nothin' My Love Can't Fix performer?,Matthew Lawrence,Joey Lawrence,0.0,0.6666666666666666,False,预测答案给出的兄弟是Joey Lawrence，而标准答案明确指出该表演者的兄弟是Matthew Lawrence。两者是不同的人，预测答案未包含标准答案的关键信息，语义上也不等价，因此判断为错误。
Who is the brother of the Melissa and Joey Theme Song singer?,Matthew Lawrence,Michael Lawrence,0.0,0.6666666666666666,False,预测答案“Michael Lawrence”与标准答案“Matthew Lawrence”在名字上存在明显差异，指代的是不同的人，不满足语义等价和包含关键信息的标准，因此判断为错误。
When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,20 March 2005,0.0,0.6153846153846153,False,预测答案给出的日期是“20 March 2005”，而标准答案为“1 December 2010”。两者在日期上完全不同，预测答案没有包含标准答案的关键信息，且语义上不等价，因此判断为错误。
Who started the foundation that developed the Free Software Directory?,Richard Stallman,Free Software Foundation,0.0,0.0,False,预测答案“Free Software Foundation”是该基金会的名称，而问题询问的是“谁”创立了该基金会。标准答案“Richard Stallman”才是创立该基金会的人，两者在语义上并不等价，因此预测答案未能正确回答问题。
What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,Egyptian,0.0,0.25,True,预测答案“Egyptian”虽然省略了“ancient”和“religion”等词，但在问题“古埃及地下世界的神属于什么神系”的语境下，它准确传达了标准答案“ancient Egyptian religion”的核心含义，两者在语义上是等价的。
Where was the president born on the fourth of July born?,Plymouth Notch,"Answer: La Rioja, Argentina",0.0,0.0,False,"预测答案给出的地点是“La Rioja, Argentina”，而标准答案是“Plymouth Notch”。两者在地理位置和语义上完全不同，预测答案没有包含标准答案的任何关键信息，因此判断为错误。"
Who play's Marty's girlfriend in back to the future?,Claudia Wells,Claudia Wells and Elisabeth Shue.,0.0,0.5,True,预测答案包含了标准答案中的关键信息“Claudia Wells”。虽然预测答案额外补充了在续集中饰演该角色的Elisabeth Shue，但这并未遗漏或否定标准答案的核心信息，符合包含标准答案关键信息的判断标准。
What is the record label for the band which performed Pythons?,Kanine Records,Sire Records,0.0,0.5,False,预测答案给出的唱片公司是“Sire Records”，而标准答案是“Kanine Records”。两者在语义上完全不同，预测答案没有包含标准答案的关键信息，因此判断为错误。
Who is the employer of the person Mach's principle was named after?,Charles University,The employer of the person Mach's principle was named after is the Royal Aircraft Establishment.,0.0,0.0,False,预测答案给出的雇主是“Royal Aircraft Establishment”，而标准答案是“Charles University”。两者在语义上完全不一致，预测答案未包含标准答案的关键信息，因此判断为错误。
What is the life expectancy of the type of retriever named after the body of water the Patuxent River turns into?,average lifespan at 9.4 years,12 to 13 years,0.0,0.3333333333333333,False,预测答案给出的寿命是“12 to 13 years”，而标准答案明确指出该寻回犬的平均寿命为“9.4 years”。两者在数值上完全不一致，且语义不等价，因此预测答案未能正确回答问题。
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sambas is located?,Francisco Guterres,José Ramos-Horta,0.0,0.0,False,预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上不等价，因此判断为错误。
What is the capital of the country it is about?,Aden,The capital of Guyana is Georgetown.,0.0,0.0,False,预测答案给出的首都是“Georgetown”（乔治敦），而标准答案是“Aden”（亚丁）。两者不仅地名完全不同，所针对的国家也不一致，预测答案未包含标准答案的关键信息，语义上也不等价。
The league playing in the Thursday night football game is a type of what?,sports league,professional sports,0.0,0.0,False,预测答案“professional sports”指的是职业体育这一大类概念，而标准答案“sports league”明确指出了体育联盟。两者在语义上并不等价，预测答案未能准确包含标准答案的关键信息。
A participant of the Battle of Brechin is an instance of?,Scottish clan,Clan Gordon,0.0,0.0,False,预测答案“Clan Gordon”是标准答案“Scottish clan”的一个具体实例，而不是对问题所问的类别本身的回答。两者在语义上并不等价，预测答案未能准确给出问题所要求的上位概念。
What is the symbol of the Saints from the city that is the location of Blanton's manufacturer's headquarters called?,fleur - de-lis,fleur-de-lis,0.0,0.6666666666666666,True,预测答案“fleur-de-lis”与标准答案“fleur - de-lis”在语义上完全等价，仅仅是连字符前后的空格存在细微的格式差异，包含了标准答案的所有关键信息，符合正确回答问题的判断标准。
What mythology is the city where Eutychides was born in a part of?,Greek mythology,Greek mythology,1.0,1.0,True,预测答案“Greek mythology”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了关于Eutychides出生地所属神话体系的问题。
What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne,College of Charleston,0.0,0.5,True,预测答案“College of Charleston”与标准答案“College of Charles Towne”指代的是同一所高等教育机构，即位于南卡罗来纳州的查尔斯顿学院。两者在语义上完全等价，仅为拼写或历史称呼上的细微差异，因此判断为正确。
"What county shares a border with the other county, that contains the city, that is the birthplace of the performer of Never Gonna Fall in Love Again?",Cabarrus County,Answer: Lempira,0.0,0.0,False,预测答案“Lempira”与标准答案“Cabarrus County”完全不一致，既没有包含标准答案的关键信息，在语义上也毫无关联，因此预测答案未能正确回答问题。
What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,"Clatskanie, Oregon",0.0,0.7499999999999999,True,"预测答案“Clatskanie, Oregon”包含了标准答案“Clatskanie”的关键信息，并且补充了该城市所在的州名，两者在语义上完全等价，符合允许措辞细微差异的判断标准。"
What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,Manhattan Project,1.0,1.0,True,预测答案“Manhattan Project”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于发现原子中质子数独特性的人所参与的 undertaking（项目）的问题。
What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,the legendary Bavarian prophet Mühlhiasl,0.0,0.10526315789473685,False,预测答案“the legendary Bavarian prophet Mühlhiasl”与标准答案“the novel of the same name by Robert Ludlum”在语义上完全不一致，且未包含标准答案的任何关键信息，因此预测答案是错误的。
Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,Bill Gates was the person with the biggest net worth in 2017. The two features played up were his position as the richest man in the world for the fourth consecutive year and his long-standing dominance in the list,0.0,0.0909090909090909,False,预测答案中提到的两个特征是“作为世界首富的地位”和“在榜单上的长期主导地位”，这与标准答案中的“ease of use and enhanced support for Plug and Play”完全不一致，没有包含标准答案的关键信息，语义上也不等价。
"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Gloria Castillo,0.0,0.0,False,预测答案给出的成员名字是“Gloria Castillo”，与标准答案“Aaron Benward”完全不一致，不包含标准答案的关键信息，且两者在语义上并不等价，因此未能正确回答问题。
How many times did plague occur in the place where Bajazet's composer was born?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案为22。两者在数值上完全不一致，且不存在语义等价或措辞上的细微差异，因此预测答案未能正确回答问题。
What year did the company that published Starship Command end?,1986,1999,0.0,0.3333333333333333,False,预测答案给出的年份是1999年，而标准答案明确指出该公司结束的年份是1986年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Johanne Luise Pätges,0.0,0.5714285714285714,True,预测答案“Johanne Luise Pätges”与标准答案“Johanne Luise Heiberg”在语义上等价。Johanne Luise Pätges是本名，Heiberg是婚后夫姓，两者指代的是完全相同的同一历史人物，因此预测答案正确。
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,"Answer: The character in *A League of Their Own* played by the actress who played Thelma in *Thelma and Louise* is **Meg Griffin**. The actress is **Geena Davis**, who portrayed",0.0,0.0,False,预测答案给出的角色是“Meg Griffin”，这与标准答案“Dottie Hinson”不一致。尽管预测答案正确识别出了女演员Geena Davis，但给出了完全错误的角色名称，因此未能正确回答问题。
What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,NFL,0.0,0.0,False,预测答案“NFL”与标准答案“NES”完全不同。问题询问的是该电子游戏的专属平台缩写，正确答案应为任天堂娱乐系统的缩写“NES”，而“NFL”是国家橄榄球联盟的缩写，并未包含标准答案的关键信息，语义上也不等价。
When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,1998–99,0.0,0.0,False,预测答案给出的时间是“1998–99”，而标准答案明确指出时间为“1 December 2010”。两者在时间信息上完全不一致，预测答案未能包含标准答案的关键信息，因此判断为错误。
