row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,1.0372209449997172,0.09894114104099572,0.2103344610077329,0.20917500398354605,0.6220427340012975,0.10590260894969106,196,223,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.3868946859729476,0.09627759695285931,0.129870040982496,0.12864387698937207,0.0958216889994219,0.06492535903817043,194,219,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.4022195410216227,0.09314074198482558,0.13318690500454977,0.13206090801395476,0.09570563799934462,0.08018625603290275,216,237,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.36091971897985786,0.0871764610055834,0.12334628397366032,0.1224161220015958,0.0953826240147464,0.05501434998586774,173,199,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,False,3,1,1353,27,2172,0.41776237497106194,0.1059987010085024,0.1289073799853213,0.12782301503466442,0.10299486800795421,0.07986142596928403,202,229,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,False,4,0,1178,32,2002,0.3669052339391783,0.08618395600933582,0.12393535696901381,0.12296542600961402,0.09668014501221478,0.06010577594861388,176,208,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,False,4,1,2075,24,2891,0.4903801149921492,0.11302857100963593,0.17391202796716243,0.17189294699346647,0.1184486550046131,0.08499086101073772,311,335,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,False,6,0,1490,21,2303,0.41099889698671177,0.09343298396561295,0.13414310402004048,0.13288991898298264,0.0974823699798435,0.08594043902121484,223,244,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.4157513050013222,0.09318013995653018,0.13852549600414932,0.1371377719915472,0.11326943500898778,0.0707762340316549,238,265,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.3881156839779578,0.09878820495214313,0.1335642549674958,0.13239985599648207,0.09574200899805874,0.06002121506026015,219,247,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,0.4708331850124523,0.09194462496088818,0.16837315703742206,0.1666173770208843,0.11797465698327869,0.09254074603086337,299,324,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,0.566835506062489,0.11903232301119715,0.21327097801258788,0.21056538302218542,0.1282253289828077,0.10630687605589628,408,441,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,0.3895912370062433,0.0878355770255439,0.13717442500637844,0.13591963599901646,0.10303257597843185,0.06154865899588913,225,250,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,0.5265523990383372,0.10619321902049705,0.22935953899286687,0.22780707996571437,0.11323177395388484,0.0777678670710884,260,284,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,0.383631608041469,0.08388902101432905,0.12739694403717294,0.12635171302827075,0.0954217910184525,0.07692385197151452,184,211,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,0.38337270595366135,0.09758984501240775,0.1241592529695481,0.12321038800291717,0.1018915869644843,0.05973202100722119,180,206,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
