row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,0.5129252867773175,0.025442696642130613,0.20073596574366093,0.1996681597083807,0.21750263823196292,0.06924398615956306,196,223,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.3703585835173726,0.023245542775839567,0.1297994558699429,0.1287592719309032,0.15324300900101662,0.06407057587057352,194,219,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.36878191167488694,0.02402903512120247,0.13427831698209047,0.13318884698674083,0.151926230173558,0.058548329398036,216,237,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.34802008094266057,0.02146326284855604,0.12440172675997019,0.12349900184199214,0.15355977322906256,0.04859531810507178,173,199,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,True,3,1,1353,27,2172,0.36186812818050385,0.024531331844627857,0.1299532293342054,0.12891925731673837,0.1526444940827787,0.05473907291889191,202,229,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,True,4,0,1178,32,2002,0.3536358089186251,0.021703858859837055,0.12518429988995194,0.12423518020659685,0.15365008125081658,0.05309756891801953,176,208,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,True,4,1,2075,24,2891,0.5120581639930606,0.02917844709008932,0.17526680091395974,0.17338125966489315,0.23189890384674072,0.0757140121422708,311,335,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,True,6,0,1490,21,2303,0.36650392273440957,0.024064589757472277,0.13465655874460936,0.13346177199855447,0.15251130471006036,0.05527146952226758,223,244,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.3988839779049158,0.02361014112830162,0.13963138405233622,0.13836099114269018,0.1720413169823587,0.06360113574191928,238,265,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.3675208925269544,0.024704212322831154,0.13458862341940403,0.1334312902763486,0.15185594419017434,0.05637211259454489,219,247,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,0.4936970011331141,0.025965796783566475,0.16931979404762387,0.16756142023950815,0.22940279496833682,0.06900861533358693,299,324,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,0.5761707937344909,0.032673565205186605,0.21377208782359958,0.21111036790534854,0.24115199875086546,0.08857314195483923,408,441,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,0.3684401074424386,0.02333345403894782,0.1380307637155056,0.13683472201228142,0.15149546973407269,0.0555804199539125,225,250,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,0.43667050916701555,0.026700152084231377,0.1601569140329957,0.15739948628470302,0.17234846018254757,0.0774649828672409,260,284,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,0.35712271835654974,0.02296954905614257,0.12863900419324636,0.127618920058012,0.15352034708485007,0.051993818022310734,184,211,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,0.35953313764184713,0.024535018019378185,0.12548178574070334,0.12451723264530301,0.15362261980772018,0.05589371407404542,180,206,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
16,False,12,0,2011,32,2835,0.5081412973813713,0.02899926295503974,0.1734316712245345,0.17169963801279664,0.23217982100322843,0.07353054219856858,301,333,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?
17,False,12,1,2101,30,2923,0.5148692252114415,0.02943836711347103,0.17741522332653403,0.17544222669675946,0.2400087551213801,0.06800687965005636,315,345,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?
18,False,13,0,1142,21,1955,0.3431245218962431,0.02131291711702943,0.12446027109399438,0.12360351625829935,0.15069774957373738,0.046653584111481905,171,192,What year was the father of Katherine of England crowned?,Who is Katherine of England?
19,False,13,1,2083,25,2900,0.5211814614012837,0.029398818034678698,0.17463838309049606,0.17267879424616694,0.23794573871418834,0.07919852156192064,312,337,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?
20,False,14,0,1057,36,1885,0.3404900813475251,0.020515139680355787,0.1206804751418531,0.11982014495879412,0.15414290502667427,0.04515156149864197,158,194,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?
