example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,draft_frequency_per_chunk,0.15,50,7
0,0,draft_mean_score_per_chunk,0.15,50,7
0,0,draft_max_score_per_chunk,0.15,50,7
0,0,draft_top2_mean_score_per_chunk,0.15,50,7
0,0,draft_top4_mean_score_per_chunk,0.15,50,7
0,1,draft_frequency_per_chunk,0.15,92,13
0,1,draft_mean_score_per_chunk,0.15,92,13
0,1,draft_max_score_per_chunk,0.15,92,13
0,1,draft_top2_mean_score_per_chunk,0.15,92,13
0,1,draft_top4_mean_score_per_chunk,0.15,92,13
0,2,draft_frequency_per_chunk,0.15,76,11
0,2,draft_mean_score_per_chunk,0.15,76,11
0,2,draft_max_score_per_chunk,0.15,76,11
0,2,draft_top2_mean_score_per_chunk,0.15,76,11
0,2,draft_top4_mean_score_per_chunk,0.15,76,11
0,3,draft_frequency_per_chunk,0.15,98,14
0,3,draft_mean_score_per_chunk,0.15,98,14
0,3,draft_max_score_per_chunk,0.15,98,14
0,3,draft_top2_mean_score_per_chunk,0.15,98,14
0,3,draft_top4_mean_score_per_chunk,0.15,98,14
0,4,draft_frequency_per_chunk,0.15,52,7
0,4,draft_mean_score_per_chunk,0.15,52,7
0,4,draft_max_score_per_chunk,0.15,52,7
0,4,draft_top2_mean_score_per_chunk,0.15,52,7
0,4,draft_top4_mean_score_per_chunk,0.15,52,7
0,5,draft_frequency_per_chunk,0.15,214,32
0,5,draft_mean_score_per_chunk,0.15,214,32
0,5,draft_max_score_per_chunk,0.15,214,32
0,5,draft_top2_mean_score_per_chunk,0.15,214,32
0,5,draft_top4_mean_score_per_chunk,0.15,214,32
0,6,draft_frequency_per_chunk,0.15,121,18
0,6,draft_mean_score_per_chunk,0.15,121,18
0,6,draft_max_score_per_chunk,0.15,121,18
0,6,draft_top2_mean_score_per_chunk,0.15,121,18
0,6,draft_top4_mean_score_per_chunk,0.15,121,18
0,7,draft_frequency_per_chunk,0.15,301,45
0,7,draft_mean_score_per_chunk,0.15,301,45
0,7,draft_max_score_per_chunk,0.15,301,45
0,7,draft_top2_mean_score_per_chunk,0.15,301,45
0,7,draft_top4_mean_score_per_chunk,0.15,301,45
0,8,draft_frequency_per_chunk,0.15,84,12
0,8,draft_mean_score_per_chunk,0.15,84,12
0,8,draft_max_score_per_chunk,0.15,84,12
0,8,draft_top2_mean_score_per_chunk,0.15,84,12
0,8,draft_top4_mean_score_per_chunk,0.15,84,12
0,9,draft_frequency_per_chunk,0.15,83,12
0,9,draft_mean_score_per_chunk,0.15,83,12
0,9,draft_max_score_per_chunk,0.15,83,12
0,9,draft_top2_mean_score_per_chunk,0.15,83,12
0,9,draft_top4_mean_score_per_chunk,0.15,83,12
1,0,draft_frequency_per_chunk,0.15,90,13
1,0,draft_mean_score_per_chunk,0.15,90,13
1,0,draft_max_score_per_chunk,0.15,90,13
1,0,draft_top2_mean_score_per_chunk,0.15,90,13
1,0,draft_top4_mean_score_per_chunk,0.15,90,13
1,1,draft_frequency_per_chunk,0.15,85,12
1,1,draft_mean_score_per_chunk,0.15,85,12
1,1,draft_max_score_per_chunk,0.15,85,12
1,1,draft_top2_mean_score_per_chunk,0.15,85,12
1,1,draft_top4_mean_score_per_chunk,0.15,85,12
1,2,draft_frequency_per_chunk,0.15,130,19
1,2,draft_mean_score_per_chunk,0.15,130,19
1,2,draft_max_score_per_chunk,0.15,130,19
1,2,draft_top2_mean_score_per_chunk,0.15,130,19
1,2,draft_top4_mean_score_per_chunk,0.15,130,19
1,3,draft_frequency_per_chunk,0.15,86,12
1,3,draft_mean_score_per_chunk,0.15,86,12
1,3,draft_max_score_per_chunk,0.15,86,12
1,3,draft_top2_mean_score_per_chunk,0.15,86,12
1,3,draft_top4_mean_score_per_chunk,0.15,86,12
1,4,draft_frequency_per_chunk,0.15,135,20
1,4,draft_mean_score_per_chunk,0.15,135,20
1,4,draft_max_score_per_chunk,0.15,135,20
1,4,draft_top2_mean_score_per_chunk,0.15,135,20
1,4,draft_top4_mean_score_per_chunk,0.15,135,20
1,5,draft_frequency_per_chunk,0.15,217,32
1,5,draft_mean_score_per_chunk,0.15,217,32
1,5,draft_max_score_per_chunk,0.15,217,32
1,5,draft_top2_mean_score_per_chunk,0.15,217,32
1,5,draft_top4_mean_score_per_chunk,0.15,217,32
1,6,draft_frequency_per_chunk,0.15,56,8
1,6,draft_mean_score_per_chunk,0.15,56,8
1,6,draft_max_score_per_chunk,0.15,56,8
1,6,draft_top2_mean_score_per_chunk,0.15,56,8
1,6,draft_top4_mean_score_per_chunk,0.15,56,8
1,7,draft_frequency_per_chunk,0.15,216,32
1,7,draft_mean_score_per_chunk,0.15,216,32
1,7,draft_max_score_per_chunk,0.15,216,32
1,7,draft_top2_mean_score_per_chunk,0.15,216,32
1,7,draft_top4_mean_score_per_chunk,0.15,216,32
1,8,draft_frequency_per_chunk,0.15,113,16
1,8,draft_mean_score_per_chunk,0.15,113,16
1,8,draft_max_score_per_chunk,0.15,113,16
1,8,draft_top2_mean_score_per_chunk,0.15,113,16
1,8,draft_top4_mean_score_per_chunk,0.15,113,16
1,9,draft_frequency_per_chunk,0.15,77,11
1,9,draft_mean_score_per_chunk,0.15,77,11
1,9,draft_max_score_per_chunk,0.15,77,11
1,9,draft_top2_mean_score_per_chunk,0.15,77,11
1,9,draft_top4_mean_score_per_chunk,0.15,77,11
2,0,draft_frequency_per_chunk,0.15,64,9
2,0,draft_mean_score_per_chunk,0.15,64,9
2,0,draft_max_score_per_chunk,0.15,64,9
2,0,draft_top2_mean_score_per_chunk,0.15,64,9
2,0,draft_top4_mean_score_per_chunk,0.15,64,9
2,1,draft_frequency_per_chunk,0.15,122,18
2,1,draft_mean_score_per_chunk,0.15,122,18
2,1,draft_max_score_per_chunk,0.15,122,18
2,1,draft_top2_mean_score_per_chunk,0.15,122,18
2,1,draft_top4_mean_score_per_chunk,0.15,122,18
2,2,draft_frequency_per_chunk,0.15,88,13
2,2,draft_mean_score_per_chunk,0.15,88,13
2,2,draft_max_score_per_chunk,0.15,88,13
2,2,draft_top2_mean_score_per_chunk,0.15,88,13
2,2,draft_top4_mean_score_per_chunk,0.15,88,13
2,3,draft_frequency_per_chunk,0.15,48,7
2,3,draft_mean_score_per_chunk,0.15,48,7
2,3,draft_max_score_per_chunk,0.15,48,7
2,3,draft_top2_mean_score_per_chunk,0.15,48,7
2,3,draft_top4_mean_score_per_chunk,0.15,48,7
2,4,draft_frequency_per_chunk,0.15,185,27
2,4,draft_mean_score_per_chunk,0.15,185,27
2,4,draft_max_score_per_chunk,0.15,185,27
2,4,draft_top2_mean_score_per_chunk,0.15,185,27
2,4,draft_top4_mean_score_per_chunk,0.15,185,27
2,5,draft_frequency_per_chunk,0.15,63,9
2,5,draft_mean_score_per_chunk,0.15,63,9
2,5,draft_max_score_per_chunk,0.15,63,9
2,5,draft_top2_mean_score_per_chunk,0.15,63,9
2,5,draft_top4_mean_score_per_chunk,0.15,63,9
2,6,draft_frequency_per_chunk,0.15,99,14
2,6,draft_mean_score_per_chunk,0.15,99,14
2,6,draft_max_score_per_chunk,0.15,99,14
2,6,draft_top2_mean_score_per_chunk,0.15,99,14
2,6,draft_top4_mean_score_per_chunk,0.15,99,14
2,7,draft_frequency_per_chunk,0.15,106,15
2,7,draft_mean_score_per_chunk,0.15,106,15
2,7,draft_max_score_per_chunk,0.15,106,15
2,7,draft_top2_mean_score_per_chunk,0.15,106,15
2,7,draft_top4_mean_score_per_chunk,0.15,106,15
2,8,draft_frequency_per_chunk,0.15,234,35
2,8,draft_mean_score_per_chunk,0.15,234,35
2,8,draft_max_score_per_chunk,0.15,234,35
2,8,draft_top2_mean_score_per_chunk,0.15,234,35
2,8,draft_top4_mean_score_per_chunk,0.15,234,35
2,9,draft_frequency_per_chunk,0.15,368,55
2,9,draft_mean_score_per_chunk,0.15,368,55
2,9,draft_max_score_per_chunk,0.15,368,55
2,9,draft_top2_mean_score_per_chunk,0.15,368,55
2,9,draft_top4_mean_score_per_chunk,0.15,368,55
3,0,draft_frequency_per_chunk,0.15,108,16
3,0,draft_mean_score_per_chunk,0.15,108,16
3,0,draft_max_score_per_chunk,0.15,108,16
3,0,draft_top2_mean_score_per_chunk,0.15,108,16
3,0,draft_top4_mean_score_per_chunk,0.15,108,16
3,1,draft_frequency_per_chunk,0.15,92,13
3,1,draft_mean_score_per_chunk,0.15,92,13
3,1,draft_max_score_per_chunk,0.15,92,13
3,1,draft_top2_mean_score_per_chunk,0.15,92,13
3,1,draft_top4_mean_score_per_chunk,0.15,92,13
3,2,draft_frequency_per_chunk,0.15,90,13
3,2,draft_mean_score_per_chunk,0.15,90,13
3,2,draft_max_score_per_chunk,0.15,90,13
3,2,draft_top2_mean_score_per_chunk,0.15,90,13
3,2,draft_top4_mean_score_per_chunk,0.15,90,13
3,3,draft_frequency_per_chunk,0.15,170,25
3,3,draft_mean_score_per_chunk,0.15,170,25
3,3,draft_max_score_per_chunk,0.15,170,25
3,3,draft_top2_mean_score_per_chunk,0.15,170,25
3,3,draft_top4_mean_score_per_chunk,0.15,170,25
3,4,draft_frequency_per_chunk,0.15,141,21
3,4,draft_mean_score_per_chunk,0.15,141,21
3,4,draft_max_score_per_chunk,0.15,141,21
3,4,draft_top2_mean_score_per_chunk,0.15,141,21
3,4,draft_top4_mean_score_per_chunk,0.15,141,21
3,5,draft_frequency_per_chunk,0.15,200,30
