Question,Real Answer,Pred Answer
Who is the son of the Italian navigator who explored the eastern coast of the continent Ulises Solís' birthplace is located in for England?,Sebastian Cabot,Sebastian Cabot
Who played the monarch at the end of WW2 in The King's Speech?,Colin Firth,Colin Firth
What is the place of birth of who does the voice of stan on the series that Insecurity is part of?,Denver,"Trey Parker voices Stan on the series South Park, which includes the episode ""Insecurity."" Trey Parker was born in Provo, Utah, USA."
Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh,Ko Phi Phi Le
What is the competition that the 1965 Federation Cup is part of named after?,International Tennis Federation,Billie Jean King
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Kotamadya is located?,Francisco Guterres,José Ramos-Horta
"In the King's Speech, who played the person who was the King of England in 1950?",Colin Firth,Colin Firth
What is the body of water by the area where Athlete was formed?,River Thames,Deptford Broadway
What award did the author of The Happy Journey to Trenton and Camden receive?,Pulitzer Prize for Drama,Pulitzer Prize for Drama
Where was the designer of the Lap Engine educated?,University of Glasgow,Massachusetts Institute of Technology
