Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Maggie Gyllenhaal,0.0,0.0,False,预测答案给出的演员是Maggie Gyllenhaal，而标准答案为Maria Bello。两者是完全不同的人，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,Manhattan Project,1.0,1.0,True,预测答案“Manhattan Project”与标准答案完全一致，包含了标准答案的核心关键信息，且在语义上完全等价，准确回答了提出的问题。
In which borough was Callum McManaman born?,Knowsley,Whiston,0.0,0.0,False,预测答案给出的地点是“Whiston”，而标准答案是“Knowsley”。两者在字面和语义上均不相同，预测答案未能包含标准答案的关键信息，因此判断为错误。
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,1.0,1.0,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，因此正确地回答了问题。
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Answer: Patricia Neal,0.0,0.0,False,预测答案“Patricia Neal”与标准答案“Sherry Boucher”完全不一致。在《天龙特攻队》中饰演汉尼拔·史密斯的演员是乔治·佩帕德，他的配偶是谢里·布彻，因此预测答案未能正确回答问题。
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2005–06 season,0.0,0.30769230769230765,False,预测答案给出的时间是“2005–06 season”，而标准答案明确为“1 December 2010”。两者在时间指代上完全不同，语义上并不等价，且预测答案未包含标准答案的关键信息，因此判断为错误。
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: The child of the cast member of Green Ice is not explicitly mentioned in the provided information.,0.0,0.0,False,预测答案表示相关信息未被提及，未能包含标准答案中的关键信息“Tatum O'Neal”，也没有给出可核验的具体答案，因此未能正确回答问题。
How many times did plague occur in the birthplace of La Silvia's composer?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且不满足语义等价或包含关键信息的要求，因此预测答案未能正确回答问题。
When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1.0,1.0,True,预测答案“1912”与标准答案“1912”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题所询问的时间点。
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,0.0,0.25,True,预测答案“ATS-6”准确包含了标准答案“ATS - 6 (Applications Technology Satellite - 6)”中的核心名称信息。两者在语义上完全等价，仅存在空格和括号内全称展开的细微措辞差异，不影响对问题的正确回答。
