Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
In what year was Twilight Princess from the game series on which The Legend of Neil was based originally planned for release?,2005,2005,1.0,1.0,True,预测答案“2005”与标准答案“2005”完全一致，准确地包含了标准答案的关键信息，且在语义上完全等价，正确地回答了问题所询问的年份。
What is the mascot of the school that owns Goss Stadium at Coleman Field?,Benny Beaver,The Ramblin' Wreck,0.0,0.0,False,预测答案“The Ramblin' Wreck”与标准答案“Benny Beaver”完全不一致。Goss Stadium at Coleman Field属于俄勒冈州立大学，其吉祥物是Benny Beaver，而预测答案给出了错误的吉祥物名称。
Who is the spouse of the actor that plays vision in avengers age of ultron?,Jennifer Connelly,Jennifer Connelly,1.0,1.0,True,预测答案“Jennifer Connelly”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。
Who was the spouse of the leading lady in Gone With the wind?,Laurence Olivier,Rhett Butler,0.0,0.0,False,预测答案“Rhett Butler”是电影《乱世佳人》中的虚构角色，而标准答案“Laurence Olivier”是女主角费雯·丽在现实生活中的配偶。两者在语义上完全不同，预测答案未包含标准答案的关键信息。
Who was the mother of the person who found the sacred writings that became the Book of Mormon?,Lucy Mack Smith,Lucy Mack Smith,1.0,1.0,True,预测答案“Lucy Mack Smith”与标准答案完全一致，准确包含了问题所需的关键信息，语义上完全等价，正确回答了关于《摩门经》发现者母亲是谁的问题。
Who is the mayor presiding now where Merrill Elam was born?,Lance Bottoms,Jacek Majchrowski,0.0,0.0,False,预测答案“Jacek Majchrowski”与标准答案“Lance Bottoms”完全不一致，两者指代的是不同的人，且在语义上没有任何等价或包含关系，因此预测答案未能正确回答问题。
What county shares a border with the county where She Did It's performer was born?,Cabarrus County,Rowan County,0.0,0.4,False,预测答案给出的“Rowan County”与标准答案“Cabarrus County”不一致，未能包含标准答案的关键信息，两者在语义上也不等价，因此预测答案未能正确回答问题。
What is the experimental satellite which was the forerunner to the communication satellite of the operator of GSAT-7 called?,ATS - 6 (Applications Technology Satellite - 6),Telstar,0.0,0.0,False,预测答案“Telstar”与标准答案“ATS - 6 (Applications Technology Satellite - 6)”完全不一致。问题询问的是特定通信卫星运营商的实验性前身卫星，标准答案明确指出是ATS-6，而预测答案给出了一个完全不同的卫星名称，未能包含标准答案的关键信息，因此判断为错误。
What watercourse is the river on which the Lostock Dam is located the mouth of?,Hunter River,Parramatta River,0.0,0.4,False,预测答案给出的河流是“Parramatta River”，而标准答案是“Hunter River”。两者是完全不同的河流，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,"1,335,907","1,362,359",0.0,0.6666666666666666,False,"预测答案给出的数值为1,362,359，而标准答案为1,335,907。两者在数值上完全不同，预测答案未能包含标准答案的关键信息，因此判断为错误。"
What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,Green Bay,Kampong Cham,0.0,0.0,False,预测答案“Kampong Cham”与标准答案“Green Bay”完全不一致，两者在语义上没有任何关联，且预测答案未包含标准答案的任何关键信息，因此未能正确回答问题。
Kiwil's birth country participated in a Commission of Truth and Friendship. Who is the president of the other country that participated?,Francisco Guterres,Xanana Gusmão,0.0,0.0,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，不包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。
Who is the child of the male star of the 1921 film Money?,Anthony Ainley,Aiden Lucas,0.0,0.0,False,预测答案给出的名字是“Aiden Lucas”，而标准答案为“Anthony Ainley”。两者在字面和语义上均完全不同，预测答案未包含标准答案的关键信息，因此判定为错误。
What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,fleur - de-lis,fleur-de-lis,0.0,0.6666666666666666,True,预测答案“fleur-de-lis”与标准答案“fleur - de-lis”在语义上完全等价，仅仅是连字符前后的空格存在细微的格式差异，包含了相同的关键信息，正确回答了问题。
Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Tanzania,1.0,1.0,True,预测答案“Tanzania”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Mara Region命名灵感来源的水域所在国家的问题。
"Along with the subject of The One That Got Away, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Johnny Cash,0.0,0.0,False,预测答案给出的艺术家是Johnny Cash，而标准答案是Michael Bublé。两者并非同一人，且Johnny Cash并非以成人当代电台起步，预测答案未包含标准答案的关键信息，因此判断为错误。
Who is the federal leader of the political party Ken Epp belongs to?,Andrew Scheer,"Answer: The federal leader of the political party Ken Epp belongs to is not explicitly mentioned in the provided text. However, Ken Epp is associated with the Reform Party, the Canadian Alliance, and later the Conservative Party of",0.0,0.0,False,预测答案没有给出具体的人名，而是表示文本中未明确提及该政党的联邦领导人，并且句子未完整结束。预测答案未包含标准答案中的关键信息“Andrew Scheer”，因此未能正确回答问题。
Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean,"Cape Verde is located in the Atlantic Ocean, approximately 570 kilometres (350 miles) off the western coast of the African continent, near Senegal, The Gambia, and Mauritania.",0.0,0.16666666666666669,True,预测答案明确指出了ISO 3166-2:CV对应的国家是佛得角，并说明其位于大西洋，这与标准答案“central Atlantic Ocean”在语义上完全一致，包含了标准答案的关键信息。
Who did the person portraying Batman in the Justice League movie play in Dazed and Confused?,Fred O'Bannion,Ben Affleck did not play a role in *Dazed and Confused*.,0.0,0.0,False,预测答案声称Ben Affleck没有出演《Dazed and Confused》，这与事实不符，且未包含标准答案中的关键信息“Fred O'Bannion”。因此，预测答案未能正确回答问题。
"In Batman Under the Red Hood, who does the actor of Barney Stinson from How I Met Your Mother play?",Nightwing / Dick Grayson,"Answer: In Batman: Under the Red Hood, the actor of Barney Stinson from How I Met Your Mother, Neil Patrick Harris, plays the role of the villain Mr. Freeze.",0.0,0.0,False,预测答案指出Neil Patrick Harris在《Batman: Under the Red Hood》中饰演反派急冻人，但标准答案明确指出他饰演的是Nightwing / Dick Grayson。两者信息不符，因此判断为错误。
"What did the singer of ""Moon River"" in the movie Breakfast at Tiffany win a Tony for?",for Best Performance by a Leading Actress in a Play in Ondine,Best Choreography,0.0,0.0,False,预测答案“Best Choreography”与标准答案“for Best Performance by a Leading Actress in a Play in Ondine”完全不符。问题询问的是该歌手凭借什么作品及具体奖项获奖，预测答案给出了完全不同的奖项类别，未能包含标准答案的任何关键信息。
Where is the headquarter of the Radio Television of the country whose co-official language is the same as the one Politika is written in?,Pristina,Pristina,1.0,1.0,True,预测答案“Pristina”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了问题中关于总部所在地的询问。
What is the source of the river of which Kraai River is a tributary?,Thaba Putsoa,The source of the river of which the Kraai River is a tributary (the Orange River) is the Khatling Glacier in the Drakensberg mountains in Lesotho.,0.0,0.0625,False,预测答案指出该河流的源头是Khatling Glacier，而标准答案给出的源头是Thaba Putsoa。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。
Who played the girlfriend of Chance's voice actor in Homeward Bound in Back to the Future?,Claudia Wells,Lea Thompson,0.0,0.0,False,预测答案“Lea Thompson”与标准答案“Claudia Wells”不一致。在电影《Back to the Future》中，Chance的配音演员Michael J. Fox所饰演角色的女友是由Claudia Wells扮演的，预测答案给出了错误的演员名字，因此未能正确回答问题。
Who is the voice of the character in Spongebob Squarepants with the same name as the creature that annelid larvae live like?,Mr. Lawrence,Carolyn Lawrence,0.0,0.6666666666666666,False,预测答案“Carolyn Lawrence”与标准答案“Mr. Lawrence”是两个不同的人。问题询问的是海绵宝宝中与环节动物幼虫相似形态的生物（即Plankton，浮游生物）同名的角色配音演员，标准答案是Mr. Lawrence，而预测答案给出了错误的配音演员，未包含标准答案的关键信息。
Between which years did war with the person for whom Pyrrhic victory is named occur?,323–272 BC,280 BC and 279 BC,0.0,0.375,False,预测答案给出的年份是280 BC和279 BC，而标准答案给出的年份范围是323–272 BC。两者在时间跨度上完全不同，语义上不等价，因此预测答案未能正确回答问题。
MV Miralda's owner announced it was in the process of doing what in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling its interests in four Nigerian oil fields,0.0,0.1904761904761905,False,预测答案提到的是出售四个尼日利亚油田的权益，而标准答案指出的是为其在芬兰的所有业务寻找潜在买家。两者在具体内容和语义上完全不同，因此预测答案未能正确回答问题。
When did the Battle at Choo Hoey's birthplace end?,15 February 1942,Answer: The Battle of Puebla ended on 15 February 1862.,0.0,0.48,False,预测答案提到的是“Battle of Puebla”的结束日期（1862年2月15日），而问题询问的是“Choo Hoey's birthplace”的战役结束日期，标准答案为1942年2月15日。两者所指的战役和年份均不一致，语义上不等价。
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sumardi was born?,Francisco Guterres,Xanana Gusmão,0.0,0.0,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，预测答案未包含标准答案的关键信息，且两者在语义上不等价，因此判断为错误。
Who wrote the song The Story sung by the performer of Give Up the Ghost?,Phil Hanseroth,Brandi Carlile,0.0,0.0,False,预测答案“Brandi Carlile”与标准答案“Phil Hanseroth”不一致。虽然Brandi Carlile是演唱《The Story》的歌手，但该歌曲的创作者实际上是Phil Hanseroth，因此预测答案未能正确回答问题。
